https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume WAVES
1663545600000,2022-09-19 00:00:00,WAVES/BTC,0.00020023,0.00020113,0.00019865,0.00020064,0.9898218279288767,4933.32250762
1663459200000,2022-09-18 00:00:00,WAVES/BTC,0.00021715,0.0002182,0.00019137,0.0002004,19.503729979385255,97324.00189314
1663372800000,2022-09-17 00:00:00,WAVES/BTC,0.00021751,0.00021847,0.00021496,0.00021722,19.85367863279911,91398.94407881
1663286400000,2022-09-16 00:00:00,WAVES/BTC,0.0002141,0.00022066,0.00021275,0.00021719,20.4669444829006,94235.20642249
1663200000000,2022-09-15 00:00:00,WAVES/BTC,0.0002195,0.0002195,0.00021366,0.00021419,20.13119516810134,93987.55856063
1663113600000,2022-09-14 00:00:00,WAVES/BTC,0.00021564,0.00022113,0.00021444,0.00021944,16.884756661990515,76944.75329015
1663027200000,2022-09-13 00:00:00,WAVES/BTC,0.00021685,0.00021856,0.00020697,0.00021679,19.12902038926568,88237.55887848
1662940800000,2022-09-12 00:00:00,WAVES/BTC,0.00022485,0.00022505,0.00021318,0.00021688,20.191694145914408,93100.76607301
1662854400000,2022-09-11 00:00:00,WAVES/BTC,0.00022931,0.00023872,0.00022429,0.00022538,21.445162098771327,95151.13186073
1662768000000,2022-09-10 00:00:00,WAVES/BTC,0.00022053,0.00024445,0.00021787,0.0002288,24.857794680171025,108644.20751823
1662681600000,2022-09-09 00:00:00,WAVES/BTC,0.000231,0.00023217,0.00021731,0.00022026,21.201849280309485,96258.28239494
1662595200000,2022-09-08 00:00:00,WAVES/BTC,0.00022853,0.00023141,0.00022664,0.00023078,20.847836960135997,90336.41112807
1662508800000,2022-09-07 00:00:00,WAVES/BTC,0.00022684,0.00023163,0.00022446,0.00022861,22.193687161057426,97080.99891106
1662422400000,2022-09-06 00:00:00,WAVES/BTC,0.00023146,0.00023511,0.000225,0.00022707,22.48391004782773,99017.52784528
1662336000000,2022-09-05 00:00:00,WAVES/BTC,0.00023039,0.00023472,0.00022604,0.00023133,20.65530036443112,89289.32851092
1662249600000,2022-09-04 00:00:00,WAVES/BTC,0.0002272,0.00023664,0.0002271,0.00023002,22.36717297350976,97240.12248287
1662163200000,2022-09-03 00:00:00,WAVES/BTC,0.00022483,0.00022836,0.00022347,0.00022733,22.736611045651976,100015.88459795
1662076800000,2022-09-02 00:00:00,WAVES/BTC,0.00022568,0.00022662,0.00022282,0.00022513,20.421360488690624,90709.19241634
1661990400000,2022-09-01 00:00:00,WAVES/BTC,0.00022423,0.00023351,0.00022113,0.00022561,21.47081039269139,95167.81345105
1661904000000,2022-08-31 00:00:00,WAVES/BTC,0.00022541,0.00022672,0.00022328,0.00022422,20.04284911625438,89389.2120072
1661817600000,2022-08-30 00:00:00,WAVES/BTC,0.00022614,0.00022939,0.00022214,0.00022522,21.712715336495197,96406.69272931
1661731200000,2022-08-29 00:00:00,WAVES/BTC,0.00022236,0.00022664,0.0002206,0.0002259,21.016207683247888,93033.23454293
1661644800000,2022-08-28 00:00:00,WAVES/BTC,0.00022577,0.00022769,0.00022171,0.00022229,20.719498901748,93209.31621642
1661558400000,2022-08-27 00:00:00,WAVES/BTC,0.00022522,0.00022644,0.00022218,0.00022583,20.722610579759742,91761.99167409
1661472000000,2022-08-26 00:00:00,WAVES/BTC,0.00023602,0.0002367,0.00022347,0.00022478,21.47122391140759,95521.06019845
1661385600000,2022-08-25 00:00:00,WAVES/BTC,0.00023715,0.00023824,0.00023287,0.0002361,21.68170020658559,91832.69888431
1661299200000,2022-08-24 00:00:00,WAVES/BTC,0.00023787,0.00024735,0.00023393,0.00023682,22.426238430058294,94697.40068431
1661212800000,2022-08-23 00:00:00,WAVES/BTC,0.00022528,0.000239,0.00022139,0.00023804,24.10897244581202,101281.18150652
1661126400000,2022-08-22 00:00:00,WAVES/BTC,0.00022997,0.00022997,0.00022784,0.00022851,0.9539949873568464,4174.85006064
1661040000000,2022-08-21 00:00:00,WAVES/BTC,0.00022959,0.00023145,0.00022618,0.00022993,22.271757091144426,96863.20658959
1660953600000,2022-08-20 00:00:00,WAVES/BTC,0.00023465,0.00023679,0.00022625,0.00022915,21.94483339276598,95766.23780391
1660867200000,2022-08-19 00:00:00,WAVES/BTC,0.00023198,0.00023524,0.000226,0.00023473,23.27361282519641,99150.56799385
1660780800000,2022-08-18 00:00:00,WAVES/BTC,0.00024011,0.0002444,0.00022582,0.00023229,21.755927325672438,93658.4757229
1660694400000,2022-08-17 00:00:00,WAVES/BTC,0.00024567,0.00024813,0.0002376,0.00023998,23.31119058274881,97138.05559942
1660608000000,2022-08-16 00:00:00,WAVES/BTC,0.00024733,0.00024895,0.00024371,0.00024598,23.447494170507685,95322.76677172
1660521600000,2022-08-15 00:00:00,WAVES/BTC,0.00024976,0.00025425,0.000245,0.00024725,22.98019048110103,92943.13642508
1660435200000,2022-08-14 00:00:00,WAVES/BTC,0.00024938,0.00025835,0.000245,0.00024942,23.59644305169954,94605.25640165
1660348800000,2022-08-13 00:00:00,WAVES/BTC,0.00025107,0.00025405,0.00024821,0.00024941,23.340282620331546,93581.98396348
1660262400000,2022-08-12 00:00:00,WAVES/BTC,0.0002532,0.0002535,0.00024872,0.0002512,23.432957803748096,93284.06769008
1660176000000,2022-08-11 00:00:00,WAVES/BTC,0.00025486,0.00025927,0.00024816,0.00025348,21.116537401470698,83306.52280839
1660089600000,2022-08-10 00:00:00,WAVES/BTC,0.00025191,0.00025753,0.00024967,0.00025431,20.19524164403997,79411.9053283
1660003200000,2022-08-09 00:00:00,WAVES/BTC,0.00025758,0.00025867,0.0002557,0.00025599,1.2940792255582863,5055.19444337
1659916800000,2022-08-08 00:00:00,WAVES/BTC,0.00026253,0.00027047,0.00025483,0.00025769,24.346869345604677,94481.23460594
1659830400000,2022-08-07 00:00:00,WAVES/BTC,0.00026544,0.00026544,0.00025826,0.00026132,26.024106819871225,99587.1223782
1659744000000,2022-08-06 00:00:00,WAVES/BTC,0.00026661,0.00027139,0.00026343,0.00026549,25.315320422097344,95353.19756713
1659657600000,2022-08-05 00:00:00,WAVES/BTC,0.00026083,0.00028591,0.00025675,0.00026683,26.366299581645173,98813.10040717
1659571200000,2022-08-04 00:00:00,WAVES/BTC,0.00024685,0.00026034,0.000245,0.00026034,24.873133434898303,95540.95964853
1659484800000,2022-08-03 00:00:00,WAVES/BTC,0.00024911,0.0002504,0.00024371,0.00024656,22.692531359472273,92036.54834309
1659398400000,2022-08-02 00:00:00,WAVES/BTC,0.00026239,0.0002715,0.00024436,0.00024953,24.952383300281735,99997.52855481
1659312000000,2022-08-01 00:00:00,WAVES/BTC,0.00024329,0.00027833,0.00024153,0.00026185,26.47101932450542,101092.30217493
1659225600000,2022-07-31 00:00:00,WAVES/BTC,0.00023844,0.00025077,0.00023751,0.00024339,23.413646472521133,96198.062667
1659139200000,2022-07-30 00:00:00,WAVES/BTC,0.00023704,0.00024689,0.00023332,0.00023862,22.687857580805296,95079.44673877
1659052800000,2022-07-29 00:00:00,WAVES/BTC,0.00024021,0.00024555,0.0002329,0.00023716,22.417634630654465,94525.36106702
1658966400000,2022-07-28 00:00:00,WAVES/BTC,0.00023449,0.00024969,0.0002321,0.00024039,23.210238146977243,96552.42791704
1658880000000,2022-07-27 00:00:00,WAVES/BTC,0.00023481,0.00023617,0.00023013,0.00023471,22.284174810290953,94943.44003362
1658793600000,2022-07-26 00:00:00,WAVES/BTC,0.00023146,0.00023587,0.00023022,0.00023492,21.92791903115773,93342.06977336
1658707200000,2022-07-25 00:00:00,WAVES/BTC,0.00024227,0.00024227,0.00023134,0.00023169,21.182071361070484,91424.19336644
1658620800000,2022-07-24 00:00:00,WAVES/BTC,0.00024606,0.00024688,0.00024041,0.00024221,22.216552718744392,91724.34135149
1658534400000,2022-07-23 00:00:00,WAVES/BTC,0.00024291,0.000247,0.0002399,0.00024637,23.193521301145893,94141.01270912
1658448000000,2022-07-22 00:00:00,WAVES/BTC,0.00024707,0.00025173,0.00023928,0.00024332,22.203751335556927,91253.29334028
1658361600000,2022-07-21 00:00:00,WAVES/BTC,0.00024544,0.00024926,0.00023828,0.00024639,22.91846072356597,93017.00849696
1658275200000,2022-07-20 00:00:00,WAVES/BTC,0.00026994,0.00027726,0.00024287,0.0002452,22.974759125166702,93698.03884652
1658188800000,2022-07-19 00:00:00,WAVES/BTC,0.00024158,0.00028499,0.0002393,0.00026909,26.559133318734023,98699.81537305
1658102400000,2022-07-18 00:00:00,WAVES/BTC,0.00024218,0.00025141,0.00023745,0.00024115,24.544973599587806,101783.0130607
1658016000000,2022-07-17 00:00:00,WAVES/BTC,0.00024206,0.00024417,0.00023735,0.00024198,22.696834248844134,93796.32303845
1657929600000,2022-07-16 00:00:00,WAVES/BTC,0.00024358,0.00024358,0.00023877,0.00024265,23.167215022593844,95475.85008281
1657843200000,2022-07-15 00:00:00,WAVES/BTC,0.00024729,0.00026051,0.00024043,0.00024361,22.51768302308832,92433.32795488
1657756800000,2022-07-14 00:00:00,WAVES/BTC,0.00024127,0.00025604,0.00023961,0.00024655,24.71795512959345,100255.34426929
1657670400000,2022-07-13 00:00:00,WAVES/BTC,0.0002436,0.00024652,0.0002308,0.00024114,23.923992608898853,99212.0453218
1657584000000,2022-07-12 00:00:00,WAVES/BTC,0.00023454,0.00024763,0.00023363,0.00024369,22.477076871306284,92236.35303585
1657497600000,2022-07-11 00:00:00,WAVES/BTC,0.00024523,0.00024543,0.00023238,0.00023453,21.989651459822614,93760.50594731
1657411200000,2022-07-10 00:00:00,WAVES/BTC,0.00025142,0.00025188,0.00024821,0.00024891,1.3407956483873036,5386.66846807
1657324800000,2022-07-09 00:00:00,WAVES/BTC,0.00024755,0.00025544,0.00024755,0.00025128,20.995922389388493,83555.88343437
1657238400000,2022-07-08 00:00:00,WAVES/BTC,0.00025885,0.0002627,0.0002469,0.00024771,23.018879889097995,92926.72838843
