https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SFP,Volume BTC
1663372800,2022-09-17 00:00:00,SFP/BTC,0.00001811,0.00001856,0.00001801,0.00001829,179.7336,0.003292627033
1663286400,2022-09-16 00:00:00,SFP/BTC,0.00001796,0.00001827,0.00001766,0.00001827,243.6182,0.004377719744
1663200000,2022-09-15 00:00:00,SFP/BTC,0.00001826,0.00001826,0.00001776,0.00001789,2738.2901,0.049230623989
1663113600,2022-09-14 00:00:00,SFP/BTC,0.00001826,0.00001849,0.00001807,0.00001839,23518.9703,0.431306182303
1663027200,2022-09-13 00:00:00,SFP/BTC,0.00001766,0.00001835,0.0000172,0.00001835,3091.6691,0.054098604554
1662940800,2022-09-12 00:00:00,SFP/BTC,0.00001802,0.00001916,0.00001778,0.00001778,2083.9464,0.037868354317
1662854400,2022-09-11 00:00:00,SFP/BTC,0.00001871,0.00001887,0.00001792,0.0000181,1090.8335,0.020166890165
1662768000,2022-09-10 00:00:00,SFP/BTC,0.00001848,0.00001904,0.00001844,0.00001848,2143.3663,0.040640667674
1662681600,2022-09-09 00:00:00,SFP/BTC,0.00001965,0.0000197,0.00001836,0.00001845,2498.3508,0.046596234532
1662595200,2022-09-08 00:00:00,SFP/BTC,0.00001928,0.00001976,0.00001921,0.00001948,3453.9907,0.067560638242
1662508800,2022-09-07 00:00:00,SFP/BTC,0.00001872,0.00001951,0.00001864,0.00001927,1173.08,0.022071498419
1662422400,2022-09-06 00:00:00,SFP/BTC,0.00001951,0.00001963,0.00001863,0.00001872,3124.6671,0.058931243047
1662336000,2022-09-05 00:00:00,SFP/BTC,0.0000191,0.00001933,0.00001907,0.00001933,800.1814,0.0153911781
1662249600,2022-09-04 00:00:00,SFP/BTC,0.00001861,0.00001907,0.00001861,0.00001906,105.9727,0.002003718397
1662163200,2022-09-03 00:00:00,SFP/BTC,0.00001857,0.00001891,0.00001854,0.00001872,520.4565,0.009692045373
1662076800,2022-09-02 00:00:00,SFP/BTC,0.00001989,0.00001989,0.00001847,0.00001855,2472.0061,0.047433128647
1661990400,2022-09-01 00:00:00,SFP/BTC,0.00001976,0.00002305,0.00001953,0.00001977,14773.2174,0.307945733561
1661904000,2022-08-31 00:00:00,SFP/BTC,0.00001976,0.00001988,0.00001931,0.0000197,19710.637,0.384134221114
1661817600,2022-08-30 00:00:00,SFP/BTC,0.00002047,0.00002047,0.00001942,0.00001973,4186.9331,0.082718276236
1661731200,2022-08-29 00:00:00,SFP/BTC,0.00001913,0.00002111,0.00001897,0.00002055,5652.0342,0.113627370074
1661644800,2022-08-28 00:00:00,SFP/BTC,0.00001939,0.00001977,0.00001913,0.00001913,578.2976,0.011285955145
1661558400,2022-08-27 00:00:00,SFP/BTC,0.00001834,0.00001934,0.00001811,0.00001934,723.2936,0.013517598188
1661472000,2022-08-26 00:00:00,SFP/BTC,0.00001846,0.00001932,0.0000181,0.00001842,2021.1637,0.037599576689
1661385600,2022-08-25 00:00:00,SFP/BTC,0.00001789,0.00001901,0.00001789,0.00001834,5270.5874,0.096399647408
1661299200,2022-08-24 00:00:00,SFP/BTC,0.00001753,0.00001822,0.0000173,0.0000178,5185.51,0.09316135792
1661212800,2022-08-23 00:00:00,SFP/BTC,0.00001684,0.00001801,0.00001657,0.00001755,13729.3732,0.233858709006
1661126400,2022-08-22 00:00:00,SFP/BTC,0.00001684,0.00001684,0.00001639,0.00001681,1249.6893,0.020628530216
1661040000,2022-08-21 00:00:00,SFP/BTC,0.00001611,0.000017,0.00001611,0.00001684,1602.1766,0.026584608292
1660953600,2022-08-20 00:00:00,SFP/BTC,0.00001657,0.0000281,0.00001606,0.00001615,102229.6286,2.137139723972
1660867200,2022-08-19 00:00:00,SFP/BTC,0.00001603,0.00001677,0.00001558,0.00001642,31182.4072,0.496347126095
1660780800,2022-08-18 00:00:00,SFP/BTC,0.0000169,0.00001745,0.00001603,0.00001624,769.4293,0.012758197291
1660694400,2022-08-17 00:00:00,SFP/BTC,0.00001734,0.00001767,0.00001688,0.00001707,643.3605,0.011047347717
1660608000,2022-08-16 00:00:00,SFP/BTC,0.00001729,0.00001756,0.00001701,0.00001739,928.9894,0.016067479446
1660521600,2022-08-15 00:00:00,SFP/BTC,0.0000173,0.00001742,0.00001694,0.00001734,1183.8383,0.020202800165
1660435200,2022-08-14 00:00:00,SFP/BTC,0.00001789,0.00001811,0.00001718,0.00001718,1201.3205,0.021114576729
1660348800,2022-08-13 00:00:00,SFP/BTC,0.0000185,0.00001869,0.00001788,0.00001793,1452.7642,0.026446658884
1660262400,2022-08-12 00:00:00,SFP/BTC,0.00001835,0.00001868,0.00001802,0.00001844,1797.552,0.03306305378
1660176000,2022-08-11 00:00:00,SFP/BTC,0.000018,0.00001858,0.00001778,0.00001835,6319.434,0.115648756233
