https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume USDT
1659225600,2022-07-31 00:00:00,ETC/USDT,39.43674773,39.96236898,39.25461578,39.45641037,3976.00235797,100.84897613
1659139200,2022-07-30 00:00:00,ETC/USDT,40.35279995,41.66337068,38.43466744,39.05355604,545837.60242497,13708.46228744
1659052800,2022-07-29 00:00:00,ETC/USDT,40.76879827,45.0,37.65701239,40.35279996,714406.17985386,17390.43258557
1658966400,2022-07-28 00:00:00,ETC/USDT,32.93667001,42.2666,32.02243085,40.81284563,318774.34201044,8688.10633173
1658880000,2022-07-27 00:00:00,ETC/USDT,25.1606403,33.29149201,24.91753428,32.80591758,405104.93146738,14628.15082966
1658793600,2022-07-26 00:00:00,ETC/USDT,23.32963172,25.09897211,22.93607489,25.09897211,55470.35744007,2336.75736567
1658707200,2022-07-25 00:00:00,ETC/USDT,25.53926681,25.76419988,23.16298161,23.22826595,146721.44810462,5959.53930403
1658620800,2022-07-24 00:00:00,ETC/USDT,25.75531591,26.56473342,25.3051,25.55416505,53137.98178895,2041.36694205
1658534400,2022-07-23 00:00:00,ETC/USDT,24.77469984,28.0,24.66686674,25.57240002,107217.07315666,4031.1701297
1658448000,2022-07-22 00:00:00,ETC/USDT,26.23752448,26.77332128,24.13606313,24.90495136,99323.50196483,3818.44475128
1658361600,2022-07-21 00:00:00,ETC/USDT,23.47567752,26.29981187,22.26553638,26.08039481,120000.90644542,4890.41345482
1658275200,2022-07-20 00:00:00,ETC/USDT,25.2205315,25.67683853,23.13718124,23.29351539,145013.87117902,5890.48450477
1658188800,2022-07-19 00:00:00,ETC/USDT,25.23758925,27.56928438,24.30992176,25.31295968,261799.79658903,10122.22596185
1658102400,2022-07-18 00:00:00,ETC/USDT,19.25764085,25.570501,19.20674075,25.31760272,241046.74178667,10489.77193138
1658016000,2022-07-17 00:00:00,ETC/USDT,17.33167463,20.45809229,16.92106201,19.20674076,320553.03572053,16261.79483078
1657929600,2022-07-16 00:00:00,ETC/USDT,15.03856485,17.44,14.66021521,17.26466763,45136.58152543,2790.95786931
1657843200,2022-07-15 00:00:00,ETC/USDT,14.70811421,15.2790792,14.63,15.09956494,11752.02450464,787.75959457
1657756800,2022-07-14 00:00:00,ETC/USDT,14.389233,14.8,13.94625971,14.70391061,6899.35283081,479.72360684
1657670400,2022-07-13 00:00:00,ETC/USDT,13.8,14.38923281,13.41894483,14.38923281,12595.11136626,905.77351371
1657584000,2022-07-12 00:00:00,ETC/USDT,14.23423803,14.54576316,13.89491854,13.89491854,12945.96188254,911.99619308
1657497600,2022-07-11 00:00:00,ETC/USDT,15.05115648,15.05945567,14.15553818,14.15553818,17102.67496982,1160.19383373
1657411200,2022-07-10 00:00:00,ETC/USDT,15.82574482,15.96354152,15.00000001,15.08656336,4457.8011226,290.58908224
1657324800,2022-07-09 00:00:00,ETC/USDT,15.79238962,15.96647711,15.76034142,15.93474182,1107.46279872,69.90285217
1657238400,2022-07-08 00:00:00,ETC/USDT,15.82298356,16.27921,15.45470125,15.58525297,13492.70725798,858.15620083
1657152000,2022-07-07 00:00:00,ETC/USDT,15.33188592,15.97975441,15.14335628,15.89976233,14037.51564058,910.33843229
1657065600,2022-07-06 00:00:00,ETC/USDT,14.91070079,15.28531678,14.78994253,15.27,10133.01771765,672.27118494
1656979200,2022-07-05 00:00:00,ETC/USDT,15.37446245,15.48055045,14.46958029,15.02362937,11160.1006236,756.28043404
1656892800,2022-07-04 00:00:00,ETC/USDT,14.78863036,15.41642092,14.44840466,15.36332943,13894.99084571,920.0723333
1656806400,2022-07-03 00:00:00,ETC/USDT,14.66808242,14.95877831,14.37560999,14.79436547,2245.07991921,153.60001183
1656720000,2022-07-02 00:00:00,ETC/USDT,14.54686936,14.89288143,14.37561,14.84272843,1218.28500916,83.35816359
1656633600,2022-07-01 00:00:00,ETC/USDT,14.92996637,15.32578138,14.28319311,14.58701972,8510.4215344,578.53914223
1656547200,2022-06-30 00:00:00,ETC/USDT,15.15176693,15.15176706,14.18733392,14.92000566,18414.38009945,1239.05827443
1656460800,2022-06-29 00:00:00,ETC/USDT,15.4,15.9999983,15.0,15.16693409,3555.29779306,230.7408085
1656374400,2022-06-28 00:00:00,ETC/USDT,16.50149937,16.80921603,15.41,15.41,8417.67389489,525.68989788
1656288000,2022-06-27 00:00:00,ETC/USDT,17.06351579,17.4420823,16.23160644,16.5,5731.70918994,333.66793068
1656201600,2022-06-26 00:00:00,ETC/USDT,16.43,17.9,16.14451802,16.74500084,43646.53099879,2488.07160335
1656115200,2022-06-25 00:00:00,ETC/USDT,16.41420734,16.66619623,15.99001757,16.5212456,16764.02181004,1013.11939425
1656028800,2022-06-24 00:00:00,ETC/USDT,15.98126971,16.753923,15.95029164,16.43636744,10799.38043733,657.6081365
1655942400,2022-06-23 00:00:00,ETC/USDT,15.52581516,16.0,15.26168642,16.0,5830.12698414,373.25833664
1655856000,2022-06-22 00:00:00,ETC/USDT,15.84946027,16.17499311,15.13488927,15.34524861,3798.40141888,246.00936681
1655769600,2022-06-21 00:00:00,ETC/USDT,16.46506239,16.99999978,15.82662359,16.02947517,9698.88540589,588.74755618
1655683200,2022-06-20 00:00:00,ETC/USDT,15.44997115,16.54755773,14.70057537,16.2043783,12734.49493078,807.07418929
1655596800,2022-06-19 00:00:00,ETC/USDT,14.00168558,15.5,13.3530268,15.33,6737.73211116,474.03013198
1655510400,2022-06-18 00:00:00,ETC/USDT,14.5,14.56890475,12.52,13.66163899,25028.87993961,1861.63892908
1655424000,2022-06-17 00:00:00,ETC/USDT,14.11842859,14.66249816,14.0,14.39437995,24883.37394365,1729.23792474
1655337600,2022-06-16 00:00:00,ETC/USDT,16.0,16.0,13.77,13.77,24606.81457098,1717.26426841
1655251200,2022-06-15 00:00:00,ETC/USDT,14.68187145,15.99578869,13.0,15.72842002,16299.51232559,1125.98843588
1655164800,2022-06-14 00:00:00,ETC/USDT,15.08528695,16.5,13.6,14.57986395,26300.9383313,1803.55543491
1655078400,2022-06-13 00:00:00,ETC/USDT,18.0,18.0,14.1,14.1000001,39965.14344061,2508.84298688
1654992000,2022-06-12 00:00:00,ETC/USDT,18.741217,18.98999899,17.9,18.0,29136.37982406,1616.35977251
1654905600,2022-06-11 00:00:00,ETC/USDT,20.04852889,20.37978287,18.59782416,18.74121686,15958.11890244,845.97000479
1654819200,2022-06-10 00:00:00,ETC/USDT,21.15073454,21.23450136,19.9,20.04616025,13910.50574484,686.51698347
1654732800,2022-06-09 00:00:00,ETC/USDT,21.25153266,21.75240682,21.12998266,21.15520647,4835.77576417,225.1061732
1654646400,2022-06-08 00:00:00,ETC/USDT,21.5951633,21.7729491,21.0,21.26961894,4513.26767103,211.01790551
1654560000,2022-06-07 00:00:00,ETC/USDT,22.19120344,22.19120344,20.78,21.6833181,30478.58954526,1420.34147786
1654473600,2022-06-06 00:00:00,ETC/USDT,21.97612149,23.33278654,21.97612149,22.44500221,13625.18435075,596.09679372
1654387200,2022-06-05 00:00:00,ETC/USDT,22.0,22.11779896,21.73766544,21.81618031,3490.32176344,159.22623145
1654300800,2022-06-04 00:00:00,ETC/USDT,21.73544257,22.0,21.59885538,21.90317233,12169.27456837,556.91943803
1654214400,2022-06-03 00:00:00,ETC/USDT,22.56618372,22.59265506,21.3484438,21.80170621,9427.92807979,430.5473584
1654128000,2022-06-02 00:00:00,ETC/USDT,21.97491668,22.45571385,21.6726428,22.443967,6315.13068739,286.58147737
1654041600,2022-06-01 00:00:00,ETC/USDT,23.64677664,24.15361355,21.5689,22.07073646,27780.00681949,1214.18307833
1653955200,2022-05-31 00:00:00,ETC/USDT,24.96348565,25.12,23.05213608,23.72030226,22355.04630107,928.2724559
1653868800,2022-05-30 00:00:00,ETC/USDT,23.7158,24.90519287,23.48028243,24.7810466,10361.99957901,428.3407453
1653782400,2022-05-29 00:00:00,ETC/USDT,22.73539587,23.74949999,22.2734651,23.7213,26645.75214342,1148.69097551
1653696000,2022-05-28 00:00:00,ETC/USDT,22.50448385,23.02187829,22.38890254,22.84679999,5724.02030544,251.63523372
1653609600,2022-05-27 00:00:00,ETC/USDT,22.10158578,23.34264523,21.65192639,22.37168252,20872.11310747,923.58859011
1653523200,2022-05-26 00:00:00,ETC/USDT,23.70114591,23.74313178,20.97899999,21.95155162,30858.10886283,1376.63304312
1653436800,2022-05-25 00:00:00,ETC/USDT,24.36909999,25.56344254,23.40121429,23.6916,23911.71683806,988.66140804
1653350400,2022-05-24 00:00:00,ETC/USDT,21.86898888,24.347115,21.180992,24.32569,17298.29689263,773.45965046
1653264000,2022-05-23 00:00:00,ETC/USDT,21.18965039,24.04017398,20.71583908,21.92295391,27807.4856802,1231.82450433
1653177600,2022-05-22 00:00:00,ETC/USDT,20.29651589,21.23268222,20.2920074,21.23268222,7830.19276002,378.96317552
1653091200,2022-05-21 00:00:00,ETC/USDT,20.10873868,20.48873868,19.8863,20.40317875,2677.52337382,131.6240434
1653004800,2022-05-20 00:00:00,ETC/USDT,20.71379547,21.1652,19.777354,20.10873868,4338.5625117,214.97350501
1652918400,2022-05-19 00:00:00,ETC/USDT,20.01432116,20.99367201,19.5,20.9182,22767.04313555,1117.31652092
1652832000,2022-05-18 00:00:00,ETC/USDT,21.78982047,21.896,19.82,19.82,10794.01636446,529.52460996
1652745600,2022-05-17 00:00:00,ETC/USDT,21.010223,21.7971,20.65,21.77313474,3584.91977416,167.94252272
1652659200,2022-05-16 00:00:00,ETC/USDT,22.13407281,22.77844957,20.41204752,20.81905892,17082.5982726,818.53208245
1652572800,2022-05-15 00:00:00,ETC/USDT,20.96464437,22.10698489,20.49728368,22.09073497,17284.04881773,807.79837028
1652486400,2022-05-14 00:00:00,ETC/USDT,20.43895058,21.2770558,19.54,21.17044929,5809.14294374,288.99594456
1652400000,2022-05-13 00:00:00,ETC/USDT,19.1294,21.86801616,19.1294,20.46706245,20448.19556027,964.07152976
1652313600,2022-05-12 00:00:00,ETC/USDT,19.86499998,21.06771644,17.2909,19.18536865,47459.88031778,2600.01222951
1652227200,2022-05-11 00:00:00,ETC/USDT,24.1376157,24.37359755,18.98,19.5229,130295.98721544,6016.25637341
1652140800,2022-05-10 00:00:00,ETC/USDT,23.1884,25.57656756,22.9,24.01982797,52464.05657322,2166.98057687
1652054400,2022-05-09 00:00:00,ETC/USDT,26.59141064,27.1829,23.00325365,23.29768601,44174.75245745,1766.81990352
1651968000,2022-05-08 00:00:00,ETC/USDT,27.10575711,27.3812,26.23512242,26.57,10304.17325704,383.93971748
1651881600,2022-05-07 00:00:00,ETC/USDT,28.03396766,28.03396766,27.0,27.1838,13711.82538778,502.19990105
1651795200,2022-05-06 00:00:00,ETC/USDT,27.6842674,28.6284716,27.1,28.03396766,81999.85990752,2952.0589294
1651708800,2022-05-05 00:00:00,ETC/USDT,30.81558479,32.95265421,27.5,28.225,102040.73746801,3332.59541074
1651622400,2022-05-04 00:00:00,ETC/USDT,26.90354835,30.78876122,26.90354835,30.78876122,22838.58310798,793.16497468
1651536000,2022-05-03 00:00:00,ETC/USDT,27.58653731,28.1902,26.6,26.8845,19758.23500722,719.77504613
1651449600,2022-05-02 00:00:00,ETC/USDT,28.2479243,29.0,27.2989,27.61439898,18184.93143058,651.29164171
1651363200,2022-05-01 00:00:00,ETC/USDT,26.94273698,31.0,26.49033621,28.0497,26237.77115291,941.99363789
1651276800,2022-04-30 00:00:00,ETC/USDT,29.2455,29.5673,27.0,27.0,39446.26605671,1375.53150022
1651190400,2022-04-29 00:00:00,ETC/USDT,31.2027113,31.4,28.67296462,29.29994884,19587.47137058,659.78897214
1651104000,2022-04-28 00:00:00,ETC/USDT,31.1035,31.73237502,30.50191321,31.2443751,22350.64684635,709.81644763
1651017600,2022-04-27 00:00:00,ETC/USDT,30.72388323,31.81370203,30.69277362,31.15285476,11013.36854883,355.05618934
1650931200,2022-04-26 00:00:00,ETC/USDT,33.6663105,33.84463217,30.0,30.59899999,30206.65823588,931.9017277
1650844800,2022-04-25 00:00:00,ETC/USDT,33.76586897,33.95510903,31.44421383,33.63150002,112120.99372666,3437.06012414
1650758400,2022-04-24 00:00:00,ETC/USDT,34.63245168,34.8843578,33.496,33.74808163,80124.7807746,2342.69836144
1650672000,2022-04-23 00:00:00,ETC/USDT,35.63603457,35.63603457,34.5995,34.5995,17316.7725549,494.89714844
1650585600,2022-04-22 00:00:00,ETC/USDT,34.79503532,35.78316204,34.6047,35.47145181,27506.69040649,775.62619789
1650499200,2022-04-21 00:00:00,ETC/USDT,36.7605487,37.7019,34.4,34.79503532,28917.91649633,787.37775689
1650412800,2022-04-20 00:00:00,ETC/USDT,37.77687419,38.0,36.0083,36.6495999,40550.61004716,1103.72150712
1650326400,2022-04-19 00:00:00,ETC/USDT,37.15,37.79785501,36.1555,37.79785501,33719.82669509,913.87774976
1650240000,2022-04-18 00:00:00,ETC/USDT,36.45,36.89006301,34.53567777,36.84043625,48894.71316757,1359.00621352
1650162114,2022-04-17 02:21:54,ETC/USDT,36.59090569,36.59090569,36.59090569,36.59090569,0.0,0.0
1650153600,2022-04-17 00:00:00,ETC/USDT,37.93693687,38.29329446,36.58165753,36.59090569,25483.37455759,681.56351372
1650071505,2022-04-16 01:11:45,ETC/USDT,38.24500283,38.24500283,38.24500283,38.24500283,0.0,0.0
