https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IOTA,Volume BTC,tradecount
1663545600000,2022-09-19 00:00:00,IOTA/BTC,0.00001296,0.00001299,0.00001294,0.00001296,1072.00000000,0.01389384,8
1663459200000,2022-09-18 00:00:00,IOTA/BTC,0.00001344,0.00001355,0.00001259,0.00001297,538283.00000000,7.03876085,1513
1663372800000,2022-09-17 00:00:00,IOTA/BTC,0.00001327,0.00001352,0.00001323,0.00001344,697805.00000000,9.30226999,1027
1663286400000,2022-09-16 00:00:00,IOTA/BTC,0.00001331,0.00001337,0.00001313,0.00001327,373096.00000000,4.94051855,915
1663200000000,2022-09-15 00:00:00,IOTA/BTC,0.00001344,0.00001344,0.00001304,0.00001330,991815.00000000,13.17441768,1597
1663113600000,2022-09-14 00:00:00,IOTA/BTC,0.00001327,0.00001362,0.00001320,0.00001345,486891.00000000,6.51790409,1337
1663027200000,2022-09-13 00:00:00,IOTA/BTC,0.00001304,0.00001351,0.00001281,0.00001328,552202.00000000,7.21424908,1611
1662940800000,2022-09-12 00:00:00,IOTA/BTC,0.00001340,0.00001355,0.00001297,0.00001302,606991.00000000,8.04382853,2000
1662854400000,2022-09-11 00:00:00,IOTA/BTC,0.00001364,0.00001379,0.00001333,0.00001340,689906.00000000,9.32833267,1420
1662768000000,2022-09-10 00:00:00,IOTA/BTC,0.00001369,0.00001397,0.00001356,0.00001366,665775.00000000,9.18440189,1997
1662681600000,2022-09-09 00:00:00,IOTA/BTC,0.00001447,0.00001459,0.00001351,0.00001368,928641.00000000,12.88217608,2232
1662595200000,2022-09-08 00:00:00,IOTA/BTC,0.00001434,0.00001454,0.00001399,0.00001445,725076.00000000,10.32802816,1668
1662508800000,2022-09-07 00:00:00,IOTA/BTC,0.00001379,0.00001447,0.00001373,0.00001431,769448.00000000,10.83923304,1802
1662422400000,2022-09-06 00:00:00,IOTA/BTC,0.00001425,0.00001449,0.00001373,0.00001383,836006.00000000,11.80314381,3300
1662336000000,2022-09-05 00:00:00,IOTA/BTC,0.00001454,0.00001468,0.00001411,0.00001425,368533.00000000,5.26792732,2600
1662249600000,2022-09-04 00:00:00,IOTA/BTC,0.00001415,0.00001484,0.00001414,0.00001452,610348.00000000,8.92209638,3431
1662163200000,2022-09-03 00:00:00,IOTA/BTC,0.00001408,0.00001423,0.00001397,0.00001414,209024.00000000,2.94965744,1420
1662076800000,2022-09-02 00:00:00,IOTA/BTC,0.00001412,0.00001424,0.00001396,0.00001407,356204.00000000,5.00358912,2193
1661990400000,2022-09-01 00:00:00,IOTA/BTC,0.00001402,0.00001414,0.00001387,0.00001411,503268.00000000,7.06057139,3404
1661904000000,2022-08-31 00:00:00,IOTA/BTC,0.00001455,0.00001466,0.00001393,0.00001401,514795.00000000,7.33477639,3501
1661817600000,2022-08-30 00:00:00,IOTA/BTC,0.00001435,0.00001476,0.00001418,0.00001454,685805.00000000,9.91928753,4239
1661731200000,2022-08-29 00:00:00,IOTA/BTC,0.00001397,0.00001436,0.00001379,0.00001434,395244.00000000,5.57523606,2891
1661644800000,2022-08-28 00:00:00,IOTA/BTC,0.00001396,0.00001422,0.00001387,0.00001396,317429.00000000,4.45937938,2255
1661558400000,2022-08-27 00:00:00,IOTA/BTC,0.00001379,0.00001400,0.00001365,0.00001397,366535.00000000,5.07819806,2626
1661472000000,2022-08-26 00:00:00,IOTA/BTC,0.00001418,0.00001429,0.00001363,0.00001378,861774.00000000,12.07898254,5146
1661385600000,2022-08-25 00:00:00,IOTA/BTC,0.00001397,0.00001420,0.00001386,0.00001416,569861.00000000,7.98793310,2676
1661299200000,2022-08-24 00:00:00,IOTA/BTC,0.00001384,0.00001416,0.00001369,0.00001396,490623.00000000,6.85368133,3094
1661212800000,2022-08-23 00:00:00,IOTA/BTC,0.00001357,0.00001386,0.00001339,0.00001382,589980.00000000,8.03252374,3052
1661126400000,2022-08-22 00:00:00,IOTA/BTC,0.00001372,0.00001377,0.00001320,0.00001358,527631.00000000,7.08020085,3362
1661040000000,2022-08-21 00:00:00,IOTA/BTC,0.00001345,0.00001380,0.00001339,0.00001371,650758.00000000,8.85072779,3545
1660953600000,2022-08-20 00:00:00,IOTA/BTC,0.00001358,0.00001376,0.00001318,0.00001345,566045.00000000,7.67019567,3649
1660867200000,2022-08-19 00:00:00,IOTA/BTC,0.00001316,0.00001370,0.00001290,0.00001357,1730667.00000000,22.91379362,8028
1660780800000,2022-08-18 00:00:00,IOTA/BTC,0.00001369,0.00001379,0.00001307,0.00001317,694327.00000000,9.43669157,4500
1660694400000,2022-08-17 00:00:00,IOTA/BTC,0.00001421,0.00001463,0.00001361,0.00001370,1404539.00000000,19.93324410,6296
1660608000000,2022-08-16 00:00:00,IOTA/BTC,0.00001430,0.00001442,0.00001405,0.00001422,1260293.00000000,17.97822861,5325
1660521600000,2022-08-15 00:00:00,IOTA/BTC,0.00001426,0.00001482,0.00001408,0.00001430,752051.00000000,10.79814709,5279
1660435200000,2022-08-14 00:00:00,IOTA/BTC,0.00001471,0.00001488,0.00001417,0.00001427,686922.00000000,10.01066411,4225
1660348800000,2022-08-13 00:00:00,IOTA/BTC,0.00001489,0.00001489,0.00001452,0.00001471,324566.00000000,4.74927355,2551
1660262400000,2022-08-12 00:00:00,IOTA/BTC,0.00001461,0.00001496,0.00001443,0.00001488,566776.00000000,8.37101726,4202
1660176000000,2022-08-11 00:00:00,IOTA/BTC,0.00001451,0.00001518,0.00001428,0.00001460,915495.00000000,13.34887076,5866
1660089600000,2022-08-10 00:00:00,IOTA/BTC,0.00001420,0.00001459,0.00001413,0.00001452,1288882.00000000,18.53707859,4887
1660003200000,2022-08-09 00:00:00,IOTA/BTC,0.00001459,0.00001462,0.00001400,0.00001421,866253.00000000,12.37072821,5119
1659916800000,2022-08-08 00:00:00,IOTA/BTC,0.00001480,0.00001480,0.00001449,0.00001458,1019984.00000000,14.94556133,4372
1659830400000,2022-08-07 00:00:00,IOTA/BTC,0.00001485,0.00001544,0.00001466,0.00001479,1001950.00000000,15.10706827,4637
1659744000000,2022-08-06 00:00:00,IOTA/BTC,0.00001460,0.00001493,0.00001457,0.00001486,633508.00000000,9.37368891,3369
1659657600000,2022-08-05 00:00:00,IOTA/BTC,0.00001462,0.00001468,0.00001430,0.00001460,770343.00000000,11.15965045,4483
1659571200000,2022-08-04 00:00:00,IOTA/BTC,0.00001402,0.00001464,0.00001384,0.00001462,1394679.00000000,19.71701236,7710
1659484800000,2022-08-03 00:00:00,IOTA/BTC,0.00001392,0.00001427,0.00001372,0.00001401,737529.00000000,10.38614629,4169
1659398400000,2022-08-02 00:00:00,IOTA/BTC,0.00001444,0.00001460,0.00001358,0.00001391,906116.00000000,12.57398650,5946
1659312000000,2022-08-01 00:00:00,IOTA/BTC,0.00001363,0.00001478,0.00001357,0.00001445,1516217.00000000,21.62574186,9986
1659225600000,2022-07-31 00:00:00,IOTA/BTC,0.00001339,0.00001402,0.00001331,0.00001364,1118477.00000000,15.33447776,7294
1659139200000,2022-07-30 00:00:00,IOTA/BTC,0.00001301,0.00001403,0.00001298,0.00001338,1618919.00000000,21.85255520,10235
1659052800000,2022-07-29 00:00:00,IOTA/BTC,0.00001315,0.00001344,0.00001291,0.00001300,869582.00000000,11.45715911,7076
1658966400000,2022-07-28 00:00:00,IOTA/BTC,0.00001299,0.00001342,0.00001286,0.00001316,1216482.00000000,15.92211335,6617
1658880000000,2022-07-27 00:00:00,IOTA/BTC,0.00001301,0.00001311,0.00001275,0.00001298,914044.00000000,11.80841977,4521
1658793600000,2022-07-26 00:00:00,IOTA/BTC,0.00001290,0.00001305,0.00001270,0.00001300,704690.00000000,9.08199313,3649
1658707200000,2022-07-25 00:00:00,IOTA/BTC,0.00001337,0.00001342,0.00001286,0.00001291,1872390.00000000,24.68634883,9036
1658620800000,2022-07-24 00:00:00,IOTA/BTC,0.00001345,0.00001358,0.00001333,0.00001338,311832.00000000,4.18959362,2094
1658534400000,2022-07-23 00:00:00,IOTA/BTC,0.00001328,0.00001362,0.00001317,0.00001344,552974.00000000,7.40318425,3642
1658448000000,2022-07-22 00:00:00,IOTA/BTC,0.00001294,0.00001379,0.00001290,0.00001327,1044306.00000000,14.02218654,6393
1658361600000,2022-07-21 00:00:00,IOTA/BTC,0.00001259,0.00001313,0.00001243,0.00001294,501168.00000000,6.42207700,3541
1658275200000,2022-07-20 00:00:00,IOTA/BTC,0.00001319,0.00001343,0.00001250,0.00001259,873565.00000000,11.33804920,6338
1658188800000,2022-07-19 00:00:00,IOTA/BTC,0.00001319,0.00001379,0.00001301,0.00001318,870985.00000000,11.65270188,6256
1658102400000,2022-07-18 00:00:00,IOTA/BTC,0.00001315,0.00001341,0.00001292,0.00001320,1125478.00000000,14.80288186,5593
1658016000000,2022-07-17 00:00:00,IOTA/BTC,0.00001315,0.00001327,0.00001295,0.00001314,466763.00000000,6.11647818,3615
1657929600000,2022-07-16 00:00:00,IOTA/BTC,0.00001300,0.00001316,0.00001286,0.00001314,431647.00000000,5.61454652,3289
1657843200000,2022-07-15 00:00:00,IOTA/BTC,0.00001306,0.00001319,0.00001283,0.00001299,904388.00000000,11.77597411,3318
1657756800000,2022-07-14 00:00:00,IOTA/BTC,0.00001313,0.00001320,0.00001296,0.00001305,624966.00000000,8.18125946,3073
1657670400000,2022-07-13 00:00:00,IOTA/BTC,0.00001316,0.00001351,0.00001301,0.00001314,726787.00000000,9.63213211,4741
1657584000000,2022-07-12 00:00:00,IOTA/BTC,0.00001333,0.00001351,0.00001304,0.00001315,774301.00000000,10.27507424,3749
1657497600000,2022-07-11 00:00:00,IOTA/BTC,0.00001425,0.00001426,0.00001324,0.00001334,888094.00000000,12.09072857,5090
1657411200000,2022-07-10 00:00:00,IOTA/BTC,0.00001338,0.00001486,0.00001323,0.00001424,1661117.00000000,23.58459902,10196
1657324800000,2022-07-09 00:00:00,IOTA/BTC,0.00001297,0.00001348,0.00001296,0.00001337,395083.00000000,5.25659297,2651
1657238400000,2022-07-08 00:00:00,IOTA/BTC,0.00001329,0.00001348,0.00001278,0.00001296,487268.00000000,6.35317483,2870
1657152000000,2022-07-07 00:00:00,IOTA/BTC,0.00001338,0.00001365,0.00001316,0.00001330,424338.00000000,5.70986636,2561
1657065600000,2022-07-06 00:00:00,IOTA/BTC,0.00001344,0.00001363,0.00001338,0.00001338,276720.00000000,3.73935281,2239
1656979200000,2022-07-05 00:00:00,IOTA/BTC,0.00001382,0.00001386,0.00001328,0.00001344,660513.00000000,8.97782743,3456
1656892800000,2022-07-04 00:00:00,IOTA/BTC,0.00001398,0.00001410,0.00001368,0.00001380,356968.00000000,4.94168140,2466
1656806400000,2022-07-03 00:00:00,IOTA/BTC,0.00001401,0.00001408,0.00001381,0.00001397,670312.00000000,9.32321171,2548
1656720000000,2022-07-02 00:00:00,IOTA/BTC,0.00001368,0.00001402,0.00001343,0.00001400,379368.00000000,5.22549007,3051
1656633600000,2022-07-01 00:00:00,IOTA/BTC,0.00001350,0.00001375,0.00001312,0.00001367,579275.00000000,7.82697126,4239
1656547200000,2022-06-30 00:00:00,IOTA/BTC,0.00001344,0.00001392,0.00001311,0.00001351,862558.00000000,11.59075787,6363
1656460800000,2022-06-29 00:00:00,IOTA/BTC,0.00001356,0.00001372,0.00001324,0.00001344,712772.00000000,9.63154369,4614
1656374400000,2022-06-28 00:00:00,IOTA/BTC,0.00001393,0.00001406,0.00001347,0.00001357,650356.00000000,8.98429103,4088
1656288000000,2022-06-27 00:00:00,IOTA/BTC,0.00001349,0.00001422,0.00001347,0.00001394,1046733.00000000,14.56478105,5591
1656201600000,2022-06-26 00:00:00,IOTA/BTC,0.00001417,0.00001434,0.00001344,0.00001350,777948.00000000,10.86376961,5540
1656115200000,2022-06-25 00:00:00,IOTA/BTC,0.00001437,0.00001465,0.00001375,0.00001416,730882.00000000,10.37299485,5177
