https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LMR,Volume BTC
1663462800,2022-09-18 01:00:00,LMR/BTC,0.000000981,0.000000981,0.00000098,0.00000098,1710.8584,0.001677783956
1663459200,2022-09-18 00:00:00,LMR/BTC,0.000000952,0.00000099,0.000000952,0.000000989,17673.0785,0.0171484378915
1663455600,2022-09-17 23:00:00,LMR/BTC,0.000000926,0.000000952,0.000000926,0.000000952,57189.445,0.0543553686119
1663452000,2022-09-17 22:00:00,LMR/BTC,0.000000924,0.000000925,0.000000924,0.000000925,9836.1774,0.0090932788027
1663448400,2022-09-17 21:00:00,LMR/BTC,0.000000897,0.000000925,0.000000897,0.000000925,34632.3874,0.0316692366634
1663444800,2022-09-17 20:00:00,LMR/BTC,0.000000911,0.000000911,0.000000896,0.000000896,4365.3499,0.0039436056988
1663441200,2022-09-17 19:00:00,LMR/BTC,0.000000908,0.00000092,0.000000908,0.000000912,5999.3013,0.0054765854077
1663437600,2022-09-17 18:00:00,LMR/BTC,0.000000901,0.000000906,0.000000901,0.000000906,1789.845,0.0016149349577
1663434000,2022-09-17 17:00:00,LMR/BTC,0.000000896,0.0000009,0.000000896,0.0000009,3641.6968,0.0032706454909
1663430400,2022-09-17 16:00:00,LMR/BTC,0.000000893,0.000000893,0.000000888,0.000000888,1674.9443,0.001492630616
1663426800,2022-09-17 15:00:00,LMR/BTC,0.000000901,0.000000901,0.000000896,0.000000896,802.3939,0.0007194539128
1663423200,2022-09-17 14:00:00,LMR/BTC,0.000000906,0.000000906,0.000000906,0.000000906,0,0
1663419600,2022-09-17 13:00:00,LMR/BTC,0.000000906,0.000000906,0.000000906,0.000000906,0,0
1663416000,2022-09-17 12:00:00,LMR/BTC,0.000000906,0.000000906,0.000000906,0.000000906,0,0
1663412400,2022-09-17 11:00:00,LMR/BTC,0.000000906,0.000000906,0.000000906,0.000000906,0,0
1663408800,2022-09-17 10:00:00,LMR/BTC,0.000000904,0.000000906,0.000000904,0.000000906,247.6203,0.0002241283228
1663405200,2022-09-17 09:00:00,LMR/BTC,0.000000903,0.000000903,0.000000903,0.000000903,4952.9943,0.0044725538529
1663401600,2022-09-17 08:00:00,LMR/BTC,0.000000903,0.000000904,0.000000901,0.000000904,1074.8571,0.0009689446969
1663398000,2022-09-17 07:00:00,LMR/BTC,0.000000909,0.000000909,0.000000903,0.000000903,831.834,0.0007520018688
1663394400,2022-09-17 06:00:00,LMR/BTC,0.00000091,0.000000926,0.000000909,0.000000909,12812.6972,0.011774039887
1663390800,2022-09-17 05:00:00,LMR/BTC,0.000000903,0.000000903,0.000000903,0.000000903,0,0
1663387200,2022-09-17 04:00:00,LMR/BTC,0.000000906,0.000000906,0.000000903,0.000000903,532.1668,0.0004805683266
1663383600,2022-09-17 03:00:00,LMR/BTC,0.000000906,0.000000911,0.000000906,0.000000911,1645.098,0.001495812577
1663380000,2022-09-17 02:00:00,LMR/BTC,0.000000886,0.000000905,0.000000884,0.000000905,11065.6439,0.0098862193272
1663376400,2022-09-17 01:00:00,LMR/BTC,0.000000882,0.000000882,0.000000881,0.000000881,688.2784,0.000606902613
1663372800,2022-09-17 00:00:00,LMR/BTC,0.000000912,0.000000915,0.000000882,0.000000885,16593.3894,0.0147730721743
1663369200,2022-09-16 23:00:00,LMR/BTC,0.000000926,0.000000926,0.000000913,0.000000913,3381.1628,0.0031111429207
1663365600,2022-09-16 22:00:00,LMR/BTC,0.000000921,0.000000935,0.00000092,0.000000935,2999.6884,0.0027838354956
1663362000,2022-09-16 21:00:00,LMR/BTC,0.000000925,0.000000925,0.000000921,0.000000921,680.1395,0.0006280141186
1663358400,2022-09-16 20:00:00,LMR/BTC,0.000000934,0.000000934,0.000000925,0.000000925,2905.403,0.0026995050271
1663354800,2022-09-16 19:00:00,LMR/BTC,0.000000966,0.000000966,0.000000935,0.000000935,10810.1969,0.0103406257712
1663351200,2022-09-16 18:00:00,LMR/BTC,0.000000966,0.000000966,0.000000966,0.000000966,664.7173,0.0006421169118
1663347600,2022-09-16 17:00:00,LMR/BTC,0.000000961,0.000000973,0.000000961,0.000000973,4259.5832,0.0041282691984
1663344000,2022-09-16 16:00:00,LMR/BTC,0.000000956,0.000000961,0.000000956,0.000000961,865.9889,0.0008303960685
1663340400,2022-09-16 15:00:00,LMR/BTC,0.000000956,0.000000958,0.000000949,0.000000953,10776.966,0.010278273381
1663336800,2022-09-16 14:00:00,LMR/BTC,0.000000935,0.000000954,0.000000935,0.000000954,4540.7127,0.0042929920943
1663333200,2022-09-16 13:00:00,LMR/BTC,0.000000926,0.000000935,0.000000926,0.000000935,1510.3823,0.0014076822622
1663329600,2022-09-16 12:00:00,LMR/BTC,0.000000926,0.000000926,0.000000926,0.000000926,139.7858,0.0001294416508
1663326000,2022-09-16 11:00:00,LMR/BTC,0.000000924,0.000000926,0.000000921,0.000000921,215.75,0.0001989558978
1663322400,2022-09-16 10:00:00,LMR/BTC,0.000000924,0.000000924,0.000000924,0.000000924,524.9315,0.000485036706
1663318800,2022-09-16 09:00:00,LMR/BTC,0.000000933,0.000000934,0.000000925,0.000000925,2487.2649,0.0023115588246
1663315200,2022-09-16 08:00:00,LMR/BTC,0.000000942,0.000000946,0.000000934,0.000000934,1671.0858,0.0015730913539
1663311600,2022-09-16 07:00:00,LMR/BTC,0.000000934,0.000000941,0.000000934,0.000000941,1805.1205,0.0016948356585
1663308000,2022-09-16 06:00:00,LMR/BTC,0.000000925,0.000000933,0.000000925,0.000000928,2599.8839,0.0024208518145
1663304400,2022-09-16 05:00:00,LMR/BTC,0.000000911,0.000000925,0.000000911,0.000000925,3068.6901,0.0028249422959
1663300800,2022-09-16 04:00:00,LMR/BTC,0.000000911,0.000000911,0.000000903,0.000000911,635.1999,0.0005768403898
1663297200,2022-09-16 03:00:00,LMR/BTC,0.000000917,0.000000917,0.000000917,0.000000917,0,0
1663293600,2022-09-16 02:00:00,LMR/BTC,0.000000915,0.000000917,0.000000915,0.000000917,258.7716,0.0002370729093
1663290000,2022-09-16 01:00:00,LMR/BTC,0.000000915,0.000000915,0.000000909,0.000000909,1645.7171,0.0014976640542
1663286400,2022-09-16 00:00:00,LMR/BTC,0.000000961,0.000000961,0.000000914,0.000000914,14618.0259,0.01369105843
1663282800,2022-09-15 23:00:00,LMR/BTC,0.000000975,0.000000975,0.000000961,0.000000961,2753.9073,0.0026651567603
1663279200,2022-09-15 22:00:00,LMR/BTC,0.00000098,0.00000098,0.00000098,0.00000098,524.9315,0.00051443287
1663275600,2022-09-15 21:00:00,LMR/BTC,0.000000976,0.000000976,0.000000973,0.000000974,1381.828,0.0013446065954
1663272000,2022-09-15 20:00:00,LMR/BTC,0.000000976,0.000000976,0.000000976,0.000000976,139.7858,0.0001364309408
1663268400,2022-09-15 19:00:00,LMR/BTC,0.000000981,0.000000982,0.000000981,0.000000982,5778.968,0.0056740378447
1663264800,2022-09-15 18:00:00,LMR/BTC,0.00000097,0.00000098,0.00000097,0.00000098,9846.3117,0.0095808217748
1663261200,2022-09-15 17:00:00,LMR/BTC,0.000000973,0.000000973,0.000000968,0.000000968,280.9806,0.0002726261949
1663257600,2022-09-15 16:00:00,LMR/BTC,0.000000979,0.000000979,0.000000973,0.000000973,1494.0787,0.0014544530464
1663254000,2022-09-15 15:00:00,LMR/BTC,0.000000984,0.000000991,0.00000098,0.00000098,10831.1775,0.0106651871335
1663250400,2022-09-15 14:00:00,LMR/BTC,0.000000976,0.000000995,0.000000976,0.000000983,15682.392,0.0154864444443
1663246800,2022-09-15 13:00:00,LMR/BTC,0.000000965,0.000000976,0.000000965,0.000000974,7511.1529,0.0072871456209
1663243200,2022-09-15 12:00:00,LMR/BTC,0.000000962,0.000000966,0.000000959,0.000000963,15637.2352,0.0150415541009
1663239600,2022-09-15 11:00:00,LMR/BTC,0.00000097,0.00000097,0.000000965,0.000000965,11521.7579,0.0111685328289
1663236000,2022-09-15 10:00:00,LMR/BTC,0.000000973,0.000000973,0.000000971,0.000000971,683.8673,0.0006650850113
1663232400,2022-09-15 09:00:00,LMR/BTC,0.00000097,0.00000098,0.00000097,0.000000979,33514.1813,0.0327497635278
1663228800,2022-09-15 08:00:00,LMR/BTC,0.000000986,0.000000986,0.000000966,0.000000966,19892.2331,0.0193158887822
1663225200,2022-09-15 07:00:00,LMR/BTC,0.000000985,0.000000985,0.000000978,0.000000978,1751.4694,0.0017241684123
1663221600,2022-09-15 06:00:00,LMR/BTC,0.000000987,0.000000987,0.00000098,0.000000987,1765.4776,0.0017360936491
1663218000,2022-09-15 05:00:00,LMR/BTC,0.000000996,0.000000996,0.000000989,0.000000989,749.2123,0.000743978342
1663214400,2022-09-15 04:00:00,LMR/BTC,0.000001003,0.000001003,0.000001003,0.000001003,0,0
1663210800,2022-09-15 03:00:00,LMR/BTC,0.000000998,0.000001003,0.000000998,0.000001003,3055.3287,0.0030495098006
1663207200,2022-09-15 02:00:00,LMR/BTC,0.000000999,0.000000999,0.000000996,0.000000996,7605.675,0.0075880905854
1663203600,2022-09-15 01:00:00,LMR/BTC,0.000000994,0.000001001,0.000000994,0.000000999,5403.0714,0.0053953424942
1663200000,2022-09-15 00:00:00,LMR/BTC,0.000000986,0.000000992,0.000000986,0.000000992,1359.0694,0.0013417814335
1663196400,2022-09-14 23:00:00,LMR/BTC,0.000000966,0.000000986,0.000000966,0.000000986,2991.5623,0.0029187058396
1663192800,2022-09-14 22:00:00,LMR/BTC,0.000000961,0.000000965,0.000000961,0.000000965,33945.7703,0.0326996507938
1663189200,2022-09-14 21:00:00,LMR/BTC,0.000000996,0.000000996,0.000000959,0.000000966,10515.7727,0.0103550558815
1663185600,2022-09-14 20:00:00,LMR/BTC,0.000001001,0.000001001,0.000000997,0.000000997,61.9856,0.0000617996437
1663182000,2022-09-14 19:00:00,LMR/BTC,0.000001006,0.000001008,0.000001001,0.000001001,1295.4397,0.0013009386147
