https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BEPRO,Volume BTC
1663462800,2022-09-18 01:00:00,BEPRO/BTC,0.0000000608,0.0000000608,0.0000000608,0.0000000608,43388.98,0.002638049984
1663459200,2022-09-18 00:00:00,BEPRO/BTC,0.0000000607,0.0000000608,0.0000000605,0.0000000607,424034.2231,0.02573617058559
1663455600,2022-09-17 23:00:00,BEPRO/BTC,0.0000000608,0.0000000608,0.00000006,0.0000000607,3195092.7887,0.19252686440481
1663452000,2022-09-17 22:00:00,BEPRO/BTC,0.0000000609,0.0000000612,0.0000000604,0.0000000608,386212.1428,0.02352294647566
1663448400,2022-09-17 21:00:00,BEPRO/BTC,0.0000000609,0.0000000613,0.0000000606,0.000000061,344054.9977,0.020994745479
1663444800,2022-09-17 20:00:00,BEPRO/BTC,0.0000000607,0.0000000609,0.0000000603,0.0000000609,444106.5552,0.02695158908988
1663441200,2022-09-17 19:00:00,BEPRO/BTC,0.0000000606,0.0000000607,0.00000006,0.0000000607,240143.7169,0.01455890627029
1663437600,2022-09-17 18:00:00,BEPRO/BTC,0.0000000608,0.0000000609,0.0000000603,0.0000000606,541215.1445,0.0328038599864
1663434000,2022-09-17 17:00:00,BEPRO/BTC,0.0000000606,0.0000000609,0.00000006,0.0000000608,439149.7123,0.02661798837358
1663430400,2022-09-17 16:00:00,BEPRO/BTC,0.00000006,0.0000000606,0.00000006,0.0000000604,708183.0209,0.04261290883096
1663426800,2022-09-17 15:00:00,BEPRO/BTC,0.0000000595,0.00000006,0.0000000595,0.0000000599,432190.4624,0.02585266507904
1663423200,2022-09-17 14:00:00,BEPRO/BTC,0.0000000611,0.0000000612,0.0000000593,0.0000000595,3932226.3237,0.23418251356201
1663419600,2022-09-17 13:00:00,BEPRO/BTC,0.0000000613,0.0000000613,0.0000000606,0.0000000611,862044.4057,0.05270476782539
1663416000,2022-09-17 12:00:00,BEPRO/BTC,0.0000000614,0.0000000616,0.0000000613,0.0000000613,116384.093,0.00715102739236
1663412400,2022-09-17 11:00:00,BEPRO/BTC,0.0000000611,0.0000000613,0.000000061,0.0000000613,19378.462,0.00118376682434
1663408800,2022-09-17 10:00:00,BEPRO/BTC,0.0000000603,0.0000000613,0.0000000601,0.0000000613,258521.2403,0.01582365257761
1663405200,2022-09-17 09:00:00,BEPRO/BTC,0.0000000601,0.0000000603,0.0000000599,0.0000000603,10530.8595,0.00063198552885
1663401600,2022-09-17 08:00:00,BEPRO/BTC,0.0000000605,0.0000000605,0.0000000594,0.0000000599,238646.0311,0.01432762043752
1663398000,2022-09-17 07:00:00,BEPRO/BTC,0.0000000593,0.000000061,0.0000000591,0.0000000607,2190688.6076,0.13265362104647
1663394400,2022-09-17 06:00:00,BEPRO/BTC,0.0000000587,0.0000000595,0.0000000584,0.0000000593,425443.3034,0.02516623396768
1663390800,2022-09-17 05:00:00,BEPRO/BTC,0.0000000588,0.0000000593,0.0000000585,0.0000000585,483740.9658,0.02858219540352
1663387200,2022-09-17 04:00:00,BEPRO/BTC,0.0000000589,0.0000000591,0.0000000579,0.000000059,728084.8737,0.04256551831974
1663383600,2022-09-17 03:00:00,BEPRO/BTC,0.0000000587,0.000000059,0.0000000585,0.000000059,216185.917,0.01272843404839
1663380000,2022-09-17 02:00:00,BEPRO/BTC,0.0000000584,0.0000000589,0.0000000579,0.0000000585,359993.7452,0.02104936020612
1663376400,2022-09-17 01:00:00,BEPRO/BTC,0.0000000575,0.0000000589,0.0000000571,0.0000000583,634908.8551,0.03670829604191
1663372800,2022-09-17 00:00:00,BEPRO/BTC,0.000000058,0.0000000587,0.0000000571,0.0000000576,464115.89,0.02678219450936
1663369200,2022-09-16 23:00:00,BEPRO/BTC,0.0000000577,0.0000000583,0.0000000577,0.000000058,571561.5984,0.03322795116255
1663365600,2022-09-16 22:00:00,BEPRO/BTC,0.000000058,0.0000000582,0.0000000574,0.0000000577,423886.8184,0.02460687963662
1663362000,2022-09-16 21:00:00,BEPRO/BTC,0.000000058,0.0000000582,0.000000057,0.0000000582,623858.7126,0.0361715804039
1663358400,2022-09-16 20:00:00,BEPRO/BTC,0.0000000576,0.000000058,0.0000000571,0.000000058,373552.3767,0.02157142099347
1663354800,2022-09-16 19:00:00,BEPRO/BTC,0.000000058,0.000000058,0.000000057,0.0000000576,440216.0265,0.02530278285393
1663351200,2022-09-16 18:00:00,BEPRO/BTC,0.0000000578,0.0000000586,0.0000000577,0.000000058,2718105.6907,0.15723540375701
1663347600,2022-09-16 17:00:00,BEPRO/BTC,0.0000000582,0.0000000587,0.0000000575,0.0000000577,937119.4339,0.05453264986952
1663344000,2022-09-16 16:00:00,BEPRO/BTC,0.000000058,0.0000000583,0.0000000577,0.0000000582,466287.0017,0.02712408811922
1663340400,2022-09-16 15:00:00,BEPRO/BTC,0.0000000578,0.0000000582,0.0000000575,0.0000000579,369357.5947,0.02139190964794
1663336800,2022-09-16 14:00:00,BEPRO/BTC,0.0000000577,0.0000000579,0.0000000569,0.0000000577,3210262.5475,0.18395965880365
1663333200,2022-09-16 13:00:00,BEPRO/BTC,0.0000000585,0.0000000587,0.0000000573,0.0000000576,1884712.683,0.10833422780216
1663329600,2022-09-16 12:00:00,BEPRO/BTC,0.0000000583,0.0000000588,0.0000000583,0.0000000585,3649.0773,0.00021386758773
1663326000,2022-09-16 11:00:00,BEPRO/BTC,0.0000000587,0.0000000588,0.0000000585,0.0000000585,276862.2813,0.01625926672821
1663322400,2022-09-16 10:00:00,BEPRO/BTC,0.0000000582,0.0000000588,0.0000000576,0.0000000586,449958.9914,0.02634358845801
1663318800,2022-09-16 09:00:00,BEPRO/BTC,0.0000000579,0.0000000583,0.0000000576,0.0000000581,344338.3444,0.01996215605765
1663315200,2022-09-16 08:00:00,BEPRO/BTC,0.0000000579,0.0000000585,0.0000000572,0.0000000577,1386296.4719,0.07962928405452
1663311600,2022-09-16 07:00:00,BEPRO/BTC,0.0000000583,0.0000000584,0.0000000574,0.0000000582,1112461.0645,0.06435573263619
1663308000,2022-09-16 06:00:00,BEPRO/BTC,0.0000000577,0.0000000588,0.0000000576,0.0000000586,315367.1483,0.01832443474141
1663304400,2022-09-16 05:00:00,BEPRO/BTC,0.0000000579,0.0000000581,0.0000000574,0.0000000574,268339.4459,0.01543873653917
1663300800,2022-09-16 04:00:00,BEPRO/BTC,0.0000000577,0.0000000581,0.0000000577,0.0000000577,5598.86,0.00032431963912
1663297200,2022-09-16 03:00:00,BEPRO/BTC,0.0000000582,0.0000000582,0.0000000578,0.0000000578,4882.3638,0.00028347578839
1663293600,2022-09-16 02:00:00,BEPRO/BTC,0.0000000581,0.0000000582,0.0000000581,0.0000000582,1296.707,0.00007543343919
1663290000,2022-09-16 01:00:00,BEPRO/BTC,0.0000000582,0.0000000586,0.0000000579,0.0000000579,79270.351,0.00463209725359
1663286400,2022-09-16 00:00:00,BEPRO/BTC,0.0000000587,0.0000000588,0.0000000575,0.0000000583,551150.0895,0.03217652520351
1663282800,2022-09-15 23:00:00,BEPRO/BTC,0.0000000587,0.0000000589,0.0000000579,0.0000000585,548065.2503,0.03192446164927
1663279200,2022-09-15 22:00:00,BEPRO/BTC,0.0000000586,0.0000000592,0.000000058,0.0000000587,495886.3407,0.02912932423851
1663275600,2022-09-15 21:00:00,BEPRO/BTC,0.0000000583,0.0000000589,0.0000000582,0.0000000586,374540.634,0.02196727129305
