https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVA,Volume BTC
1663459200,2022-09-18 00:00:00,AVA/BTC,0.00003958,0.00003958,0.00003912,0.00003917,1018.2944,0.039979048988
1663372800,2022-09-17 00:00:00,AVA/BTC,0.00003732,0.00004161,0.00003708,0.00003954,17908.8387,0.711357401609
1663286400,2022-09-16 00:00:00,AVA/BTC,0.00003937,0.0000395,0.00003713,0.00003716,19016.6977,0.729816232111
1663200000,2022-09-15 00:00:00,AVA/BTC,0.00004005,0.00004055,0.00003904,0.00003934,11650.0462,0.458802185376
1663113600,2022-09-14 00:00:00,AVA/BTC,0.0000402,0.0000408,0.00003924,0.00004,13906.4551,0.555913142551
1663027200,2022-09-13 00:00:00,AVA/BTC,0.00003818,0.0000409,0.00003758,0.00004028,38461.8707,1.486303266809
1662940800,2022-09-12 00:00:00,AVA/BTC,0.00003988,0.00004027,0.000038,0.000038,22431.4362,0.875523960961
1662854400,2022-09-11 00:00:00,AVA/BTC,0.00003964,0.00004096,0.00003964,0.00004025,17892.3974,0.720873112432
1662768000,2022-09-10 00:00:00,AVA/BTC,0.00004137,0.00004142,0.00003941,0.00003941,8720.2762,0.350657765537
1662681600,2022-09-09 00:00:00,AVA/BTC,0.00004366,0.0000439,0.00004073,0.00004134,25274.1582,1.053925326259
1662595200,2022-09-08 00:00:00,AVA/BTC,0.00004326,0.00004387,0.00004292,0.00004366,4917.3831,0.213653510057
1662508800,2022-09-07 00:00:00,AVA/BTC,0.00004289,0.00004367,0.00004212,0.00004325,10677.6006,0.455424931846
1662422400,2022-09-06 00:00:00,AVA/BTC,0.00004242,0.00004369,0.00004222,0.0000429,14576.7031,0.627057607255
1662336000,2022-09-05 00:00:00,AVA/BTC,0.00004288,0.00004336,0.00004222,0.00004255,5962.1731,0.254841367823
1662249600,2022-09-04 00:00:00,AVA/BTC,0.00004363,0.00004387,0.00004268,0.00004282,2322.6349,0.099951440444
1662163200,2022-09-03 00:00:00,AVA/BTC,0.00004284,0.00004407,0.00004269,0.0000439,6082.3004,0.264021813255
1662076800,2022-09-02 00:00:00,AVA/BTC,0.00004144,0.00004487,0.00004138,0.00004287,29318.5243,1.259103656497
1661990400,2022-09-01 00:00:00,AVA/BTC,0.00004229,0.00004291,0.00004115,0.00004138,11524.978,0.485099041925
1661904000,2022-08-31 00:00:00,AVA/BTC,0.0000433,0.00004336,0.0000412,0.00004236,26500.3081,1.127799841517
1661817600,2022-08-30 00:00:00,AVA/BTC,0.00004071,0.00004666,0.00004042,0.0000433,84863.5171,3.698114470505
1661731200,2022-08-29 00:00:00,AVA/BTC,0.00004106,0.00004281,0.00003999,0.00004043,15736.154,0.64935527669
1661644800,2022-08-28 00:00:00,AVA/BTC,0.00004108,0.00004326,0.00003976,0.00004115,26575.3788,1.084996543529
1661558400,2022-08-27 00:00:00,AVA/BTC,0.00003717,0.00004664,0.00003624,0.000041,186353.8498,7.841430839637
1661472000,2022-08-26 00:00:00,AVA/BTC,0.00003833,0.00003839,0.00003652,0.00003723,29617.9473,1.104442831405
1661385600,2022-08-25 00:00:00,AVA/BTC,0.00003945,0.00004371,0.00003808,0.00003833,66294.1478,2.639129423631
1661299200,2022-08-24 00:00:00,AVA/BTC,0.00003511,0.00005612,0.00003443,0.00003937,176270.4067,7.771512982706
1661212800,2022-08-23 00:00:00,AVA/BTC,0.00003272,0.0000352,0.00003272,0.0000352,20802.1758,0.701903580247
1661126400,2022-08-22 00:00:00,AVA/BTC,0.00003403,0.00003403,0.00003237,0.00003273,15170.5634,0.502879361084
1661040000,2022-08-21 00:00:00,AVA/BTC,0.00003464,0.00003522,0.00003376,0.00003402,9991.5233,0.343836318883
1660953600,2022-08-20 00:00:00,AVA/BTC,0.00003492,0.00003704,0.00003418,0.00003463,22074.8928,0.78079128827
1660867200,2022-08-19 00:00:00,AVA/BTC,0.00003438,0.000036,0.0000324,0.000035,53824.9473,1.840279521175
1660780800,2022-08-18 00:00:00,AVA/BTC,0.00003227,0.0000365,0.00003227,0.00003449,39456.8951,1.380927331499
1660694400,2022-08-17 00:00:00,AVA/BTC,0.00003354,0.00003402,0.00003237,0.00003238,12926.0715,0.431485205902
1660608000,2022-08-16 00:00:00,AVA/BTC,0.00003423,0.00003465,0.00003314,0.00003371,11191.886,0.377667041543
