https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZRX,Volume BTC
1659229200,2022-07-31 01:00:00,ZRX/BTC,1.459e-05,1.459e-05,1.454e-05,1.454e-05,0.00217823,149.70577253
1659227400,2022-07-31 00:30:00,ZRX/BTC,1.459e-05,1.459e-05,1.459e-05,1.459e-05,0.00071571,49.05516384
1659225600,2022-07-31 00:00:00,ZRX/BTC,1.46e-05,1.469e-05,1.46e-05,1.469e-05,0.00022315,15.23734589
1659216600,2022-07-30 21:30:00,ZRX/BTC,1.47e-05,1.47e-05,1.47e-05,1.47e-05,0.00022882,15.56636868
1659207600,2022-07-30 19:00:00,ZRX/BTC,1.464e-05,1.468e-05,1.461e-05,1.468e-05,0.00116403,79.54863702
1659200400,2022-07-30 17:00:00,ZRX/BTC,1.472e-05,1.473e-05,1.472e-05,1.473e-05,0.00023422,15.90601914
1659196800,2022-07-30 16:00:00,ZRX/BTC,1.48e-05,1.48e-05,1.48e-05,1.48e-05,0.00010093,6.81971641
1659195000,2022-07-30 15:30:00,ZRX/BTC,1.482e-05,1.482e-05,1.482e-05,1.482e-05,0.00011442,7.72086538
1659191400,2022-07-30 14:30:00,ZRX/BTC,1.473e-05,1.488e-05,1.471e-05,1.473e-05,0.00486475,328.95685737
1659189600,2022-07-30 14:00:00,ZRX/BTC,1.484e-05,1.489e-05,1.474e-05,1.474e-05,0.00298391,201.21303206
1659187800,2022-07-30 13:30:00,ZRX/BTC,1.489e-05,1.492e-05,1.473e-05,1.473e-05,0.00830483,556.99553574
1659186000,2022-07-30 13:00:00,ZRX/BTC,1.494e-05,1.495e-05,1.48e-05,1.48e-05,0.00421716,284.24012848
1659184200,2022-07-30 12:30:00,ZRX/BTC,1.513e-05,1.521e-05,1.5e-05,1.5e-05,0.0027361,181.61845081
1659180600,2022-07-30 11:30:00,ZRX/BTC,1.53e-05,1.53e-05,1.52e-05,1.52e-05,0.00046373,30.40152916
1659178800,2022-07-30 11:00:00,ZRX/BTC,1.532e-05,1.54e-05,1.532e-05,1.54e-05,0.00054028,35.19813298
1659177000,2022-07-30 10:30:00,ZRX/BTC,1.544e-05,1.544e-05,1.544e-05,1.544e-05,0.00030422,19.70367166
1659175200,2022-07-30 10:00:00,ZRX/BTC,1.553e-05,1.553e-05,1.549e-05,1.549e-05,0.00045087,29.08085329
1659173400,2022-07-30 09:30:00,ZRX/BTC,1.559e-05,1.563e-05,1.55e-05,1.563e-05,0.001814,116.57181466
1659171600,2022-07-30 09:00:00,ZRX/BTC,1.585e-05,1.585e-05,1.562e-05,1.562e-05,0.003722,236.94287382
1659169800,2022-07-30 08:30:00,ZRX/BTC,1.564e-05,1.595e-05,1.564e-05,1.595e-05,0.00253125,159.26763893
1659168000,2022-07-30 08:00:00,ZRX/BTC,1.56e-05,1.564e-05,1.555e-05,1.564e-05,0.00437441,281.25404618
1659166200,2022-07-30 07:30:00,ZRX/BTC,1.561e-05,1.57e-05,1.556e-05,1.565e-05,0.00296575,190.23650682
1659164400,2022-07-30 07:00:00,ZRX/BTC,1.57e-05,1.57e-05,1.566e-05,1.566e-05,0.00042373,27.03748758
1659162600,2022-07-30 06:30:00,ZRX/BTC,1.566e-05,1.576e-05,1.566e-05,1.576e-05,0.00045044,28.67402255
1659160800,2022-07-30 06:00:00,ZRX/BTC,1.56e-05,1.567e-05,1.557e-05,1.557e-05,0.00047764,30.58977288
1659159000,2022-07-30 05:30:00,ZRX/BTC,1.577e-05,1.586e-05,1.557e-05,1.561e-05,0.00338361,215.29414309
1659157200,2022-07-30 05:00:00,ZRX/BTC,1.578e-05,1.578e-05,1.568e-05,1.568e-05,0.00033841,21.51428337
1659155400,2022-07-30 04:30:00,ZRX/BTC,1.563e-05,1.593e-05,1.559e-05,1.569e-05,0.001639,104.00422928
1659153600,2022-07-30 04:00:00,ZRX/BTC,1.582e-05,1.582e-05,1.564e-05,1.573e-05,0.00931496,592.83238639
1659151800,2022-07-30 03:30:00,ZRX/BTC,1.607e-05,1.607e-05,1.578e-05,1.578e-05,0.00464524,292.03355081
1659150000,2022-07-30 03:00:00,ZRX/BTC,1.591e-05,1.616e-05,1.581e-05,1.616e-05,0.01572734,983.68720559
1659148200,2022-07-30 02:30:00,ZRX/BTC,1.587e-05,1.591e-05,1.56e-05,1.591e-05,0.02342753,1484.09107387
1659146400,2022-07-30 02:00:00,ZRX/BTC,1.561e-05,1.624e-05,1.545e-05,1.587e-05,0.08896706,5598.01533556
1659144600,2022-07-30 01:30:00,ZRX/BTC,1.503e-05,1.571e-05,1.503e-05,1.552e-05,0.0050362,327.06360793
1659142800,2022-07-30 01:00:00,ZRX/BTC,1.555e-05,1.555e-05,1.494e-05,1.494e-05,0.01798129,1172.53317638
1659141000,2022-07-30 00:30:00,ZRX/BTC,1.484e-05,1.58e-05,1.477e-05,1.565e-05,0.05816317,3785.8396162
1659139200,2022-07-30 00:00:00,ZRX/BTC,1.414e-05,1.501e-05,1.414e-05,1.471e-05,0.04026548,2761.80418215
1659137400,2022-07-29 23:30:00,ZRX/BTC,1.404e-05,1.404e-05,1.404e-05,1.404e-05,0.00510292,363.45624836
1659132000,2022-07-29 22:00:00,ZRX/BTC,1.404e-05,1.404e-05,1.404e-05,1.404e-05,0.00739664,526.82671103
1659126600,2022-07-29 20:30:00,ZRX/BTC,1.394e-05,1.421e-05,1.394e-05,1.404e-05,0.0004564,32.48888948
1659114000,2022-07-29 17:00:00,ZRX/BTC,1.378e-05,1.378e-05,1.378e-05,1.378e-05,0.00012402,9.0
1659112200,2022-07-29 16:30:00,ZRX/BTC,1.377e-05,1.377e-05,1.377e-05,1.377e-05,0.00368536,267.63717748
