https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GRIN,Volume USDT
1663459200,2022-09-18 00:00:00,GRIN/USDT,0.120466,0.120466,0.11734,0.119676,1489.85368377,176.25529316785613
1663372800,2022-09-17 00:00:00,GRIN/USDT,0.11429,0.1225,0.1125,0.12206,55734.75850403,6434.1240327524342
1663286400,2022-09-16 00:00:00,GRIN/USDT,0.114292,0.11514,0.1125,0.114233,12996.59557211,1481.38233528634079
1663200000,2022-09-15 00:00:00,GRIN/USDT,0.120466,0.121261,0.112501,0.114292,22567.25690146,2635.73256487284845
1663113600,2022-09-14 00:00:00,GRIN/USDT,0.12,0.122061,0.116569,0.120466,24200.5975455,2903.4471085471411
1663027200,2022-09-13 00:00:00,GRIN/USDT,0.127991,0.130176,0.10786,0.120896,106537.82297383,12510.73264309017569
1662940800,2022-09-12 00:00:00,GRIN/USDT,0.1325,0.13613,0.127501,0.12799,44111.50311064,5722.70302562402457
1662854400,2022-09-11 00:00:00,GRIN/USDT,0.121889,0.14,0.119909,0.1325,101117.21634025,13178.76680103900526
1662768000,2022-09-10 00:00:00,GRIN/USDT,0.118451,0.122499,0.115507,0.122299,77296.19746597,9211.31571473931285
1662681600,2022-09-09 00:00:00,GRIN/USDT,0.115962,0.119909,0.115051,0.118342,22784.29594791,2687.98261657254953
1662595200,2022-09-08 00:00:00,GRIN/USDT,0.113128,0.119123,0.110808,0.116025,34548.9626008,3975.08007701274511
1662508800,2022-09-07 00:00:00,GRIN/USDT,0.11,0.114,0.109358,0.112319,17154.53491532,1922.67081265137811
1662422400,2022-09-06 00:00:00,GRIN/USDT,0.11008,0.12,0.109814,0.11,20357.30757059,2322.28198833533566
1662336000,2022-09-05 00:00:00,GRIN/USDT,0.110806,0.11402,0.108641,0.109113,11024.69661561,1222.32172079183947
1662249600,2022-09-04 00:00:00,GRIN/USDT,0.109358,0.11485,0.109079,0.110806,8880.97125672,990.26889958195765
1662163200,2022-09-03 00:00:00,GRIN/USDT,0.109814,0.115,0.107622,0.109358,18793.8999444,2103.14913783611447
