https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUA,Volume USDT
1663545600000.0,2022-09-19 00:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663542000000.0,2022-09-18 23:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663531200000.0,2022-09-18 20:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663516800000.0,2022-09-18 16:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663513200000.0,2022-09-18 15:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663506000000.0,2022-09-18 13:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,686.7,9.27045
1663491600000.0,2022-09-18 09:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663488000000.0,2022-09-18 08:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663480800000.0,2022-09-18 06:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663430400000.0,2022-09-17 16:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663426800000.0,2022-09-17 15:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663419600000.0,2022-09-17 13:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663408800000.0,2022-09-17 10:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663405200000.0,2022-09-17 09:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663358400000.0,2022-09-16 20:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663354800000.0,2022-09-16 19:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663347600000.0,2022-09-16 17:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663344000000.0,2022-09-16 16:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663340400000.0,2022-09-16 15:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663336800000.0,2022-09-16 14:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663333200000.0,2022-09-16 13:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663329600000.0,2022-09-16 12:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663326000000.0,2022-09-16 11:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663322400000.0,2022-09-16 10:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663297200000.0,2022-09-16 03:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663290000000.0,2022-09-16 01:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663282800000.0,2022-09-15 23:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663275600000.0,2022-09-15 21:00:00,LUA/USDT,0.013,0.0135,0.013,0.0135,0.6,0.0081
1663272000000.0,2022-09-15 20:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663261200000.0,2022-09-15 17:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663257600000.0,2022-09-15 16:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663254000000.0,2022-09-15 15:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663250400000.0,2022-09-15 14:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663246800000.0,2022-09-15 13:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663243200000.0,2022-09-15 12:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663239600000.0,2022-09-15 11:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663236000000.0,2022-09-15 10:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663232400000.0,2022-09-15 09:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663228800000.0,2022-09-15 08:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663225200000.0,2022-09-15 07:00:00,LUA/USDT,0.013,0.013,0.013,0.013,6264.400000000001,81.4372
1663221600000.0,2022-09-15 06:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663218000000.0,2022-09-15 05:00:00,LUA/USDT,0.013,0.013,0.013,0.013,0.0,0.0
1663214400000.0,2022-09-15 04:00:00,LUA/USDT,0.01375,0.01375,0.013,0.013,6266.523076923077,81.4648
1663210800000.0,2022-09-15 03:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663207200000.0,2022-09-15 02:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663203600000.0,2022-09-15 01:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663196400000.0,2022-09-14 23:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663192800000.0,2022-09-14 22:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663189200000.0,2022-09-14 21:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663185600000.0,2022-09-14 20:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663182000000.0,2022-09-14 19:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663178400000.0,2022-09-14 18:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663174800000.0,2022-09-14 17:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663171200000.0,2022-09-14 16:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663167600000.0,2022-09-14 15:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663164000000.0,2022-09-14 14:00:00,LUA/USDT,0.01375,0.01375,0.01325,0.01375,131.76545454545453,1.811775
1663160400000.0,2022-09-14 13:00:00,LUA/USDT,0.01325,0.01375,0.01325,0.01375,11943.038181818183,164.216775
1663156800000.0,2022-09-14 12:00:00,LUA/USDT,0.01325,0.01325,0.01325,0.01325,0.0,0.0
1663153200000.0,2022-09-14 11:00:00,LUA/USDT,0.01375,0.01375,0.01325,0.01325,1.4000000000000001,0.01855
1663149600000.0,2022-09-14 10:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663146000000.0,2022-09-14 09:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663142400000.0,2022-09-14 08:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663138800000.0,2022-09-14 07:00:00,LUA/USDT,0.0135,0.01375,0.0135,0.01375,4257.3,58.537875
1663135200000.0,2022-09-14 06:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663131600000.0,2022-09-14 05:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663128000000.0,2022-09-14 04:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663124400000.0,2022-09-14 03:00:00,LUA/USDT,0.0135,0.0135,0.0135,0.0135,0.0,0.0
1663120800000.0,2022-09-14 02:00:00,LUA/USDT,0.01375,0.01375,0.0135,0.0135,4.7,0.06345
1663117200000.0,2022-09-14 01:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663110000000.0,2022-09-13 23:00:00,LUA/USDT,0.01325,0.01375,0.01325,0.01375,7331.1963636363635,100.80395
1663106400000.0,2022-09-13 22:00:00,LUA/USDT,0.01325,0.01325,0.01325,0.01325,8.4,0.1113
1663102800000.0,2022-09-13 21:00:00,LUA/USDT,0.01325,0.01325,0.01325,0.01325,0.0,0.0
1663099200000.0,2022-09-13 20:00:00,LUA/USDT,0.01325,0.01325,0.01325,0.01325,0.0,0.0
1663095600000.0,2022-09-13 19:00:00,LUA/USDT,0.01325,0.01325,0.01325,0.01325,0.0,0.0
1663092000000.0,2022-09-13 18:00:00,LUA/USDT,0.01325,0.01325,0.01325,0.01325,0.0,0.0
1663088400000.0,2022-09-13 17:00:00,LUA/USDT,0.01325,0.01325,0.01325,0.01325,0.0,0.0
1663084800000.0,2022-09-13 16:00:00,LUA/USDT,0.01325,0.01325,0.013,0.01325,19.500000000000004,0.258375
1663081200000.0,2022-09-13 15:00:00,LUA/USDT,0.01375,0.01375,0.013,0.01325,19184.762264150944,254.1981
1663077600000.0,2022-09-13 14:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663074000000.0,2022-09-13 13:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663070400000.0,2022-09-13 12:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663066800000.0,2022-09-13 11:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663063200000.0,2022-09-13 10:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663059600000.0,2022-09-13 09:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663056000000.0,2022-09-13 08:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663052400000.0,2022-09-13 07:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663048800000.0,2022-09-13 06:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663045200000.0,2022-09-13 05:00:00,LUA/USDT,0.01375,0.01375,0.01375,0.01375,0.0,0.0
1663041600000.0,2022-09-13 04:00:00,LUA/USDT,0.0135,0.01375,0.0135,0.01375,52585.560000000005,723.05145
