https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume NEO
1663545600000,2022-09-19 00:00:00,NEO/BTC,0.00042442,0.00042868,0.00042297,0.00042491,0.35780396370000006,842.07
1663459200000,2022-09-18 00:00:00,NEO/BTC,0.00045197,0.00045543,0.00042195,0.00042436,5.756857986467237,13565.97696877
1663372800000,2022-09-17 00:00:00,NEO/BTC,0.00045484,0.00045702,0.00044768,0.0004515,6.139396361711026,13597.77710235
1663286400000,2022-09-16 00:00:00,NEO/BTC,0.00046249,0.00046735,0.00044765,0.00045456,5.915254323499507,13013.14309112
1663200000000,2022-09-15 00:00:00,NEO/BTC,0.00044984,0.00046262,0.00043714,0.00046262,6.164662470933642,13325.5424991
1663113600000,2022-09-14 00:00:00,NEO/BTC,0.00044128,0.00045344,0.00043933,0.00044995,6.557393475651957,14573.60479087
1663027200000,2022-09-13 00:00:00,NEO/BTC,0.00044238,0.000452,0.00043129,0.00044189,5.3317245724334,12065.72806
1662940800000,2022-09-12 00:00:00,NEO/BTC,0.00044952,0.00046472,0.00044045,0.00044228,5.882615642488154,13300.65940691
1662854400000,2022-09-11 00:00:00,NEO/BTC,0.00045719,0.0004618,0.00044777,0.00044963,5.919882714161562,13166.12039713
1662768000000,2022-09-10 00:00:00,NEO/BTC,0.00046397,0.00047425,0.00045535,0.00045623,5.94749146709462,13036.16918461
1662681600000,2022-09-09 00:00:00,NEO/BTC,0.0004888,0.0004888,0.00045167,0.00046222,6.22152096302092,13460.08602618
1662595200000,2022-09-08 00:00:00,NEO/BTC,0.00046039,0.00049485,0.00045642,0.00048874,5.990619501019098,12257.27278516
1662508800000,2022-09-07 00:00:00,NEO/BTC,0.00045405,0.00046371,0.00045045,0.00046068,6.2283499337597865,13519.90521351
1662422400000,2022-09-06 00:00:00,NEO/BTC,0.00047358,0.00048058,0.000452,0.00045454,6.127928287509936,13481.60401177
1662336000000,2022-09-05 00:00:00,NEO/BTC,0.00047524,0.00047867,0.00046133,0.00047218,6.010252277617824,12728.7311568
1662249600000,2022-09-04 00:00:00,NEO/BTC,0.00046109,0.00047886,0.00045997,0.00047543,6.201062706447653,13043.06145268
1662163200000,2022-09-03 00:00:00,NEO/BTC,0.00045332,0.00046279,0.00045073,0.00046121,6.272084680511591,13599.19490148
1662076800000,2022-09-02 00:00:00,NEO/BTC,0.00045547,0.00046059,0.00045044,0.00045256,5.8813891979117505,12995.82198584
1661990400000,2022-09-01 00:00:00,NEO/BTC,0.00045092,0.00045612,0.00044263,0.00045491,5.89973337912434,12969.01228622
1661904000000,2022-08-31 00:00:00,NEO/BTC,0.00045757,0.00046043,0.00045039,0.00045088,5.748051473370625,12748.5172848
1661817600000,2022-08-30 00:00:00,NEO/BTC,0.00046155,0.00046848,0.00045332,0.00045733,6.104110369706227,13347.27739205
1661731200000,2022-08-29 00:00:00,NEO/BTC,0.00045366,0.00046172,0.0004502,0.00046147,6.368534042187771,13800.53750447
1661644800000,2022-08-28 00:00:00,NEO/BTC,0.00045559,0.00046229,0.00045288,0.00045338,6.02102067693347,13280.29616863
1661558400000,2022-08-27 00:00:00,NEO/BTC,0.00044466,0.00045719,0.00044248,0.00045542,6.0440763116078235,13271.4336472
1661472000000,2022-08-26 00:00:00,NEO/BTC,0.00046269,0.00046449,0.00044116,0.00044463,5.985450398808819,13461.6431613
1661385600000,2022-08-25 00:00:00,NEO/BTC,0.00046424,0.00047311,0.00045764,0.0004634,6.170100115360971,13314.84703358
1661299200000,2022-08-24 00:00:00,NEO/BTC,0.00046172,0.00048,0.00045616,0.00046461,6.124346088104392,13181.69236156
1661212800000,2022-08-23 00:00:00,NEO/BTC,0.00045219,0.00046408,0.00044566,0.0004619,6.114751605847523,13238.25851017
1661126400000,2022-08-22 00:00:00,NEO/BTC,0.00045895,0.00045927,0.00045681,0.00045695,0.352619176,771.68
1661040000000,2022-08-21 00:00:00,NEO/BTC,0.00045173,0.0004614,0.00045081,0.00045924,6.641627762165302,14462.21531697
1660953600000,2022-08-20 00:00:00,NEO/BTC,0.00046,0.00046277,0.00044506,0.00045227,6.046520643129868,13369.27199047
1660867200000,2022-08-19 00:00:00,NEO/BTC,0.00045044,0.00045914,0.00043686,0.00045912,6.602476357141404,14380.72041545
1660780800000,2022-08-18 00:00:00,NEO/BTC,0.00046968,0.00047068,0.0004484,0.00045028,5.7859708672603745,12849.71765848
1660694400000,2022-08-17 00:00:00,NEO/BTC,0.00046811,0.0004913,0.00046552,0.00046919,5.995732930906403,12778.90179012
1660608000000,2022-08-16 00:00:00,NEO/BTC,0.0004676,0.00047029,0.0004617,0.00046786,6.151759283053629,13148.71817008
1660521600000,2022-08-15 00:00:00,NEO/BTC,0.00047347,0.00047774,0.00046292,0.00046718,6.082415491471339,13019.426113
1660435200000,2022-08-14 00:00:00,NEO/BTC,0.00049032,0.00049576,0.00047222,0.00047373,6.470293641946951,13658.18850811
1660348800000,2022-08-13 00:00:00,NEO/BTC,0.00049346,0.00049705,0.00048639,0.0004906,6.439927129621414,13126.63499719
1660262400000,2022-08-12 00:00:00,NEO/BTC,0.00048951,0.0004967,0.00048562,0.00049293,6.39269646549401,12968.77135799
1660176000000,2022-08-11 00:00:00,NEO/BTC,0.00048807,0.00049863,0.00048103,0.00048968,5.868839169586268,11985.04976635
1660089600000,2022-08-10 00:00:00,NEO/BTC,0.000476,0.00048856,0.00047155,0.00048856,5.519257761256411,11296.99066902
1660003200000,2022-08-09 00:00:00,NEO/BTC,0.00048976,0.00049191,0.00048827,0.00048992,0.374715312,764.85
1659916800000,2022-08-08 00:00:00,NEO/BTC,0.0004942,0.00050264,0.00048715,0.00048972,6.495580680323012,13263.86645496
1659830400000,2022-08-07 00:00:00,NEO/BTC,0.00049785,0.00049895,0.00049014,0.00049415,6.522342847682334,13199.1153449
1659744000000,2022-08-06 00:00:00,NEO/BTC,0.00050648,0.00050658,0.00049468,0.00049748,6.716102163890116,13500.24556543
1659657600000,2022-08-05 00:00:00,NEO/BTC,0.00047802,0.00051202,0.00047583,0.000507,6.692518611417989,13200.23394757
1659571200000,2022-08-04 00:00:00,NEO/BTC,0.00047094,0.00048079,0.00046929,0.0004768,6.252747234369409,13113.98329356
1659484800000,2022-08-03 00:00:00,NEO/BTC,0.00047715,0.00048231,0.00046749,0.00047018,6.08581044448937,12943.5757465
1659398400000,2022-08-02 00:00:00,NEO/BTC,0.00048043,0.00048448,0.00046308,0.00047697,6.180486231820883,12957.80915324
1659312000000,2022-08-01 00:00:00,NEO/BTC,0.00047032,0.000499,0.00044577,0.00048037,6.456595587447637,13440.88012875
1659225600000,2022-07-31 00:00:00,NEO/BTC,0.00048024,0.00048362,0.00046731,0.00047126,6.338976000434035,13451.12252352
1659139200000,2022-07-30 00:00:00,NEO/BTC,0.00047633,0.00049374,0.00046636,0.00047928,6.437745781078743,13432.11855508
