https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XEC,Volume USDT
1663459200,2022-09-18 00:00:00,XEC/USDT,0.00004272,0.00004273,0.00004234,0.0000425,11614853.4333,493.932530251577
1663372800,2022-09-17 00:00:00,XEC/USDT,0.00004226,0.00004312,0.00004193,0.00004287,462319857.1375,19637.870980709426
1663286400,2022-09-16 00:00:00,XEC/USDT,0.0000432,0.0000432,0.00004128,0.00004228,1034217509.0998,43459.952754236074
1663200000,2022-09-15 00:00:00,XEC/USDT,0.00004623,0.00004665,0.00004185,0.00004311,1853893631.5986,80867.820894220173
1663113600,2022-09-14 00:00:00,XEC/USDT,0.0000437,0.00005262,0.00004349,0.00004613,5584456689.7311,273224.845880415243
1663027200,2022-09-13 00:00:00,XEC/USDT,0.00004598,0.00004904,0.00004207,0.00004389,3316567414.1775,153638.77450448476
1662940800,2022-09-12 00:00:00,XEC/USDT,0.0000456,0.00004724,0.00004399,0.00004592,1790893894.7177,81385.810351578792
1662854400,2022-09-11 00:00:00,XEC/USDT,0.00004451,0.00004879,0.00004349,0.0000456,1851614474.6898,85147.378699505236
1662768000,2022-09-10 00:00:00,XEC/USDT,0.00004461,0.0000455,0.0000436,0.00004465,936908675.0536,41368.088729226782
1662681600,2022-09-09 00:00:00,XEC/USDT,0.00004224,0.00004555,0.00004212,0.00004463,2018632971.1719,89275.65614321854
1662595200,2022-09-08 00:00:00,XEC/USDT,0.00004177,0.00004365,0.0000408,0.00004224,1010508115.6912,42216.491093949576
1662508800,2022-09-07 00:00:00,XEC/USDT,0.00004063,0.00004222,0.00003803,0.00004181,899234590.3635,36006.095714331732
1662422400,2022-09-06 00:00:00,XEC/USDT,0.00004363,0.00004442,0.00004025,0.0000406,1078533196.8624,45561.83611958396
1662336000,2022-09-05 00:00:00,XEC/USDT,0.00004421,0.00004457,0.00004217,0.00004375,557702897.8609,24089.199891034625
1662249600,2022-09-04 00:00:00,XEC/USDT,0.00004467,0.00004474,0.00004332,0.00004428,710458280.168,31168.311949478807
1662163200,2022-09-03 00:00:00,XEC/USDT,0.00004612,0.00004612,0.00004403,0.00004476,356870691.9586,15951.178231504677
1662076800,2022-09-02 00:00:00,XEC/USDT,0.00004603,0.00004853,0.00004489,0.00004616,1062410970.2454,49435.467679676385
1661990400,2022-09-01 00:00:00,XEC/USDT,0.0000445,0.00004878,0.0000445,0.00004604,2928771390.4439,136189.072224284103
1661904000,2022-08-31 00:00:00,XEC/USDT,0.00004582,0.00004582,0.00004382,0.00004449,1161095946.3445,51885.450197537433
1661817600,2022-08-30 00:00:00,XEC/USDT,0.00004985,0.0000513,0.0000453,0.00004579,4017372134.795,189987.766391072825
1661731200,2022-08-29 00:00:00,XEC/USDT,0.00004664,0.00005799,0.0000445,0.0000499,15734867769.6112,783322.510603182984
1661644800,2022-08-28 00:00:00,XEC/USDT,0.00003656,0.00006502,0.00003654,0.00004675,18641462506.83744196,936293.6499411507558136
1661558400,2022-08-27 00:00:00,XEC/USDT,0.00003672,0.00003697,0.00003617,0.00003676,134511326.9936,4926.35115659576
1661472000,2022-08-26 00:00:00,XEC/USDT,0.00003927,0.00004011,0.00003638,0.00003658,356760239.0576,13836.099519558975
1661385600,2022-08-25 00:00:00,XEC/USDT,0.00003878,0.00003988,0.00003878,0.00003944,296980388.6597,11713.342219172826
1661299200,2022-08-24 00:00:00,XEC/USDT,0.00003948,0.0000397,0.0000384,0.00003869,630217597.612,24623.082944419057
1661212800,2022-08-23 00:00:00,XEC/USDT,0.00003894,0.00003944,0.00003751,0.00003944,806686027.0568,31170.478423763289
1661126400,2022-08-22 00:00:00,XEC/USDT,0.0000396,0.0000396,0.00003744,0.00003892,1060759377.7952,40272.275950297975
1661040000,2022-08-21 00:00:00,XEC/USDT,0.00003904,0.00003979,0.00003862,0.00003969,825319561.2696,32620.386077604975
1660953600,2022-08-20 00:00:00,XEC/USDT,0.00003853,0.00004009,0.00003767,0.0000389,445624939.58991368,17369.6496286777594544
1660867200,2022-08-19 00:00:00,XEC/USDT,0.00004264,0.00004264,0.00003826,0.00003831,1209281023.1443,47589.068449541709
1660780800,2022-08-18 00:00:00,XEC/USDT,0.00004321,0.00004421,0.00004184,0.00004276,557611343.627,24096.242041697863
1660694400,2022-08-17 00:00:00,XEC/USDT,0.00004514,0.0000465,0.00004284,0.00004326,603960236.0095,27397.604785633942
