https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CWAR,Volume BTC
1663455600,2022-09-17 23:00:00,CWAR/BTC,0.000001373,0.000001373,0.000001354,0.000001354,391.1409,0.0005370079557
1663452000,2022-09-17 22:00:00,CWAR/BTC,0.000001364,0.000001364,0.000001364,0.000001364,3559.519,0.004855183916
1663448400,2022-09-17 21:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663444800,2022-09-17 20:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663441200,2022-09-17 19:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663437600,2022-09-17 18:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663434000,2022-09-17 17:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663430400,2022-09-17 16:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663426800,2022-09-17 15:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663423200,2022-09-17 14:00:00,CWAR/BTC,0.000001379,0.000001379,0.000001379,0.000001379,0,0
1663419600,2022-09-17 13:00:00,CWAR/BTC,0.000001377,0.000001379,0.000001377,0.000001379,527.5378,0.0007268383192
1663416000,2022-09-17 12:00:00,CWAR/BTC,0.000001381,0.0000014,0.000001381,0.0000014,966.6645,0.0013398159857
1663412400,2022-09-17 11:00:00,CWAR/BTC,0.000001369,0.000001369,0.000001352,0.000001352,12.9687,0.0000175591824
1663408800,2022-09-17 10:00:00,CWAR/BTC,0.000001385,0.000001443,0.000001385,0.000001399,12108.2228,0.0171580874411
1663405200,2022-09-17 09:00:00,CWAR/BTC,0.000001384,0.000001384,0.000001384,0.000001384,0,0
1663401600,2022-09-17 08:00:00,CWAR/BTC,0.000001384,0.000001384,0.000001384,0.000001384,0,0
1663398000,2022-09-17 07:00:00,CWAR/BTC,0.000001384,0.000001384,0.000001384,0.000001384,0,0
1663394400,2022-09-17 06:00:00,CWAR/BTC,0.000001384,0.000001384,0.000001384,0.000001384,0,0
1663390800,2022-09-17 05:00:00,CWAR/BTC,0.000001384,0.000001384,0.000001384,0.000001384,0,0
1663387200,2022-09-17 04:00:00,CWAR/BTC,0.000001384,0.000001384,0.000001384,0.000001384,0,0
1663383600,2022-09-17 03:00:00,CWAR/BTC,0.000001378,0.000001465,0.000001378,0.000001384,196821.0227,0.2854545775742
1663380000,2022-09-17 02:00:00,CWAR/BTC,0.000001401,0.000001401,0.000001401,0.000001401,281.0699,0.0003937789299
1663376400,2022-09-17 01:00:00,CWAR/BTC,0.000001407,0.000001513,0.000001243,0.000001424,561786.0417,0.8066354703858
1663372800,2022-09-17 00:00:00,CWAR/BTC,0.000001349,0.000001362,0.000001349,0.000001362,1404.2056,0.0018999999337
1663369200,2022-09-16 23:00:00,CWAR/BTC,0.000001329,0.000001329,0.000001329,0.000001329,0,0
1663365600,2022-09-16 22:00:00,CWAR/BTC,0.000001329,0.000001329,0.000001329,0.000001329,0,0
1663362000,2022-09-16 21:00:00,CWAR/BTC,0.000001329,0.000001329,0.000001329,0.000001329,0,0
1663358400,2022-09-16 20:00:00,CWAR/BTC,0.000001329,0.000001329,0.000001329,0.000001329,99.5486,0.0001323000894
1663354800,2022-09-16 19:00:00,CWAR/BTC,0.000001341,0.000001341,0.000001335,0.000001335,49.2931,0.0000658152885
1663351200,2022-09-16 18:00:00,CWAR/BTC,0.000001361,0.000001361,0.000001361,0.000001361,0,0
1663347600,2022-09-16 17:00:00,CWAR/BTC,0.000001361,0.000001361,0.000001361,0.000001361,0,0
1663344000,2022-09-16 16:00:00,CWAR/BTC,0.000001361,0.000001361,0.000001361,0.000001361,0,0
1663340400,2022-09-16 15:00:00,CWAR/BTC,0.000001361,0.000001361,0.000001361,0.000001361,0,0
1663336800,2022-09-16 14:00:00,CWAR/BTC,0.000001361,0.000001361,0.000001361,0.000001361,80.823,0.000110000103
1663333200,2022-09-16 13:00:00,CWAR/BTC,0.000001385,0.000001385,0.000001385,0.000001385,86.8857,0.0001203366945
1663329600,2022-09-16 12:00:00,CWAR/BTC,0.000001369,0.000001369,0.000001369,0.000001369,0,0
1663326000,2022-09-16 11:00:00,CWAR/BTC,0.000001391,0.000001391,0.000001369,0.000001369,352.8113,0.0004887356823
1663322400,2022-09-16 10:00:00,CWAR/BTC,0.000001364,0.000001364,0.000001364,0.000001364,0,0
1663318800,2022-09-16 09:00:00,CWAR/BTC,0.000001364,0.000001364,0.000001364,0.000001364,0,0
1663315200,2022-09-16 08:00:00,CWAR/BTC,0.000001364,0.000001364,0.000001364,0.000001364,0,0
1663311600,2022-09-16 07:00:00,CWAR/BTC,0.000001403,0.000001403,0.000001364,0.000001364,8.5977,0.0000117272667
1663308000,2022-09-16 06:00:00,CWAR/BTC,0.000001413,0.000001413,0.000001413,0.000001413,0,0
1663304400,2022-09-16 05:00:00,CWAR/BTC,0.000001413,0.000001413,0.000001413,0.000001413,64.189,0.000090699057
1663300800,2022-09-16 04:00:00,CWAR/BTC,0.000001425,0.000001425,0.000001425,0.000001425,0,0
1663297200,2022-09-16 03:00:00,CWAR/BTC,0.000001425,0.000001425,0.000001425,0.000001425,25.5452,0.00003640191
1663293600,2022-09-16 02:00:00,CWAR/BTC,0.00000142,0.00000142,0.00000142,0.00000142,0,0
1663290000,2022-09-16 01:00:00,CWAR/BTC,0.00000142,0.00000142,0.00000142,0.00000142,82.5123,0.000117167466
1663286400,2022-09-16 00:00:00,CWAR/BTC,0.000001403,0.000001403,0.000001403,0.000001403,0,0
1663282800,2022-09-15 23:00:00,CWAR/BTC,0.000001403,0.000001403,0.000001403,0.000001403,85.531,0.000119999993
1663279200,2022-09-15 22:00:00,CWAR/BTC,0.000001401,0.000001429,0.000001401,0.000001429,242.0606,0.0003436790342
1663275600,2022-09-15 21:00:00,CWAR/BTC,0.000001351,0.000001351,0.000001351,0.000001351,0,0
1663272000,2022-09-15 20:00:00,CWAR/BTC,0.000001351,0.000001351,0.000001351,0.000001351,0,0
1663268400,2022-09-15 19:00:00,CWAR/BTC,0.000001351,0.000001351,0.000001351,0.000001351,0,0
1663264800,2022-09-15 18:00:00,CWAR/BTC,0.000001391,0.000001391,0.000001351,0.000001351,1079.1119,0.0014579401769
1663261200,2022-09-15 17:00:00,CWAR/BTC,0.00000139,0.00000139,0.00000139,0.00000139,0,0
1663257600,2022-09-15 16:00:00,CWAR/BTC,0.00000139,0.00000139,0.00000139,0.00000139,0,0
1663254000,2022-09-15 15:00:00,CWAR/BTC,0.00000137,0.00000139,0.00000137,0.00000139,317.3277,0.000434761697
1663250400,2022-09-15 14:00:00,CWAR/BTC,0.000001373,0.000001373,0.000001373,0.000001373,0,0
1663246800,2022-09-15 13:00:00,CWAR/BTC,0.000001373,0.000001373,0.000001373,0.000001373,38.2963,0.0000525808199
1663243200,2022-09-15 12:00:00,CWAR/BTC,0.000001374,0.000001374,0.000001374,0.000001374,79.4844,0.0001092115656
1663239600,2022-09-15 11:00:00,CWAR/BTC,0.00000139,0.00000139,0.00000139,0.00000139,0,0
1663236000,2022-09-15 10:00:00,CWAR/BTC,0.00000139,0.00000139,0.00000139,0.00000139,0,0
1663232400,2022-09-15 09:00:00,CWAR/BTC,0.00000139,0.00000139,0.00000139,0.00000139,0,0
