https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GMB,Volume BTC
1663462800,2022-09-18 01:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000105,0.0000000105,169.7717,0.00000178260285
1663459200,2022-09-18 00:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000105,0.0000000105,130478.0093,0.0013945554652
1663455600,2022-09-17 23:00:00,GMB/BTC,0.0000000106,0.0000000107,0.0000000106,0.0000000107,285425.1492,0.00303728364049
1663452000,2022-09-17 22:00:00,GMB/BTC,0.0000000103,0.0000000107,0.0000000102,0.0000000105,3360975.9391,0.03550644108668
1663448400,2022-09-17 21:00:00,GMB/BTC,0.0000000102,0.0000000103,0.0000000101,0.0000000103,379507.5493,0.0038617827189
1663444800,2022-09-17 20:00:00,GMB/BTC,0.00000001,0.0000000104,0.00000001,0.0000000102,4090680.3179,0.04170408922878
1663441200,2022-09-17 19:00:00,GMB/BTC,0.0000000098,0.00000001,0.0000000098,0.00000001,500897.4421,0.00496475998948
1663437600,2022-09-17 18:00:00,GMB/BTC,0.0000000097,0.0000000097,0.0000000097,0.0000000097,55809.6806,0.00054135390182
1663434000,2022-09-17 17:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,1685.2943,0.00001651588414
1663430400,2022-09-17 16:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000097,0.0000000097,2907570.4288,0.02822744793395
1663426800,2022-09-17 15:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000099,0.0000000099,0,0
1663423200,2022-09-17 14:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000098,0.0000000099,2895590.6241,0.02843072273713
1663419600,2022-09-17 13:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000099,0.0000000099,71252.6447,0.00070540118253
1663416000,2022-09-17 12:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,0,0
1663412400,2022-09-17 11:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,0,0
1663408800,2022-09-17 10:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,149715.3418,0.001497153418
1663405200,2022-09-17 09:00:00,GMB/BTC,0.00000001,0.0000000102,0.00000001,0.00000001,2844328.9372,0.02895785784756
1663401600,2022-09-17 08:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,2473.6629,0.000024736629
1663398000,2022-09-17 07:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,0,0
1663394400,2022-09-17 06:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,0,0
1663390800,2022-09-17 05:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,0,0
1663387200,2022-09-17 04:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,0,0
1663383600,2022-09-17 03:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,0,0
1663380000,2022-09-17 02:00:00,GMB/BTC,0.00000001,0.00000001,0.0000000098,0.0000000098,144482.8093,0.00141934607445
1663376400,2022-09-17 01:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,0,0
1663372800,2022-09-17 00:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,0,0
1663369200,2022-09-16 23:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,461.1166,0.00000451894268
1663365600,2022-09-16 22:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,320000,0.003136
1663362000,2022-09-16 21:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,485.3859,0.00000475678182
1663358400,2022-09-16 20:00:00,GMB/BTC,0.0000000098,0.0000000098,0.0000000098,0.0000000098,123127.9325,0.0012066537385
1663354800,2022-09-16 19:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000098,0.0000000098,1161678.6927,0.01157160675514
1663351200,2022-09-16 18:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,98172.955,0.0010111814365
1663347600,2022-09-16 17:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000103,0.0000000103,648118.3535,0.00674007964237
1663344000,2022-09-16 16:00:00,GMB/BTC,0.0000000101,0.0000000103,0.0000000101,0.0000000103,214439.7405,0.00219803808272
1663340400,2022-09-16 15:00:00,GMB/BTC,0.0000000101,0.0000000101,0.00000001,0.00000001,197882.0596,0.00198889629749
1663336800,2022-09-16 14:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,0,0
1663333200,2022-09-16 13:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,1068.7183,0.000010687183
1663329600,2022-09-16 12:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,0,0
1663326000,2022-09-16 11:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,101685.295,0.00101685295
1663322400,2022-09-16 10:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,0,0
1663318800,2022-09-16 09:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000101,0.0000000101,202638.9491,0.00205674875127
1663315200,2022-09-16 08:00:00,GMB/BTC,0.0000000101,0.0000000103,0.0000000101,0.0000000102,457050.9123,0.00463984723606
1663311600,2022-09-16 07:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000099,0.0000000099,770.1489,0.00000762447411
1663308000,2022-09-16 06:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000099,0.0000000099,810.683,0.0000080257617
1663304400,2022-09-16 05:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000099,0.0000000099,6874.7437,0.00006805996263
1663300800,2022-09-16 04:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000099,0.0000000099,0,0
1663297200,2022-09-16 03:00:00,GMB/BTC,0.0000000099,0.0000000099,0.0000000099,0.0000000099,1661.4608,0.00001644846192
1663293600,2022-09-16 02:00:00,GMB/BTC,0.0000000101,0.0000000101,0.00000001,0.00000001,7606.4109,0.00007665622066
1663290000,2022-09-16 01:00:00,GMB/BTC,0.00000001,0.0000000101,0.0000000099,0.0000000101,1189467.6101,0.01186524533522
1663286400,2022-09-16 00:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,202175.094,0.0020419684494
1663282800,2022-09-15 23:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,48015,0.0004945545
1663279200,2022-09-15 22:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,0,0
1663275600,2022-09-15 21:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,0,0
1663272000,2022-09-15 20:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,0,0
1663268400,2022-09-15 19:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,0,0
1663264800,2022-09-15 18:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,0,0
1663261200,2022-09-15 17:00:00,GMB/BTC,0.0000000102,0.0000000103,0.0000000102,0.0000000103,50538.2535,0.00052037548162
1663257600,2022-09-15 16:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,8566.041,0.0000865170141
1663254000,2022-09-15 15:00:00,GMB/BTC,0.0000000106,0.0000000106,0.00000001,0.0000000102,14152338.5268,0.14370318849496
1663250400,2022-09-15 14:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000105,0.0000000105,177023.5638,0.00186567398447
1663246800,2022-09-15 13:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,18452.8302,0.00019560000012
1663243200,2022-09-15 12:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,0,0
1663239600,2022-09-15 11:00:00,GMB/BTC,0.0000000105,0.0000000106,0.0000000105,0.0000000106,300562.3022,0.00315703624858
1663236000,2022-09-15 10:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,583763.3116,0.00618789110296
1663232400,2022-09-15 09:00:00,GMB/BTC,0.0000000105,0.0000000106,0.0000000105,0.0000000106,2081492.3778,0.02190002915258
1663228800,2022-09-15 08:00:00,GMB/BTC,0.0000000105,0.0000000106,0.0000000105,0.0000000106,134365.6551,0.00142418138998
1663225200,2022-09-15 07:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,0,0
1663221600,2022-09-15 06:00:00,GMB/BTC,0.0000000104,0.0000000106,0.0000000104,0.0000000106,360539.2536,0.00378941814492
1663218000,2022-09-15 05:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,0,0
1663214400,2022-09-15 04:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,78064.5172,0.00081187097888
1663210800,2022-09-15 03:00:00,GMB/BTC,0.0000000104,0.0000000105,0.0000000104,0.0000000105,3548999.0961,0.03712149050905
1663207200,2022-09-15 02:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,76824.0382,0.00079896999728
1663203600,2022-09-15 01:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,0,0
1663200000,2022-09-15 00:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,0,0
1663196400,2022-09-14 23:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,1160.876,0.0000118409352
1663192800,2022-09-14 22:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,72993.9895,0.0007445386929
1663189200,2022-09-14 21:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,4141.6403,0.00004265889509
1663185600,2022-09-14 20:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000103,0.0000000103,38356.482,0.00039517993652
1663182000,2022-09-14 19:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,60268.892,0.0006207695876
1663178400,2022-09-14 18:00:00,GMB/BTC,0.0000000104,0.0000000105,0.0000000104,0.0000000104,3709830.2807,0.03883509122795
1663174800,2022-09-14 17:00:00,GMB/BTC,0.0000000103,0.0000000104,0.0000000103,0.0000000104,712603.0186,0.00736975704378
1663171200,2022-09-14 16:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,391878.3343,0.00403634684329
1663167600,2022-09-14 15:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,1685.2943,0.00001719000186
1663164000,2022-09-14 14:00:00,GMB/BTC,0.0000000102,0.0000000103,0.0000000102,0.0000000103,28000.7721,0.0002882394232
1663160400,2022-09-14 13:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,91516.7657,0.00092431933357
1663156800,2022-09-14 12:00:00,GMB/BTC,0.00000001,0.0000000102,0.0000000099,0.0000000102,233912.0586,0.00235744766003
1663153200,2022-09-14 11:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,0,0
1663149600,2022-09-14 10:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,0,0
1663146000,2022-09-14 09:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,79451.0505,0.00080245561005
1663142400,2022-09-14 08:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,0,0
1663138800,2022-09-14 07:00:00,GMB/BTC,0.0000000102,0.0000000102,0.00000001,0.0000000101,4173734.9732,0.04195090935584
1663135200,2022-09-14 06:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,0,0
1663131600,2022-09-14 05:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,27489.423,0.0002858899992
1663128000,2022-09-14 04:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,20342.312,0.0002095258136
1663124400,2022-09-14 03:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,62012.363,0.0006449285752
1663120800,2022-09-14 02:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000103,0.0000000103,101685.2949,0.00104735853747
1663117200,2022-09-14 01:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,23184.7208,0.00024112109632
1663113600,2022-09-14 00:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000102,0.0000000104,675935.1775,0.00696830847809
1663110000,2022-09-13 23:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000104,0.0000000104,128655.9312,0.00133819021391
1663106400,2022-09-13 22:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,64049.0556,0.00067891998936
1663102800,2022-09-13 21:00:00,GMB/BTC,0.0000000104,0.0000000106,0.0000000104,0.0000000106,512811.8549,0.00538728843457
1663099200,2022-09-13 20:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000103,0.0000000103,108890.5811,0.00112649507997
1663095600,2022-09-13 19:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000104,0.0000000104,233920.7033,0.00245092094982
1663092000,2022-09-13 18:00:00,GMB/BTC,0.0000000101,0.0000000105,0.0000000101,0.0000000105,3808990.5645,0.03977151010725
1663088400,2022-09-13 17:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,0,0
1663084800,2022-09-13 16:00:00,GMB/BTC,0.0000000102,0.0000000102,0.00000001,0.0000000101,882017.2267,0.00884357123438
1663081200,2022-09-13 15:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,0,0
1663077600,2022-09-13 14:00:00,GMB/BTC,0.00000001,0.0000000102,0.00000001,0.0000000102,95238.8286,0.00097104138969
1663074000,2022-09-13 13:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,598259.3425,0.005982593425
1663070400,2022-09-13 12:00:00,GMB/BTC,0.0000000101,0.0000000103,0.00000001,0.00000001,2364102.0921,0.02371949522774
1663066800,2022-09-13 11:00:00,GMB/BTC,0.00000001,0.0000000101,0.00000001,0.0000000101,208873.5148,0.00209369504899
1663063200,2022-09-13 10:00:00,GMB/BTC,0.0000000101,0.0000000101,0.00000001,0.00000001,273804.2219,0.00275128129391
1663059600,2022-09-13 09:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,0,0
