https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GRIN,Volume BTC
1663459200,2022-09-18 00:00:00,GRIN/BTC,0.000006,0.000006,0.000005967,0.000005967,141.50981603,0.00084752674681422
1663455600,2022-09-17 23:00:00,GRIN/BTC,0.00000597,0.000006,0.00000597,0.000006,233.45794092,0.0013983082267932
1663452000,2022-09-17 22:00:00,GRIN/BTC,0.00000591,0.00000597,0.00000591,0.00000597,504.067626,0.00300189292141
1663448400,2022-09-17 21:00:00,GRIN/BTC,0.000005935,0.000005935,0.000005935,0.000005935,80,0.0004748
1663444800,2022-09-17 20:00:00,GRIN/BTC,0.00000596,0.00000596,0.00000596,0.00000596,8.88045114,0.0000529274887944
1663441200,2022-09-17 19:00:00,GRIN/BTC,0.000006011,0.000006011,0.000005936,0.00000597,1679.88193655,0.01001458619815314
1663437600,2022-09-17 18:00:00,GRIN/BTC,0.00000602,0.000006082,0.00000602,0.00000602,1204.86610115,0.00728961362691833
1663434000,2022-09-17 17:00:00,GRIN/BTC,0.000005885,0.000006,0.000005885,0.000005981,2171.88174774,0.01290819996084251
1663430400,2022-09-17 16:00:00,GRIN/BTC,0.000005669,0.00000588,0.00000563,0.00000588,3801.68701883,0.02191352159610149
1663426800,2022-09-17 15:00:00,GRIN/BTC,0.00000566,0.00000566,0.00000564,0.00000564,440.48163411,0.0024860964163806
1663423200,2022-09-17 14:00:00,GRIN/BTC,0.00000567,0.00000567,0.00000566,0.00000566,130.00015262,0.0007358008653555
1663419600,2022-09-17 13:00:00,GRIN/BTC,0.000005671,0.000005671,0.00000567,0.00000567,458.08048953,0.00259741397464315
1663416000,2022-09-17 12:00:00,GRIN/BTC,0.00000569,0.00000569,0.000005671,0.000005671,233.77560494,0.0013289614916627
1663412400,2022-09-17 11:00:00,GRIN/BTC,0.00000573,0.00000573,0.00000573,0.00000573,0,0
1663408800,2022-09-17 10:00:00,GRIN/BTC,0.00000571,0.00000573,0.00000571,0.00000573,132.93791969,0.0007613820965603
1663405200,2022-09-17 09:00:00,GRIN/BTC,0.0000057,0.00000571,0.0000057,0.00000571,7162.03442735,0.0408239201442633
1663401600,2022-09-17 08:00:00,GRIN/BTC,0.0000057,0.0000057,0.00000569,0.00000569,92.47163046,0.0005264023629451
1663398000,2022-09-17 07:00:00,GRIN/BTC,0.0000057,0.0000057,0.0000057,0.0000057,19.84038686,0.000113090205102
1663394400,2022-09-17 06:00:00,GRIN/BTC,0.0000057,0.0000057,0.000005691,0.0000057,144.20239622,0.00082186993387293
