https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XTZ,Volume BTC
1663462800,2022-09-18 01:00:00,XTZ/BTC,0.00007697,0.00007697,0.00007658,0.00007658,11.7714,0.00090194768
1663459200,2022-09-18 00:00:00,XTZ/BTC,0.00007704,0.00007714,0.00007671,0.00007685,70.1878,0.005394594147
1663455600,2022-09-17 23:00:00,XTZ/BTC,0.00007662,0.00007709,0.00007662,0.00007704,25.3707,0.001951443563
1663452000,2022-09-17 22:00:00,XTZ/BTC,0.00007681,0.00007681,0.00007646,0.00007662,21.8748,0.001676182232
1663448400,2022-09-17 21:00:00,XTZ/BTC,0.00007692,0.00007711,0.00007679,0.00007686,11.3309,0.000871431688
1663444800,2022-09-17 20:00:00,XTZ/BTC,0.00007697,0.00007721,0.00007677,0.00007687,22.9556,0.001766031748
1663441200,2022-09-17 19:00:00,XTZ/BTC,0.00007713,0.00007713,0.00007683,0.00007692,90.5279,0.006972079615
1663437600,2022-09-17 18:00:00,XTZ/BTC,0.00007708,0.00007708,0.00007683,0.00007699,7.3095,0.000562697037
1663434000,2022-09-17 17:00:00,XTZ/BTC,0.00007686,0.0000772,0.00007682,0.0000772,29.3346,0.002256062907
1663430400,2022-09-17 16:00:00,XTZ/BTC,0.00007746,0.0000775,0.00007669,0.0000769,171.736,0.013180515365
1663426800,2022-09-17 15:00:00,XTZ/BTC,0.0000774,0.00007752,0.00007706,0.00007732,328.3354,0.025407504277
1663423200,2022-09-17 14:00:00,XTZ/BTC,0.00007698,0.00007842,0.00007698,0.00007738,372.29400448,0.0289438816649028
1663419600,2022-09-17 13:00:00,XTZ/BTC,0.00007719,0.00007731,0.00007701,0.00007715,77.7701,0.006000575791
1663416000,2022-09-17 12:00:00,XTZ/BTC,0.00007735,0.00007735,0.00007705,0.00007716,12.84102482,0.000992024690827
1663412400,2022-09-17 11:00:00,XTZ/BTC,0.0000772,0.00007735,0.00007704,0.00007711,12.5403,0.000968784525
1663408800,2022-09-17 10:00:00,XTZ/BTC,0.00007732,0.00007733,0.000077,0.00007706,142.8673,0.011044105276
1663405200,2022-09-17 09:00:00,XTZ/BTC,0.00007723,0.00007733,0.00007713,0.00007733,14.1542,0.001093578173
1663401600,2022-09-17 08:00:00,XTZ/BTC,0.00007721,0.00007734,0.00007696,0.00007728,26.7251,0.002062695205
1663398000,2022-09-17 07:00:00,XTZ/BTC,0.00007685,0.0000772,0.00007684,0.00007709,18.768,0.001445304732
1663394400,2022-09-17 06:00:00,XTZ/BTC,0.00007699,0.00007712,0.00007677,0.00007687,26.0406,0.002004511761
1663390800,2022-09-17 05:00:00,XTZ/BTC,0.00007716,0.00007716,0.00007674,0.00007674,9.1457,0.000703941715
1663387200,2022-09-17 04:00:00,XTZ/BTC,0.00007734,0.00007735,0.0000769,0.0000769,4.9798,0.000384676165
1663383600,2022-09-17 03:00:00,XTZ/BTC,0.00007718,0.00007733,0.00007713,0.00007733,11.46,0.000885276056
1663380000,2022-09-17 02:00:00,XTZ/BTC,0.000077,0.00007734,0.000077,0.00007722,89.2281,0.006897344499
1663376400,2022-09-17 01:00:00,XTZ/BTC,0.0000768,0.0000769,0.00007668,0.00007686,21.0024,0.001612488992
1663372800,2022-09-17 00:00:00,XTZ/BTC,0.00007686,0.00007754,0.00007685,0.00007688,259.20529838,0.0200129972548064
1663369200,2022-09-16 23:00:00,XTZ/BTC,0.00007723,0.00007723,0.00007678,0.00007685,137.6865,0.010598790261
1663365600,2022-09-16 22:00:00,XTZ/BTC,0.00007769,0.00007769,0.00007721,0.00007723,69.5746577,0.005382780817672
1663362000,2022-09-16 21:00:00,XTZ/BTC,0.00007788,0.00007801,0.00007754,0.00007762,64.2291,0.004997053992
1663358400,2022-09-16 20:00:00,XTZ/BTC,0.00007829,0.00007829,0.00007789,0.0000779,39.3483,0.003071043297
1663354800,2022-09-16 19:00:00,XTZ/BTC,0.0000786,0.00007876,0.00007831,0.00007838,42.7587,0.003357483427
1663351200,2022-09-16 18:00:00,XTZ/BTC,0.00007912,0.00007926,0.0000786,0.0000786,62.7294,0.004943768993
1663347600,2022-09-16 17:00:00,XTZ/BTC,0.00007829,0.00007917,0.00007815,0.00007897,458.5071,0.036020293881
1663344000,2022-09-16 16:00:00,XTZ/BTC,0.00007836,0.00007839,0.00007776,0.0000782,58.4777,0.004563322971
1663340400,2022-09-16 15:00:00,XTZ/BTC,0.00007793,0.00007851,0.00007792,0.00007831,730.2973846,0.056938222442876
1663336800,2022-09-16 14:00:00,XTZ/BTC,0.00007741,0.0000782,0.00007736,0.00007796,101.35731281,0.0078633372185321
1663333200,2022-09-16 13:00:00,XTZ/BTC,0.00007758,0.00007758,0.00007719,0.00007752,1528.7162,0.118458380543
1663329600,2022-09-16 12:00:00,XTZ/BTC,0.0000775,0.00007757,0.0000773,0.00007753,20.6354,0.001598223832
1663326000,2022-09-16 11:00:00,XTZ/BTC,0.0000772,0.0000782,0.00007698,0.00007762,546.7345,0.042348894423
1663322400,2022-09-16 10:00:00,XTZ/BTC,0.00007677,0.00007723,0.00007673,0.00007714,21.7805,0.001678097318
1663318800,2022-09-16 09:00:00,XTZ/BTC,0.00007648,0.00007685,0.00007648,0.00007676,19.7574,0.001515411944
1663315200,2022-09-16 08:00:00,XTZ/BTC,0.00007732,0.00007748,0.00007625,0.00007625,228.85061761,0.0174868272375801
1663311600,2022-09-16 07:00:00,XTZ/BTC,0.00007733,0.00007764,0.00007727,0.00007737,10.4113,0.000807549499
1663308000,2022-09-16 06:00:00,XTZ/BTC,0.00007728,0.00007757,0.00007711,0.00007724,31.5849,0.002446195452
1663304400,2022-09-16 05:00:00,XTZ/BTC,0.00007691,0.00007735,0.00007691,0.00007725,10.7837,0.000831766684
1663300800,2022-09-16 04:00:00,XTZ/BTC,0.00007719,0.00007735,0.00007702,0.00007722,115.7357,0.008933713932
1663297200,2022-09-16 03:00:00,XTZ/BTC,0.00007687,0.00007729,0.00007687,0.00007728,31.53995202,0.0024340593326258
1663293600,2022-09-16 02:00:00,XTZ/BTC,0.00007731,0.00007733,0.00007649,0.00007695,254.2044,0.01950397906
1663290000,2022-09-16 01:00:00,XTZ/BTC,0.00007758,0.0000777,0.00007714,0.00007723,92.9796574,0.00720216104998
1663286400,2022-09-16 00:00:00,XTZ/BTC,0.00007725,0.00007767,0.00007685,0.00007767,300.991,0.023282408471
1663282800,2022-09-15 23:00:00,XTZ/BTC,0.00007748,0.00007751,0.00007717,0.00007721,25.7837,0.001994432342
1663279200,2022-09-15 22:00:00,XTZ/BTC,0.00007792,0.00007804,0.00007722,0.0000774,63.9146,0.004957005599
1663275600,2022-09-15 21:00:00,XTZ/BTC,0.0000781,0.0000781,0.00007758,0.00007792,31.1673,0.002424558003
1663272000,2022-09-15 20:00:00,XTZ/BTC,0.0000781,0.00007822,0.00007789,0.00007814,272.95348698,0.0213119301203516
1663268400,2022-09-15 19:00:00,XTZ/BTC,0.00007788,0.00007873,0.00007783,0.00007809,276.442,0.021613473063
1663264800,2022-09-15 18:00:00,XTZ/BTC,0.00007827,0.00007836,0.0000778,0.00007794,79.2575,0.006186426875
1663261200,2022-09-15 17:00:00,XTZ/BTC,0.00007804,0.00007831,0.00007804,0.00007828,89.6646,0.007018291157
1663257600,2022-09-15 16:00:00,XTZ/BTC,0.00007771,0.00007829,0.00007771,0.00007823,1638.41020459,0.1280962416522239
1663254000,2022-09-15 15:00:00,XTZ/BTC,0.00007731,0.00007782,0.00007694,0.00007782,909.0828,0.07031803055
1663250400,2022-09-15 14:00:00,XTZ/BTC,0.00007738,0.0000774,0.00007655,0.00007731,99.5303,0.007677392459
1663246800,2022-09-15 13:00:00,XTZ/BTC,0.00007719,0.0000774,0.00007697,0.0000774,81.7124,0.006307771074
1663243200,2022-09-15 12:00:00,XTZ/BTC,0.00007699,0.00007722,0.00007699,0.00007702,9.5766,0.000738146516
1663239600,2022-09-15 11:00:00,XTZ/BTC,0.00007681,0.00007703,0.00007658,0.00007703,50.9215,0.003909955937
1663236000,2022-09-15 10:00:00,XTZ/BTC,0.00007716,0.0000774,0.0000768,0.0000768,85.6417,0.006601600575
1663232400,2022-09-15 09:00:00,XTZ/BTC,0.00007754,0.00007795,0.00007713,0.00007728,249.20357702,0.0193670549432242
1663228800,2022-09-15 08:00:00,XTZ/BTC,0.00007802,0.00007809,0.0000774,0.00007752,47.72976892,0.0037056783779628
1663225200,2022-09-15 07:00:00,XTZ/BTC,0.00007813,0.0000786,0.00007791,0.00007808,182.14013144,0.0142377109016648
1663221600,2022-09-15 06:00:00,XTZ/BTC,0.00007682,0.00007795,0.00007629,0.00007785,245.466,0.019049518143
1663218000,2022-09-15 05:00:00,XTZ/BTC,0.00007683,0.00007721,0.00007671,0.00007716,373.62630172,0.0288020724902301
1663214400,2022-09-15 04:00:00,XTZ/BTC,0.0000769,0.0000769,0.00007639,0.00007683,216.1077,0.016533050894
1663210800,2022-09-15 03:00:00,XTZ/BTC,0.000077,0.00007702,0.00007647,0.00007683,43.6550274,0.003349045752402
1663207200,2022-09-15 02:00:00,XTZ/BTC,0.0000777,0.00007789,0.0000764,0.00007699,685.98536628,0.052840399052218
1663203600,2022-09-15 01:00:00,XTZ/BTC,0.00007842,0.00007842,0.00007762,0.00007783,645.3363,0.050198870925
1663200000,2022-09-15 00:00:00,XTZ/BTC,0.0000793,0.0000797,0.00007809,0.00007817,286.2608,0.022427416126
1663196400,2022-09-14 23:00:00,XTZ/BTC,0.00007918,0.00007957,0.00007903,0.00007944,58.228,0.004623233047
1663192800,2022-09-14 22:00:00,XTZ/BTC,0.00008015,0.00008015,0.000079,0.00007914,497.8037,0.039648704357
1663189200,2022-09-14 21:00:00,XTZ/BTC,0.00007961,0.00008028,0.00007961,0.0000801,180.5078,0.014426319759
1663185600,2022-09-14 20:00:00,XTZ/BTC,0.00008029,0.0000804,0.00007944,0.00007961,406.82018257,0.032513244925628
1663182000,2022-09-14 19:00:00,XTZ/BTC,0.00007978,0.0000805,0.00007933,0.00008029,1749.3151,0.139223188395
1663178400,2022-09-14 18:00:00,XTZ/BTC,0.00007789,0.00007994,0.00007764,0.00007978,1040.8343,0.082473518126
1663174800,2022-09-14 17:00:00,XTZ/BTC,0.00007762,0.00007809,0.00007755,0.00007784,164.1217,0.012768889272
1663171200,2022-09-14 16:00:00,XTZ/BTC,0.00007776,0.0000778,0.0000772,0.00007753,654.7307,0.050624795509
1663167600,2022-09-14 15:00:00,XTZ/BTC,0.0000774,0.00007774,0.0000773,0.00007774,1053.8629,0.081557730761
1663164000,2022-09-14 14:00:00,XTZ/BTC,0.00007726,0.00007751,0.00007718,0.0000773,22.2054,0.001717453311
1663160400,2022-09-14 13:00:00,XTZ/BTC,0.00007705,0.00007722,0.00007671,0.00007722,56.7249,0.004370241268
1663156800,2022-09-14 12:00:00,XTZ/BTC,0.00007658,0.00007781,0.0000762,0.00007721,554.09406273,0.0425843167269619
1663153200,2022-09-14 11:00:00,XTZ/BTC,0.00007598,0.00007718,0.00007591,0.0000766,412.67882758,0.031695132139596
1663149600,2022-09-14 10:00:00,XTZ/BTC,0.00007586,0.000076,0.00007566,0.00007599,31.13037923,0.0023620903826877
1663146000,2022-09-14 09:00:00,XTZ/BTC,0.00007549,0.00007601,0.00007523,0.00007587,23.9886,0.001817968474
1663142400,2022-09-14 08:00:00,XTZ/BTC,0.00007531,0.00007562,0.00007508,0.00007552,23.2375,0.00175275465
1663138800,2022-09-14 07:00:00,XTZ/BTC,0.00007557,0.0000758,0.00007504,0.00007521,36.2763,0.002731736115
1663135200,2022-09-14 06:00:00,XTZ/BTC,0.00007594,0.00007596,0.00007546,0.00007546,12.569,0.000951081477
1663131600,2022-09-14 05:00:00,XTZ/BTC,0.00007602,0.00007619,0.0000759,0.00007595,38.1016,0.002897088913
1663128000,2022-09-14 04:00:00,XTZ/BTC,0.00007612,0.00007612,0.00007574,0.00007596,8.8248,0.000669354922
1663124400,2022-09-14 03:00:00,XTZ/BTC,0.00007554,0.00007619,0.00007554,0.00007596,12.377,0.000942147547
1663120800,2022-09-14 02:00:00,XTZ/BTC,0.00007581,0.00007581,0.00007546,0.0000756,36.5755,0.002767110299
1663117200,2022-09-14 01:00:00,XTZ/BTC,0.0000761,0.0000761,0.00007578,0.00007584,803.7006,0.061011367797
1663113600,2022-09-14 00:00:00,XTZ/BTC,0.0000757,0.00007633,0.0000754,0.00007625,320.3285,0.0242628835
1663110000,2022-09-13 23:00:00,XTZ/BTC,0.00007584,0.00007602,0.00007556,0.00007572,45.5235,0.003452691814
1663106400,2022-09-13 22:00:00,XTZ/BTC,0.0000766,0.00007661,0.0000759,0.00007601,313.45342122,0.0238208603786908
1663102800,2022-09-13 21:00:00,XTZ/BTC,0.00007686,0.00007705,0.00007656,0.00007669,362.0138,0.027789894741
1663099200,2022-09-13 20:00:00,XTZ/BTC,0.00007682,0.00007711,0.00007637,0.00007686,54.5841,0.00418583896
1663095600,2022-09-13 19:00:00,XTZ/BTC,0.00007632,0.00007696,0.00007622,0.00007674,159.32453296,0.0122374731653056
1663092000,2022-09-13 18:00:00,XTZ/BTC,0.00007549,0.00007649,0.00007549,0.00007636,65.6649,0.004988443196
1663088400,2022-09-13 17:00:00,XTZ/BTC,0.00007546,0.00007643,0.00007529,0.00007547,2928.02411804,0.2230725186782984
1663084800,2022-09-13 16:00:00,XTZ/BTC,0.00007494,0.00007546,0.00007488,0.00007546,289.4807,0.021724496582
1663081200,2022-09-13 15:00:00,XTZ/BTC,0.00007423,0.0000749,0.00007407,0.00007481,3194.93281228,0.2369401941557196
1663077600,2022-09-13 14:00:00,XTZ/BTC,0.0000742,0.00007476,0.00007407,0.00007431,285.84349188,0.0213000662646028
1663074000,2022-09-13 13:00:00,XTZ/BTC,0.00007368,0.00007419,0.00007351,0.0000741,87.0575,0.006424691545
1663070400,2022-09-13 12:00:00,XTZ/BTC,0.00007396,0.00007475,0.00007313,0.0000738,6400.8086,0.474138484238
1663066800,2022-09-13 11:00:00,XTZ/BTC,0.00007323,0.00007483,0.00007308,0.00007413,754.0863,0.055792996393
1663063200,2022-09-13 10:00:00,XTZ/BTC,0.00007372,0.00007379,0.00007308,0.00007324,166.4214,0.012202345075
1663059600,2022-09-13 09:00:00,XTZ/BTC,0.00007479,0.00007497,0.00007349,0.00007363,274.5973,0.020231529213
1663056000,2022-09-13 08:00:00,XTZ/BTC,0.00007512,0.00007534,0.00007481,0.00007492,187.5272,0.014095372445
1663052400,2022-09-13 07:00:00,XTZ/BTC,0.00007404,0.00007546,0.00007403,0.00007546,413.3222,0.030922979717
1663048800,2022-09-13 06:00:00,XTZ/BTC,0.00007388,0.00007433,0.00007361,0.00007397,432.6401,0.031963122763
1663045200,2022-09-13 05:00:00,XTZ/BTC,0.00007409,0.00007442,0.0000738,0.00007382,42.6306,0.003157140056
1663041600,2022-09-13 04:00:00,XTZ/BTC,0.00007439,0.00007439,0.00007392,0.00007399,115.2868,0.008554965027
1663038000,2022-09-13 03:00:00,XTZ/BTC,0.0000737,0.00007445,0.0000735,0.00007445,7945.2333,0.5879544065
1663034400,2022-09-13 02:00:00,XTZ/BTC,0.00007317,0.00007379,0.00007317,0.00007363,357.31301015,0.0262905901172995
1663030800,2022-09-13 01:00:00,XTZ/BTC,0.00007329,0.00007338,0.00007289,0.00007305,74.7243,0.005456078054
1663027200,2022-09-13 00:00:00,XTZ/BTC,0.0000738,0.0000738,0.00007306,0.0000732,133.605,0.009805319321
1663023600,2022-09-12 23:00:00,XTZ/BTC,0.0000737,0.00007423,0.0000737,0.00007423,1021.1281,0.075614822779
1663020000,2022-09-12 22:00:00,XTZ/BTC,0.00007399,0.00007409,0.00007365,0.00007409,173.5521,0.012848741139
1663016400,2022-09-12 21:00:00,XTZ/BTC,0.00007428,0.00007431,0.00007374,0.00007388,33.1037,0.002447036137
1663012800,2022-09-12 20:00:00,XTZ/BTC,0.00007379,0.0000743,0.00007371,0.0000743,19.2077,0.001420496757
1663009200,2022-09-12 19:00:00,XTZ/BTC,0.00007389,0.0000739,0.00007366,0.00007378,29.373,0.002165052016
1663005600,2022-09-12 18:00:00,XTZ/BTC,0.00007405,0.00007405,0.00007352,0.00007362,148.4001,0.010935700682
1663002000,2022-09-12 17:00:00,XTZ/BTC,0.00007391,0.00007402,0.00007355,0.00007397,485.912,0.035802842394
1662998400,2022-09-12 16:00:00,XTZ/BTC,0.00007402,0.00007402,0.00007319,0.00007383,10405.751,0.762984946858
1662994800,2022-09-12 15:00:00,XTZ/BTC,0.00007514,0.00007514,0.00007411,0.00007414,1299.3416,0.096678532038
1662991200,2022-09-12 14:00:00,XTZ/BTC,0.00007573,0.0000758,0.00007467,0.00007513,238.7499,0.017917197685
1662987600,2022-09-12 13:00:00,XTZ/BTC,0.00007659,0.00007679,0.00007576,0.00007576,63.8321,0.004855907008
1662984000,2022-09-12 12:00:00,XTZ/BTC,0.00007661,0.00007673,0.00007652,0.00007655,26.9088,0.002061254569
1662980400,2022-09-12 11:00:00,XTZ/BTC,0.0000772,0.00007739,0.00007625,0.00007666,128.2523,0.009870741467
1662976800,2022-09-12 10:00:00,XTZ/BTC,0.00007708,0.00007722,0.00007681,0.00007722,21.7101,0.001673099469
1662973200,2022-09-12 09:00:00,XTZ/BTC,0.00007624,0.00007718,0.00007619,0.0000771,87.1945,0.006689910372
1662969600,2022-09-12 08:00:00,XTZ/BTC,0.00007561,0.0000762,0.00007531,0.00007608,1040.8152,0.07861923627
1662966000,2022-09-12 07:00:00,XTZ/BTC,0.00007632,0.00007643,0.00007557,0.0000756,54.1535,0.00411193118
1662962400,2022-09-12 06:00:00,XTZ/BTC,0.00007656,0.00007656,0.0000762,0.00007637,30.4449,0.002325412695
1662958800,2022-09-12 05:00:00,XTZ/BTC,0.00007664,0.00007664,0.00007636,0.00007653,12.8343,0.000981026399
1662955200,2022-09-12 04:00:00,XTZ/BTC,0.00007668,0.00007673,0.00007654,0.00007654,13.6271,0.001044874618
1662951600,2022-09-12 03:00:00,XTZ/BTC,0.00007677,0.000077,0.00007632,0.00007653,259.1142,0.019846257884
1662948000,2022-09-12 02:00:00,XTZ/BTC,0.00007733,0.00007733,0.0000763,0.00007681,454.1734,0.034916778063
1662944400,2022-09-12 01:00:00,XTZ/BTC,0.00007618,0.00007747,0.00007569,0.00007734,223.785,0.017020976426
1662940800,2022-09-12 00:00:00,XTZ/BTC,0.00007709,0.00007709,0.00007609,0.00007615,183.8997889,0.014031862489735
1662937200,2022-09-11 23:00:00,XTZ/BTC,0.00007716,0.00007762,0.00007697,0.00007713,1065.27070667,0.0825663570202628
1662933600,2022-09-11 22:00:00,XTZ/BTC,0.00007708,0.00007777,0.00007704,0.00007715,1707.9696,0.132427838889
1662930000,2022-09-11 21:00:00,XTZ/BTC,0.0000779,0.00007798,0.00007683,0.00007704,2631.4261,0.203786813525
1662926400,2022-09-11 20:00:00,XTZ/BTC,0.00007859,0.00007859,0.00007767,0.00007786,1247.40286254,0.0972411384635106
1662922800,2022-09-11 19:00:00,XTZ/BTC,0.00007894,0.00007914,0.00007854,0.00007859,56.3831,0.004445811766
1662919200,2022-09-11 18:00:00,XTZ/BTC,0.00007943,0.00007955,0.00007872,0.00007872,87.39802977,0.0069202137046541
1662915600,2022-09-11 17:00:00,XTZ/BTC,0.00007964,0.00007975,0.00007883,0.00007943,194.8766,0.015385154268
1662912000,2022-09-11 16:00:00,XTZ/BTC,0.00007928,0.00007977,0.00007922,0.00007964,80.3517,0.006390084375
1662908400,2022-09-11 15:00:00,XTZ/BTC,0.00007941,0.00007953,0.00007886,0.00007903,1007.9349,0.079926839917
1662904800,2022-09-11 14:00:00,XTZ/BTC,0.0000791,0.00007948,0.00007861,0.00007935,78.0103,0.006169933831
1662901200,2022-09-11 13:00:00,XTZ/BTC,0.0000786,0.00007924,0.00007837,0.00007899,367.69544126,0.028904326331225
1662897600,2022-09-11 12:00:00,XTZ/BTC,0.00007978,0.00007984,0.00007851,0.00007856,367.693,0.029134215366
1662894000,2022-09-11 11:00:00,XTZ/BTC,0.00007818,0.00007989,0.00007813,0.0000797,667.2436,0.052453708962
1662890400,2022-09-11 10:00:00,XTZ/BTC,0.00007792,0.00007832,0.00007792,0.00007799,17.624,0.001377267548
1662886800,2022-09-11 09:00:00,XTZ/BTC,0.0000789,0.0000789,0.0000778,0.0000778,172.595,0.013507142302
1662883200,2022-09-11 08:00:00,XTZ/BTC,0.00007795,0.00008121,0.00007792,0.0000789,1626.2327,0.128965184035
1662879600,2022-09-11 07:00:00,XTZ/BTC,0.00007742,0.00007891,0.00007742,0.00007805,290.2927024,0.022770865855488
1662876000,2022-09-11 06:00:00,XTZ/BTC,0.00007726,0.00007774,0.00007684,0.0000774,139.8549,0.010815881616
1662872400,2022-09-11 05:00:00,XTZ/BTC,0.00007727,0.00007748,0.00007708,0.00007717,87.7168,0.006792093518
