https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTCBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,LTCBULL/USDT,7.24e-05,7.55e-05,7.221e-05,7.525e-05,0.0,0.0
1663542000000.0,2022-09-18 23:00:00,LTCBULL/USDT,7.591e-05,7.77e-05,7.164e-05,7.303e-05,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,LTCBULL/USDT,7.782e-05,7.885e-05,7.409e-05,7.591e-05,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,LTCBULL/USDT,8.972e-05,8.973e-05,7.436e-05,7.782e-05,18619160.37008481,1448.94306
1663531200000.0,2022-09-18 20:00:00,LTCBULL/USDT,9.101e-05,9.119e-05,8.897e-05,8.972e-05,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,LTCBULL/USDT,8.897e-05,9.138e-05,8.821e-05,9.101e-05,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,LTCBULL/USDT,8.79e-05,8.936e-05,8.749e-05,8.897e-05,444000.0,39.50268
1663520400000.0,2022-09-18 17:00:00,LTCBULL/USDT,8.881e-05,8.916e-05,8.786e-05,8.79e-05,0.0,0.0
1663516800000.0,2022-09-18 16:00:00,LTCBULL/USDT,9.095e-05,9.148e-05,8.79e-05,8.881e-05,2277357.0543857673,202.25208
1663513200000.0,2022-09-18 15:00:00,LTCBULL/USDT,9.095e-05,9.15e-05,9.072e-05,9.095e-05,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,LTCBULL/USDT,9.32e-05,9.329e-05,9.028e-05,9.095e-05,17000.0,1.54615
1663506000000.0,2022-09-18 13:00:00,LTCBULL/USDT,9.337e-05,9.364e-05,9.193e-05,9.32e-05,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,LTCBULL/USDT,9.193e-05,9.343e-05,9.095e-05,9.337e-05,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,LTCBULL/USDT,9.167e-05,9.193e-05,9.147e-05,9.193e-05,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,LTCBULL/USDT,9.038e-05,9.227e-05,9.013e-05,9.167e-05,0.0,0.0
1663491600000.0,2022-09-18 09:00:00,LTCBULL/USDT,9.508e-05,9.56e-05,9.031e-05,9.047e-05,33532.55222725765,3.03369
1663488000000.0,2022-09-18 08:00:00,LTCBULL/USDT,9.508e-05,9.524e-05,9.462e-05,9.508e-05,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,LTCBULL/USDT,9.341e-05,9.519e-05,9.341e-05,9.508e-05,99999.99999999999,9.508
1663480800000.0,2022-09-18 06:00:00,LTCBULL/USDT,9.547e-05,9.548e-05,9.313e-05,9.341e-05,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,LTCBULL/USDT,9.496e-05,9.595e-05,9.443e-05,9.547e-05,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,LTCBULL/USDT,9.494e-05,9.558e-05,9.355e-05,9.496e-05,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,LTCBULL/USDT,9.511e-05,9.518e-05,9.341e-05,9.494e-05,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,LTCBULL/USDT,9.399e-05,9.634e-05,9.341e-05,9.511e-05,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,LTCBULL/USDT,9.384e-05,9.44e-05,9.341e-05,9.399e-05,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,LTCBULL/USDT,9.791e-05,9.791e-05,9.337e-05,9.384e-05,1609015.7715260016,150.99004
1663455600000.0,2022-09-17 23:00:00,LTCBULL/USDT,9.743e-05,9.791e-05,9.68e-05,9.791e-05,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,LTCBULL/USDT,9.819e-05,9.896e-05,9.685e-05,9.743e-05,103507.44123986452,10.08473
1663448400000.0,2022-09-17 21:00:00,LTCBULL/USDT,0.00010091,0.00010104,9.806e-05,9.819e-05,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,LTCBULL/USDT,0.00010035,0.00010112,9.997e-05,0.00010091,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,LTCBULL/USDT,0.00010049,0.00010112,9.929e-05,0.00010035,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,LTCBULL/USDT,9.872e-05,0.00010112,9.831e-05,0.00010049,112398.8456562842,11.29496
1663434000000.0,2022-09-17 17:00:00,LTCBULL/USDT,9.836e-05,9.934e-05,9.826e-05,9.872e-05,0.0,0.0
1663430400000.0,2022-09-17 16:00:00,LTCBULL/USDT,9.664e-05,9.872e-05,9.626e-05,9.836e-05,1348257.0150467672,132.61456
1663426800000.0,2022-09-17 15:00:00,LTCBULL/USDT,9.645e-05,9.699e-05,9.462e-05,9.664e-05,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,LTCBULL/USDT,9.428e-05,9.702e-05,9.38e-05,9.645e-05,0.0,0.0
1663419600000.0,2022-09-17 13:00:00,LTCBULL/USDT,9.457e-05,9.545e-05,9.28e-05,9.428e-05,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,LTCBULL/USDT,9.24e-05,9.457e-05,9.135e-05,9.457e-05,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,LTCBULL/USDT,9.098e-05,9.313e-05,9.011e-05,9.24e-05,0.0,0.0
1663408800000.0,2022-09-17 10:00:00,LTCBULL/USDT,9.146e-05,9.177e-05,9.011e-05,9.098e-05,0.0,0.0
1663405200000.0,2022-09-17 09:00:00,LTCBULL/USDT,9.127e-05,9.234e-05,9.04e-05,9.146e-05,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,LTCBULL/USDT,9.011e-05,9.156e-05,9.011e-05,9.127e-05,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,LTCBULL/USDT,9.011e-05,9.011e-05,9.011e-05,9.011e-05,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,LTCBULL/USDT,9.023e-05,9.056e-05,8.982e-05,9.011e-05,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,LTCBULL/USDT,9.052e-05,9.071e-05,9.011e-05,9.023e-05,0.0,0.0
