https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GST,Volume USDT
1663545600000.0,2022-09-19 00:00:00,GST/USDT,0.032,0.033,0.032,0.0325,3233.08,105.0751
1663542000000.0,2022-09-18 23:00:00,GST/USDT,0.032,0.0325,0.032,0.032,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,GST/USDT,0.033,0.033,0.032,0.032,2167.2921875,69.35335
1663534800000.0,2022-09-18 21:00:00,GST/USDT,0.033,0.033,0.033,0.033,0.0,0.0
1663531200000.0,2022-09-18 20:00:00,GST/USDT,0.0335,0.034,0.033,0.033,7068.272727272726,233.253
1663527600000.0,2022-09-18 19:00:00,GST/USDT,0.034,0.034,0.0335,0.0335,46.4,1.5544
1663524000000.0,2022-09-18 18:00:00,GST/USDT,0.033,0.034,0.033,0.034,4555.35294117647,154.882
1663520400000.0,2022-09-18 17:00:00,GST/USDT,0.033,0.033,0.033,0.033,227.7,7.5141
1663516800000.0,2022-09-18 16:00:00,GST/USDT,0.0345,0.0345,0.033,0.033,4101.980303030303,135.36535
1663513200000.0,2022-09-18 15:00:00,GST/USDT,0.035,0.035,0.0345,0.0345,1323.5840579710143,45.66365
1663509600000.0,2022-09-18 14:00:00,GST/USDT,0.034,0.0355,0.034,0.035,18465.902857142857,646.3066
1663506000000.0,2022-09-18 13:00:00,GST/USDT,0.034,0.034,0.034,0.034,993.1999999999999,33.7688
1663502400000.0,2022-09-18 12:00:00,GST/USDT,0.034,0.035,0.034,0.034,7709.920588235293,262.1373
1663498800000.0,2022-09-18 11:00:00,GST/USDT,0.0345,0.0345,0.034,0.034,740.4,25.1736
1663495200000.0,2022-09-18 10:00:00,GST/USDT,0.0345,0.0345,0.034,0.0345,1508.8521739130433,52.0554
1663491600000.0,2022-09-18 09:00:00,GST/USDT,0.0345,0.035,0.034,0.0345,3826.7260869565216,132.02205
1663488000000.0,2022-09-18 08:00:00,GST/USDT,0.034,0.0345,0.0335,0.0345,5892.298550724638,203.2843
1663484400000.0,2022-09-18 07:00:00,GST/USDT,0.034,0.034,0.034,0.034,777.4999999999999,26.435
1663480800000.0,2022-09-18 06:00:00,GST/USDT,0.034,0.034,0.034,0.034,347.2,11.8048
1663477200000.0,2022-09-18 05:00:00,GST/USDT,0.034,0.034,0.034,0.034,694.4,23.6096
1663473600000.0,2022-09-18 04:00:00,GST/USDT,0.034,0.034,0.034,0.034,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,GST/USDT,0.0345,0.0345,0.034,0.034,605.4,20.5836
1663466400000.0,2022-09-18 02:00:00,GST/USDT,0.034,0.0355,0.0335,0.0345,8438.078260869564,291.1137
1663462800000.0,2022-09-18 01:00:00,GST/USDT,0.034,0.034,0.034,0.034,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,GST/USDT,0.0335,0.034,0.0335,0.034,1052.405882352941,35.7818
1663455600000.0,2022-09-17 23:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,1406.6,47.1211
1663452000000.0,2022-09-17 22:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,20.2,0.6767
1663444800000.0,2022-09-17 20:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,45.1,1.51085
1663441200000.0,2022-09-17 19:00:00,GST/USDT,0.034,0.034,0.0335,0.0335,3325.7477611940294,111.41255
1663437600000.0,2022-09-17 18:00:00,GST/USDT,0.0335,0.035,0.033,0.034,4514.041176470588,153.4774
1663434000000.0,2022-09-17 17:00:00,GST/USDT,0.034,0.034,0.033,0.0335,3238.120895522388,108.47705
1663430400000.0,2022-09-17 16:00:00,GST/USDT,0.0335,0.034,0.033,0.034,16439.447058823527,558.9412
1663426800000.0,2022-09-17 15:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,178.1,5.96635
1663423200000.0,2022-09-17 14:00:00,GST/USDT,0.033,0.034,0.033,0.0335,1458.6701492537313,48.86545
1663419600000.0,2022-09-17 13:00:00,GST/USDT,0.0335,0.0335,0.033,0.033,29528.899999999998,974.4537
1663416000000.0,2022-09-17 12:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,GST/USDT,0.0335,0.0335,0.033,0.0335,28937.558208955223,969.4082
1663408800000.0,2022-09-17 10:00:00,GST/USDT,0.0335,0.034,0.0325,0.0335,512.5507462686567,17.17045
1663405200000.0,2022-09-17 09:00:00,GST/USDT,0.0335,0.0335,0.033,0.0335,4407.64776119403,147.6562
1663401600000.0,2022-09-17 08:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,36.199999999999996,1.2127
1663394400000.0,2022-09-17 06:00:00,GST/USDT,0.033,0.0335,0.033,0.0335,15.56417910447761,0.5214
1663390800000.0,2022-09-17 05:00:00,GST/USDT,0.033,0.0335,0.033,0.033,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,GST/USDT,0.033,0.0335,0.033,0.033,387.3,12.7809
1663383600000.0,2022-09-17 03:00:00,GST/USDT,0.033,0.0335,0.033,0.033,139.7,4.6101
1663380000000.0,2022-09-17 02:00:00,GST/USDT,0.033,0.033,0.033,0.033,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,GST/USDT,0.033,0.0335,0.033,0.033,98.5,3.2505
1663372800000.0,2022-09-17 00:00:00,GST/USDT,0.033,0.033,0.033,0.033,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,GST/USDT,0.033,0.033,0.033,0.033,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,GST/USDT,0.033,0.033,0.033,0.033,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,GST/USDT,0.033,0.033,0.033,0.033,130.70000000000002,4.3131
1663358400000.0,2022-09-16 20:00:00,GST/USDT,0.0335,0.0335,0.033,0.033,159.29999999999998,5.2569
1663354800000.0,2022-09-16 19:00:00,GST/USDT,0.0345,0.0345,0.0335,0.0335,1548.997014925373,51.8914
1663351200000.0,2022-09-16 18:00:00,GST/USDT,0.0345,0.0345,0.0345,0.0345,0.0,0.0
1663347600000.0,2022-09-16 17:00:00,GST/USDT,0.036,0.036,0.0345,0.0345,29553.73188405797,1019.60375
1663344000000.0,2022-09-16 16:00:00,GST/USDT,0.0335,0.0365,0.0335,0.036,54882.616666666676,1975.7742
1663340400000.0,2022-09-16 15:00:00,GST/USDT,0.0325,0.0335,0.0325,0.0335,654.3850746268656,21.9219
1663336800000.0,2022-09-16 14:00:00,GST/USDT,0.033,0.033,0.0325,0.0325,5818.090769230769,189.08795
1663333200000.0,2022-09-16 13:00:00,GST/USDT,0.033,0.033,0.033,0.033,0.0,0.0
1663329600000.0,2022-09-16 12:00:00,GST/USDT,0.034,0.034,0.033,0.033,7844.780303030302,258.87775
1663326000000.0,2022-09-16 11:00:00,GST/USDT,0.0335,0.034,0.0335,0.034,3705.0426470588236,125.97145
1663322400000.0,2022-09-16 10:00:00,GST/USDT,0.034,0.034,0.0335,0.0335,326.7,10.94445
1663318800000.0,2022-09-16 09:00:00,GST/USDT,0.0335,0.034,0.0335,0.034,6277.266176470588,213.42705
1663315200000.0,2022-09-16 08:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,GST/USDT,0.033,0.0335,0.033,0.0335,14925.3,499.99755
1663308000000.0,2022-09-16 06:00:00,GST/USDT,0.0335,0.0335,0.033,0.033,7000.4,231.0132
1663304400000.0,2022-09-16 05:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,1716.3999999999999,57.4994
1663297200000.0,2022-09-16 03:00:00,GST/USDT,0.033,0.0335,0.033,0.0335,71.81194029850745,2.4057
1663293600000.0,2022-09-16 02:00:00,GST/USDT,0.034,0.034,0.033,0.033,579.0363636363636,19.1082
1663290000000.0,2022-09-16 01:00:00,GST/USDT,0.034,0.034,0.0335,0.034,2089.9,71.0566
1663286400000.0,2022-09-16 00:00:00,GST/USDT,0.033,0.034,0.033,0.034,11229.620588235293,381.8071
1663282800000.0,2022-09-15 23:00:00,GST/USDT,0.033,0.034,0.033,0.033,4576.475757575757,151.0237
1663279200000.0,2022-09-15 22:00:00,GST/USDT,0.0335,0.0335,0.033,0.033,4457.924242424242,147.1115
1663275600000.0,2022-09-15 21:00:00,GST/USDT,0.0335,0.0335,0.0335,0.0335,0.0,0.0
1663272000000.0,2022-09-15 20:00:00,GST/USDT,0.034,0.034,0.0335,0.0335,9294.2,311.3557
1663268400000.0,2022-09-15 19:00:00,GST/USDT,0.0325,0.034,0.0325,0.034,7182.798529411764,244.21515
1663264800000.0,2022-09-15 18:00:00,GST/USDT,0.0325,0.0325,0.0325,0.0325,937.9,30.48175
1663261200000.0,2022-09-15 17:00:00,GST/USDT,0.032,0.0335,0.032,0.0325,2395.1892307692306,77.84365
1663257600000.0,2022-09-15 16:00:00,GST/USDT,0.032,0.0325,0.032,0.032,131.3,4.2016
1663254000000.0,2022-09-15 15:00:00,GST/USDT,0.033,0.033,0.032,0.032,49.599999999999994,1.5872
1663250400000.0,2022-09-15 14:00:00,GST/USDT,0.034,0.034,0.033,0.033,625.6,20.6448
1663246800000.0,2022-09-15 13:00:00,GST/USDT,0.034,0.034,0.034,0.034,0.0,0.0
