https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAHA,Volume BTC
1663372800,2022-09-17 00:00:00,MAHA/BTC,0.00005022,0.00005022,0.00005002,0.00005002,24.6808,0.001236606342
1663369200,2022-09-16 23:00:00,MAHA/BTC,0.00005037,0.00005037,0.00005022,0.00005022,9.2089,0.000463194555
1663365600,2022-09-16 22:00:00,MAHA/BTC,0.0000509,0.0000509,0.00005037,0.00005037,20.8734,0.001054693387
1663362000,2022-09-16 21:00:00,MAHA/BTC,0.0000509,0.0000509,0.00005056,0.00005056,27.364,0.001387384779
1663358400,2022-09-16 20:00:00,MAHA/BTC,0.0000509,0.00005123,0.00005037,0.00005123,48.6838,0.002482582261
1663354800,2022-09-16 19:00:00,MAHA/BTC,0.00005108,0.0000514,0.00005053,0.0000509,75.6862,0.003848363914
1663351200,2022-09-16 18:00:00,MAHA/BTC,0.00005184,0.00005196,0.00005108,0.00005108,67.7568,0.003486319535
1663347600,2022-09-16 17:00:00,MAHA/BTC,0.0000533,0.00005332,0.000051,0.0000518,389.9887,0.02022520779
1663344000,2022-09-16 16:00:00,MAHA/BTC,0.00005302,0.0000535,0.00005283,0.0000532,95.6984,0.005086760511
1663340400,2022-09-16 15:00:00,MAHA/BTC,0.00005283,0.00005302,0.00005256,0.00005302,61.2453,0.003230196611
1663336800,2022-09-16 14:00:00,MAHA/BTC,0.00005354,0.00005394,0.00005283,0.00005283,117.0987,0.006242415637
1663333200,2022-09-16 13:00:00,MAHA/BTC,0.00005283,0.00005385,0.0000526,0.00005385,153.2718,0.008177926942
1663329600,2022-09-16 12:00:00,MAHA/BTC,0.0000533,0.00005383,0.00005283,0.00005283,220.7716,0.011801826967
1663326000,2022-09-16 11:00:00,MAHA/BTC,0.0000518,0.00005357,0.0000516,0.0000533,300.5864,0.015827758035
1663322400,2022-09-16 10:00:00,MAHA/BTC,0.00005229,0.00005229,0.00005184,0.00005184,79.0902,0.004123018699
1663318800,2022-09-16 09:00:00,MAHA/BTC,0.00005252,0.00005295,0.0000523,0.0000523,51.8308,0.002724136068
1663315200,2022-09-16 08:00:00,MAHA/BTC,0.00005387,0.00005387,0.00005252,0.00005252,214.5965,0.01141422836
1663311600,2022-09-16 07:00:00,MAHA/BTC,0.00005434,0.00005434,0.00005384,0.00005384,71.7618,0.003880032802
1663308000,2022-09-16 06:00:00,MAHA/BTC,0.00005436,0.00005436,0.00005436,0.00005436,0,0
1663304400,2022-09-16 05:00:00,MAHA/BTC,0.00005559,0.00005559,0.00005436,0.00005436,176.1847,0.009678751463
1663300800,2022-09-16 04:00:00,MAHA/BTC,0.0000536,0.00005666,0.00005328,0.00005559,848.6376,0.046897127072
1663297200,2022-09-16 03:00:00,MAHA/BTC,0.00005265,0.00005385,0.00005265,0.00005328,168.6778,0.009023159616
1663293600,2022-09-16 02:00:00,MAHA/BTC,0.0000528,0.0000531,0.0000526,0.0000526,60.1192,0.003171449281
1663290000,2022-09-16 01:00:00,MAHA/BTC,0.0000526,0.00005314,0.00005231,0.00005314,115.1533,0.006076937896
1663286400,2022-09-16 00:00:00,MAHA/BTC,0.00005287,0.00005314,0.0000526,0.0000526,58.3718,0.00308838184
1663282800,2022-09-15 23:00:00,MAHA/BTC,0.0000529,0.0000529,0.00005239,0.0000528,92.3609,0.004862661076
1663279200,2022-09-15 22:00:00,MAHA/BTC,0.0000509,0.00005334,0.0000509,0.00005295,428.4685,0.022435437637
1663275600,2022-09-15 21:00:00,MAHA/BTC,0.0000517,0.0000517,0.00005037,0.0000509,202.6389,0.010355569565
1663272000,2022-09-15 20:00:00,MAHA/BTC,0.0000531,0.00005317,0.00005175,0.00005175,375.8552,0.01960103503
1663268400,2022-09-15 19:00:00,MAHA/BTC,0.00005256,0.00005439,0.00005252,0.0000534,387.6396,0.020789306558
1663264800,2022-09-15 18:00:00,MAHA/BTC,0.00005605,0.00005609,0.00005256,0.00005256,745.1997,0.040144256429
1663261200,2022-09-15 17:00:00,MAHA/BTC,0.0000543,0.0000617,0.00005229,0.00005605,3919.0929,0.222178463661
1663257600,2022-09-15 16:00:00,MAHA/BTC,0.0000499,0.0000593,0.0000499,0.0000547,3318.468,0.182638992487
1663254000,2022-09-15 15:00:00,MAHA/BTC,0.0000496,0.0000496,0.00004952,0.00004952,2.4504,0.000121466848
1663250400,2022-09-15 14:00:00,MAHA/BTC,0.0000479,0.00005,0.0000479,0.0000496,241.5587,0.011840525586
1663246800,2022-09-15 13:00:00,MAHA/BTC,0.00004755,0.00004755,0.00004755,0.00004755,0,0
1663243200,2022-09-15 12:00:00,MAHA/BTC,0.00004884,0.00004884,0.00004755,0.00004755,335.2558,0.016114512313
1663239600,2022-09-15 11:00:00,MAHA/BTC,0.0000497,0.0000497,0.00004884,0.00004884,116.4384,0.005721835869
1663236000,2022-09-15 10:00:00,MAHA/BTC,0.00004974,0.00004974,0.0000497,0.0000497,9.5836,0.000476428202
1663232400,2022-09-15 09:00:00,MAHA/BTC,0.00005015,0.00005015,0.00004979,0.00004979,18.0266,0.000899980145
1663228800,2022-09-15 08:00:00,MAHA/BTC,0.00005016,0.0000505,0.00005015,0.00005015,9.5456,0.000479616765
1663225200,2022-09-15 07:00:00,MAHA/BTC,0.0000491,0.000052,0.0000491,0.00005044,916.6305,0.046322205975
1663221600,2022-09-15 06:00:00,MAHA/BTC,0.00004884,0.0000494,0.00004884,0.0000494,55.1297,0.002704932941
1663218000,2022-09-15 05:00:00,MAHA/BTC,0.0000482,0.00004884,0.00004801,0.00004884,196.2506,0.009439931641
1663214400,2022-09-15 04:00:00,MAHA/BTC,0.0000485,0.0000488,0.0000482,0.0000482,32.4451,0.001569538198
1663210800,2022-09-15 03:00:00,MAHA/BTC,0.00004865,0.00004865,0.0000485,0.0000485,10.7588,0.000522747458
1663207200,2022-09-15 02:00:00,MAHA/BTC,0.0000488,0.000049,0.0000487,0.000049,4.9015,0.00023938468
1663203600,2022-09-15 01:00:00,MAHA/BTC,0.00004893,0.0000491,0.0000488,0.0000488,15.7862,0.000773662934
1663200000,2022-09-15 00:00:00,MAHA/BTC,0.0000494,0.0000494,0.00004846,0.00004893,64.9728,0.00317123028
