https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LACE,Volume USDT
1663462800,2022-09-18 01:00:00,LACE/USDT,0.00813,0.00832,0.00812,0.00825,84223.9143,695.2253299
1663459200,2022-09-18 00:00:00,LACE/USDT,0.0081,0.00848,0.00808,0.00814,653603.2003,5401.314190921
1663455600,2022-09-17 23:00:00,LACE/USDT,0.00808,0.00809,0.00806,0.00807,257616.0435,2077.130046749
1663452000,2022-09-17 22:00:00,LACE/USDT,0.00818,0.00819,0.00806,0.00808,399258.9842,3231.989534799
1663448400,2022-09-17 21:00:00,LACE/USDT,0.00824,0.00824,0.00817,0.00818,235139.644,1928.297809112
1663444800,2022-09-17 20:00:00,LACE/USDT,0.00822,0.00826,0.00818,0.00822,201031.267,1653.258337222
1663441200,2022-09-17 19:00:00,LACE/USDT,0.00814,0.00826,0.00814,0.00824,207427.8241,1705.720549657
1663437600,2022-09-17 18:00:00,LACE/USDT,0.00809,0.00823,0.00808,0.00814,281080.6686,2292.602824441
1663434000,2022-09-17 17:00:00,LACE/USDT,0.00827,0.00835,0.00807,0.00808,379925.4282,3126.477188644
1663430400,2022-09-17 16:00:00,LACE/USDT,0.00834,0.00846,0.00824,0.0083,558972.5452,4643.204618962
1663426800,2022-09-17 15:00:00,LACE/USDT,0.00829,0.00845,0.00824,0.00837,548395.064,4572.254123732
1663423200,2022-09-17 14:00:00,LACE/USDT,0.0086,0.00888,0.0083,0.00834,1007773.9394,8645.607210819
1663419600,2022-09-17 13:00:00,LACE/USDT,0.00886,0.00889,0.00857,0.00861,747459.191,6519.860091482
1663416000,2022-09-17 12:00:00,LACE/USDT,0.00902,0.0092,0.00853,0.00886,2322627.461,20595.834542956
1663412400,2022-09-17 11:00:00,LACE/USDT,0.00831,0.00911,0.0083,0.00902,2147927.5232,18664.062365594
1663408800,2022-09-17 10:00:00,LACE/USDT,0.00821,0.00835,0.00821,0.00831,252467.6756,2093.670692601
1663405200,2022-09-17 09:00:00,LACE/USDT,0.00826,0.00833,0.00815,0.00821,311288.3649,2565.096428394
1663401600,2022-09-17 08:00:00,LACE/USDT,0.00831,0.00833,0.00824,0.00828,274281.2378,2274.439697071
1663398000,2022-09-17 07:00:00,LACE/USDT,0.00829,0.00835,0.00824,0.00832,221119.2325,1835.616466927
1663394400,2022-09-17 06:00:00,LACE/USDT,0.00814,0.00854,0.00805,0.00829,1039763.5355,8571.124097688
1663390800,2022-09-17 05:00:00,LACE/USDT,0.00812,0.0082,0.00811,0.00815,281511.6617,2299.938696513
1663387200,2022-09-17 04:00:00,LACE/USDT,0.0079,0.00813,0.0079,0.00811,350610.3501,2822.607056978
1663383600,2022-09-17 03:00:00,LACE/USDT,0.00789,0.0079,0.00788,0.00789,131866.9091,1039.20531098
1663380000,2022-09-17 02:00:00,LACE/USDT,0.00778,0.00794,0.00777,0.00788,245384.6052,1923.781740183
1663376400,2022-09-17 01:00:00,LACE/USDT,0.00777,0.0078,0.00775,0.00777,255561.1533,1986.10903398
1663372800,2022-09-17 00:00:00,LACE/USDT,0.00777,0.00778,0.00775,0.00777,205923.4348,1600.026637125
1663369200,2022-09-16 23:00:00,LACE/USDT,0.00771,0.00778,0.00771,0.00777,234822.0749,1816.548059004
1663365600,2022-09-16 22:00:00,LACE/USDT,0.00785,0.00792,0.00767,0.00771,349147.2883,2730.658046591
1663362000,2022-09-16 21:00:00,LACE/USDT,0.00779,0.0079,0.00777,0.00786,213061.0077,1668.211949611
1663358400,2022-09-16 20:00:00,LACE/USDT,0.00768,0.00788,0.00763,0.0078,272520.5895,2098.431906925
1663354800,2022-09-16 19:00:00,LACE/USDT,0.00768,0.0077,0.00763,0.00765,273789.8428,2097.324704901
1663351200,2022-09-16 18:00:00,LACE/USDT,0.00768,0.00774,0.00763,0.00767,263651.2741,2023.986321276
1663347600,2022-09-16 17:00:00,LACE/USDT,0.00775,0.00776,0.00763,0.00766,412344.3512,3164.855845818
1663344000,2022-09-16 16:00:00,LACE/USDT,0.00787,0.00787,0.00774,0.00776,216872.1981,1695.454674638
1663340400,2022-09-16 15:00:00,LACE/USDT,0.00784,0.00789,0.00784,0.00787,258894.6275,2034.480757537
1663336800,2022-09-16 14:00:00,LACE/USDT,0.0078,0.0079,0.00779,0.00785,243049.7815,1900.783471455
1663333200,2022-09-16 13:00:00,LACE/USDT,0.00798,0.00798,0.0078,0.00781,250090.3259,1969.51890225
1663329600,2022-09-16 12:00:00,LACE/USDT,0.0082,0.0082,0.00791,0.00803,959392.7513,7680.13301123
1663326000,2022-09-16 11:00:00,LACE/USDT,0.00811,0.0082,0.00811,0.0082,213423.616,1740.564038908
1663322400,2022-09-16 10:00:00,LACE/USDT,0.00816,0.00819,0.008,0.00811,323105.8435,2614.688756905
1663318800,2022-09-16 09:00:00,LACE/USDT,0.00818,0.00823,0.00813,0.00816,228239.4415,1860.370087844
1663315200,2022-09-16 08:00:00,LACE/USDT,0.00823,0.00834,0.0081,0.00813,398744.6327,3285.079866597
1663311600,2022-09-16 07:00:00,LACE/USDT,0.00814,0.00823,0.00814,0.00822,221839.636,1821.670407941
1663308000,2022-09-16 06:00:00,LACE/USDT,0.0081,0.00818,0.00809,0.00815,223215.4048,1814.670678027
1663304400,2022-09-16 05:00:00,LACE/USDT,0.00813,0.00845,0.00806,0.00812,380198.8485,3112.829539907
1663300800,2022-09-16 04:00:00,LACE/USDT,0.00815,0.00819,0.00808,0.00813,236510.7766,1925.237926283
1663297200,2022-09-16 03:00:00,LACE/USDT,0.00796,0.0087,0.00795,0.00811,1110830.1828,9223.461398555
1663293600,2022-09-16 02:00:00,LACE/USDT,0.00793,0.00804,0.00793,0.00799,201270.9284,1612.153942136
1663290000,2022-09-16 01:00:00,LACE/USDT,0.00788,0.00793,0.00782,0.00793,198705.1224,1567.598573135
1663286400,2022-09-16 00:00:00,LACE/USDT,0.00794,0.00804,0.00788,0.00794,374539.6649,2992.065106873
1663282800,2022-09-15 23:00:00,LACE/USDT,0.00785,0.00809,0.00779,0.00795,932820.3184,7463.024430671
1663279200,2022-09-15 22:00:00,LACE/USDT,0.00782,0.00787,0.00775,0.00782,255161.7103,1995.570719873
1663275600,2022-09-15 21:00:00,LACE/USDT,0.00772,0.00808,0.00772,0.00783,344272.2191,2720.515509242
1663272000,2022-09-15 20:00:00,LACE/USDT,0.00777,0.00782,0.00768,0.00774,281625.2265,2176.363836816
1663268400,2022-09-15 19:00:00,LACE/USDT,0.00776,0.00788,0.00774,0.00776,147376.108,1150.323174995
1663264800,2022-09-15 18:00:00,LACE/USDT,0.00783,0.008,0.00775,0.00777,276786.2201,2163.248154369
1663261200,2022-09-15 17:00:00,LACE/USDT,0.00778,0.00794,0.0077,0.00782,274850.6292,2144.144102064
1663257600,2022-09-15 16:00:00,LACE/USDT,0.0077,0.0078,0.0077,0.00778,263402.916,2045.602760867
1663254000,2022-09-15 15:00:00,LACE/USDT,0.0077,0.00776,0.00768,0.00772,213775.9509,1647.887253454
1663250400,2022-09-15 14:00:00,LACE/USDT,0.00791,0.00791,0.0077,0.0077,246699.7212,1918.503323927
1663246800,2022-09-15 13:00:00,LACE/USDT,0.00769,0.00799,0.00769,0.00791,300427.9191,2352.470839052
1663243200,2022-09-15 12:00:00,LACE/USDT,0.00768,0.00769,0.00768,0.00769,193710.8158,1487.863855657
1663239600,2022-09-15 11:00:00,LACE/USDT,0.00772,0.00772,0.0076,0.00768,401493.7253,3074.583740533
1663236000,2022-09-15 10:00:00,LACE/USDT,0.00769,0.0078,0.00765,0.00771,286042.8299,2197.888747896
1663232400,2022-09-15 09:00:00,LACE/USDT,0.00772,0.00798,0.00762,0.00765,665021.7246,5159.118974945
1663228800,2022-09-15 08:00:00,LACE/USDT,0.00772,0.00777,0.00763,0.00774,498159.5517,3827.630316449
1663225200,2022-09-15 07:00:00,LACE/USDT,0.00767,0.00779,0.00765,0.00773,285041.0816,2198.373597043
1663221600,2022-09-15 06:00:00,LACE/USDT,0.00779,0.00786,0.0076,0.00769,430564.5681,3302.857855969
1663218000,2022-09-15 05:00:00,LACE/USDT,0.0077,0.00798,0.00767,0.00779,310492.1668,2410.334007932
1663214400,2022-09-15 04:00:00,LACE/USDT,0.00777,0.0078,0.00768,0.0077,288054.8432,2230.171387298
1663210800,2022-09-15 03:00:00,LACE/USDT,0.00782,0.00786,0.00777,0.00778,251295.7203,1959.187441676
1663207200,2022-09-15 02:00:00,LACE/USDT,0.00778,0.00797,0.00774,0.00782,263467.2575,2056.799149586
1663203600,2022-09-15 01:00:00,LACE/USDT,0.00784,0.00784,0.00774,0.00778,277082.0507,2155.716762924
1663200000,2022-09-15 00:00:00,LACE/USDT,0.00771,0.0079,0.00769,0.00784,240786.7844,1882.955500847
1663196400,2022-09-14 23:00:00,LACE/USDT,0.00778,0.00778,0.00767,0.00769,338819.0943,2616.984252628
1663192800,2022-09-14 22:00:00,LACE/USDT,0.00778,0.00785,0.00776,0.00778,336312.1545,2618.857233058
1663189200,2022-09-14 21:00:00,LACE/USDT,0.00793,0.00793,0.00768,0.0078,259573.9942,2038.064626723
1663185600,2022-09-14 20:00:00,LACE/USDT,0.00792,0.00803,0.00787,0.00791,459011.5651,3657.850879526
1663182000,2022-09-14 19:00:00,LACE/USDT,0.00796,0.00798,0.00792,0.00792,256700.4617,2034.460474127
1663178400,2022-09-14 18:00:00,LACE/USDT,0.008,0.008,0.00761,0.00794,821836.7341,6445.834873932
1663174800,2022-09-14 17:00:00,LACE/USDT,0.00803,0.00804,0.00796,0.00796,380874.0858,3050.006717611
1663171200,2022-09-14 16:00:00,LACE/USDT,0.00792,0.00802,0.00792,0.00802,204817.3895,1634.357253902
1663167600,2022-09-14 15:00:00,LACE/USDT,0.0079,0.00799,0.0078,0.00795,305914.2747,2422.106872324
1663164000,2022-09-14 14:00:00,LACE/USDT,0.00767,0.00805,0.00763,0.00788,784261.1423,6193.616415066
1663160400,2022-09-14 13:00:00,LACE/USDT,0.0078,0.0078,0.00761,0.00764,673560.1397,5166.318031523
1663156800,2022-09-14 12:00:00,LACE/USDT,0.00815,0.00815,0.00775,0.00775,677349.4832,5369.179048947
1663153200,2022-09-14 11:00:00,LACE/USDT,0.00795,0.00819,0.00785,0.00806,438499.9458,3499.809279698
1663149600,2022-09-14 10:00:00,LACE/USDT,0.00804,0.00827,0.0079,0.00793,489205.5915,3935.544437408
1663146000,2022-09-14 09:00:00,LACE/USDT,0.00818,0.00823,0.00799,0.00803,388588.5878,3133.725527163
1663142400,2022-09-14 08:00:00,LACE/USDT,0.00812,0.00827,0.00798,0.00819,337742.5274,2735.733329392
1663138800,2022-09-14 07:00:00,LACE/USDT,0.00821,0.00826,0.00798,0.00816,554039.9369,4509.014230791
1663135200,2022-09-14 06:00:00,LACE/USDT,0.00814,0.00829,0.00804,0.00821,526932.6776,4281.015586733
1663131600,2022-09-14 05:00:00,LACE/USDT,0.00826,0.00826,0.00804,0.00809,658497.3019,5351.475093521
1663128000,2022-09-14 04:00:00,LACE/USDT,0.0082,0.00834,0.00806,0.00827,421400.4449,3464.077762486
1663124400,2022-09-14 03:00:00,LACE/USDT,0.00834,0.00834,0.00806,0.00819,559116.3589,4582.361630323
1663120800,2022-09-14 02:00:00,LACE/USDT,0.00835,0.00868,0.00828,0.00834,404418.4929,3400.364059655
1663117200,2022-09-14 01:00:00,LACE/USDT,0.00834,0.00849,0.00827,0.00835,311494.3431,2610.139345865
