https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ANKR,Volume BTC
1663462800,2022-09-18 01:00:00,ANKR/BTC,0.0000017079,0.0000017141,0.0000017079,0.0000017086,68.3832,0.00011696667811
1663459200,2022-09-18 00:00:00,ANKR/BTC,0.0000017192,0.0000017192,0.0000017062,0.0000017105,1962.6016,0.00337138442453
1663455600,2022-09-17 23:00:00,ANKR/BTC,0.0000017082,0.0000017197,0.0000017082,0.0000017197,154.7299,0.00026489318554
1663452000,2022-09-17 22:00:00,ANKR/BTC,0.0000017061,0.0000017142,0.0000016981,0.0000017093,527.8564,0.00090090627034
1663448400,2022-09-17 21:00:00,ANKR/BTC,0.0000017091,0.0000017105,0.0000017084,0.0000017084,43.7267,0.00007473221832
1663444800,2022-09-17 20:00:00,ANKR/BTC,0.0000017075,0.000001711,0.0000017,0.000001711,125.4861,0.00021419402851
1663441200,2022-09-17 19:00:00,ANKR/BTC,0.0000016982,0.0000017063,0.0000016982,0.0000017053,2841.2041,0.00482572685152
1663437600,2022-09-17 18:00:00,ANKR/BTC,0.0000016974,0.0000017049,0.0000016974,0.0000017044,76.0692,0.00012940698213
1663434000,2022-09-17 17:00:00,ANKR/BTC,0.0000017033,0.0000017063,0.0000016953,0.0000016999,229.1553,0.00039004596955
1663430400,2022-09-17 16:00:00,ANKR/BTC,0.0000017094,0.0000017094,0.0000016957,0.0000016987,21058.2635,0.03571238850156
1663426800,2022-09-17 15:00:00,ANKR/BTC,0.0000017099,0.0000017185,0.0000016978,0.0000016978,1874.3947,0.00319849974603
1663423200,2022-09-17 14:00:00,ANKR/BTC,0.0000017135,0.0000017154,0.000001706,0.0000017063,282.8826,0.00048356775446
1663419600,2022-09-17 13:00:00,ANKR/BTC,0.0000017153,0.0000017153,0.0000017046,0.0000017076,392.6845,0.00067049501536
1663416000,2022-09-17 12:00:00,ANKR/BTC,0.0000017123,0.0000017181,0.0000017104,0.0000017104,435.2668,0.00074554848442
1663412400,2022-09-17 11:00:00,ANKR/BTC,0.0000017058,0.0000017187,0.0000017048,0.0000017121,438.0062,0.00074992360679
1663408800,2022-09-17 10:00:00,ANKR/BTC,0.0000017158,0.0000017168,0.000001702,0.0000017082,923.1105,0.00157685679399
1663405200,2022-09-17 09:00:00,ANKR/BTC,0.0000017182,0.0000017823,0.000001702,0.0000017099,15154.6266,0.02641664771105
1663401600,2022-09-17 08:00:00,ANKR/BTC,0.000001696,0.0000017284,0.0000016933,0.000001719,2685.5329,0.00460860507675
1663398000,2022-09-17 07:00:00,ANKR/BTC,0.0000016839,0.0000017134,0.0000016839,0.0000017134,4436.9392,0.0075415311647
1663394400,2022-09-17 06:00:00,ANKR/BTC,0.0000016773,0.0000016826,0.0000016761,0.0000016826,1380.7102,0.00232193684869
1663390800,2022-09-17 05:00:00,ANKR/BTC,0.0000016757,0.0000016761,0.0000016709,0.0000016753,182.633,0.00030552200901
1663387200,2022-09-17 04:00:00,ANKR/BTC,0.0000016762,0.0000016773,0.000001673,0.000001673,56.1126,0.0000940585659
1663383600,2022-09-17 03:00:00,ANKR/BTC,0.000001676,0.000001676,0.0000016729,0.0000016746,115.5046,0.00019339722859
1663380000,2022-09-17 02:00:00,ANKR/BTC,0.0000016621,0.0000016769,0.0000016621,0.0000016724,210.9178,0.00035276024549
1663376400,2022-09-17 01:00:00,ANKR/BTC,0.0000016758,0.0000016758,0.0000016569,0.0000016649,3315.0017,0.00551090999796
1663372800,2022-09-17 00:00:00,ANKR/BTC,0.0000016705,0.0000016842,0.0000016632,0.0000016643,974.3737,0.0016270503812
1663369200,2022-09-16 23:00:00,ANKR/BTC,0.0000016751,0.0000016798,0.0000016689,0.00000167,1860.9451,0.00310904846154
1663365600,2022-09-16 22:00:00,ANKR/BTC,0.0000016791,0.000001684,0.0000016714,0.0000016771,455.9478,0.00076522552636
1663362000,2022-09-16 21:00:00,ANKR/BTC,0.0000016862,0.0000016918,0.0000016788,0.0000016788,3994.9369,0.00671965004727
1663358400,2022-09-16 20:00:00,ANKR/BTC,0.0000016973,0.0000016983,0.0000016841,0.0000016846,1762.3785,0.00297363113477
1663354800,2022-09-16 19:00:00,ANKR/BTC,0.0000017118,0.0000017118,0.000001696,0.000001696,1952.4808,0.00333772986479
1663351200,2022-09-16 18:00:00,ANKR/BTC,0.0000017127,0.0000017146,0.000001703,0.000001703,280.8906,0.00048059832198
1663347600,2022-09-16 17:00:00,ANKR/BTC,0.0000017028,0.0000017246,0.0000017001,0.0000017117,1396.1848,0.00239640220491
1663344000,2022-09-16 16:00:00,ANKR/BTC,0.0000017134,0.0000017134,0.0000016969,0.0000017026,143.4074,0.00024421439419
1663340400,2022-09-16 15:00:00,ANKR/BTC,0.0000017015,0.0000017141,0.0000016974,0.0000016991,261.649,0.00044608191959
1663336800,2022-09-16 14:00:00,ANKR/BTC,0.0000016902,0.0000017094,0.0000016902,0.0000016952,840.2764,0.00142610801484
1663333200,2022-09-16 13:00:00,ANKR/BTC,0.0000017038,0.0000017038,0.0000016902,0.0000016923,248.5299,0.00042175323064
1663329600,2022-09-16 12:00:00,ANKR/BTC,0.0000016973,0.0000017065,0.0000016931,0.0000016991,326.8162,0.00055568164137
1663326000,2022-09-16 11:00:00,ANKR/BTC,0.0000016902,0.0000017054,0.0000016843,0.0000017028,4660.9962,0.00790889320213
1663322400,2022-09-16 10:00:00,ANKR/BTC,0.0000016775,0.00000169,0.0000016722,0.00000169,293.6181,0.00049375365565
1663318800,2022-09-16 09:00:00,ANKR/BTC,0.0000016736,0.0000016794,0.0000016647,0.0000016794,204.1364,0.00034215433694
1663315200,2022-09-16 08:00:00,ANKR/BTC,0.0000016774,0.0000016917,0.0000016632,0.0000016632,448.3367,0.0007502971168
1663311600,2022-09-16 07:00:00,ANKR/BTC,0.0000016831,0.0000016958,0.0000016779,0.0000016899,1078.5499,0.00182199718877
1663308000,2022-09-16 06:00:00,ANKR/BTC,0.0000016766,0.0000016945,0.0000016718,0.0000016838,1292.5718,0.00217726579232
1663304400,2022-09-16 05:00:00,ANKR/BTC,0.000001658,0.0000016847,0.000001658,0.0000016847,7052.02,0.01181760195661
1663300800,2022-09-16 04:00:00,ANKR/BTC,0.0000016619,0.000001666,0.0000016571,0.0000016591,228.7646,0.00038019768392
1663297200,2022-09-16 03:00:00,ANKR/BTC,0.0000016609,0.0000016717,0.0000016551,0.0000016644,341.7682,0.00056765066252
1663293600,2022-09-16 02:00:00,ANKR/BTC,0.0000016518,0.0000016571,0.0000016455,0.0000016571,224.9878,0.00037106356184
1663290000,2022-09-16 01:00:00,ANKR/BTC,0.0000016685,0.0000016704,0.0000016519,0.0000016585,216.6467,0.00036021809148
1663286400,2022-09-16 00:00:00,ANKR/BTC,0.0000016669,0.0000016758,0.0000016518,0.0000016758,82.7899,0.00013747944842
1663282800,2022-09-15 23:00:00,ANKR/BTC,0.0000016644,0.0000016684,0.000001657,0.0000016638,127.8467,0.00021269035765
1663279200,2022-09-15 22:00:00,ANKR/BTC,0.000001665,0.0000016715,0.0000016646,0.0000016715,86.9775,0.00014496296842
1663275600,2022-09-15 21:00:00,ANKR/BTC,0.0000016789,0.0000016789,0.0000016647,0.0000016709,89.0772,0.00014879700557
1663272000,2022-09-15 20:00:00,ANKR/BTC,0.000001677,0.0000016804,0.0000016663,0.0000016663,1211.4301,0.00203448285721
1663268400,2022-09-15 19:00:00,ANKR/BTC,0.0000016763,0.0000016774,0.0000016673,0.0000016749,289.291,0.00048453780748
1663264800,2022-09-15 18:00:00,ANKR/BTC,0.0000016694,0.0000016769,0.0000016657,0.0000016769,493.8479,0.00082350092473
1663261200,2022-09-15 17:00:00,ANKR/BTC,0.0000016574,0.0000016724,0.0000016574,0.0000016688,246.2833,0.0004115834331
1663257600,2022-09-15 16:00:00,ANKR/BTC,0.0000016594,0.0000016771,0.0000016594,0.0000016708,165.1668,0.00027504262003
1663254000,2022-09-15 15:00:00,ANKR/BTC,0.0000016641,0.00000167,0.0000016518,0.0000016626,326.0191,0.00054069102596
1663250400,2022-09-15 14:00:00,ANKR/BTC,0.0000016636,0.0000016655,0.0000016518,0.0000016625,456.9373,0.00075886084761
1663246800,2022-09-15 13:00:00,ANKR/BTC,0.0000016752,0.0000016773,0.000001665,0.000001665,366.3504,0.00061184289483
1663243200,2022-09-15 12:00:00,ANKR/BTC,0.0000016712,0.0000016773,0.0000016661,0.0000016773,1953.1151,0.00325960957555
