https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PERP,Volume BTC
1663459200,2022-09-18 00:00:00,PERP/BTC,0.0000309,0.0000309,0.00003089,0.00003089,0.4881,0.000015078009
1663372800,2022-09-17 00:00:00,PERP/BTC,0.0000308,0.00003122,0.00003022,0.00003085,2924.1371,0.090388856231
1663286400,2022-09-16 00:00:00,PERP/BTC,0.00003116,0.00003123,0.00003019,0.00003083,5923.5005,0.183250221348
1663200000,2022-09-15 00:00:00,PERP/BTC,0.0000325,0.00003293,0.000031,0.00003104,471.013,0.014810132946
1663113600,2022-09-14 00:00:00,PERP/BTC,0.00003204,0.00003298,0.00003142,0.00003256,1675.957,0.054203544884
1663027200,2022-09-13 00:00:00,PERP/BTC,0.00003149,0.00003241,0.00003045,0.00003222,8194.0462,0.260587293629
1662940800,2022-09-12 00:00:00,PERP/BTC,0.00003364,0.00003371,0.00003113,0.00003173,12955.5575,0.419297883464
1662854400,2022-09-11 00:00:00,PERP/BTC,0.00003338,0.0000352,0.0000327,0.00003389,2443.2894,0.082780002064
1662768000,2022-09-10 00:00:00,PERP/BTC,0.00003374,0.00003457,0.0000329,0.00003309,12233.399,0.420224999858
1662681600,2022-09-09 00:00:00,PERP/BTC,0.00003585,0.00003594,0.0000335,0.00003374,2251.9078,0.076649804024
1662595200,2022-09-08 00:00:00,PERP/BTC,0.00003443,0.00003741,0.00003441,0.00003564,15038.788,0.543095832275
1662508800,2022-09-07 00:00:00,PERP/BTC,0.00003404,0.00003496,0.00003361,0.00003456,1630.2523,0.055618176303
1662422400,2022-09-06 00:00:00,PERP/BTC,0.00003459,0.00003567,0.00003402,0.00003435,706.232,0.02435664577
1662336000,2022-09-05 00:00:00,PERP/BTC,0.00003444,0.00003503,0.00003386,0.00003465,466.346,0.016027398605
1662249600,2022-09-04 00:00:00,PERP/BTC,0.00003461,0.00003489,0.00003407,0.00003431,188.5833,0.006507112594
1662163200,2022-09-03 00:00:00,PERP/BTC,0.00003404,0.000036,0.00003374,0.00003502,4977.7886,0.174093724071
1662076800,2022-09-02 00:00:00,PERP/BTC,0.00003414,0.00003486,0.00003387,0.00003423,1294.6061,0.044418637513
1661990400,2022-09-01 00:00:00,PERP/BTC,0.0000344,0.00003457,0.00003356,0.00003399,50.2705,0.001708736308
1661904000,2022-08-31 00:00:00,PERP/BTC,0.00003499,0.00003569,0.00003403,0.00003403,3604.9685,0.125356734205
1661817600,2022-08-30 00:00:00,PERP/BTC,0.00003577,0.00003582,0.00003382,0.000035,5860.2405,0.202852964316
1661731200,2022-08-29 00:00:00,PERP/BTC,0.00003373,0.00003851,0.0000336,0.00003595,34127.0362,1.24559338951
1661644800,2022-08-28 00:00:00,PERP/BTC,0.00003448,0.00003586,0.00003374,0.00003383,7455.7055,0.260905297684
1661558400,2022-08-27 00:00:00,PERP/BTC,0.0000343,0.00003608,0.00003338,0.00003466,11200.5895,0.386024938439
1661472000,2022-08-26 00:00:00,PERP/BTC,0.0000362,0.0000377,0.00003408,0.00003431,11868.9829,0.423404609335
1661385600,2022-08-25 00:00:00,PERP/BTC,0.0000363,0.00003761,0.0000356,0.00003631,2743.6975,0.100596102044
1661299200,2022-08-24 00:00:00,PERP/BTC,0.00003565,0.00003605,0.00003513,0.00003605,1679.4678,0.059373639791
1661212800,2022-08-23 00:00:00,PERP/BTC,0.00003523,0.00003597,0.00003497,0.00003568,1589.3077,0.056409623213
1661126400,2022-08-22 00:00:00,PERP/BTC,0.00003698,0.00003698,0.00003448,0.00003525,4848.2271,0.17517032241
1661040000,2022-08-21 00:00:00,PERP/BTC,0.00003547,0.00003923,0.00003497,0.00003716,24967.3941,0.931538511884
1660953600,2022-08-20 00:00:00,PERP/BTC,0.00003516,0.00003772,0.00003476,0.00003525,9862.7184,0.352710653136
1660867200,2022-08-19 00:00:00,PERP/BTC,0.00003655,0.00003655,0.00003432,0.00003477,5020.8828,0.176076718197
1660780800,2022-08-18 00:00:00,PERP/BTC,0.00003799,0.00003989,0.00003664,0.00003684,5593.7285,0.215264781742
1660694400,2022-08-17 00:00:00,PERP/BTC,0.00003875,0.00004004,0.00003727,0.00003863,4420.6984,0.169300226446
1660608000,2022-08-16 00:00:00,PERP/BTC,0.00004022,0.00004046,0.00003813,0.00003869,3791.0475,0.148815974173
1660521600,2022-08-15 00:00:00,PERP/BTC,0.00004073,0.00004131,0.00003973,0.00003995,4195.6856,0.168590040687
1660435200,2022-08-14 00:00:00,PERP/BTC,0.00004299,0.00004337,0.00004066,0.00004096,1300.6612,0.05438632667
1660348800,2022-08-13 00:00:00,PERP/BTC,0.00004453,0.00004571,0.00004266,0.00004302,2132.1179,0.093716610234
1660262400,2022-08-12 00:00:00,PERP/BTC,0.00004314,0.00004452,0.00004249,0.00004425,2288.2931,0.099771263533
1660176000,2022-08-11 00:00:00,PERP/BTC,0.00004571,0.00004593,0.00004301,0.00004314,50321.5792,2.245486170849
1660089600,2022-08-10 00:00:00,PERP/BTC,0.00004355,0.00004881,0.00004272,0.00004579,9398.7706,0.437264046084
1660003200,2022-08-09 00:00:00,PERP/BTC,0.00004574,0.00004595,0.00004274,0.00004356,5550.3028,0.244811882103
1659916800,2022-08-08 00:00:00,PERP/BTC,0.00004696,0.0000477,0.00004531,0.00004571,5948.9465,0.274254266026
1659830400,2022-08-07 00:00:00,PERP/BTC,0.00004775,0.00004942,0.00004693,0.00004723,4051.667,0.19576210947
1659744000,2022-08-06 00:00:00,PERP/BTC,0.00004892,0.00005158,0.00004714,0.00004782,8779.429,0.435516600811
1659657600,2022-08-05 00:00:00,PERP/BTC,0.0000482,0.00005481,0.00004711,0.00004911,26666.2255,1.341016686069
1659571200,2022-08-04 00:00:00,PERP/BTC,0.000043,0.0000593,0.00004275,0.00004862,144005.9729,7.575962151835
1659484800,2022-08-03 00:00:00,PERP/BTC,0.00003635,0.00004477,0.00003602,0.00004312,32552.3235,1.366364980908
1659398400,2022-08-02 00:00:00,PERP/BTC,0.00003654,0.00003681,0.00003557,0.00003642,1925.0922,0.070025378551
1659312000,2022-08-01 00:00:00,PERP/BTC,0.00003803,0.00004004,0.00003627,0.00003644,4247.9998,0.158298014841
1659225600,2022-07-31 00:00:00,PERP/BTC,0.00003701,0.00003936,0.0000367,0.00003778,6559.5347,0.249553501777
1659139200,2022-07-30 00:00:00,PERP/BTC,0.00003817,0.00004049,0.00003649,0.00003681,9489.6682,0.365672256684
1659052800,2022-07-29 00:00:00,PERP/BTC,0.00003444,0.00004037,0.00003418,0.00003793,23585.3897,0.889855099648
1658966400,2022-07-28 00:00:00,PERP/BTC,0.00003527,0.00003794,0.00003385,0.00003442,14434.5026,0.522520173635
1658880000,2022-07-27 00:00:00,PERP/BTC,0.00003352,0.00003535,0.00003292,0.00003521,2563.2054,0.087819514695
1658793600,2022-07-26 00:00:00,PERP/BTC,0.00003424,0.00003516,0.00003286,0.0000335,3369.0624,0.114114777092
1658707200,2022-07-25 00:00:00,PERP/BTC,0.00003578,0.00003585,0.00003402,0.00003422,3741.463,0.129362550091
