https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GAS,Volume BTC
1659225600,2022-07-31 00:00:00,GAS/BTC,0.00012333,0.00012462,0.0001224,0.0001224,0.00636821,51.43959368
1659139200,2022-07-30 00:00:00,GAS/BTC,0.00012275,0.00012301,0.00011956,0.00012301,0.00244348,20.14447824
1659052800,2022-07-29 00:00:00,GAS/BTC,0.00012216,0.000126,0.00011956,0.00012272,0.01084101,87.94903533
1658966400,2022-07-28 00:00:00,GAS/BTC,0.00012119,0.00012218,0.00011747,0.00011899,0.03200996,267.15841748
1658880000,2022-07-27 00:00:00,GAS/BTC,0.00012274,0.00012274,0.00011955,0.00012098,0.03740496,308.41974599
1658793600,2022-07-26 00:00:00,GAS/BTC,0.00012408,0.00012938,0.00012238,0.00012362,0.02059786,165.07980188
1658707200,2022-07-25 00:00:00,GAS/BTC,0.0001245,0.00012647,0.00012166,0.00012198,0.08569585,691.20068688
1658620800,2022-07-24 00:00:00,GAS/BTC,0.00012491,0.00012491,0.00012284,0.00012418,0.0214454,173.35966353
1658534400,2022-07-23 00:00:00,GAS/BTC,0.00012608,0.00012756,0.00012324,0.00012525,0.24994106,1993.52662444
1658448000,2022-07-22 00:00:00,GAS/BTC,0.00012051,0.00012695,0.00012051,0.00012695,0.25974512,2102.58996881
1658361600,2022-07-21 00:00:00,GAS/BTC,0.00011983,0.00012152,0.00011813,0.00011931,0.05433903,456.95319094
1658275200,2022-07-20 00:00:00,GAS/BTC,0.00012352,0.00013024,0.00011903,0.00011903,0.05708509,463.05105233
1658188800,2022-07-19 00:00:00,GAS/BTC,0.00012571,0.00012837,0.00012216,0.00012433,0.02373123,191.63889339
1658102400,2022-07-18 00:00:00,GAS/BTC,0.00012874,0.00012887,0.0001235,0.00012614,0.0768016,607.42288622
1658016000,2022-07-17 00:00:00,GAS/BTC,0.00012776,0.00012854,0.00012681,0.00012854,0.0488531,384.40513144
1657929600,2022-07-16 00:00:00,GAS/BTC,0.00012927,0.0001294,0.00012696,0.00012855,0.01938128,151.72018427
1657843200,2022-07-15 00:00:00,GAS/BTC,0.00012864,0.00012889,0.00012748,0.00012888,0.00298132,23.26476251
1657756800,2022-07-14 00:00:00,GAS/BTC,0.00012967,0.00012986,0.00012678,0.00012855,0.03169597,247.92444409
1657670400,2022-07-13 00:00:00,GAS/BTC,0.000131,0.00013365,0.0001268,0.0001302,0.03888325,297.34008316
1657584000,2022-07-12 00:00:00,GAS/BTC,0.00013182,0.00013182,0.00012876,0.000131,0.01986914,153.30173009
1657497600,2022-07-11 00:00:00,GAS/BTC,0.00013448,0.00013538,0.00012911,0.00013101,0.00890714,67.80743246
1657411200,2022-07-10 00:00:00,GAS/BTC,0.000134,0.00013417,0.000134,0.00013417,0.00064557,4.8147854
1657324800,2022-07-09 00:00:00,GAS/BTC,0.00013155,0.00013336,0.00013155,0.00013336,0.00162447,12.26307075
1657238400,2022-07-08 00:00:00,GAS/BTC,0.00012991,0.00013184,0.00012568,0.00013111,0.08762215,675.97984983
1657152000,2022-07-07 00:00:00,GAS/BTC,0.00013235,0.00013335,0.00012788,0.00013088,0.1064483,808.7367188
1657065600,2022-07-06 00:00:00,GAS/BTC,0.00013358,0.00013448,0.00013164,0.00013298,0.05914914,445.20890834
1656979200,2022-07-05 00:00:00,GAS/BTC,0.00013387,0.00013791,0.00013051,0.00013358,0.07695224,575.61911102
1656892800,2022-07-04 00:00:00,GAS/BTC,0.00013613,0.00013864,0.00013258,0.00013387,0.0600907,444.58440357
1656806400,2022-07-03 00:00:00,GAS/BTC,0.00013725,0.00013725,0.00013409,0.00013611,0.09450646,699.4859202
1656720000,2022-07-02 00:00:00,GAS/BTC,0.00013604,0.00013952,0.00013394,0.00013794,0.12157195,897.89008405
1656633600,2022-07-01 00:00:00,GAS/BTC,0.00013127,0.00013562,0.00012775,0.00013562,0.14911421,1146.99711983
1656547200,2022-06-30 00:00:00,GAS/BTC,0.00013565,0.00013565,0.00012706,0.00013159,0.10648673,801.83467486
1656460800,2022-06-29 00:00:00,GAS/BTC,0.00013907,0.00013907,0.00013371,0.00013622,0.05962223,439.93226242
1656374400,2022-06-28 00:00:00,GAS/BTC,0.00014018,0.00014058,0.00013736,0.00013921,0.03526926,254.07728912
1656288000,2022-06-27 00:00:00,GAS/BTC,0.00013623,0.00015,0.00013262,0.00014059,0.16148763,1161.31042574
1656201600,2022-06-26 00:00:00,GAS/BTC,0.00013292,0.00014009,0.00013292,0.00013691,0.24237696,1759.35310546
1656115200,2022-06-25 00:00:00,GAS/BTC,0.00013334,0.00013418,0.00012942,0.00013232,0.05889691,447.87145226
1656028800,2022-06-24 00:00:00,GAS/BTC,0.00013097,0.00013418,0.00012869,0.00013418,0.01811371,138.14308422
1655942400,2022-06-23 00:00:00,GAS/BTC,0.00013287,0.00013287,0.00012908,0.00013142,0.0428602,329.03729213
1655856000,2022-06-22 00:00:00,GAS/BTC,0.00013097,0.00013338,0.00012773,0.00013338,0.19317739,1468.54942598
1655769600,2022-06-21 00:00:00,GAS/BTC,0.00012968,0.00013195,0.00012597,0.0001316,0.1655154,1284.08415925
1655683200,2022-06-20 00:00:00,GAS/BTC,0.00012628,0.00012971,0.00012335,0.00012759,0.0376389,297.26625907
1655596800,2022-06-19 00:00:00,GAS/BTC,0.00013092,0.00013208,0.000124,0.00012673,0.12854727,1017.88272392
1655510400,2022-06-18 00:00:00,GAS/BTC,0.00012999,0.0001346,0.00012325,0.00013044,0.375186,2927.17330215
1655424000,2022-06-17 00:00:00,GAS/BTC,0.00012102,0.00012962,0.00012025,0.00012904,0.40883425,3294.79052951
1655337600,2022-06-16 00:00:00,GAS/BTC,0.00011415,0.0001238,0.00011262,0.0001238,0.23612746,2001.83208181
1655251200,2022-06-15 00:00:00,GAS/BTC,0.0001103,0.000116,0.0001058,0.00011571,0.37052832,3288.20465546
