https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume INJ,Volume BTC
1663459200,2022-09-18 00:00:00,INJ/BTC,0.00008461,0.00008461,0.00008312,0.00008312,1.7912,0.000149900017
1663372800,2022-09-17 00:00:00,INJ/BTC,0.00008467,0.00008592,0.00008247,0.00008387,926.8861,0.077628157861
1663286400,2022-09-16 00:00:00,INJ/BTC,0.00008249,0.00008487,0.00008117,0.0000844,5294.9421,0.440937492887
1663200000,2022-09-15 00:00:00,INJ/BTC,0.00008179,0.00008288,0.00007807,0.00008254,6241.1263,0.504922478246
1663113600,2022-09-14 00:00:00,INJ/BTC,0.00008195,0.00008593,0.00008097,0.00008193,2881.9728,0.237760408978
1663027200,2022-09-13 00:00:00,INJ/BTC,0.00008094,0.00009263,0.00007987,0.00008231,8026.2789,0.69122381031
1662940800,2022-09-12 00:00:00,INJ/BTC,0.00008577,0.00008635,0.00008015,0.00008112,7126.8006,0.59239098706
1662854400,2022-09-11 00:00:00,INJ/BTC,0.00007589,0.00009526,0.00007552,0.00008564,6972.2517,0.598428138432
1662768000,2022-09-10 00:00:00,INJ/BTC,0.0000792,0.00008091,0.00007478,0.00007544,1570.4535,0.122008502684
1662681600,2022-09-09 00:00:00,INJ/BTC,0.00007908,0.0000814,0.00007527,0.00007878,8575.8562,0.666083746352
1662595200,2022-09-08 00:00:00,INJ/BTC,0.00008079,0.00008286,0.00007787,0.00007908,2349.846,0.186029170175
1662508800,2022-09-07 00:00:00,INJ/BTC,0.00007738,0.00008246,0.00007693,0.00008049,11994.6868,0.96280119524
1662422400,2022-09-06 00:00:00,INJ/BTC,0.00008106,0.00008257,0.00007735,0.00007781,1698.9695,0.135396676484
1662336000,2022-09-05 00:00:00,INJ/BTC,0.0000798,0.00008211,0.00007767,0.00008126,3402.4306,0.27473756298
1662249600,2022-09-04 00:00:00,INJ/BTC,0.00007723,0.00008155,0.00007676,0.00008014,716.1705,0.056395115968
1662163200,2022-09-03 00:00:00,INJ/BTC,0.00007668,0.00007859,0.00007627,0.00007667,606.3011,0.046651325725
1662076800,2022-09-02 00:00:00,INJ/BTC,0.00007643,0.00007763,0.00007557,0.00007663,486.1049,0.03709726234
1661990400,2022-09-01 00:00:00,INJ/BTC,0.0000779,0.00007819,0.00007457,0.00007564,673.9143,0.050955455387
1661904000,2022-08-31 00:00:00,INJ/BTC,0.00007733,0.00007867,0.00007672,0.00007737,684.7045,0.053151887005
1661817600,2022-08-30 00:00:00,INJ/BTC,0.00007936,0.00008004,0.00007615,0.000077,423.8684,0.032967766666
1661731200,2022-08-29 00:00:00,INJ/BTC,0.00007686,0.00007961,0.00007474,0.0000795,213.0119,0.01635552493
1661644800,2022-08-28 00:00:00,INJ/BTC,0.00007837,0.0000805,0.00007628,0.00007651,591.47,0.046412099168
1661558400,2022-08-27 00:00:00,INJ/BTC,0.00007868,0.00008037,0.00007774,0.0000782,1110.4161,0.087503830296
1661472000,2022-08-26 00:00:00,INJ/BTC,0.00008246,0.00008426,0.00007817,0.00007861,894.3951,0.071704327124
1661385600,2022-08-25 00:00:00,INJ/BTC,0.00008261,0.00008496,0.00008206,0.00008247,459.7884,0.038560534104
1661299200,2022-08-24 00:00:00,INJ/BTC,0.00008547,0.00008842,0.00008239,0.00008239,322.1023,0.027374554642
1661212800,2022-08-23 00:00:00,INJ/BTC,0.00008273,0.00008885,0.00008273,0.00008481,2172.8664,0.185294856676
1661126400,2022-08-22 00:00:00,INJ/BTC,0.00008695,0.00008718,0.00007861,0.00008275,2191.3334,0.181354494536
1661040000,2022-08-21 00:00:00,INJ/BTC,0.00007581,0.00008952,0.00007532,0.00008579,5662.1324,0.4690434899
1660953600,2022-08-20 00:00:00,INJ/BTC,0.0000801,0.00008233,0.00007432,0.00007583,11963.3824,0.95285908907
1660867200,2022-08-19 00:00:00,INJ/BTC,0.00007681,0.0000805,0.00007118,0.00007987,14887.1022,1.112811084692
1660780800,2022-08-18 00:00:00,INJ/BTC,0.0000819,0.00008332,0.00007569,0.00007645,7241.3893,0.585928409666
1660694400,2022-08-17 00:00:00,INJ/BTC,0.00008067,0.00009092,0.00008005,0.0000818,15077.1428,1.285095137743
1660608000,2022-08-16 00:00:00,INJ/BTC,0.00007397,0.00008719,0.00007357,0.00008059,13179.8203,1.078236469016
1660521600,2022-08-15 00:00:00,INJ/BTC,0.00007477,0.00007735,0.00007217,0.00007407,14656.8093,1.087904497725
1660435200,2022-08-14 00:00:00,INJ/BTC,0.0000779,0.00007891,0.00007433,0.00007539,11556.7977,0.894461626681
1660348800,2022-08-13 00:00:00,INJ/BTC,0.00008084,0.00008488,0.00007746,0.00007779,3096.324,0.246752498099
1660262400,2022-08-12 00:00:00,INJ/BTC,0.00008791,0.00009,0.00007677,0.00008079,16575.2555,1.392290053762
1660176000,2022-08-11 00:00:00,INJ/BTC,0.00007671,0.0001016,0.00007357,0.00008723,14322.9661,1.26125443034
1660089600,2022-08-10 00:00:00,INJ/BTC,0.00006476,0.00008348,0.00006419,0.00007635,20993.031,1.598033553743
1660003200,2022-08-09 00:00:00,INJ/BTC,0.00006707,0.00006716,0.00006408,0.00006473,2451.5106,0.160376691616
1659916800,2022-08-08 00:00:00,INJ/BTC,0.00006878,0.00006937,0.0000662,0.00006694,2084.2197,0.141356986791
1659830400,2022-08-07 00:00:00,INJ/BTC,0.00006731,0.00006934,0.00006672,0.00006898,2379.1387,0.162243672014
1659744000,2022-08-06 00:00:00,INJ/BTC,0.00006867,0.00006902,0.00006702,0.00006725,808.592,0.055074248192
1659657600,2022-08-05 00:00:00,INJ/BTC,0.00006797,0.00007339,0.00006731,0.00006864,5712.5692,0.397080083348
1659571200,2022-08-04 00:00:00,INJ/BTC,0.00006371,0.0000747,0.0000629,0.00006831,18755.0892,1.284752325547
1659484800,2022-08-03 00:00:00,INJ/BTC,0.0000616,0.0000638,0.0000609,0.00006363,4256.7196,0.267277999845
1659398400,2022-08-02 00:00:00,INJ/BTC,0.0000616,0.00006276,0.00005972,0.00006191,709.4622,0.043417189916
1659312000,2022-08-01 00:00:00,INJ/BTC,0.00006115,0.00006287,0.00006045,0.00006165,5967.3416,0.369410598516
1659225600,2022-07-31 00:00:00,INJ/BTC,0.00006031,0.00006412,0.0000599,0.00006106,10260.8168,0.640310466409
1659139200,2022-07-30 00:00:00,INJ/BTC,0.00006021,0.0000628,0.00005891,0.00006012,7640.3501,0.465652400981
1659052800,2022-07-29 00:00:00,INJ/BTC,0.00005895,0.00006145,0.0000586,0.00006027,2714.1015,0.162852250305
1658966400,2022-07-28 00:00:00,INJ/BTC,0.00005761,0.00006339,0.00005641,0.00005935,4944.7646,0.298331603177
1658880000,2022-07-27 00:00:00,INJ/BTC,0.0000585,0.00005928,0.00005682,0.00005746,2951.6198,0.17050200346
1658793600,2022-07-26 00:00:00,INJ/BTC,0.0000585,0.00005999,0.0000578,0.00005851,6582.6418,0.384519124617
1658707200,2022-07-25 00:00:00,INJ/BTC,0.0000599,0.00006094,0.00005782,0.00005879,3154.3549,0.188841316967
1658620800,2022-07-24 00:00:00,INJ/BTC,0.00006114,0.00006114,0.00005925,0.0000599,1875.7002,0.112824386858
1658534400,2022-07-23 00:00:00,INJ/BTC,0.00005813,0.00006387,0.0000581,0.0000607,8707.9698,0.541555303798
1658448000,2022-07-22 00:00:00,INJ/BTC,0.00005783,0.00005889,0.00005613,0.00005863,3563.4326,0.207950474185
1658361600,2022-07-21 00:00:00,INJ/BTC,0.00005636,0.00005861,0.0000546,0.00005771,2995.2342,0.166453841501
1658275200,2022-07-20 00:00:00,INJ/BTC,0.00006003,0.0000613,0.00005573,0.0000562,5317.7816,0.307892158612
1658188800,2022-07-19 00:00:00,INJ/BTC,0.00006033,0.0000632,0.000059,0.00005982,11393.9456,0.687682769381
1658102400,2022-07-18 00:00:00,INJ/BTC,0.00006103,0.00006313,0.00005981,0.00006021,5444.791,0.33154266879
