https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NGL,Volume BTC
1663455600,2022-09-17 23:00:00,NGL/BTC,0.00001286,0.00001286,0.00001286,0.00001286,14.0562,0.000180762732
1663452000,2022-09-17 22:00:00,NGL/BTC,0.00001254,0.00001254,0.00001254,0.00001254,3.4743,0.000043567722
1663448400,2022-09-17 21:00:00,NGL/BTC,0.00001253,0.00001253,0.00001253,0.00001253,0,0
1663444800,2022-09-17 20:00:00,NGL/BTC,0.00001253,0.00001253,0.00001253,0.00001253,7.1729,0.000089876437
1663441200,2022-09-17 19:00:00,NGL/BTC,0.00001253,0.00001253,0.00001253,0.00001253,83.8106,0.001050146818
1663437600,2022-09-17 18:00:00,NGL/BTC,0.0000125,0.0000125,0.0000125,0.0000125,12.764,0.00015955
1663434000,2022-09-17 17:00:00,NGL/BTC,0.00001271,0.00001287,0.00001254,0.00001254,146.7775,0.001867869665
1663430400,2022-09-17 16:00:00,NGL/BTC,0.00001238,0.00001238,0.00001238,0.00001238,77.217,0.00095594646
1663426800,2022-09-17 15:00:00,NGL/BTC,0.00001268,0.00001268,0.00001268,0.00001268,0,0
1663423200,2022-09-17 14:00:00,NGL/BTC,0.00001268,0.00001268,0.00001268,0.00001268,0.2985,0.00000378498
1663419600,2022-09-17 13:00:00,NGL/BTC,0.00001207,0.00001207,0.00001207,0.00001207,0,0
1663416000,2022-09-17 12:00:00,NGL/BTC,0.00001207,0.00001207,0.00001207,0.00001207,0,0
1663412400,2022-09-17 11:00:00,NGL/BTC,0.00001207,0.00001207,0.00001207,0.00001207,0,0
1663408800,2022-09-17 10:00:00,NGL/BTC,0.00001207,0.00001207,0.00001207,0.00001207,0,0
1663405200,2022-09-17 09:00:00,NGL/BTC,0.00001207,0.00001207,0.00001207,0.00001207,10.9611,0.000132300477
1663401600,2022-09-17 08:00:00,NGL/BTC,0.00001227,0.00001227,0.00001227,0.00001227,80.1024,0.000982856448
1663398000,2022-09-17 07:00:00,NGL/BTC,0.00001236,0.00001236,0.00001236,0.00001236,0,0
1663394400,2022-09-17 06:00:00,NGL/BTC,0.00001236,0.00001236,0.00001236,0.00001236,8.8997,0.000110000292
1663390800,2022-09-17 05:00:00,NGL/BTC,0.00001264,0.00001303,0.00001242,0.00001242,64.0861,0.000815664302
1663387200,2022-09-17 04:00:00,NGL/BTC,0.00001223,0.00001223,0.00001223,0.00001223,0,0
1663383600,2022-09-17 03:00:00,NGL/BTC,0.00001223,0.00001223,0.00001223,0.00001223,0,0
1663380000,2022-09-17 02:00:00,NGL/BTC,0.00001223,0.00001223,0.00001223,0.00001223,0,0
1663376400,2022-09-17 01:00:00,NGL/BTC,0.00001223,0.00001223,0.00001223,0.00001223,0,0
1663372800,2022-09-17 00:00:00,NGL/BTC,0.00001223,0.00001223,0.00001223,0.00001223,6.3524,0.000077689852
1663369200,2022-09-16 23:00:00,NGL/BTC,0.00001245,0.0000125,0.00001245,0.00001245,65.7263,0.00081977032
1663365600,2022-09-16 22:00:00,NGL/BTC,0.00001225,0.00001225,0.00001225,0.00001225,221.1861,0.002709529725
1663362000,2022-09-16 21:00:00,NGL/BTC,0.00001236,0.00001249,0.00001207,0.00001249,42.0836,0.00051466067
1663358400,2022-09-16 20:00:00,NGL/BTC,0.00001197,0.0000125,0.00001197,0.00001246,369.9551,0.004510354044
1663354800,2022-09-16 19:00:00,NGL/BTC,0.00001203,0.00001203,0.00001203,0.00001203,10.4739,0.000126001017
1663351200,2022-09-16 18:00:00,NGL/BTC,0.0000123,0.0000123,0.0000123,0.0000123,0,0
1663347600,2022-09-16 17:00:00,NGL/BTC,0.00001218,0.00001259,0.00001213,0.0000123,215.5747,0.002644414495
1663344000,2022-09-16 16:00:00,NGL/BTC,0.00001217,0.00001256,0.00001217,0.00001228,588.2623,0.007305649536
1663340400,2022-09-16 15:00:00,NGL/BTC,0.00001211,0.00001211,0.00001186,0.00001186,34.6959,0.000417637824
1663336800,2022-09-16 14:00:00,NGL/BTC,0.00001179,0.00001179,0.00001153,0.00001153,486.4837,0.005638654149
1663333200,2022-09-16 13:00:00,NGL/BTC,0.00001164,0.00001189,0.00001164,0.00001189,16.6996,0.000198208344
1663329600,2022-09-16 12:00:00,NGL/BTC,0.00001167,0.00001167,0.00001167,0.00001167,1.3914,0.000016237638
1663326000,2022-09-16 11:00:00,NGL/BTC,0.00001174,0.00001188,0.00001145,0.00001188,1069.2173,0.01247411649
1663322400,2022-09-16 10:00:00,NGL/BTC,0.00001204,0.00001204,0.00001204,0.00001204,0,0
1663318800,2022-09-16 09:00:00,NGL/BTC,0.00001204,0.00001204,0.00001204,0.00001204,29.151,0.00035097804
1663315200,2022-09-16 08:00:00,NGL/BTC,0.00001213,0.00001213,0.00001213,0.00001213,15.3,0.000185589
1663311600,2022-09-16 07:00:00,NGL/BTC,0.00001175,0.00001175,0.00001175,0.00001175,0,0
1663308000,2022-09-16 06:00:00,NGL/BTC,0.00001175,0.00001175,0.00001175,0.00001175,0,0
1663304400,2022-09-16 05:00:00,NGL/BTC,0.00001175,0.00001175,0.00001175,0.00001175,25.4777,0.000299362975
1663300800,2022-09-16 04:00:00,NGL/BTC,0.00001192,0.00001197,0.00001168,0.00001197,1450.6453,0.017091871922
1663297200,2022-09-16 03:00:00,NGL/BTC,0.00001209,0.00001209,0.00001209,0.00001209,15.3,0.000184977
1663293600,2022-09-16 02:00:00,NGL/BTC,0.00001211,0.00001211,0.00001164,0.00001181,95.7946,0.001135106765
1663290000,2022-09-16 01:00:00,NGL/BTC,0.00001212,0.00001214,0.00001212,0.00001214,58.4518,0.000709278148
1663286400,2022-09-16 00:00:00,NGL/BTC,0.00001226,0.00001272,0.00001194,0.00001198,1338.366,0.016641117955
1663282800,2022-09-15 23:00:00,NGL/BTC,0.00001249,0.00001249,0.00001249,0.00001249,15.3,0.000191097
1663279200,2022-09-15 22:00:00,NGL/BTC,0.00001324,0.00001326,0.00001209,0.00001216,2473.7789,0.031338163517
1663275600,2022-09-15 21:00:00,NGL/BTC,0.00001374,0.00001474,0.00001296,0.00001367,2670.2944,0.036978508724
