https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BULL/USDT,90.325,90.95,89.95,90.95,45.68292963166574,4154.86245
1663542000000.0,2022-09-18 23:00:00,BULL/USDT,90.55,91.75,89.825,90.325,866.0969438140049,78230.20645
1663538400000.0,2022-09-18 22:00:00,BULL/USDT,91.075,91.15,89.275,90.55,178.37826062948648,16152.1515
1663534800000.0,2022-09-18 21:00:00,BULL/USDT,94.9,94.9,90.3,91.075,468.16893466922863,42638.485725
1663531200000.0,2022-09-18 20:00:00,BULL/USDT,94.975,95.175,94.375,94.9,94.81773182297155,8998.20275
1663527600000.0,2022-09-18 19:00:00,BULL/USDT,93.625,95.0,93.1,94.975,39.42618346933404,3744.501775
1663524000000.0,2022-09-18 18:00:00,BULL/USDT,93.375,94.6,92.725,93.625,138.85632523364487,13000.42345
1663520400000.0,2022-09-18 17:00:00,BULL/USDT,95.2,95.325,93.35,93.375,252.45461204819279,23572.9494
1663516800000.0,2022-09-18 16:00:00,BULL/USDT,96.175,96.925,94.175,95.2,308.1882631302521,29339.52265
1663513200000.0,2022-09-18 15:00:00,BULL/USDT,96.05,97.0,95.725,96.175,184.18508318170004,17714.000375
1663509600000.0,2022-09-18 14:00:00,BULL/USDT,98.425,98.425,95.1,96.05,461.31185320145755,44309.0035
1663506000000.0,2022-09-18 13:00:00,BULL/USDT,98.875,99.0,98.275,98.425,74.02475463550928,7285.886475
1663502400000.0,2022-09-18 12:00:00,BULL/USDT,97.875,99.2,97.075,98.875,66.26044298356511,6551.5013
1663498800000.0,2022-09-18 11:00:00,BULL/USDT,97.625,98.025,97.25,97.875,29.787622222222222,2915.463525
1663495200000.0,2022-09-18 10:00:00,BULL/USDT,96.475,99.35,95.5,97.625,273.92355877080666,26741.787425
1663491600000.0,2022-09-18 09:00:00,BULL/USDT,99.6,99.975,96.2,96.475,193.26459523192537,18645.201825
1663488000000.0,2022-09-18 08:00:00,BULL/USDT,99.675,100.25,99.525,99.6,10.972086596385543,1092.819825
1663484400000.0,2022-09-18 07:00:00,BULL/USDT,99.6,100.125,99.55,99.675,13.610312766491097,1356.607925
1663480800000.0,2022-09-18 06:00:00,BULL/USDT,100.025,100.225,99.6,99.6,68.46313729919679,6818.928475
1663477200000.0,2022-09-18 05:00:00,BULL/USDT,99.175,100.05,99.025,100.025,14.206398400399898,1420.995
1663473600000.0,2022-09-18 04:00:00,BULL/USDT,98.7,99.375,98.475,99.175,2.924686917065793,290.055825
1663470000000.0,2022-09-18 03:00:00,BULL/USDT,99.425,99.425,98.45,98.7,42.50127786220871,4194.876125
1663466400000.0,2022-09-18 02:00:00,BULL/USDT,98.85,99.475,98.85,99.425,5.48570429972341,545.41615
1663462800000.0,2022-09-18 01:00:00,BULL/USDT,98.7,99.575,98.625,98.85,13.188140617096611,1303.6477
1663459200000.0,2022-09-18 00:00:00,BULL/USDT,100.725,100.825,98.4,98.7,55.51341843971631,5479.1744
1663455600000.0,2022-09-17 23:00:00,BULL/USDT,100.6,100.95,100.3,100.725,31.973345246959543,3220.5152
1663452000000.0,2022-09-17 22:00:00,BULL/USDT,99.45,100.8,99.425,100.6,9.09135337972167,914.59015
1663448400000.0,2022-09-17 21:00:00,BULL/USDT,100.1,100.25,98.25,99.45,36.798376571141276,3659.59855
