https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WEST,Volume BTC
1663376400,2022-09-17 01:00:00,WEST/BTC,0.00000221,0.00000221,0.0000022,0.0000022,3161,0.00697441
1663372800,2022-09-17 00:00:00,WEST/BTC,0.00000222,0.000002232,0.00000219,0.00000221,29034.6091,0.0642526678772
1663369200,2022-09-16 23:00:00,WEST/BTC,0.00000222,0.00000222,0.00000222,0.00000222,29470,0.0654234
1663365600,2022-09-16 22:00:00,WEST/BTC,0.00000218,0.000002261,0.00000218,0.00000222,17563.9547,0.0389354857031
1663362000,2022-09-16 21:00:00,WEST/BTC,0.0000022,0.00000221,0.00000218,0.00000218,4614,0.01008557
1663358400,2022-09-16 20:00:00,WEST/BTC,0.0000022,0.00000224,0.000002196,0.0000022,18558.6055,0.0412497225566
1663354800,2022-09-16 19:00:00,WEST/BTC,0.00000222,0.00000222,0.00000219,0.0000022,36776,0.0813963127756
1663351200,2022-09-16 18:00:00,WEST/BTC,0.00000222,0.00000225,0.000002196,0.00000222,36691.7787,0.0811139130078
1663347600,2022-09-16 17:00:00,WEST/BTC,0.00000221,0.00000222,0.0000022,0.00000222,36043.4626,0.0796779341964
1663344000,2022-09-16 16:00:00,WEST/BTC,0.00000219,0.00000225,0.000002178,0.0000022,36969.0916,0.0812950332424
1663340400,2022-09-16 15:00:00,WEST/BTC,0.00000219,0.00000221,0.000002177,0.00000219,36986.9889,0.081376219313
1663336800,2022-09-16 14:00:00,WEST/BTC,0.00000225,0.00000226,0.000002178,0.00000219,37997.1127,0.0838408302403
1663333200,2022-09-16 13:00:00,WEST/BTC,0.000002212,0.00000226,0.000002212,0.00000226,12383.4239,0.0275844589762
1663329600,2022-09-16 12:00:00,WEST/BTC,0.00000221,0.000002214,0.000002209,0.000002214,16326.8274,0.0360821962896
1663326000,2022-09-16 11:00:00,WEST/BTC,0.00000219,0.00000221,0.00000219,0.00000221,33195.4626,0.0730876558696
1663322400,2022-09-16 10:00:00,WEST/BTC,0.00000219,0.00000221,0.000002168,0.00000219,33774.3074,0.0741721336803
1663318800,2022-09-16 09:00:00,WEST/BTC,0.00000222,0.00000222,0.00000216,0.00000219,33870.3151,0.0741180941444
1663315200,2022-09-16 08:00:00,WEST/BTC,0.00000217,0.000002248,0.00000217,0.00000222,32146.4206,0.0704960658588
1663311600,2022-09-16 07:00:00,WEST/BTC,0.00000219,0.00000219,0.00000215,0.00000217,35282.4626,0.076566089216
1663308000,2022-09-16 06:00:00,WEST/BTC,0.00000215,0.000002196,0.000002115,0.00000219,42322.6905,0.0912600921188
1663304400,2022-09-16 05:00:00,WEST/BTC,0.00000217,0.00000217,0.000002142,0.00000215,16452.2108,0.0355908227056
1663300800,2022-09-16 04:00:00,WEST/BTC,0.00000221,0.00000221,0.00000216,0.00000217,11521.1718,0.0251027947626
1663297200,2022-09-16 03:00:00,WEST/BTC,0.00000215,0.000002248,0.00000215,0.00000221,13078.0087,0.0285963019014
1663293600,2022-09-16 02:00:00,WEST/BTC,0.00000215,0.00000216,0.000002129,0.00000215,19478.8531,0.0418788740461
1663290000,2022-09-16 01:00:00,WEST/BTC,0.0000022,0.000002232,0.000002132,0.00000215,22137.5191,0.0481072709726
1663286400,2022-09-16 00:00:00,WEST/BTC,0.00000222,0.000002275,0.00000216,0.00000221,18211.7135,0.040392797379
1663282800,2022-09-15 23:00:00,WEST/BTC,0.00000222,0.00000234,0.00000221,0.00000222,16892.4674,0.0380352025014
1663279200,2022-09-15 22:00:00,WEST/BTC,0.00000221,0.000002322,0.000002195,0.00000222,24587.1202,0.0553332283506
1663275600,2022-09-15 21:00:00,WEST/BTC,0.00000243,0.000002466,0.00000216,0.00000221,47995.4215,0.1084235896475
1663272000,2022-09-15 20:00:00,WEST/BTC,0.00000206,0.000002615,0.00000206,0.000002424,113171.7492,0.2531634383937
1663268400,2022-09-15 19:00:00,WEST/BTC,0.00000206,0.00000208,0.000002047,0.00000206,12139.2624,0.0251987260856
1663264800,2022-09-15 18:00:00,WEST/BTC,0.00000208,0.00000208,0.000002047,0.00000206,11858.4626,0.0245134852552
1663261200,2022-09-15 17:00:00,WEST/BTC,0.00000202,0.00000208,0.00000202,0.00000208,11252.9721,0.0231503617778
1663257600,2022-09-15 16:00:00,WEST/BTC,0.00000202,0.00000203,0.000002,0.00000202,23954.8988,0.0482150723392
1663254000,2022-09-15 15:00:00,WEST/BTC,0.00000204,0.00000204,0.000002001,0.00000202,26750.8268,0.0539178791902
1663250400,2022-09-15 14:00:00,WEST/BTC,0.00000212,0.00000212,0.000002002,0.00000204,28835.1035,0.0588079538705
1663246800,2022-09-15 13:00:00,WEST/BTC,0.00000203,0.000002161,0.00000202,0.00000212,137087.7511,0.283346666559
1663243200,2022-09-15 12:00:00,WEST/BTC,0.00000204,0.000002046,0.000002001,0.00000203,29264.7991,0.0593927592044
1663239600,2022-09-15 11:00:00,WEST/BTC,0.00000203,0.000002074,0.000002018,0.00000204,23395.4062,0.0477161595868
1663236000,2022-09-15 10:00:00,WEST/BTC,0.00000204,0.000002046,0.000002,0.00000203,29257.0362,0.0593157067242
1663232400,2022-09-15 09:00:00,WEST/BTC,0.00000206,0.000002074,0.000002017,0.00000204,35008.5119,0.072209246204
1663228800,2022-09-15 08:00:00,WEST/BTC,0.00000206,0.00000206,0.00000206,0.00000206,33176,0.06834256
1663225200,2022-09-15 07:00:00,WEST/BTC,0.00000207,0.00000207,0.000002034,0.00000206,30930.9251,0.0637450199802
1663221600,2022-09-15 06:00:00,WEST/BTC,0.00000202,0.000002073,0.000002002,0.000002073,9162.5612,0.018664398774
1663218000,2022-09-15 05:00:00,WEST/BTC,0.00000203,0.00000203,0.00000202,0.00000202,8448,0.01712531
1663214400,2022-09-15 04:00:00,WEST/BTC,0.00000207,0.00000207,0.000002013,0.00000203,9373.3022,0.0191162178056
1663210800,2022-09-15 03:00:00,WEST/BTC,0.00000202,0.000002074,0.000002014,0.00000207,20684.9942,0.0424915367803
1663207200,2022-09-15 02:00:00,WEST/BTC,0.00000199,0.000002044,0.00000199,0.00000202,16409.7775,0.0332413400138
1663203600,2022-09-15 01:00:00,WEST/BTC,0.00000199,0.00000199,0.000001963,0.00000198,16243.4882,0.0323117303366
1663200000,2022-09-15 00:00:00,WEST/BTC,0.0000019,0.000002016,0.0000019,0.00000199,121171.5218,0.2389002404182
1663196400,2022-09-14 23:00:00,WEST/BTC,0.00000191,0.00000191,0.00000189,0.0000019,28358.4248,0.0539139922967
1663192800,2022-09-14 22:00:00,WEST/BTC,0.00000193,0.00000193,0.00000189,0.00000191,21657.3472,0.0413703542367
1663189200,2022-09-14 21:00:00,WEST/BTC,0.00000191,0.000001912,0.000001908,0.000001908,246.4625,0.00047083645
1663185600,2022-09-14 20:00:00,WEST/BTC,0.00000191,0.000001931,0.0000019,0.00000191,44322.4159,0.0846040283547
1663182000,2022-09-14 19:00:00,WEST/BTC,0.00000191,0.000001911,0.00000191,0.00000191,47789,0.0912770177078
1663178400,2022-09-14 18:00:00,WEST/BTC,0.0000019,0.000001931,0.0000019,0.00000191,51200.4507,0.0978174280546
1663174800,2022-09-14 17:00:00,WEST/BTC,0.0000019,0.0000019,0.000001889,0.0000019,55196.0152,0.1048716367128
1663171200,2022-09-14 16:00:00,WEST/BTC,0.00000191,0.000001922,0.000001873,0.0000019,55745.4187,0.1063566721232
1663167600,2022-09-14 15:00:00,WEST/BTC,0.00000191,0.00000191,0.00000191,0.00000191,55029,0.10510539
1663164000,2022-09-14 14:00:00,WEST/BTC,0.00000191,0.000001926,0.00000191,0.00000191,56145.8658,0.1072390910948
1663160400,2022-09-14 13:00:00,WEST/BTC,0.00000191,0.00000191,0.00000191,0.00000191,60126,0.11484066
