https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume BTC
1659225600,2022-07-31 00:00:00,XMR/BTC,0.00659705,0.00662033,0.00658013,0.00660544,0.02230796,3.38186661
1659139200,2022-07-30 00:00:00,XMR/BTC,0.00674265,0.00678866,0.00657092,0.00659248,3.20320497,479.60691128
1659052800,2022-07-29 00:00:00,XMR/BTC,0.00682157,0.00688509,0.00673034,0.00674265,2.22175305,327.24213283
1658966400,2022-07-28 00:00:00,XMR/BTC,0.0070551,0.00709552,0.00682199,0.00682226,3.95047624,570.63397796
1658880000,2022-07-27 00:00:00,XMR/BTC,0.00707188,0.00721398,0.00699785,0.00705765,3.80671598,534.10418779
1658793600,2022-07-26 00:00:00,XMR/BTC,0.00674526,0.00708906,0.00656826,0.00707084,7.16909584,1042.0709795
1658707200,2022-07-25 00:00:00,XMR/BTC,0.00668942,0.00679998,0.00661145,0.00674645,4.96017371,738.83414826
1658620800,2022-07-24 00:00:00,XMR/BTC,0.00652692,0.00670429,0.00651971,0.00668738,4.11558429,619.09491583
1658534400,2022-07-23 00:00:00,XMR/BTC,0.0065757,0.00658049,0.0064032,0.00652642,0.73920931,113.13188177
1658448000,2022-07-22 00:00:00,XMR/BTC,0.00652005,0.00663427,0.00636868,0.00657275,3.21677874,497.06523039
1658361600,2022-07-21 00:00:00,XMR/BTC,0.00652748,0.00668,0.00642915,0.00651942,4.0053563,608.6640667
1658275200,2022-07-20 00:00:00,XMR/BTC,0.00625,0.00653948,0.00611701,0.00651879,7.10487777,1121.44494356
1658188800,2022-07-19 00:00:00,XMR/BTC,0.00655593,0.00660943,0.0062,0.00628574,5.72534973,896.63819682
1658102400,2022-07-18 00:00:00,XMR/BTC,0.00655587,0.006689,0.00648253,0.00653935,7.1898031,1090.93884901
1658016000,2022-07-17 00:00:00,XMR/BTC,0.00655682,0.0066496,0.00638681,0.00655289,2.91627178,449.37817963
1657929600,2022-07-16 00:00:00,XMR/BTC,0.00666374,0.00677261,0.00655222,0.00655497,2.90760349,435.07401719
1657843200,2022-07-15 00:00:00,XMR/BTC,0.00651232,0.00668237,0.00640139,0.00665687,3.92230603,601.04877751
1657756800,2022-07-14 00:00:00,XMR/BTC,0.00614294,0.00652,0.00609788,0.00651163,4.58146592,715.62082724
1657670400,2022-07-13 00:00:00,XMR/BTC,0.00636805,0.00640481,0.00609638,0.00614013,3.32414077,536.05381748
1657584000,2022-07-12 00:00:00,XMR/BTC,0.00635705,0.00646988,0.00628574,0.00637014,6.10724074,953.04190477
1657497600,2022-07-11 00:00:00,XMR/BTC,0.00619795,0.0064414,0.00617463,0.00635896,4.55759482,720.99749769
1657411200,2022-07-10 00:00:00,XMR/BTC,0.00589281,0.0062,0.00578121,0.0062,3.8875279,642.5343178
1657324800,2022-07-09 00:00:00,XMR/BTC,0.00579623,0.00593699,0.00579136,0.0058923,1.27110758,217.031434
1657238400,2022-07-08 00:00:00,XMR/BTC,0.00603393,0.00605597,0.00578859,0.00579775,2.8210781,476.31427704
1657152000,2022-07-07 00:00:00,XMR/BTC,0.00611446,0.00630828,0.00598158,0.00603142,2.64310043,431.11882489
1657065600,2022-07-06 00:00:00,XMR/BTC,0.00606971,0.00625355,0.0060688,0.006114,2.91657695,472.15174552
1656979200,2022-07-05 00:00:00,XMR/BTC,0.00612506,0.00622579,0.00601332,0.00605762,2.03336585,330.78952901
1656892800,2022-07-04 00:00:00,XMR/BTC,0.0060344,0.00623451,0.00602584,0.0061245,4.00783592,653.56681727
1656806400,2022-07-03 00:00:00,XMR/BTC,0.00602902,0.00611442,0.0059837,0.00602915,1.82861195,301.53384331
1656720000,2022-07-02 00:00:00,XMR/BTC,0.0059826,0.0062,0.0059125,0.00602608,3.30263169,543.25986062
1656633600,2022-07-01 00:00:00,XMR/BTC,0.00567768,0.00597935,0.00563392,0.00597897,5.49142738,940.6957057
1656547200,2022-06-30 00:00:00,XMR/BTC,0.0059095,0.00596976,0.00567725,0.00567725,11.68705179,2024.68285082
1656460800,2022-06-29 00:00:00,XMR/BTC,0.00579322,0.00615891,0.00578408,0.00590675,7.92288341,1321.32556417
1656374400,2022-06-28 00:00:00,XMR/BTC,0.00581061,0.00584066,0.0056648,0.00579491,3.52291794,613.98616324
1656288000,2022-06-27 00:00:00,XMR/BTC,0.00596891,0.00610962,0.00579471,0.00581165,3.31475315,561.16185367
1656201600,2022-06-26 00:00:00,XMR/BTC,0.0059319,0.00619588,0.00590598,0.00595787,3.64750919,597.58785333
1656115200,2022-06-25 00:00:00,XMR/BTC,0.0059629,0.00597482,0.00577992,0.00592939,1.52252174,259.9083533
1656028800,2022-06-24 00:00:00,XMR/BTC,0.00580838,0.00605725,0.00580647,0.00595996,3.1498151,529.0688646
1655942400,2022-06-23 00:00:00,XMR/BTC,0.00556136,0.00581886,0.00555746,0.00580837,3.28378106,572.56821002
1655856000,2022-06-22 00:00:00,XMR/BTC,0.00565639,0.0056671,0.0054972,0.00556148,4.43923684,794.00604345
1655769600,2022-06-21 00:00:00,XMR/BTC,0.00557,0.00566,0.00551001,0.00565898,1.51809671,269.68952216
