https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PIVX,Volume BTC
1658883600,2022-07-27 01:00:00,PIVX/BTC,0.00000796,0.00000796,0.00000796,0.00000796,0.7871,0.000006265316
1658880000,2022-07-27 00:00:00,PIVX/BTC,0.00000804,0.000008195,0.000007924,0.00000796,5515.50669,0.04437779240523
1658876400,2022-07-26 23:00:00,PIVX/BTC,0.00000797,0.000008178,0.000007639,0.000008087,33389.13365,0.26480112697324
1658872800,2022-07-26 22:00:00,PIVX/BTC,0.000007945,0.000008013,0.000007899,0.000007958,510.54495,0.00405627225108
1658869200,2022-07-26 21:00:00,PIVX/BTC,0.000007967,0.00000843,0.000007778,0.000007899,42575.72121,0.34335798303614
1658865600,2022-07-26 20:00:00,PIVX/BTC,0.000007745,0.000008205,0.000007714,0.000007987,6914.28765,0.05535620131517
1658862000,2022-07-26 19:00:00,PIVX/BTC,0.000007729,0.000007735,0.000007694,0.000007694,962.56643,0.00743883835873
1658858400,2022-07-26 18:00:00,PIVX/BTC,0.000007594,0.000007735,0.000007559,0.000007694,1479.931,0.01140797135549
1658854800,2022-07-26 17:00:00,PIVX/BTC,0.000007609,0.000007664,0.000007543,0.00000759,5080.32949,0.03883997682394
1658851200,2022-07-26 16:00:00,PIVX/BTC,0.000007521,0.00000766,0.000007484,0.00000766,2459.20032,0.01870960058207
1658847600,2022-07-26 15:00:00,PIVX/BTC,0.000007447,0.000007529,0.000007435,0.000007461,127.83532,0.00095764140017
1658844000,2022-07-26 14:00:00,PIVX/BTC,0.000007402,0.00000752,0.000007397,0.00000742,2750.22313,0.02046559945591
1658840400,2022-07-26 13:00:00,PIVX/BTC,0.000007503,0.000007546,0.000007409,0.000007409,1615.42886,0.01208456078354
1658836800,2022-07-26 12:00:00,PIVX/BTC,0.000007423,0.000007721,0.00000742,0.000007533,62328.35578,0.47339043855057
1658833200,2022-07-26 11:00:00,PIVX/BTC,0.00000734,0.000007423,0.00000734,0.000007402,7182.67135,0.05311109670887
1658829600,2022-07-26 10:00:00,PIVX/BTC,0.000007282,0.000007368,0.000007282,0.00000734,2532.52928,0.01858988208005
1658826000,2022-07-26 09:00:00,PIVX/BTC,0.00000731,0.000007332,0.0000071,0.000007307,4967.04421,0.03632299068061
1658822400,2022-07-26 08:00:00,PIVX/BTC,0.00000724,0.000007309,0.00000724,0.000007309,136.2035,0.00099376868688
1658818800,2022-07-26 07:00:00,PIVX/BTC,0.00000724,0.000007297,0.00000724,0.000007297,49.911,0.0003640472704
1658815200,2022-07-26 06:00:00,PIVX/BTC,0.00000727,0.000007297,0.00000727,0.000007297,3911.02613,0.02847757296365
1658811600,2022-07-26 05:00:00,PIVX/BTC,0.00000724,0.000007282,0.00000724,0.000007282,2490.70967,0.01809920677012
1658808000,2022-07-26 04:00:00,PIVX/BTC,0.000007229,0.000007269,0.000007229,0.000007263,561.69172,0.0040682164277
1658804400,2022-07-26 03:00:00,PIVX/BTC,0.000007044,0.000007269,0.000007044,0.000007269,1654.2729,0.01187500131103
1658800800,2022-07-26 02:00:00,PIVX/BTC,0.000007089,0.00000709,0.000007089,0.00000709,1157.47157,0.00820531832883
1658797200,2022-07-26 01:00:00,PIVX/BTC,0.000007105,0.000007105,0.000007048,0.000007048,478.71168,0.00338497720292
1658793600,2022-07-26 00:00:00,PIVX/BTC,0.000007096,0.000007147,0.000007034,0.000007147,702.05728,0.00499277718106
1658790000,2022-07-25 23:00:00,PIVX/BTC,0.00000713,0.00000713,0.000007088,0.000007096,151.55046,0.0010770080213
1658786400,2022-07-25 22:00:00,PIVX/BTC,0.00000706,0.00000712,0.00000706,0.00000712,81.94898,0.00058281319504
1658782800,2022-07-25 21:00:00,PIVX/BTC,0.000007059,0.000007063,0.000007031,0.000007063,181.19407,0.00127905197768
1658779200,2022-07-25 20:00:00,PIVX/BTC,0.000007086,0.000007097,0.00000699,0.000007059,1004.83823,0.00709403802304
1658775600,2022-07-25 19:00:00,PIVX/BTC,0.000007004,0.000007089,0.00000699,0.000007032,2190.9517,0.01548930473918
1658772000,2022-07-25 18:00:00,PIVX/BTC,0.000007002,0.000007059,0.000006956,0.000007042,1013.9274,0.00713120189632
1658768400,2022-07-25 17:00:00,PIVX/BTC,0.000007055,0.000007072,0.000006976,0.00000706,888.4797,0.00625455618921
1658764800,2022-07-25 16:00:00,PIVX/BTC,0.000007088,0.000007088,0.000007022,0.000007052,1755.50313,0.01234994795908
1658761200,2022-07-25 15:00:00,PIVX/BTC,0.00000712,0.000007132,0.000006994,0.00000709,1270.54036,0.00897196001802
1658757600,2022-07-25 14:00:00,PIVX/BTC,0.000007044,0.000007141,0.000007044,0.000007073,180.33503,0.001281694863
1658754000,2022-07-25 13:00:00,PIVX/BTC,0.000007297,0.000007297,0.000006957,0.000007052,65162.74112,0.45941256179036
1658750400,2022-07-25 12:00:00,PIVX/BTC,0.00000733,0.00000733,0.00000724,0.000007297,872.75507,0.00636625526425
1658746800,2022-07-25 11:00:00,PIVX/BTC,0.00000734,0.00000734,0.000007308,0.00000733,909.65204,0.00666863254935
1658743200,2022-07-25 10:00:00,PIVX/BTC,0.000007368,0.000007368,0.000007331,0.000007331,205.4997,0.00150667164605
1658739600,2022-07-25 09:00:00,PIVX/BTC,0.000007331,0.000007331,0.000007331,0.000007331,0.9435,0.0000069167985
1658736000,2022-07-25 08:00:00,PIVX/BTC,0.000007374,0.00000745,0.000007331,0.000007332,2559.27303,0.01879075845933
1658732400,2022-07-25 07:00:00,PIVX/BTC,0.000007324,0.000007427,0.000007324,0.00000736,6000.85762,0.04429622592325
1658728800,2022-07-25 06:00:00,PIVX/BTC,0.000007297,0.000007332,0.000007297,0.000007332,346.46662,0.00253518306199
1658725200,2022-07-25 05:00:00,PIVX/BTC,0.00000733,0.000007332,0.000007306,0.000007315,1073.46856,0.00786599330441
1658721600,2022-07-25 04:00:00,PIVX/BTC,0.00000717,0.000007327,0.00000717,0.000007297,3396.83961,0.02473052634928
