https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHBEAR,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BCHBEAR/USDT,8.254e-05,8.254e-05,8.152e-05,8.162e-05,3016.6625827003186,0.24622
1663542000000.0,2022-09-18 23:00:00,BCHBEAR/USDT,8.184e-05,8.254e-05,8.079e-05,8.254e-05,2974.557790162345,0.24552
1663538400000.0,2022-09-18 22:00:00,BCHBEAR/USDT,8.114e-05,8.266e-05,8.114e-05,8.184e-05,5017.106549364614,0.4106
1663534800000.0,2022-09-18 21:00:00,BCHBEAR/USDT,7.622e-05,8.324e-05,7.622e-05,8.114e-05,12895.61252156766,1.04635
1663531200000.0,2022-09-18 20:00:00,BCHBEAR/USDT,7.552e-05,7.644e-05,7.552e-05,7.622e-05,1000.0,0.07622
1663527600000.0,2022-09-18 19:00:00,BCHBEAR/USDT,7.622e-05,7.635e-05,7.552e-05,7.552e-05,124586.33474576271,9.40876
1663524000000.0,2022-09-18 18:00:00,BCHBEAR/USDT,7.622e-05,7.719e-05,7.528e-05,7.622e-05,4000.0,0.30488
1663520400000.0,2022-09-18 17:00:00,BCHBEAR/USDT,7.403e-05,7.639e-05,7.403e-05,7.622e-05,4926.5284702177905,0.3755
1663516800000.0,2022-09-18 16:00:00,BCHBEAR/USDT,7.201e-05,7.482e-05,7.201e-05,7.403e-05,4987.0322842091055,0.36919
1663513200000.0,2022-09-18 15:00:00,BCHBEAR/USDT,7.201e-05,7.201e-05,7.185e-05,7.201e-05,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,BCHBEAR/USDT,6.921e-05,7.236e-05,6.921e-05,7.201e-05,1909008.1933064854,137.46768
1663506000000.0,2022-09-18 13:00:00,BCHBEAR/USDT,6.921e-05,6.936e-05,6.921e-05,6.921e-05,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,BCHBEAR/USDT,6.929e-05,6.992e-05,6.914e-05,6.921e-05,2010.1141453547175,0.13912
1663498800000.0,2022-09-18 11:00:00,BCHBEAR/USDT,6.919e-05,6.929e-05,6.919e-05,6.929e-05,0.0,0.0
