https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCD,Volume BTC
1663459200,2022-09-18 00:00:00,BCD/BTC,0.00000848,0.00000851,0.00000848,0.00000851,25.7281,0.000218493041
1663455600,2022-09-17 23:00:00,BCD/BTC,0.00000848,0.00000848,0.00000843,0.00000843,45.462,0.000383581099
1663452000,2022-09-17 22:00:00,BCD/BTC,0.00000848,0.00000848,0.00000848,0.00000848,10.5823,0.000089737904
1663448400,2022-09-17 21:00:00,BCD/BTC,0.00000852,0.00000852,0.00000852,0.00000852,0,0
1663444800,2022-09-17 20:00:00,BCD/BTC,0.00000852,0.00000852,0.00000852,0.00000852,0,0
1663441200,2022-09-17 19:00:00,BCD/BTC,0.00000836,0.00000852,0.00000832,0.00000852,1021.2829,0.008609179368
1663437600,2022-09-17 18:00:00,BCD/BTC,0.00000839,0.00000839,0.00000836,0.00000836,5.1906,0.000043430173
1663434000,2022-09-17 17:00:00,BCD/BTC,0.00000844,0.00000844,0.00000844,0.00000844,4.5183,0.000038134452
1663430400,2022-09-17 16:00:00,BCD/BTC,0.0000084,0.0000084,0.0000084,0.0000084,0,0
1663426800,2022-09-17 15:00:00,BCD/BTC,0.0000084,0.0000084,0.0000084,0.0000084,0,0
1663423200,2022-09-17 14:00:00,BCD/BTC,0.00000841,0.00000845,0.0000084,0.0000084,15.6041,0.000131150401
1663419600,2022-09-17 13:00:00,BCD/BTC,0.00000845,0.00000845,0.00000845,0.00000845,0,0
1663416000,2022-09-17 12:00:00,BCD/BTC,0.00000841,0.00000845,0.00000841,0.00000845,30.1039,0.000254201959
1663412400,2022-09-17 11:00:00,BCD/BTC,0.00000849,0.00000869,0.00000827,0.00000836,3211.5024,0.027031657888
1663408800,2022-09-17 10:00:00,BCD/BTC,0.00000848,0.00000848,0.00000848,0.00000848,0,0
1663405200,2022-09-17 09:00:00,BCD/BTC,0.00000848,0.00000848,0.00000848,0.00000848,0,0
1663401600,2022-09-17 08:00:00,BCD/BTC,0.00000848,0.00000848,0.00000848,0.00000848,0,0
1663398000,2022-09-17 07:00:00,BCD/BTC,0.00000848,0.00000848,0.00000848,0.00000848,0,0
1663394400,2022-09-17 06:00:00,BCD/BTC,0.00000848,0.00000848,0.00000848,0.00000848,0,0
1663390800,2022-09-17 05:00:00,BCD/BTC,0.00000848,0.00000848,0.00000848,0.00000848,0,0
1663387200,2022-09-17 04:00:00,BCD/BTC,0.0000084,0.00000848,0.0000084,0.00000848,41.1986,0.00034796286
1663383600,2022-09-17 03:00:00,BCD/BTC,0.00000839,0.0000084,0.00000839,0.0000084,8.2606,0.000069378083
1663380000,2022-09-17 02:00:00,BCD/BTC,0.00000837,0.00000837,0.00000835,0.00000835,187.2168,0.001564530368
1663376400,2022-09-17 01:00:00,BCD/BTC,0.00000838,0.00000838,0.00000838,0.00000838,0,0
1663372800,2022-09-17 00:00:00,BCD/BTC,0.00000839,0.00000844,0.00000838,0.00000838,15338.3697,0.12941862552
1663369200,2022-09-16 23:00:00,BCD/BTC,0.00000835,0.00000835,0.00000835,0.00000835,2.7758,0.00002317793
1663365600,2022-09-16 22:00:00,BCD/BTC,0.00000848,0.00000848,0.00000835,0.00000835,589.1695,0.004930322399
1663362000,2022-09-16 21:00:00,BCD/BTC,0.00000849,0.00000852,0.00000842,0.00000852,750.941,0.006371448767
1663358400,2022-09-16 20:00:00,BCD/BTC,0.00000852,0.00000854,0.00000841,0.00000854,2625.2694,0.022111943733
1663354800,2022-09-16 19:00:00,BCD/BTC,0.00000857,0.00000857,0.00000853,0.00000853,4.9918,0.000042661512
1663351200,2022-09-16 18:00:00,BCD/BTC,0.00000861,0.00000863,0.00000859,0.00000859,101.4456,0.000872852982
1663347600,2022-09-16 17:00:00,BCD/BTC,0.0000086,0.0000086,0.0000086,0.0000086,0,0
1663344000,2022-09-16 16:00:00,BCD/BTC,0.0000086,0.0000086,0.0000086,0.0000086,4.4271,0.00003807306
1663340400,2022-09-16 15:00:00,BCD/BTC,0.0000086,0.0000086,0.0000086,0.0000086,0,0
1663336800,2022-09-16 14:00:00,BCD/BTC,0.00000857,0.0000086,0.0000085,0.0000086,1509.2586,0.012919170162
1663333200,2022-09-16 13:00:00,BCD/BTC,0.00000848,0.00000857,0.00000848,0.00000852,109.619,0.000932181356
1663329600,2022-09-16 12:00:00,BCD/BTC,0.00000859,0.00000859,0.00000849,0.00000849,852.2512,0.007284258975
