https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LSK,Volume USDT
1659218400,2022-07-30 22:00:00,LSK/USDT,0.8208,0.8208,0.8208,0.8208,2.68952992,3.27671775
1659214800,2022-07-30 21:00:00,LSK/USDT,0.83930121,0.83930121,0.83930121,0.83930121,13.02999999,15.52481974
1659213000,2022-07-30 20:30:00,LSK/USDT,0.83930121,0.83930121,0.83930121,0.83930121,2.32244,2.76711147
1659211200,2022-07-30 20:00:00,LSK/USDT,0.83530121,0.83930121,0.8319001,0.83930121,19.39610505,23.13699426
1659209400,2022-07-30 19:30:00,LSK/USDT,0.8280001,0.83930121,0.8280001,0.83930121,68.3541726,81.99301629
1659202200,2022-07-30 17:30:00,LSK/USDT,0.8393,0.83930121,0.8393,0.8393,14.93393574,17.79331766
1659195000,2022-07-30 15:30:00,LSK/USDT,0.83930121,0.83930121,0.83930121,0.83930121,13.56470736,16.16190612
1659193200,2022-07-30 15:00:00,LSK/USDT,0.86768,0.9592,0.83340655,0.83340655,1530.53339344,1682.75272004
1659186000,2022-07-30 13:00:00,LSK/USDT,0.86768,0.86768,0.8542671,0.86768,9.69062068,11.18652277
1659184200,2022-07-30 12:30:00,LSK/USDT,0.86768,0.86768,0.86768,0.86768,2.52283617,2.9075652
1659182400,2022-07-30 12:00:00,LSK/USDT,0.86767999,0.86768,0.86767999,0.86768,11.82389326,13.62702065
1659164400,2022-07-30 07:00:00,LSK/USDT,0.8582,0.8582,0.8582,0.8582,2.99999999,3.49568865
1659162600,2022-07-30 06:30:00,LSK/USDT,0.857979,0.86767999,0.857979,0.86767999,1.57804713,1.83919063
1659157200,2022-07-30 05:00:00,LSK/USDT,0.840708,0.86768,0.840708,0.86768,66.82501136,77.07271187
1659132000,2022-07-29 22:00:00,LSK/USDT,0.8393,0.8393,0.8393,0.8393,0.59957215,0.71437168
1659123000,2022-07-29 19:30:00,LSK/USDT,0.8393,0.8393,0.8393,0.8393,2.40042785,2.86003557
1659119400,2022-07-29 18:30:00,LSK/USDT,0.8775,0.8775,0.8775,0.8775,3.34262261,3.80925654
1659110400,2022-07-29 16:00:00,LSK/USDT,0.8208,0.8208,0.80280003,0.80280003,10.92158366,13.56387004
1659101400,2022-07-29 13:30:00,LSK/USDT,0.8582,0.8582,0.8582,0.8582,8.99999999,10.48706595
1659090600,2022-07-29 10:30:00,LSK/USDT,0.82080001,0.82080001,0.82080001,0.82080001,2.19521068,2.67447692
1659083400,2022-07-29 08:30:00,LSK/USDT,0.84,0.84,0.84,0.84,20.11432954,23.94563041
1659052800,2022-07-29 00:00:00,LSK/USDT,0.8208,0.8208,0.8208,0.8208,1.51761502,1.84894618
1659045600,2022-07-28 22:00:00,LSK/USDT,0.824418,0.824418,0.82080001,0.82080001,9.51173983,11.58022691
1659043800,2022-07-28 21:30:00,LSK/USDT,0.82441801,0.82441801,0.82441801,0.82441801,26.48636498,32.12734883
1659040200,2022-07-28 20:30:00,LSK/USDT,0.84,0.84,0.84,0.84,8.35331953,9.94442802
1659034800,2022-07-28 19:00:00,LSK/USDT,0.82223701,0.82223701,0.82223701,0.82223701,8.27666256,10.06603019
1659033000,2022-07-28 18:30:00,LSK/USDT,0.8393,0.84,0.8393,0.84,25.42263038,30.2680128
1658997000,2022-07-28 08:30:00,LSK/USDT,0.809944,0.8393,0.809944,0.8393,1.53302245,1.89266199
1658991600,2022-07-28 07:00:00,LSK/USDT,0.8208,0.8208,0.8208,0.8208,3.0,3.65497077
1658980800,2022-07-28 04:00:00,LSK/USDT,0.827328,0.827328,0.7679788,0.7679788,1.07294166,1.30368182
1658975400,2022-07-28 02:30:00,LSK/USDT,0.8028,0.8208,0.8028,0.8208,7.12361526,8.69384103
1658948400,2022-07-27 19:00:00,LSK/USDT,0.80279999,0.8028,0.80279999,0.8028,4.68477867,5.83554895
1658943000,2022-07-27 17:30:00,LSK/USDT,0.80279999,0.80279999,0.80279999,0.80279999,0.95651137,1.19146909
1658939400,2022-07-27 16:30:00,LSK/USDT,0.7509,0.8028,0.7509,0.7851,82.28468746,103.14247371
1658925000,2022-07-27 12:30:00,LSK/USDT,0.7509,0.7509,0.7509,0.7509,10.19999999,13.58369956
1658901600,2022-07-27 06:00:00,LSK/USDT,0.71830011,0.71830011,0.71830011,0.71830011,24.76896931,34.48275863
1658896200,2022-07-27 04:30:00,LSK/USDT,0.71830011,0.71830011,0.71830011,0.71830011,2.2672864,3.15646117
1658889000,2022-07-27 02:30:00,LSK/USDT,0.7509,0.7509,0.7509,0.7509,1.99999999,2.6634705
1658862000,2022-07-26 19:00:00,LSK/USDT,0.721854,0.721854,0.721854,0.721854,1.00119999,1.38698407
1658856600,2022-07-26 17:30:00,LSK/USDT,0.724295,0.724295,0.724295,0.724295,0.79971612,1.1041304
1658854800,2022-07-26 17:00:00,LSK/USDT,0.724295,0.724295,0.724295,0.724295,6.85911025,9.47005054
1658853000,2022-07-26 16:30:00,LSK/USDT,0.724295,0.724295,0.724295,0.724295,1.70090723,2.34836252
1658847600,2022-07-26 15:00:00,LSK/USDT,0.724295,0.724295,0.724295,0.724295,1.49811699,2.06837959
1658804400,2022-07-26 03:00:00,LSK/USDT,0.7344,0.7344,0.7344,0.7344,2.99088595,4.07255713
1658791800,2022-07-25 23:30:00,LSK/USDT,0.75090001,0.75090001,0.7509,0.7509,5.0,6.65867623
1658736000,2022-07-25 08:00:00,LSK/USDT,0.7551,0.7551,0.7551,0.7551,16.30951304,21.59914322
1658721600,2022-07-25 04:00:00,LSK/USDT,0.7678,0.7678,0.7678,0.7678,0.34567863,0.45021964
1658718000,2022-07-25 03:00:00,LSK/USDT,0.7678,0.7678,0.7678,0.7678,1.23255244,1.60530404
1658716200,2022-07-25 02:30:00,LSK/USDT,0.7678,0.7678,0.7678,0.7678,1.42176892,1.85174384
1658709000,2022-07-25 00:30:00,LSK/USDT,0.7851,0.7851,0.7851,0.7851,0.51770571,0.65941373
1658707200,2022-07-25 00:00:00,LSK/USDT,0.7851,0.7851,0.7851,0.7851,2.48229428,3.16175555
