https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REP,Volume USDT
1605740400,2020-11-18 23:00:00,REP/USDT,14.41,14.83,14.41,14.74,12.7,0.8602
1605729600,2020-11-18 20:00:00,REP/USDT,14.38,14.41,14.38,14.41,15.41,1.069
1605726000,2020-11-18 19:00:00,REP/USDT,14.59,14.66,14.38,14.38,159.64,11.1
1605722400,2020-11-18 18:00:00,REP/USDT,14.51,14.59,14.51,14.59,5.229,0.3584
1605718800,2020-11-18 17:00:00,REP/USDT,14.41,14.51,14.41,14.51,257.28,17.77
1605715200,2020-11-18 16:00:00,REP/USDT,14.79,14.79,14.02,14.41,212.41,14.84
1605708000,2020-11-18 14:00:00,REP/USDT,14.79,14.79,14.79,14.79,227.48,15.38
1605700800,2020-11-18 12:00:00,REP/USDT,14.3,14.79,14.3,14.79,378.38,25.81
1605697200,2020-11-18 11:00:00,REP/USDT,14.23,14.3,14.17,14.3,26.45,1.858
1605693600,2020-11-18 10:00:00,REP/USDT,14.1,14.24,14.1,14.23,978.01,69.22
1605690000,2020-11-18 09:00:00,REP/USDT,14.24,14.24,14.1,14.1,14.16,1.001
1605686400,2020-11-18 08:00:00,REP/USDT,14.18,14.24,14.18,14.24,4.339,0.3047
1605679200,2020-11-18 06:00:00,REP/USDT,14.18,14.18,14.18,14.18,222.83,15.72
1605675600,2020-11-18 05:00:00,REP/USDT,14.85,14.85,14.18,14.18,35.48,2.486
1605672000,2020-11-18 04:00:00,REP/USDT,14.62,14.85,14.62,14.85,154.57,10.41
1605668400,2020-11-18 03:00:00,REP/USDT,14.44,14.62,14.44,14.62,41.1,2.811
1605654000,2020-11-17 23:00:00,REP/USDT,14.28,14.44,14.28,14.44,1.026,0.07106
1605650400,2020-11-17 22:00:00,REP/USDT,14.24,14.28,14.13,14.28,41.6,2.917
1605646800,2020-11-17 21:00:00,REP/USDT,14.31,14.31,14.24,14.24,180.21,12.61
1605643200,2020-11-17 20:00:00,REP/USDT,14.16,14.31,14.16,14.31,667.56,47.08
1605639600,2020-11-17 19:00:00,REP/USDT,14.18,14.18,14.16,14.16,2.132,0.1506
1605600000,2020-11-17 08:00:00,REP/USDT,14.18,14.18,14.18,14.18,133.47,9.411
1605596400,2020-11-17 07:00:00,REP/USDT,14.17,14.18,14.17,14.18,109.93,7.754
1605585600,2020-11-17 04:00:00,REP/USDT,14.18,14.18,14.17,14.17,28.33,2.0
1605582000,2020-11-17 03:00:00,REP/USDT,14.18,14.18,14.18,14.18,7.091,0.5
1605574800,2020-11-17 01:00:00,REP/USDT,14.17,14.18,14.17,14.18,14.18,1.0
1605567600,2020-11-16 23:00:00,REP/USDT,13.99,14.17,13.99,14.17,5.006,0.3534
1605564000,2020-11-16 22:00:00,REP/USDT,13.65,13.99,13.65,13.99,31.19,2.235
1605553200,2020-11-16 19:00:00,REP/USDT,13.96,13.96,13.65,13.65,40.46,2.965
1605542400,2020-11-16 16:00:00,REP/USDT,13.91,13.96,13.91,13.96,24.35,1.744
1605538800,2020-11-16 15:00:00,REP/USDT,13.74,13.91,13.74,13.91,8.346,0.6
1605528000,2020-11-16 12:00:00,REP/USDT,13.76,13.76,13.74,13.74,6.19,0.4505
1605506400,2020-11-16 06:00:00,REP/USDT,13.5,13.76,13.5,13.76,6.764,0.4917
1605477600,2020-11-15 22:00:00,REP/USDT,13.5,13.51,13.5,13.5,19.34,1.432
1605474000,2020-11-15 21:00:00,REP/USDT,13.81,13.81,13.5,13.5,7.819,0.5781
1605466800,2020-11-15 19:00:00,REP/USDT,13.79,13.81,13.79,13.81,44.28,3.206
1605459600,2020-11-15 17:00:00,REP/USDT,13.55,13.79,13.55,13.79,32.8,2.396
1605452400,2020-11-15 15:00:00,REP/USDT,13.75,13.75,13.55,13.55,1.084,0.08
1605427200,2020-11-15 08:00:00,REP/USDT,13.54,13.75,13.54,13.75,2.263,0.1646
1605412800,2020-11-15 04:00:00,REP/USDT,13.72,13.72,13.54,13.54,41.24,3.046
1605402000,2020-11-15 01:00:00,REP/USDT,13.79,13.79,13.72,13.72,1.084,0.07897
1605398400,2020-11-15 00:00:00,REP/USDT,13.86,13.86,13.79,13.79,99.47,7.213
1605384000,2020-11-14 20:00:00,REP/USDT,13.53,13.86,13.53,13.86,5.266,0.3798
1605373200,2020-11-14 17:00:00,REP/USDT,13.6,13.6,13.53,13.53,172.96,12.79
1605366000,2020-11-14 15:00:00,REP/USDT,13.6,13.6,13.6,13.6,50.0,3.676
1605351600,2020-11-14 11:00:00,REP/USDT,13.6,13.6,13.6,13.6,74.05,5.445
1605348000,2020-11-14 10:00:00,REP/USDT,13.6,13.6,13.6,13.6,33.33,2.451
1605344400,2020-11-14 09:00:00,REP/USDT,13.6,13.6,13.6,13.6,28.64,2.106
1605340800,2020-11-14 08:00:00,REP/USDT,13.71,13.79,13.6,13.6,293.48,21.53
1605337200,2020-11-14 07:00:00,REP/USDT,13.92,13.92,13.6,13.71,249.49,18.27
1605319200,2020-11-14 02:00:00,REP/USDT,13.91,13.92,13.91,13.92,58.68,4.215
1605294000,2020-11-13 19:00:00,REP/USDT,13.7,13.91,13.7,13.91,14.65,1.053
1605279600,2020-11-13 15:00:00,REP/USDT,13.85,13.85,13.56,13.7,314.17,23.09
1605276000,2020-11-13 14:00:00,REP/USDT,14.2,14.2,13.85,13.85,23.5,1.695
1605268800,2020-11-13 12:00:00,REP/USDT,14.66,14.66,14.2,14.2,248.97,17.53
1605265200,2020-11-13 11:00:00,REP/USDT,13.76,15.12,13.76,14.66,1250.63,84.22
1605261600,2020-11-13 10:00:00,REP/USDT,13.99,13.99,13.72,13.76,351.37,25.61
1605258000,2020-11-13 09:00:00,REP/USDT,13.9,13.99,13.9,13.99,14.65,1.051
1605207600,2020-11-12 19:00:00,REP/USDT,13.61,13.9,13.61,13.9,62.23,4.482
1605204000,2020-11-12 18:00:00,REP/USDT,13.6,13.61,13.51,13.61,71.35,5.26
1605196800,2020-11-12 16:00:00,REP/USDT,14.29,14.29,13.6,13.6,13.62,1.001
1605132000,2020-11-11 22:00:00,REP/USDT,14.13,14.29,14.13,14.29,40.62,2.843
1605117600,2020-11-11 18:00:00,REP/USDT,14.09,14.2,13.99,14.13,281.48,19.83
1605114000,2020-11-11 17:00:00,REP/USDT,14.23,14.23,14.09,14.09,12.26,0.8696
1605085200,2020-11-11 09:00:00,REP/USDT,14.19,14.23,13.97,14.23,119.88,8.566
1605081600,2020-11-11 08:00:00,REP/USDT,13.98,14.19,13.98,14.19,81.95,5.799
1605074400,2020-11-11 06:00:00,REP/USDT,14.18,14.18,13.98,13.98,38.11,2.726
1605070800,2020-11-11 05:00:00,REP/USDT,14.29,14.29,13.9,14.18,175.39,12.57
1605060000,2020-11-11 02:00:00,REP/USDT,14.49,14.49,14.28,14.29,70.81,4.956
1605056400,2020-11-11 01:00:00,REP/USDT,14.33,14.49,13.72,14.49,1026.8,71.76
1605052800,2020-11-11 00:00:00,REP/USDT,13.7,14.33,13.7,14.33,749.32,53.32
1605049200,2020-11-10 23:00:00,REP/USDT,14.0,14.0,13.7,13.7,275.47,20.07
1605045600,2020-11-10 22:00:00,REP/USDT,13.97,14.0,13.97,14.0,22.67,1.619
1605034800,2020-11-10 19:00:00,REP/USDT,13.4,13.97,13.4,13.97,214.53,15.43
1605006000,2020-11-10 11:00:00,REP/USDT,13.69,13.69,13.4,13.4,335.0,25.0
1604988000,2020-11-10 06:00:00,REP/USDT,13.69,13.69,13.69,13.69,56.66,4.139
1604984400,2020-11-10 05:00:00,REP/USDT,13.65,13.69,13.65,13.69,48.33,3.53
1604980800,2020-11-10 04:00:00,REP/USDT,13.65,13.65,13.65,13.65,1.009,0.07397
1604973600,2020-11-10 02:00:00,REP/USDT,13.65,13.65,13.65,13.65,205.19,15.04
1604970000,2020-11-10 01:00:00,REP/USDT,13.42,13.65,13.42,13.65,300.61,22.03
1604966400,2020-11-10 00:00:00,REP/USDT,13.65,13.65,13.42,13.42,5.19,0.3867
1604955600,2020-11-09 21:00:00,REP/USDT,13.28,13.65,13.28,13.65,391.78,29.35
1604923200,2020-11-09 12:00:00,REP/USDT,13.36,13.36,13.28,13.28,5.142,0.3872
1604919600,2020-11-09 11:00:00,REP/USDT,13.37,13.37,13.36,13.36,14.16,1.06
1604916000,2020-11-09 10:00:00,REP/USDT,13.31,13.39,13.2,13.37,17.61,1.324
1604901600,2020-11-09 06:00:00,REP/USDT,13.26,13.31,13.26,13.31,20.61,1.548
1604894400,2020-11-09 04:00:00,REP/USDT,13.65,13.65,13.26,13.26,329.38,24.84
1604883600,2020-11-09 01:00:00,REP/USDT,13.52,13.65,13.52,13.65,30.23,2.215
1604880000,2020-11-09 00:00:00,REP/USDT,13.32,13.52,13.32,13.52,12.17,0.9
1604869200,2020-11-08 21:00:00,REP/USDT,13.37,13.37,13.32,13.32,6.248,0.469
1604851200,2020-11-08 16:00:00,REP/USDT,13.25,13.37,13.25,13.37,14.25,1.066
1604847600,2020-11-08 15:00:00,REP/USDT,13.29,13.29,13.25,13.25,17.12,1.292
1604844000,2020-11-08 14:00:00,REP/USDT,13.2,13.29,13.2,13.29,4540.7,343.99
