https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UBXT,Volume USDT
1663462800,2022-09-18 01:00:00,UBXT/USDT,0.0053404,0.0053404,0.0053221,0.0053318,103665.5636,553.10017754681
1663459200,2022-09-18 00:00:00,UBXT/USDT,0.0053404,0.0053404,0.0053214,0.0053404,1052545.1527,5616.46205141334
1663455600,2022-09-17 23:00:00,UBXT/USDT,0.0053404,0.0053404,0.0053122,0.0053318,1006009.6939,5367.54122599362
1663452000,2022-09-17 22:00:00,UBXT/USDT,0.0053098,0.0054045,0.0053013,0.0053404,1503500.0858,8026.22715776629
1663448400,2022-09-17 21:00:00,UBXT/USDT,0.0053082,0.0053148,0.0052801,0.0053013,1002570.7007,5319.65681268313
1663444800,2022-09-17 20:00:00,UBXT/USDT,0.0053022,0.0053107,0.0052914,0.0053107,1112008.9396,5900.95918323423
1663441200,2022-09-17 19:00:00,UBXT/USDT,0.0053022,0.0053107,0.0052893,0.0053022,1035093.0944,5492.44859508826
1663437600,2022-09-17 18:00:00,UBXT/USDT,0.0053058,0.0053107,0.005296,0.0053107,1033720.765,5485.28533483588
1663434000,2022-09-17 17:00:00,UBXT/USDT,0.0052822,0.0053299,0.0052822,0.0053022,1055509.0519,5599.35647492315
1663430400,2022-09-17 16:00:00,UBXT/USDT,0.0052617,0.0053098,0.0052376,0.0052807,1133328.9927,5961.58811878065
1663426800,2022-09-17 15:00:00,UBXT/USDT,0.0052622,0.0052622,0.005251,0.0052537,1030074.9836,5416.08496236152
1663423200,2022-09-17 14:00:00,UBXT/USDT,0.005254,0.0052622,0.0052537,0.0052537,919428.7955,4834.20027114137
1663419600,2022-09-17 13:00:00,UBXT/USDT,0.0052744,0.0053005,0.005237,0.0052622,1236600.9146,6507.97267565322
1663416000,2022-09-17 12:00:00,UBXT/USDT,0.0054535,0.0054535,0.0052743,0.0052743,1396331.2196,7577.65726843167
1663412400,2022-09-17 11:00:00,UBXT/USDT,0.0054447,0.0054535,0.0054441,0.0054447,844250.8713,4600.35773665479
1663408800,2022-09-17 10:00:00,UBXT/USDT,0.0054447,0.0054535,0.0054447,0.0054447,975996.4106,5318.3079423271
1663405200,2022-09-17 09:00:00,UBXT/USDT,0.0054535,0.0054535,0.0054447,0.0054447,1044997.577,5694.2436832895
1663401600,2022-09-17 08:00:00,UBXT/USDT,0.0054535,0.0054535,0.0054447,0.0054535,991887.7277,5404.92164236356
1663398000,2022-09-17 07:00:00,UBXT/USDT,0.0054447,0.0054535,0.0054447,0.0054535,1100850.3813,5998.68231781955
1663394400,2022-09-17 06:00:00,UBXT/USDT,0.0054447,0.0054535,0.0054447,0.0054447,1006290.9187,5483.38932145045
1663390800,2022-09-17 05:00:00,UBXT/USDT,0.0054535,0.0054535,0.0054447,0.0054447,1074935.076,5857.33530038591
1663387200,2022-09-17 04:00:00,UBXT/USDT,0.0054519,0.0054647,0.005425,0.0054535,1068997.4871,5828.05437714491
1663383600,2022-09-17 03:00:00,UBXT/USDT,0.0054237,0.005466,0.0054197,0.0054592,1009441.1976,5495.73335319901
1663380000,2022-09-17 02:00:00,UBXT/USDT,0.0054494,0.0054518,0.0054236,0.0054237,1031466.813,5609.89765274346
1663376400,2022-09-17 01:00:00,UBXT/USDT,0.0054406,0.0054494,0.0054406,0.0054406,1148825.0335,6255.53243107017
1663372800,2022-09-17 00:00:00,UBXT/USDT,0.00546,0.0054916,0.0054365,0.0054494,1144152.7355,6238.52863805775
1663369200,2022-09-16 23:00:00,UBXT/USDT,0.0054808,0.0054834,0.005452,0.0054688,1033031.4896,5650.66422561115
1663365600,2022-09-16 22:00:00,UBXT/USDT,0.0054749,0.0054879,0.0054531,0.0054746,1057838.0351,5792.4650188968
1663362000,2022-09-16 21:00:00,UBXT/USDT,0.0055014,0.005502,0.0054531,0.0054795,1095294.7967,6001.3688137995
1663358400,2022-09-16 20:00:00,UBXT/USDT,0.0055029,0.0055029,0.0054816,0.0054926,1118566.761,6150.08291832219
1663354800,2022-09-16 19:00:00,UBXT/USDT,0.0055029,0.0055029,0.0054941,0.0055029,1011751.1625,5563.05836921589
1663351200,2022-09-16 18:00:00,UBXT/USDT,0.0055029,0.0055029,0.0054839,0.0054941,1107399.7945,6088.95185075098
1663347600,2022-09-16 17:00:00,UBXT/USDT,0.0054941,0.0055048,0.0054828,0.0054941,1038856.1118,5712.25005578106
1663344000,2022-09-16 16:00:00,UBXT/USDT,0.0054853,0.005504,0.0054814,0.0054941,1138352.4063,6257.75382835935
1663340400,2022-09-16 15:00:00,UBXT/USDT,0.005494,0.0055148,0.0054745,0.0054941,1021940.7632,5618.31604636795
1663336800,2022-09-16 14:00:00,UBXT/USDT,0.0054869,0.005512,0.0054735,0.005494,1067422.7666,5866.25109932258
1663333200,2022-09-16 13:00:00,UBXT/USDT,0.0054998,0.0055171,0.0054509,0.0054782,1148451.6158,6309.95564060343
1663329600,2022-09-16 12:00:00,UBXT/USDT,0.0054967,0.0055296,0.0054819,0.0054962,1039542.5167,5723.14578779443
1663326000,2022-09-16 11:00:00,UBXT/USDT,0.0055134,0.0055196,0.0054659,0.005497,602988.523,3316.86786388536
1663322400,2022-09-16 10:00:00,UBXT/USDT,0.0055171,0.0055224,0.0054966,0.0055076,373834.933,2059.9009013154
1663318800,2022-09-16 09:00:00,UBXT/USDT,0.0055111,0.0055293,0.0054962,0.0055179,375325.6042,2069.48707413189
1663315200,2022-09-16 08:00:00,UBXT/USDT,0.0055619,0.0055709,0.0054481,0.0055132,575191.4728,3177.68591046293
1663311600,2022-09-16 07:00:00,UBXT/USDT,0.0055619,0.0055709,0.0055619,0.0055619,342886.3573,1908.61360861397
1663308000,2022-09-16 06:00:00,UBXT/USDT,0.0055519,0.005571,0.0055459,0.0055709,381491.7532,2121.16072337094
1663304400,2022-09-16 05:00:00,UBXT/USDT,0.005552,0.0055707,0.0055428,0.005558,364873.4826,2027.09414617596
1663300800,2022-09-16 04:00:00,UBXT/USDT,0.0055521,0.0055704,0.0055456,0.0055609,327310.2055,1818.67844009385
1663297200,2022-09-16 03:00:00,UBXT/USDT,0.0055619,0.0055681,0.005531,0.005561,410643.3455,2279.14813057951
1663293600,2022-09-16 02:00:00,UBXT/USDT,0.005553,0.0055619,0.005553,0.0055619,380700.4432,2115.69478882992
1663290000,2022-09-16 01:00:00,UBXT/USDT,0.0055655,0.0055678,0.0055377,0.005553,374430.2283,2081.26051559875
1663286400,2022-09-16 00:00:00,UBXT/USDT,0.0055655,0.0055655,0.0055486,0.0055571,384626.3885,2138.79422436654
1663282800,2022-09-15 23:00:00,UBXT/USDT,0.0055366,0.0055773,0.0055163,0.0055655,394964.3012,2195.52839912994
1663279200,2022-09-15 22:00:00,UBXT/USDT,0.0056186,0.0056186,0.0054571,0.0055366,843610.0204,4686.51641610608
1663275600,2022-09-15 21:00:00,UBXT/USDT,0.0056098,0.0056213,0.0055985,0.0056032,372771.3596,2090.95352963277
1663272000,2022-09-15 20:00:00,UBXT/USDT,0.0055924,0.0056228,0.0055878,0.0056188,401250.5946,2250.51741849054
1663268400,2022-09-15 19:00:00,UBXT/USDT,0.0056267,0.0056358,0.00559,0.0055978,416212.2137,2337.69821769735
1663264800,2022-09-15 18:00:00,UBXT/USDT,0.0056353,0.0056472,0.0056154,0.0056358,351171.6174,1977.49222710353
1663261200,2022-09-15 17:00:00,UBXT/USDT,0.0056261,0.0056394,0.0056021,0.0056353,460098.8074,2586.53921794321
1663257600,2022-09-15 16:00:00,UBXT/USDT,0.0056527,0.0056617,0.0056144,0.0056207,347169.061,1957.80528295036
1663254000,2022-09-15 15:00:00,UBXT/USDT,0.0056668,0.0056759,0.0054691,0.0056618,581878.3978,3269.84270045103
1663250400,2022-09-15 14:00:00,UBXT/USDT,0.0056973,0.0057345,0.0054682,0.0056592,777714.5926,4381.11463537837
1663246800,2022-09-15 13:00:00,UBXT/USDT,0.0057345,0.0057437,0.005697,0.0056973,349219.0695,1997.12524589478
1663243200,2022-09-15 12:00:00,UBXT/USDT,0.0057437,0.0057499,0.0057345,0.0057345,367261.1855,2107.7331389046
1663239600,2022-09-15 11:00:00,UBXT/USDT,0.0057437,0.0057437,0.0057345,0.0057437,360823.1041,2070.75732913917
1663236000,2022-09-15 10:00:00,UBXT/USDT,0.0057411,0.0057618,0.0057327,0.0057437,391937.1846,2249.96433879704
1663232400,2022-09-15 09:00:00,UBXT/USDT,0.0057503,0.0057503,0.0057411,0.0057411,385215.5268,2213.43585616656
1663228800,2022-09-15 08:00:00,UBXT/USDT,0.0057427,0.0057519,0.0057334,0.0057503,408678.1709,2348.18231952023
1663225200,2022-09-15 07:00:00,UBXT/USDT,0.0057521,0.005764,0.005717,0.0057475,164093.7246,943.03966526109
1663221600,2022-09-15 06:00:00,UBXT/USDT,0.0057292,0.0057624,0.0057292,0.0057522,5574.5654,32.09487017347
1663218000,2022-09-15 05:00:00,UBXT/USDT,0.0057584,0.0057584,0.0057366,0.0057401,21203.0053,121.79423241453
1663214400,2022-09-15 04:00:00,UBXT/USDT,0.0056617,0.0057786,0.0056617,0.0057584,164382.7525,945.82389322007
1663210800,2022-09-15 03:00:00,UBXT/USDT,0.0057398,0.0057398,0.0056504,0.0056864,39893.7336,227.27318243137
1663207200,2022-09-15 02:00:00,UBXT/USDT,0.0056675,0.0057291,0.0056376,0.0057291,56552.9659,321.55629299552
1663203600,2022-09-15 01:00:00,UBXT/USDT,0.0056737,0.0057134,0.0056601,0.0056689,79171.7975,451.12974865209
1663200000,2022-09-15 00:00:00,UBXT/USDT,0.0056632,0.0057291,0.0056632,0.0056687,101979.1539,580.92432727088
1663196400,2022-09-14 23:00:00,UBXT/USDT,0.0056838,0.0056838,0.0056353,0.005636,23492.8149,132.67118432323
1663192800,2022-09-14 22:00:00,UBXT/USDT,0.0056745,0.0056838,0.0056431,0.0056838,4707.1023,26.68259170937
1663189200,2022-09-14 21:00:00,UBXT/USDT,0.0056955,0.0056955,0.0056392,0.0056628,33006.3952,187.38330673422
1663185600,2022-09-14 20:00:00,UBXT/USDT,0.0056498,0.0057108,0.0056498,0.0057108,36184.8124,205.90145331404
