https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AERGO,Volume BTC
1663459200,2022-09-18 00:00:00,AERGO/BTC,0.00000728,0.0000074,0.00000728,0.00000738,1795.9706,0.013202914164
1663455600,2022-09-17 23:00:00,AERGO/BTC,0.00000722,0.00000724,0.00000722,0.00000723,8930.7327,0.064589344117
1663452000,2022-09-17 22:00:00,AERGO/BTC,0.00000722,0.00000722,0.00000718,0.00000718,1028.0999,0.007386908901
1663448400,2022-09-17 21:00:00,AERGO/BTC,0.00000721,0.00000725,0.00000717,0.00000725,6502.1494,0.04697390186
1663444800,2022-09-17 20:00:00,AERGO/BTC,0.00000723,0.00000725,0.0000072,0.00000722,6307.7657,0.045561150538
1663441200,2022-09-17 19:00:00,AERGO/BTC,0.00000724,0.00000724,0.0000072,0.00000724,1146.7892,0.008286891889
1663437600,2022-09-17 18:00:00,AERGO/BTC,0.00000728,0.00000736,0.00000726,0.00000726,1826.9968,0.013333165258
1663434000,2022-09-17 17:00:00,AERGO/BTC,0.00000709,0.00000728,0.00000709,0.00000726,5081.6766,0.036504844752
1663430400,2022-09-17 16:00:00,AERGO/BTC,0.00000716,0.00000716,0.00000712,0.00000712,874.0184,0.006232594707
1663426800,2022-09-17 15:00:00,AERGO/BTC,0.00000722,0.00000723,0.00000716,0.00000718,1109.478,0.007967936341
1663423200,2022-09-17 14:00:00,AERGO/BTC,0.00000716,0.00000721,0.00000716,0.0000072,18.8124,0.000135232117
1663419600,2022-09-17 13:00:00,AERGO/BTC,0.00000718,0.00000724,0.0000071,0.00000712,13232.7236,0.094755737429
1663416000,2022-09-17 12:00:00,AERGO/BTC,0.00000722,0.00000725,0.00000714,0.00000718,53862.5256,0.387955256641
1663412400,2022-09-17 11:00:00,AERGO/BTC,0.00000731,0.00000732,0.00000711,0.00000722,63491.029,0.454976211349
1663408800,2022-09-17 10:00:00,AERGO/BTC,0.00000739,0.00000739,0.0000072,0.00000726,10801.1442,0.079197592514
1663405200,2022-09-17 09:00:00,AERGO/BTC,0.00000747,0.00000747,0.00000726,0.00000739,146014.7145,1.071907158098
1663401600,2022-09-17 08:00:00,AERGO/BTC,0.00000737,0.00000746,0.00000734,0.00000746,6499.8228,0.04822226434
1663398000,2022-09-17 07:00:00,AERGO/BTC,0.00000751,0.00000751,0.00000737,0.00000737,14698.4119,0.109268644066
1663394400,2022-09-17 06:00:00,AERGO/BTC,0.00000737,0.00000781,0.00000736,0.0000075,18205.4886,0.138013744357
1663390800,2022-09-17 05:00:00,AERGO/BTC,0.00000738,0.00000739,0.00000731,0.00000731,12029.9931,0.088173781855
1663387200,2022-09-17 04:00:00,AERGO/BTC,0.00000739,0.00000739,0.00000735,0.00000735,350.7189,0.002591796323
1663383600,2022-09-17 03:00:00,AERGO/BTC,0.00000739,0.00000739,0.00000735,0.00000736,4.6666,0.000034468516
1663380000,2022-09-17 02:00:00,AERGO/BTC,0.00000739,0.00000739,0.00000739,0.00000739,0.2956,0.000002184484
1663376400,2022-09-17 01:00:00,AERGO/BTC,0.00000734,0.00000734,0.00000731,0.00000731,2948.8537,0.021568670214
1663372800,2022-09-17 00:00:00,AERGO/BTC,0.00000738,0.00000741,0.00000732,0.00000732,5254.6458,0.038762450901
1663369200,2022-09-16 23:00:00,AERGO/BTC,0.00000738,0.00000741,0.00000736,0.00000736,1481.3898,0.010940087338
1663365600,2022-09-16 22:00:00,AERGO/BTC,0.00000736,0.00000739,0.00000736,0.00000737,2222.3651,0.016385552875
1663362000,2022-09-16 21:00:00,AERGO/BTC,0.00000732,0.00000741,0.00000731,0.00000731,6697.3007,0.048976592569
1663358400,2022-09-16 20:00:00,AERGO/BTC,0.00000744,0.00000744,0.00000736,0.00000736,611.6147,0.004521792806
1663354800,2022-09-16 19:00:00,AERGO/BTC,0.00000739,0.00000745,0.00000734,0.00000744,1654.0235,0.012272772004
1663351200,2022-09-16 18:00:00,AERGO/BTC,0.00000733,0.00000741,0.00000733,0.00000738,12697.7254,0.093357039837
1663347600,2022-09-16 17:00:00,AERGO/BTC,0.0000073,0.00000735,0.00000725,0.00000728,3067.4042,0.022324172686
1663344000,2022-09-16 16:00:00,AERGO/BTC,0.0000074,0.00000767,0.00000727,0.00000733,13199.6584,0.097038576042
1663340400,2022-09-16 15:00:00,AERGO/BTC,0.00000735,0.00000742,0.00000734,0.00000736,1928.9286,0.014188514901
1663336800,2022-09-16 14:00:00,AERGO/BTC,0.00000742,0.00000742,0.00000732,0.00000737,9835.0797,0.072402977607
1663333200,2022-09-16 13:00:00,AERGO/BTC,0.0000073,0.00000738,0.0000073,0.00000737,730.7433,0.005358330786
1663329600,2022-09-16 12:00:00,AERGO/BTC,0.00000736,0.00000736,0.00000732,0.00000732,5.7894,0.000042589525
1663326000,2022-09-16 11:00:00,AERGO/BTC,0.00000739,0.00000751,0.00000739,0.00000744,966.8325,0.007205240716
1663322400,2022-09-16 10:00:00,AERGO/BTC,0.0000074,0.00000741,0.00000731,0.00000741,6238.6985,0.045859994644
1663318800,2022-09-16 09:00:00,AERGO/BTC,0.00000726,0.00000743,0.00000725,0.00000743,6322.0566,0.046395436683
1663315200,2022-09-16 08:00:00,AERGO/BTC,0.00000745,0.00000745,0.00000717,0.00000726,80081.4511,0.583981804014
1663311600,2022-09-16 07:00:00,AERGO/BTC,0.00000751,0.00000756,0.0000074,0.00000746,42722.4352,0.318809599561
1663308000,2022-09-16 06:00:00,AERGO/BTC,0.00000761,0.00000761,0.00000745,0.00000752,1521.9956,0.011483510249
1663304400,2022-09-16 05:00:00,AERGO/BTC,0.00000767,0.00000826,0.00000745,0.00000759,122963.5132,0.921213070152
1663300800,2022-09-16 04:00:00,AERGO/BTC,0.0000091,0.0000091,0.00000763,0.00000763,72438.6522,0.59308368212
1663297200,2022-09-16 03:00:00,AERGO/BTC,0.00000885,0.00000908,0.00000877,0.00000901,3145.715,0.027898540922
1663293600,2022-09-16 02:00:00,AERGO/BTC,0.00000912,0.00000928,0.00000886,0.0000089,4994.9636,0.045233154587
1663290000,2022-09-16 01:00:00,AERGO/BTC,0.0000087,0.00000912,0.0000087,0.00000905,9090.8197,0.08109247625
1663286400,2022-09-16 00:00:00,AERGO/BTC,0.00000873,0.00000895,0.00000866,0.00000868,3050.4206,0.026696601645
1663282800,2022-09-15 23:00:00,AERGO/BTC,0.00000892,0.00000892,0.00000876,0.00000876,2527.1175,0.022222065108
1663279200,2022-09-15 22:00:00,AERGO/BTC,0.00000896,0.00000906,0.00000896,0.00000896,1304.0447,0.01173657507
1663275600,2022-09-15 21:00:00,AERGO/BTC,0.00000906,0.00000914,0.00000885,0.00000901,15744.1011,0.13995346529
1663272000,2022-09-15 20:00:00,AERGO/BTC,0.00000904,0.0000092,0.00000903,0.00000916,20710.3127,0.189618018757
1663268400,2022-09-15 19:00:00,AERGO/BTC,0.00000907,0.00000919,0.00000896,0.00000914,1063.4425,0.009622748776
1663264800,2022-09-15 18:00:00,AERGO/BTC,0.00000899,0.0000092,0.00000899,0.00000911,4307.8112,0.039411162598
1663261200,2022-09-15 17:00:00,AERGO/BTC,0.00000918,0.00000923,0.00000885,0.00000899,9077.204,0.082150285574
1663257600,2022-09-15 16:00:00,AERGO/BTC,0.0000097,0.00000982,0.00000913,0.00000916,5310.0222,0.04978707972
1663254000,2022-09-15 15:00:00,AERGO/BTC,0.00000974,0.00000981,0.00000938,0.00000975,24533.9794,0.237864872801
1663250400,2022-09-15 14:00:00,AERGO/BTC,0.00001073,0.00001073,0.00000966,0.00000982,17413.9883,0.175747813028
1663246800,2022-09-15 13:00:00,AERGO/BTC,0.00000992,0.00001086,0.00000985,0.00001082,30133.33,0.309184801014
1663243200,2022-09-15 12:00:00,AERGO/BTC,0.0000096,0.00001012,0.00000949,0.00000989,11539.6939,0.112483049564
1663239600,2022-09-15 11:00:00,AERGO/BTC,0.00000928,0.0000097,0.00000921,0.00000953,7450.5996,0.071094963095
1663236000,2022-09-15 10:00:00,AERGO/BTC,0.00000908,0.00000942,0.00000908,0.00000929,10841.8622,0.100335760566
1663232400,2022-09-15 09:00:00,AERGO/BTC,0.00000933,0.00001029,0.00000906,0.0000091,37579.6802,0.358122491138
1663228800,2022-09-15 08:00:00,AERGO/BTC,0.00000901,0.00001012,0.00000852,0.00000937,75280.0544,0.703278096186
1663225200,2022-09-15 07:00:00,AERGO/BTC,0.00000884,0.00000917,0.00000877,0.00000901,14437.8041,0.129534520874
1663221600,2022-09-15 06:00:00,AERGO/BTC,0.00000876,0.00000884,0.00000825,0.00000884,28803.8737,0.243601605737
1663218000,2022-09-15 05:00:00,AERGO/BTC,0.00000912,0.00000927,0.00000875,0.00000876,19884.4222,0.178740609904
1663214400,2022-09-15 04:00:00,AERGO/BTC,0.00000915,0.00000939,0.00000902,0.00000926,3915.6236,0.035795461553
1663210800,2022-09-15 03:00:00,AERGO/BTC,0.0000094,0.00000982,0.00000911,0.00000915,3357.5023,0.030909961193
1663207200,2022-09-15 02:00:00,AERGO/BTC,0.00000955,0.0000096,0.00000928,0.0000094,4885.3959,0.045795485232
1663203600,2022-09-15 01:00:00,AERGO/BTC,0.00000982,0.00000982,0.00000928,0.00000963,6695.7028,0.063968947457
1663200000,2022-09-15 00:00:00,AERGO/BTC,0.00001008,0.0000102,0.00000963,0.00000964,27556.8941,0.268555985583
1663196400,2022-09-14 23:00:00,AERGO/BTC,0.00001031,0.00001031,0.00001,0.00001009,453.4903,0.004583551573
1663192800,2022-09-14 22:00:00,AERGO/BTC,0.00001066,0.00001066,0.00001018,0.0000103,4343.7391,0.045326724625
1663189200,2022-09-14 21:00:00,AERGO/BTC,0.00001142,0.00001143,0.00001067,0.00001067,7420.7036,0.082937598443
1663185600,2022-09-14 20:00:00,AERGO/BTC,0.00001091,0.00001206,0.00001091,0.0000113,35695.1256,0.416988057609
1663182000,2022-09-14 19:00:00,AERGO/BTC,0.00001138,0.00001149,0.00001078,0.00001078,18241.7898,0.202059723889
1663178400,2022-09-14 18:00:00,AERGO/BTC,0.00001162,0.00001169,0.00001106,0.00001136,4853.7899,0.055444138979
1663174800,2022-09-14 17:00:00,AERGO/BTC,0.00001169,0.00001283,0.00001108,0.00001156,10993.0802,0.128748927698
1663171200,2022-09-14 16:00:00,AERGO/BTC,0.00001197,0.00001219,0.00001122,0.00001162,12114.681,0.140963460646
1663167600,2022-09-14 15:00:00,AERGO/BTC,0.00001382,0.00001382,0.00001163,0.00001192,49503.1048,0.62403041049
1663164000,2022-09-14 14:00:00,AERGO/BTC,0.00001362,0.00001393,0.00001254,0.00001393,23355.122,0.3083578275
1663160400,2022-09-14 13:00:00,AERGO/BTC,0.00001172,0.00001522,0.00001172,0.00001375,79787.3416,1.035895124897
1663156800,2022-09-14 12:00:00,AERGO/BTC,0.00001142,0.00001311,0.00001113,0.00001162,95259.466,1.133622628542
1663153200,2022-09-14 11:00:00,AERGO/BTC,0.00000986,0.00001141,0.00000986,0.00001139,44877.9823,0.480495117205
1663149600,2022-09-14 10:00:00,AERGO/BTC,0.00001054,0.00001092,0.00000966,0.0000098,62190.893,0.624341008607
1663146000,2022-09-14 09:00:00,AERGO/BTC,0.00000913,0.00001141,0.000009,0.00001062,58083.2164,0.585713519722
1663142400,2022-09-14 08:00:00,AERGO/BTC,0.00000897,0.00000922,0.00000876,0.00000922,5802.489,0.052637426033
1663138800,2022-09-14 07:00:00,AERGO/BTC,0.00000932,0.0000094,0.00000896,0.00000902,13006.6716,0.118692872893
