https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA,Volume BTC
1663459200,2022-09-18 00:00:00,MANA/BTC,0.00003744,0.00003752,0.00003735,0.00003738,16.4235,0.00061505259
1663372800,2022-09-17 00:00:00,MANA/BTC,0.00003744,0.00003787,0.000037,0.0000374,37788.1644,1.412700619842
1663286400,2022-09-16 00:00:00,MANA/BTC,0.0000364,0.00003798,0.00003614,0.00003744,10250.628,0.380756800291
1663200000,2022-09-15 00:00:00,MANA/BTC,0.00003662,0.00003669,0.00003584,0.00003648,5665.6197,0.20531526231
1663113600,2022-09-14 00:00:00,MANA/BTC,0.0000362,0.0000371,0.000036,0.00003686,11095.7499,0.40476718437
1663027200,2022-09-13 00:00:00,MANA/BTC,0.00003549,0.00003688,0.0000348,0.00003621,46478.9052,1.648637151477
1662940800,2022-09-12 00:00:00,MANA/BTC,0.0000368,0.00003701,0.00003545,0.00003549,19809.7003,0.723779016254
1662854400,2022-09-11 00:00:00,MANA/BTC,0.00003765,0.00003799,0.0000368,0.00003685,18370.0958,0.680974310676
1662768000,2022-09-10 00:00:00,MANA/BTC,0.00003781,0.00003884,0.00003734,0.00003761,37649.5929,1.422833786639
1662681600,2022-09-09 00:00:00,MANA/BTC,0.00004015,0.00004033,0.00003746,0.00003779,23316.8337,0.895580916226
1662595200,2022-09-08 00:00:00,MANA/BTC,0.00003968,0.00004014,0.00003934,0.00004005,8971.0282,0.356922917315
1662508800,2022-09-07 00:00:00,MANA/BTC,0.0000392,0.00004012,0.00003885,0.00003964,21538.0365,0.850191224024
1662422400,2022-09-06 00:00:00,MANA/BTC,0.00003992,0.00004051,0.00003882,0.00003917,19328.2944,0.767677649699
1662336000,2022-09-05 00:00:00,MANA/BTC,0.00004058,0.00004077,0.00003966,0.00003987,9634.089,0.385931700094
1662249600,2022-09-04 00:00:00,MANA/BTC,0.00003968,0.0000414,0.00003964,0.00004042,30115.2467,1.217827339923
1662163200,2022-09-03 00:00:00,MANA/BTC,0.00003887,0.00003987,0.0000386,0.00003971,4122.1287,0.161629593466
1662076800,2022-09-02 00:00:00,MANA/BTC,0.00003878,0.0000392,0.00003858,0.0000389,2440.1938,0.094828164012
1661990400,2022-09-01 00:00:00,MANA/BTC,0.00003858,0.0000388,0.00003793,0.00003873,15110.9885,0.58095211391
1661904000,2022-08-31 00:00:00,MANA/BTC,0.00003913,0.00003935,0.00003849,0.00003855,7871.2686,0.30565744717
1661817600,2022-08-30 00:00:00,MANA/BTC,0.00003922,0.00003947,0.0000384,0.00003901,9079.2248,0.353073310513
1661731200,2022-08-29 00:00:00,MANA/BTC,0.00003839,0.00003931,0.00003783,0.00003922,15352.1282,0.587363477208
1661644800,2022-08-28 00:00:00,MANA/BTC,0.00003864,0.00003931,0.00003813,0.00003838,18231.9974,0.709623439778
1661558400,2022-08-27 00:00:00,MANA/BTC,0.00003834,0.00003884,0.00003778,0.00003884,9054.6885,0.347199216646
1661472000,2022-08-26 00:00:00,MANA/BTC,0.00003885,0.00003901,0.00003767,0.00003834,15001.9561,0.576943324714
1661385600,2022-08-25 00:00:00,MANA/BTC,0.00003895,0.00003924,0.00003835,0.00003883,8871.1983,0.344507388717
1661299200,2022-08-24 00:00:00,MANA/BTC,0.00003872,0.00003945,0.00003831,0.00003895,3722.846,0.144992850954
1661212800,2022-08-23 00:00:00,MANA/BTC,0.00003879,0.00003919,0.00003837,0.00003884,5193.4875,0.200661522235
1661126400,2022-08-22 00:00:00,MANA/BTC,0.00003964,0.00003964,0.00003809,0.00003891,16430.9733,0.634256742281
1661040000,2022-08-21 00:00:00,MANA/BTC,0.00003934,0.00003995,0.00003913,0.00003959,6784.9893,0.268535329041
1660953600,2022-08-20 00:00:00,MANA/BTC,0.00004053,0.00004061,0.00003885,0.00003938,7724.5628,0.308842902917
1660867200,2022-08-19 00:00:00,MANA/BTC,0.00003982,0.00004055,0.00003853,0.00004041,53985.5854,2.126166153463
1660780800,2022-08-18 00:00:00,MANA/BTC,0.00004156,0.00004209,0.00003888,0.00003986,32565.2455,1.336195627023
1660694400,2022-08-17 00:00:00,MANA/BTC,0.00004313,0.00004366,0.00004126,0.00004144,25094.4275,1.055243257934
1660608000,2022-08-16 00:00:00,MANA/BTC,0.00004377,0.00004401,0.0000429,0.00004315,8384.0207,0.364424537625
1660521600,2022-08-15 00:00:00,MANA/BTC,0.00004401,0.00004495,0.00004332,0.00004373,20245.5632,0.894542480334
1660435200,2022-08-14 00:00:00,MANA/BTC,0.00004347,0.00004576,0.00004347,0.00004413,40690.0873,1.809725796855
1660348800,2022-08-13 00:00:00,MANA/BTC,0.0000438,0.00004423,0.00004339,0.00004348,10615.3321,0.465296879445
1660262400,2022-08-12 00:00:00,MANA/BTC,0.00004398,0.00004427,0.00004348,0.00004381,10963.9542,0.479980316592
1660176000,2022-08-11 00:00:00,MANA/BTC,0.0000448,0.00004501,0.00004337,0.00004397,23843.8192,1.051445244572
1660089600,2022-08-10 00:00:00,MANA/BTC,0.00004402,0.00004498,0.00004375,0.00004479,21352.2015,0.947479008635
1660003200,2022-08-09 00:00:00,MANA/BTC,0.0000456,0.00004628,0.0000436,0.00004403,37518.9249,1.679090127861
1659916800,2022-08-08 00:00:00,MANA/BTC,0.00004566,0.000047,0.00004501,0.00004557,22955.0758,1.059539106288
1659830400,2022-08-07 00:00:00,MANA/BTC,0.0000457,0.00004663,0.00004495,0.00004576,19048.2588,0.87326229429
1659744000,2022-08-06 00:00:00,MANA/BTC,0.00004589,0.00004704,0.00004532,0.0000458,41173.375,1.891933904549
1659657600,2022-08-05 00:00:00,MANA/BTC,0.00004391,0.00004632,0.00004367,0.0000459,56776.5001,2.544115929788
1659571200,2022-08-04 00:00:00,MANA/BTC,0.00004222,0.00004458,0.00004222,0.0000439,30756.4988,1.338910231498
1659484800,2022-08-03 00:00:00,MANA/BTC,0.00004166,0.00004296,0.00004112,0.00004215,33843.2425,1.438946819431
1659398400,2022-08-02 00:00:00,MANA/BTC,0.00004352,0.00004382,0.00004142,0.00004171,23596.2316,0.995011497796
1659312000,2022-08-01 00:00:00,MANA/BTC,0.00004178,0.0000445,0.00004171,0.00004355,43613.9081,1.87629543142
1659225600,2022-07-31 00:00:00,MANA/BTC,0.00004272,0.0000438,0.00004167,0.00004186,23110.5748,0.991740086648
1659139200,2022-07-30 00:00:00,MANA/BTC,0.00004089,0.00004461,0.00004089,0.0000427,71013.1916,3.014987155633
1659052800,2022-07-29 00:00:00,MANA/BTC,0.00004128,0.00004314,0.00004015,0.00004078,60368.2299,2.511709836795
1658966400,2022-07-28 00:00:00,MANA/BTC,0.00004161,0.00004166,0.00004068,0.00004107,36954.1623,1.519038468569
1658880000,2022-07-27 00:00:00,MANA/BTC,0.00004126,0.0000417,0.00004042,0.00004168,23561.9284,0.964815036531
