https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCH,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BCH/USDT,111.8,112.375,111.475,112.225,961.2008881710849,107870.769675
1663542000000.0,2022-09-18 23:00:00,BCH/USDT,112.35,113.1,111.425,111.8,317.552949686941,35502.419775
1663538400000.0,2022-09-18 22:00:00,BCH/USDT,112.7,112.7,111.325,112.35,4332.07117200712,486708.196175
1663534800000.0,2022-09-18 21:00:00,BCH/USDT,115.475,115.475,110.725,112.7,4128.876416370896,465324.372125
1663531200000.0,2022-09-18 20:00:00,BCH/USDT,116.275,116.325,115.2,115.475,1022.4249792162806,118064.524475
1663527600000.0,2022-09-18 19:00:00,BCH/USDT,115.65,116.325,115.35,116.275,125.61774113093958,14606.20285
1663524000000.0,2022-09-18 18:00:00,BCH/USDT,115.775,116.575,114.875,115.65,1110.660576091656,128447.895625
1663520400000.0,2022-09-18 17:00:00,BCH/USDT,117.025,117.225,115.225,115.775,1031.5802437918376,119431.202725
1663516800000.0,2022-09-18 16:00:00,BCH/USDT,118.1,118.225,116.225,117.025,3383.341033967101,395935.4845
1663513200000.0,2022-09-18 15:00:00,BCH/USDT,118.275,118.625,118.0,118.1,226.10629212531754,26703.1531
1663509600000.0,2022-09-18 14:00:00,BCH/USDT,119.9,119.9,117.8,118.275,337.2230648911435,39885.058
1663506000000.0,2022-09-18 13:00:00,BCH/USDT,120.15,120.15,119.725,119.9,8.830487489574645,1058.77545
1663502400000.0,2022-09-18 12:00:00,BCH/USDT,119.725,120.275,119.35,120.15,229.4836296296296,27572.4581
1663498800000.0,2022-09-18 11:00:00,BCH/USDT,119.925,120.1,119.725,119.725,195.82372123616622,23444.995025
1663495200000.0,2022-09-18 10:00:00,BCH/USDT,119.625,120.55,119.125,119.925,466.54617323327085,55950.549825
1663491600000.0,2022-09-18 09:00:00,BCH/USDT,121.35,121.55,119.575,119.625,687.3090022988506,82219.3394
1663488000000.0,2022-09-18 08:00:00,BCH/USDT,121.4,121.675,121.25,121.35,130.8282993407499,15876.014125
1663484400000.0,2022-09-18 07:00:00,BCH/USDT,121.4,121.675,121.175,121.4,224.89300185337726,27302.010425
1663480800000.0,2022-09-18 06:00:00,BCH/USDT,121.725,121.775,121.1,121.4,65.3989435749588,7939.43175
1663477200000.0,2022-09-18 05:00:00,BCH/USDT,121.625,121.875,121.525,121.725,52.471527829123026,6387.096725
1663473600000.0,2022-09-18 04:00:00,BCH/USDT,121.15,121.725,121.0,121.625,184.78283473792396,22474.212275
1663470000000.0,2022-09-18 03:00:00,BCH/USDT,121.35,121.35,120.85,121.15,1.9651308295501444,238.0756
1663466400000.0,2022-09-18 02:00:00,BCH/USDT,120.45,121.4,120.45,121.35,94.05764668314792,11413.895425
1663462800000.0,2022-09-18 01:00:00,BCH/USDT,120.55,120.75,120.275,120.45,140.69497882938978,16946.7102
1663459200000.0,2022-09-18 00:00:00,BCH/USDT,122.2,122.4,120.45,120.55,143.86173102447117,17342.531675
1663455600000.0,2022-09-17 23:00:00,BCH/USDT,122.125,122.45,121.825,122.2,27.624632569558102,3375.7301
1663452000000.0,2022-09-17 22:00:00,BCH/USDT,122.05,122.55,122.025,122.125,225.22614431934494,27505.742875
1663448400000.0,2022-09-17 21:00:00,BCH/USDT,122.525,122.525,122.025,122.05,0.9130395329782877,111.436475
1663444800000.0,2022-09-17 20:00:00,BCH/USDT,122.175,122.525,121.675,122.525,124.62467945317282,15269.63885
1663441200000.0,2022-09-17 19:00:00,BCH/USDT,122.05,122.325,121.9,122.175,1.8428450992428893,225.1496
1663437600000.0,2022-09-17 18:00:00,BCH/USDT,122.2,122.45,121.875,122.05,217.5520802949611,26552.2314
1663434000000.0,2022-09-17 17:00:00,BCH/USDT,122.875,123.125,122.05,122.225,291.4370339537738,35620.891475
1663430400000.0,2022-09-17 16:00:00,BCH/USDT,122.325,123.0,121.95,122.875,189.26441648016277,23255.865175
1663426800000.0,2022-09-17 15:00:00,BCH/USDT,122.525,122.975,122.1,122.325,182.18821418352746,22286.1733
1663423200000.0,2022-09-17 14:00:00,BCH/USDT,122.3,123.525,122.3,122.525,177.96473372781065,21805.129
1663419600000.0,2022-09-17 13:00:00,BCH/USDT,122.2,122.75,121.9,122.3,86.42052003270646,10569.2296
1663416000000.0,2022-09-17 12:00:00,BCH/USDT,120.425,122.525,120.125,122.2,671.3767757774141,82042.242
1663412400000.0,2022-09-17 11:00:00,BCH/USDT,121.1,121.2,120.275,120.425,100.28528648536434,12076.855625
1663408800000.0,2022-09-17 10:00:00,BCH/USDT,121.0,121.3,120.475,121.1,162.19437964492158,19641.739375
1663405200000.0,2022-09-17 09:00:00,BCH/USDT,121.25,121.6,120.725,121.0,154.57141363636362,18703.14105
1663401600000.0,2022-09-17 08:00:00,BCH/USDT,120.9,121.5,120.75,121.25,260.03020329896907,31528.66215
1663398000000.0,2022-09-17 07:00:00,BCH/USDT,121.05,121.275,120.45,120.9,102.5327334574028,12396.207475
1663394400000.0,2022-09-17 06:00:00,BCH/USDT,119.525,121.1,119.5,121.05,50.48775361420901,6111.542575
1663390800000.0,2022-09-17 05:00:00,BCH/USDT,120.1,120.1,119.325,119.525,353.25855448650907,42223.228725
1663387200000.0,2022-09-17 04:00:00,BCH/USDT,120.05,120.75,120.05,120.1,91.73745274771024,11017.668075
1663383600000.0,2022-09-17 03:00:00,BCH/USDT,120.3,120.5,120.0,120.05,266.7316043315285,32021.1291
1663380000000.0,2022-09-17 02:00:00,BCH/USDT,120.45,120.525,119.85,120.3,124.5051253117207,14977.966575
1663376400000.0,2022-09-17 01:00:00,BCH/USDT,120.1,121.075,119.525,120.45,829.3841616853466,99899.322275
1663372800000.0,2022-09-17 00:00:00,BCH/USDT,119.6,120.8,119.475,120.1,160.56457431307246,19283.805375
1663369200000.0,2022-09-16 23:00:00,BCH/USDT,119.175,119.7,118.85,119.6,3.477130643812709,415.864825
1663365600000.0,2022-09-16 22:00:00,BCH/USDT,119.925,119.925,119.15,119.175,236.41751164254248,28175.05695
1663362000000.0,2022-09-16 21:00:00,BCH/USDT,119.125,120.925,119.075,119.925,631.1450187617261,75690.066375
1663358400000.0,2022-09-16 20:00:00,BCH/USDT,118.775,119.175,118.775,119.125,14.402417838405036,1715.688025
1663354800000.0,2022-09-16 19:00:00,BCH/USDT,118.875,119.2,118.6,118.775,22.506342243738157,2673.1908
1663351200000.0,2022-09-16 18:00:00,BCH/USDT,118.425,119.2,117.675,118.875,157.39553648790746,18710.3944
1663347600000.0,2022-09-16 17:00:00,BCH/USDT,117.85,119.2,117.05,118.425,282.84224382520586,33495.592725
1663344000000.0,2022-09-16 16:00:00,BCH/USDT,118.625,118.675,116.8,117.85,318.171515485787,37496.5131
1663340400000.0,2022-09-16 15:00:00,BCH/USDT,118.05,118.9,117.75,118.625,158.79991612223395,18837.64005
1663336800000.0,2022-09-16 14:00:00,BCH/USDT,117.125,119.075,116.95,118.05,425.1081177467175,50184.0133
1663333200000.0,2022-09-16 13:00:00,BCH/USDT,118.45,118.725,116.625,117.125,671.6088548559231,78662.187125
1663329600000.0,2022-09-16 12:00:00,BCH/USDT,119.4,119.975,118.3,118.45,481.87587378640774,57078.19725
1663326000000.0,2022-09-16 11:00:00,BCH/USDT,117.8,120.025,117.725,119.4,421.22215494137356,50293.9253
1663322400000.0,2022-09-16 10:00:00,BCH/USDT,117.225,118.05,117.025,117.8,43.81403544142615,5161.293375
1663318800000.0,2022-09-16 09:00:00,BCH/USDT,116.225,117.325,116.125,117.225,291.7928061420345,34205.4117
1663315200000.0,2022-09-16 08:00:00,BCH/USDT,117.375,117.6,116.225,116.225,444.5249817164982,51664.916
1663311600000.0,2022-09-16 07:00:00,BCH/USDT,118.3,118.45,117.25,117.375,2875.3625369542065,337495.677775
1663308000000.0,2022-09-16 06:00:00,BCH/USDT,118.15,118.7,117.975,118.3,93.60353148774303,11073.297775
1663304400000.0,2022-09-16 05:00:00,BCH/USDT,118.3,119.2,118.125,118.15,504.1656900126957,59567.176275
1663300800000.0,2022-09-16 04:00:00,BCH/USDT,118.175,118.75,118.15,118.3,325.06905642434486,38455.669375
1663297200000.0,2022-09-16 03:00:00,BCH/USDT,118.025,118.275,117.525,118.175,426.8911910302517,50447.8665
1663293600000.0,2022-09-16 02:00:00,BCH/USDT,117.9,118.325,116.4,118.025,616.078366659606,72712.649225
1663290000000.0,2022-09-16 01:00:00,BCH/USDT,118.55,118.575,117.8,117.9,119.24739652247668,14059.26805
1663286400000.0,2022-09-16 00:00:00,BCH/USDT,117.625,118.75,116.85,118.55,686.170109236609,81345.46645
1663282800000.0,2022-09-15 23:00:00,BCH/USDT,117.875,118.1,117.45,117.625,33.90994303931987,3988.65705
1663279200000.0,2022-09-15 22:00:00,BCH/USDT,119.775,119.875,117.2,117.875,73.03801548250264,8609.356075
1663275600000.0,2022-09-15 21:00:00,BCH/USDT,120.175,120.2,119.575,119.775,16.309873512836567,1953.5151
1663272000000.0,2022-09-15 20:00:00,BCH/USDT,118.7,120.3,118.675,120.175,13.840028708133971,1663.22545
1663268400000.0,2022-09-15 19:00:00,BCH/USDT,118.25,118.975,118.125,118.7,30.919906065711878,3670.19285
1663264800000.0,2022-09-15 18:00:00,BCH/USDT,118.875,119.15,118.175,118.25,73.9108334038055,8739.95605
