https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LSK,Volume BTC
1663459200,2022-09-18 00:00:00,LSK/BTC,0.00005079,0.00005079,0.0000503,0.0000503,215.4155,0.01086555247
1663372800,2022-09-17 00:00:00,LSK/BTC,0.00005053,0.00005084,0.00005005,0.00005033,195.8675,0.00988563522
1663286400,2022-09-16 00:00:00,LSK/BTC,0.00004991,0.00005139,0.00004941,0.00005052,1184.1118,0.059236138759
1663200000,2022-09-15 00:00:00,LSK/BTC,0.00005037,0.00005094,0.00004926,0.0000497,9401.9765,0.469842843578
1663113600,2022-09-14 00:00:00,LSK/BTC,0.00004979,0.00005085,0.00004941,0.00005004,1077.0603,0.053859522129
1663027200,2022-09-13 00:00:00,LSK/BTC,0.00004893,0.00005032,0.0000479,0.00004947,3400.0871,0.165433898998
1662940800,2022-09-12 00:00:00,LSK/BTC,0.00004972,0.00005051,0.00004827,0.00004866,7479.5175,0.366398500322
1662854400,2022-09-11 00:00:00,LSK/BTC,0.00004951,0.00005072,0.00004912,0.00004974,1638.3884,0.082922237188
1662768000,2022-09-10 00:00:00,LSK/BTC,0.00005078,0.00005085,0.00004914,0.00004918,1287.0291,0.064231709111
1662681600,2022-09-09 00:00:00,LSK/BTC,0.00005424,0.00005565,0.00005003,0.00005079,14281.0861,0.742153138932
1662595200,2022-09-08 00:00:00,LSK/BTC,0.00005194,0.00006697,0.00005183,0.00005389,29630.633,1.70080116208
1662508800,2022-09-07 00:00:00,LSK/BTC,0.00005165,0.00005264,0.00005099,0.00005187,6501.0814,0.334528829928
1662422400,2022-09-06 00:00:00,LSK/BTC,0.00005317,0.0000542,0.00005171,0.00005211,1777.802,0.094526567444
1662336000,2022-09-05 00:00:00,LSK/BTC,0.00005336,0.00005336,0.00005234,0.00005312,238.4746,0.012609246821
1662249600,2022-09-04 00:00:00,LSK/BTC,0.00005344,0.00005372,0.0000528,0.0000528,407.8683,0.021771133481
1662163200,2022-09-03 00:00:00,LSK/BTC,0.00005198,0.00005365,0.00005198,0.00005321,217.943,0.011479586765
1662076800,2022-09-02 00:00:00,LSK/BTC,0.00005304,0.00005304,0.00005198,0.00005251,309.5868,0.016218466222
1661990400,2022-09-01 00:00:00,LSK/BTC,0.0000533,0.00005381,0.00005234,0.00005281,1002.0276,0.052991051588
1661904000,2022-08-31 00:00:00,LSK/BTC,0.0000532,0.00005388,0.00005265,0.00005334,1305.4974,0.069597875005
1661817600,2022-08-30 00:00:00,LSK/BTC,0.00005252,0.00005346,0.00005205,0.0000533,312.9835,0.016587502869
