https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TEL,Volume BTC
1663459200,2022-09-18 00:00:00,TEL/BTC,0.0000000719,0.0000000723,0.0000000717,0.0000000723,378055.91,0.027220142294
1663372800,2022-09-17 00:00:00,TEL/BTC,0.0000000726,0.0000000729,0.0000000699,0.0000000722,9664915.81,0.694814538073
1663286400,2022-09-16 00:00:00,TEL/BTC,0.000000073,0.0000000741,0.0000000712,0.0000000725,20160675.17,1.462342859796
1663200000,2022-09-15 00:00:00,TEL/BTC,0.0000000742,0.0000000744,0.000000072,0.000000073,15833792.84,1.157577805643
1663113600,2022-09-14 00:00:00,TEL/BTC,0.0000000735,0.0000000752,0.0000000729,0.000000074,17428106.69,1.293797628254
1663027200,2022-09-13 00:00:00,TEL/BTC,0.0000000678,0.0000000738,0.0000000675,0.0000000732,23898857.74,1.6743097386
1662940800,2022-09-12 00:00:00,TEL/BTC,0.0000000704,0.0000000706,0.0000000675,0.0000000681,19314295.49,1.338170020561
1662854400,2022-09-11 00:00:00,TEL/BTC,0.0000000705,0.0000000719,0.0000000701,0.0000000702,7586133.93,0.538238269711
1662768000,2022-09-10 00:00:00,TEL/BTC,0.0000000716,0.000000072,0.00000007,0.0000000705,8357594.19,0.593801846063
1662681600,2022-09-09 00:00:00,TEL/BTC,0.000000077,0.0000000776,0.0000000714,0.0000000715,15226705.5,1.121229653194
1662595200,2022-09-08 00:00:00,TEL/BTC,0.0000000781,0.0000000793,0.0000000768,0.0000000773,20491941.55,1.603334385056
1662508800,2022-09-07 00:00:00,TEL/BTC,0.0000000792,0.0000000799,0.0000000766,0.0000000785,21493720.34,1.689420115912
1662422400,2022-09-06 00:00:00,TEL/BTC,0.0000000777,0.0000000808,0.0000000772,0.0000000791,23713890.84,1.86758199531
1662336000,2022-09-05 00:00:00,TEL/BTC,0.000000079,0.0000000792,0.0000000773,0.000000078,9875778.1,0.772264504384
1662249600,2022-09-04 00:00:00,TEL/BTC,0.0000000773,0.0000000803,0.0000000765,0.0000000785,16276505.89,1.270702678527
1662163200,2022-09-03 00:00:00,TEL/BTC,0.0000000766,0.0000000781,0.0000000761,0.0000000773,8181241.88,0.630768111262
1662076800,2022-09-02 00:00:00,TEL/BTC,0.0000000774,0.0000000784,0.0000000761,0.000000077,7233624.35,0.55663252012
1661990400,2022-09-01 00:00:00,TEL/BTC,0.0000000776,0.0000000787,0.0000000761,0.0000000768,20108984.33,1.555209591662
1661904000,2022-08-31 00:00:00,TEL/BTC,0.0000000784,0.0000000805,0.0000000759,0.0000000777,27798561.5,2.178190768297
1661817600,2022-08-30 00:00:00,TEL/BTC,0.0000000783,0.00000008,0.0000000745,0.0000000782,53045760.48,4.128728413405
1661731200,2022-08-29 00:00:00,TEL/BTC,0.0000000774,0.0000000794,0.0000000745,0.0000000784,29231677.79,2.262554407505
1661644800,2022-08-28 00:00:00,TEL/BTC,0.0000000768,0.0000000781,0.0000000763,0.0000000774,6372842.12,0.493129859797
1661558400,2022-08-27 00:00:00,TEL/BTC,0.0000000761,0.0000000784,0.0000000745,0.0000000768,28118813.52,2.158305662638
1661472000,2022-08-26 00:00:00,TEL/BTC,0.0000000773,0.0000000776,0.0000000747,0.0000000757,18302226.59,1.390328088706
