https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume DAI
1663545600000,2022-09-19 00:00:00,DAI/BTC,5.147e-05,5.151e-05,5.13e-05,5.139e-05,0.0015543687280652999,30.24652127
1663459200000,2022-09-18 00:00:00,DAI/BTC,4.969e-05,5.176e-05,4.969e-05,5.154e-05,0.1209875814102972,2347.45016318
1663372800000,2022-09-17 00:00:00,DAI/BTC,5.049e-05,5.056e-05,4.952e-05,4.965e-05,0.057346021752324,1155.00547336
1663286400000,2022-09-16 00:00:00,DAI/BTC,5.08e-05,5.168e-05,5.032e-05,5.058e-05,0.3816516109374864,7545.50436808
1663200000000,2022-09-15 00:00:00,DAI/BTC,4.942e-05,5.121e-05,4.918e-05,5.08e-05,0.4837212850828,9522.072541
1663113600000,2022-09-14 00:00:00,DAI/BTC,4.974e-05,5.095e-05,4.879e-05,4.941e-05,0.3154498272410499,6384.3316583900005
1663027200000,2022-09-13 00:00:00,DAI/BTC,4.47e-05,5.038e-05,4.4e-05,4.968e-05,0.5714504476480008,11502.62575781
1662940800000,2022-09-12 00:00:00,DAI/BTC,4.582e-05,4.638e-05,4.453e-05,4.48e-05,0.38265506533407995,8541.40770835
1662854400000,2022-09-11 00:00:00,DAI/BTC,4.621e-05,4.677e-05,4.584e-05,4.592e-05,0.134421518968744,2927.29788695
1662768000000,2022-09-10 00:00:00,DAI/BTC,4.681e-05,4.76e-05,4.591e-05,4.62e-05,0.246065036537166,5326.08304193
1662681600000,2022-09-09 00:00:00,DAI/BTC,5.17e-05,5.184e-05,4.647e-05,4.674e-05,0.46997663814499685,10055.12704632
1662595200000,2022-09-08 00:00:00,DAI/BTC,5.173e-05,5.287e-05,5.143e-05,5.178e-05,0.2238959181069588,4323.98451346
1662508800000,2022-09-07 00:00:00,DAI/BTC,5.332e-05,5.387e-05,5.135e-05,5.179e-05,0.8592504463430062,16591.04935978
1662422400000,2022-09-06 00:00:00,DAI/BTC,5.045e-05,5.346e-05,4.962e-05,5.325e-05,0.8551336383556125,16058.84766865
1662336000000,2022-09-05 00:00:00,DAI/BTC,5.001e-05,5.091e-05,4.995e-05,5.072e-05,0.5381975641511872,10611.15071276
1662249600000,2022-09-04 00:00:00,DAI/BTC,5.04e-05,5.107e-05,5.004e-05,5.006e-05,0.10384800447047239,2074.47072454
1662163200000,2022-09-03 00:00:00,DAI/BTC,5.017e-05,5.404e-05,4.992e-05,5.041e-05,1.2272995600267496,24346.35112134
1662076800000,2022-09-02 00:00:00,DAI/BTC,4.978e-05,5.061e-05,4.895e-05,5.01e-05,0.539642548419669,10771.30835169
