https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUKU,Volume BTC
1663459200,2022-09-18 00:00:00,SUKU/BTC,0.000004048,0.000004048,0.00000404,0.000004046,1.4209,0.0000057465678
1663455600,2022-09-17 23:00:00,SUKU/BTC,0.000004024,0.000004058,0.000004024,0.000004058,29.5292,0.000119685488
1663452000,2022-09-17 22:00:00,SUKU/BTC,0.00000401,0.000004021,0.00000401,0.000004021,26.592,0.0001067620279
1663448400,2022-09-17 21:00:00,SUKU/BTC,0.000003994,0.000003994,0.000003982,0.000003994,759.2724,0.0030325184904
1663444800,2022-09-17 20:00:00,SUKU/BTC,0.000004026,0.000004027,0.000004001,0.000004001,63.5831,0.000255990814
1663441200,2022-09-17 19:00:00,SUKU/BTC,0.000004032,0.000004039,0.000004023,0.000004023,1248.6978,0.0050434604192
1663437600,2022-09-17 18:00:00,SUKU/BTC,0.000004015,0.000004029,0.000004015,0.000004029,21.234,0.000085542231
1663434000,2022-09-17 17:00:00,SUKU/BTC,0.000003971,0.000004026,0.000003971,0.000004001,4845.6226,0.0193033402268
1663430400,2022-09-17 16:00:00,SUKU/BTC,0.000004024,0.000004049,0.000003981,0.000003985,374.1757,0.0014982579397
1663426800,2022-09-17 15:00:00,SUKU/BTC,0.000004044,0.000004062,0.000004043,0.000004062,90.9289,0.0003677297613
1663423200,2022-09-17 14:00:00,SUKU/BTC,0.000004048,0.000004049,0.000004043,0.000004044,4.271,0.0000172836814
1663419600,2022-09-17 13:00:00,SUKU/BTC,0.000004033,0.000004043,0.000004033,0.000004033,4818.2819,0.0194733534257
1663416000,2022-09-17 12:00:00,SUKU/BTC,0.000004119,0.00000412,0.000004032,0.000004032,76.0228,0.0003116114379
1663412400,2022-09-17 11:00:00,SUKU/BTC,0.000004119,0.000004119,0.000004107,0.000004107,0.734,0.0000030182568
1663408800,2022-09-17 10:00:00,SUKU/BTC,0.000004119,0.000004119,0.000004106,0.000004106,1.8652,0.0000076726379
1663405200,2022-09-17 09:00:00,SUKU/BTC,0.000004153,0.000004153,0.00000412,0.00000412,4.0136,0.0000165722728
1663401600,2022-09-17 08:00:00,SUKU/BTC,0.000004154,0.00000416,0.000004154,0.00000416,12.642,0.0000525885702
1663398000,2022-09-17 07:00:00,SUKU/BTC,0.000004182,0.000004182,0.000004132,0.000004132,0.8057,0.0000033479924
1663394400,2022-09-17 06:00:00,SUKU/BTC,0.000004165,0.000004178,0.000004165,0.000004178,790.9465,0.0032966247792
1663390800,2022-09-17 05:00:00,SUKU/BTC,0.000004148,0.000004187,0.000004148,0.000004187,4.2215,0.0000175591118
1663387200,2022-09-17 04:00:00,SUKU/BTC,0.000004051,0.000004148,0.000004051,0.000004148,32.3719,0.0001340123574
1663383600,2022-09-17 03:00:00,SUKU/BTC,0.00000404,0.000004063,0.00000404,0.000004063,3.2214,0.0000130639037
1663380000,2022-09-17 02:00:00,SUKU/BTC,0.000004036,0.000004048,0.000004024,0.000004043,102.341,0.0004142579764
1663376400,2022-09-17 01:00:00,SUKU/BTC,0.000004057,0.000004057,0.000004017,0.000004023,15.7488,0.0000634480857
1663372800,2022-09-17 00:00:00,SUKU/BTC,0.000004125,0.000004133,0.000004063,0.000004063,33.4602,0.0001367096136
1663369200,2022-09-16 23:00:00,SUKU/BTC,0.000004125,0.000004125,0.000004125,0.000004125,0,0
1663365600,2022-09-16 22:00:00,SUKU/BTC,0.000004117,0.000004125,0.000004117,0.000004125,150.6403,0.0006204018677
1663362000,2022-09-16 21:00:00,SUKU/BTC,0.000004102,0.00000412,0.000004102,0.00000412,363.9333,0.0014993908014
1663358400,2022-09-16 20:00:00,SUKU/BTC,0.00000411,0.000004121,0.00000411,0.000004121,0.846,0.0000034825446
1663354800,2022-09-16 19:00:00,SUKU/BTC,0.000004099,0.000004116,0.000004094,0.000004116,13.1362,0.0000540100295
1663351200,2022-09-16 18:00:00,SUKU/BTC,0.000004103,0.000004131,0.00000408,0.000004131,84.9531,0.0003493902316
1663347600,2022-09-16 17:00:00,SUKU/BTC,0.000004115,0.000004136,0.000004115,0.00000412,1.6537,0.0000068199726
1663344000,2022-09-16 16:00:00,SUKU/BTC,0.000004127,0.000004139,0.0000041,0.000004116,2871.7528,0.0118487902225
1663340400,2022-09-16 15:00:00,SUKU/BTC,0.000004161,0.000004187,0.00000415,0.00000415,22.4967,0.0000936188391
1663336800,2022-09-16 14:00:00,SUKU/BTC,0.000004193,0.000004193,0.000004156,0.000004187,3.3743,0.0000140649251
1663333200,2022-09-16 13:00:00,SUKU/BTC,0.000004186,0.000004187,0.000004143,0.000004187,79.0361,0.0003290105637
1663329600,2022-09-16 12:00:00,SUKU/BTC,0.000004192,0.000004195,0.000004191,0.000004194,175.6435,0.0007361329541
1663326000,2022-09-16 11:00:00,SUKU/BTC,0.000004158,0.0000042,0.000004158,0.0000042,6.9755,0.0000291670762
1663322400,2022-09-16 10:00:00,SUKU/BTC,0.000004168,0.000004168,0.000004162,0.000004163,1503.4928,0.006259043136
1663318800,2022-09-16 09:00:00,SUKU/BTC,0.000004158,0.000004177,0.000004158,0.000004159,8.7456,0.0000363761875
1663315200,2022-09-16 08:00:00,SUKU/BTC,0.000004153,0.000004187,0.000004153,0.000004156,61.2671,0.0002557915563
1663311600,2022-09-16 07:00:00,SUKU/BTC,0.000004153,0.000004153,0.000004148,0.000004148,58.111,0.0002413323315
1663308000,2022-09-16 06:00:00,SUKU/BTC,0.000004084,0.000004141,0.000004084,0.000004136,929.8167,0.0037979655943
