https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume T,Volume USDT
1663459200,2022-09-18 00:00:00,T/USDT,0.03213,0.0323,0.03213,0.03213,338.2829,10.923409857
1663455600,2022-09-17 23:00:00,T/USDT,0.03223,0.03233,0.03223,0.03233,327.7346,10.563673728
1663452000,2022-09-17 22:00:00,T/USDT,0.0322,0.03223,0.0322,0.03223,662.5554,21.334413702
1663448400,2022-09-17 21:00:00,T/USDT,0.03214,0.0322,0.03213,0.0322,174.284,5.604437311
1663444800,2022-09-17 20:00:00,T/USDT,0.03193,0.03214,0.03186,0.03214,6269.8361,200.004447346
1663441200,2022-09-17 19:00:00,T/USDT,0.03203,0.03203,0.03203,0.03203,569.702,18.24755506
1663437600,2022-09-17 18:00:00,T/USDT,0.03203,0.03203,0.03203,0.03203,3.9085,0.125189255
1663434000,2022-09-17 17:00:00,T/USDT,0.03214,0.03214,0.03203,0.03203,1921.3244,61.550904077
1663430400,2022-09-17 16:00:00,T/USDT,0.032,0.03213,0.032,0.0321,80.7078,2.584913848
1663426800,2022-09-17 15:00:00,T/USDT,0.0321,0.03213,0.0321,0.0321,134.6232,4.325247777
1663423200,2022-09-17 14:00:00,T/USDT,0.032,0.0321,0.032,0.0321,489.866,15.67640223
1663419600,2022-09-17 13:00:00,T/USDT,0.03206,0.03206,0.032,0.032,13.5714,0.434476608
1663416000,2022-09-17 12:00:00,T/USDT,0.03183,0.03206,0.03183,0.03206,8.4895,0.271013963
1663412400,2022-09-17 11:00:00,T/USDT,0.03206,0.03206,0.03206,0.03206,9.6104,0.308109424
1663408800,2022-09-17 10:00:00,T/USDT,0.03209,0.03214,0.03193,0.03193,386.6305,12.408567162
1663405200,2022-09-17 09:00:00,T/USDT,0.03206,0.03209,0.03186,0.03209,8409.2943,268.395200219
1663401600,2022-09-17 08:00:00,T/USDT,0.03184,0.03184,0.03184,0.03184,2770.3417,88.207679728
1663398000,2022-09-17 07:00:00,T/USDT,0.03184,0.03184,0.03184,0.03184,11.1908,0.356315072
1663394400,2022-09-17 06:00:00,T/USDT,0.03196,0.03196,0.03184,0.03184,332.1668,10.577057936
1663390800,2022-09-17 05:00:00,T/USDT,0.03196,0.03196,0.03176,0.03184,30.8677,0.98205408
1663387200,2022-09-17 04:00:00,T/USDT,0.032,0.03213,0.032,0.03213,96.9184,3.113526978
1663383600,2022-09-17 03:00:00,T/USDT,0.03196,0.03196,0.03196,0.03196,4.4365,0.14179054
1663380000,2022-09-17 02:00:00,T/USDT,0.03196,0.03196,0.03184,0.03184,11.5155,0.367642368
1663376400,2022-09-17 01:00:00,T/USDT,0.03184,0.03184,0.03184,0.03184,16.4966,0.525251744
1663372800,2022-09-17 00:00:00,T/USDT,0.03173,0.03223,0.03173,0.03206,23783.2353,762.616032126
1663369200,2022-09-16 23:00:00,T/USDT,0.03175,0.03175,0.03153,0.03153,17.2899,0.546030063
1663365600,2022-09-16 22:00:00,T/USDT,0.03163,0.03175,0.03163,0.03175,10.5011,0.332585237
1663362000,2022-09-16 21:00:00,T/USDT,0.03161,0.03188,0.03153,0.03153,496.7817,15.677628112
1663358400,2022-09-16 20:00:00,T/USDT,0.03161,0.03171,0.03157,0.03171,110.4995,3.49286886
1663354800,2022-09-16 19:00:00,T/USDT,0.03191,0.03191,0.0317,0.0317,494.2309,15.690921278
1663351200,2022-09-16 18:00:00,T/USDT,0.03203,0.03213,0.03186,0.03205,2141.0282,68.540764492
1663347600,2022-09-16 17:00:00,T/USDT,0.0319,0.03197,0.03163,0.03193,1910.8356,60.67611467
1663344000,2022-09-16 16:00:00,T/USDT,0.03197,0.03299,0.03177,0.03193,35262.7851,1132.967700231
1663340400,2022-09-16 15:00:00,T/USDT,0.03207,0.03226,0.03207,0.03223,3708.1015,119.463611843
1663336800,2022-09-16 14:00:00,T/USDT,0.03157,0.03226,0.03157,0.03216,3384.54,107.63693202
1663333200,2022-09-16 13:00:00,T/USDT,0.03217,0.03217,0.03158,0.03158,10731.9778,341.723668929
1663329600,2022-09-16 12:00:00,T/USDT,0.03222,0.03222,0.03197,0.03197,18.9505,0.608884724
1663326000,2022-09-16 11:00:00,T/USDT,0.03218,0.03218,0.03218,0.03218,3.2953,0.106042754
1663322400,2022-09-16 10:00:00,T/USDT,0.03195,0.0322,0.03195,0.03197,510.2567,16.371205516
1663318800,2022-09-16 09:00:00,T/USDT,0.03165,0.03195,0.03164,0.03195,773.0474,24.597511301
1663315200,2022-09-16 08:00:00,T/USDT,0.03155,0.03177,0.03155,0.03164,473.141,15.023228492
1663311600,2022-09-16 07:00:00,T/USDT,0.03175,0.03176,0.03164,0.03176,416.4463,13.22142161
1663308000,2022-09-16 06:00:00,T/USDT,0.03154,0.03177,0.03154,0.03164,1019.39,32.275143768
1663304400,2022-09-16 05:00:00,T/USDT,0.03117,0.03157,0.031,0.03144,10991.6937,345.939081849
1663300800,2022-09-16 04:00:00,T/USDT,0.03036,0.03119,0.03036,0.031,5177.5793,160.591239659
1663297200,2022-09-16 03:00:00,T/USDT,0.0305,0.0305,0.03033,0.03036,4795.733,145.581731044
1663293600,2022-09-16 02:00:00,T/USDT,0.03012,0.03084,0.0299,0.03062,22035.5381,672.642498951
1663290000,2022-09-16 01:00:00,T/USDT,0.03016,0.03016,0.03016,0.03016,81.1774,2.448310384
1663286400,2022-09-16 00:00:00,T/USDT,0.03013,0.0302,0.02994,0.03004,978.537,29.517091577
1663282800,2022-09-15 23:00:00,T/USDT,0.03005,0.03017,0.02978,0.03013,109871.3058,3282.563995181
1663279200,2022-09-15 22:00:00,T/USDT,0.03046,0.03046,0.0301,0.0301,1489.9538,44.979437328
1663275600,2022-09-15 21:00:00,T/USDT,0.03066,0.03066,0.0305,0.0305,716.1244,21.939055951
1663272000,2022-09-15 20:00:00,T/USDT,0.03081,0.03081,0.03066,0.03066,300.9104,9.262474021
1663268400,2022-09-15 19:00:00,T/USDT,0.03062,0.03102,0.03062,0.03081,98057.8395,3029.530276274
1663264800,2022-09-15 18:00:00,T/USDT,0.0307,0.03097,0.03062,0.03062,5390.108,165.588242583
1663261200,2022-09-15 17:00:00,T/USDT,0.0306,0.03079,0.03054,0.03055,5970.0683,183.632723397
1663257600,2022-09-15 16:00:00,T/USDT,0.03056,0.03059,0.03033,0.03059,1023.852,31.065274975
1663254000,2022-09-15 15:00:00,T/USDT,0.0307,0.03109,0.0304,0.03056,82150.7136,2507.411852214
1663250400,2022-09-15 14:00:00,T/USDT,0.03155,0.03157,0.0307,0.0307,8754.3323,270.720209528
1663246800,2022-09-15 13:00:00,T/USDT,0.0315,0.0315,0.03121,0.03143,3795.1882,118.495307415
1663243200,2022-09-15 12:00:00,T/USDT,0.03175,0.03175,0.03115,0.03138,18401.1352,577.380782482
1663239600,2022-09-15 11:00:00,T/USDT,0.03181,0.03184,0.03181,0.03184,988.7578,31.467210784
1663236000,2022-09-15 10:00:00,T/USDT,0.03195,0.03195,0.03176,0.03176,16896.7005,537.22004128
1663232400,2022-09-15 09:00:00,T/USDT,0.03206,0.03235,0.03173,0.03174,11951.2209,383.771663519
1663228800,2022-09-15 08:00:00,T/USDT,0.03202,0.03202,0.03186,0.03186,682.592,21.839380343
1663225200,2022-09-15 07:00:00,T/USDT,0.03189,0.0322,0.03189,0.03203,1108.9684,35.521741958
1663221600,2022-09-15 06:00:00,T/USDT,0.03171,0.03176,0.03132,0.03176,888.176,28.028870003
1663218000,2022-09-15 05:00:00,T/USDT,0.03164,0.0317,0.03156,0.0317,11012.6984,348.155393308
1663214400,2022-09-15 04:00:00,T/USDT,0.03174,0.03174,0.03155,0.03155,4141.6175,131.368038732
1663210800,2022-09-15 03:00:00,T/USDT,0.0318,0.0318,0.03163,0.0318,575.8551,18.217410533
1663207200,2022-09-15 02:00:00,T/USDT,0.0322,0.0322,0.0316,0.03164,4454.2938,140.998918037
1663203600,2022-09-15 01:00:00,T/USDT,0.0322,0.0322,0.0322,0.0322,3.3916,0.10920952
1663200000,2022-09-15 00:00:00,T/USDT,0.03243,0.03243,0.03223,0.03223,26.6678,0.861476534
1663196400,2022-09-14 23:00:00,T/USDT,0.03239,0.03254,0.03223,0.03245,13578.2577,441.428971911
1663192800,2022-09-14 22:00:00,T/USDT,0.0323,0.0323,0.03213,0.03213,9.7272,0.313294972
1663189200,2022-09-14 21:00:00,T/USDT,0.03193,0.0322,0.03193,0.03213,816.4279,26.093475267
1663185600,2022-09-14 20:00:00,T/USDT,0.0319,0.0319,0.03183,0.0319,379.9925,12.097620256
1663182000,2022-09-14 19:00:00,T/USDT,0.03175,0.0319,0.03175,0.0319,885.3899,28.145423291
1663178400,2022-09-14 18:00:00,T/USDT,0.03194,0.03194,0.03153,0.03176,4134.533,131.653216831
1663174800,2022-09-14 17:00:00,T/USDT,0.03184,0.03211,0.03184,0.03194,7949.2148,254.384755862
1663171200,2022-09-14 16:00:00,T/USDT,0.03197,0.03197,0.03181,0.03181,69.8792,2.223832177
1663167600,2022-09-14 15:00:00,T/USDT,0.03214,0.0322,0.03204,0.03204,84.4197,2.713377792
1663164000,2022-09-14 14:00:00,T/USDT,0.03213,0.03213,0.03194,0.03194,399.96,12.844938838
1663160400,2022-09-14 13:00:00,T/USDT,0.03176,0.03204,0.03176,0.03197,1397.9482,44.776808156
1663156800,2022-09-14 12:00:00,T/USDT,0.0315,0.0315,0.0315,0.0315,0,0
1663153200,2022-09-14 11:00:00,T/USDT,0.03155,0.03155,0.0315,0.0315,66.4363,2.092908215
1663149600,2022-09-14 10:00:00,T/USDT,0.03186,0.03186,0.03174,0.03176,443.937,14.103794628
1663146000,2022-09-14 09:00:00,T/USDT,0.03176,0.03186,0.03176,0.03186,48.5876,1.545858016
1663142400,2022-09-14 08:00:00,T/USDT,0.03194,0.03194,0.03156,0.03156,629.4314,19.890310746
1663138800,2022-09-14 07:00:00,T/USDT,0.03196,0.03196,0.03164,0.03164,12.0724,0.382971984
1663135200,2022-09-14 06:00:00,T/USDT,0.03206,0.03206,0.03174,0.03174,32.2377,1.026329188
1663131600,2022-09-14 05:00:00,T/USDT,0.03216,0.03216,0.03216,0.03216,494.1331,15.891320496
1663128000,2022-09-14 04:00:00,T/USDT,0.03196,0.03196,0.03184,0.03194,22.9559,0.732235672
1663124400,2022-09-14 03:00:00,T/USDT,0.03193,0.03216,0.03193,0.03196,3145.8876,100.504383096
1663120800,2022-09-14 02:00:00,T/USDT,0.03174,0.03201,0.03174,0.03193,327.4437,10.403215354
1663117200,2022-09-14 01:00:00,T/USDT,0.03174,0.03185,0.03173,0.03174,5880.8008,186.693826333
1663113600,2022-09-14 00:00:00,T/USDT,0.03175,0.03175,0.0316,0.0316,309.4937,9.78087155
1663110000,2022-09-13 23:00:00,T/USDT,0.03184,0.03184,0.03143,0.03166,1987.5696,63.133694461
1663106400,2022-09-13 22:00:00,T/USDT,0.03179,0.03184,0.03178,0.03184,3360.0821,106.966785628
1663102800,2022-09-13 21:00:00,T/USDT,0.03201,0.03201,0.03178,0.03182,234.7904,7.467285808
1663099200,2022-09-13 20:00:00,T/USDT,0.03197,0.03207,0.03197,0.03207,7471.4589,239.538856128
1663095600,2022-09-13 19:00:00,T/USDT,0.03176,0.03197,0.03176,0.03197,23.3222,0.741386038
1663092000,2022-09-13 18:00:00,T/USDT,0.03194,0.03216,0.03183,0.03183,281.6154,9.053544146
1663088400,2022-09-13 17:00:00,T/USDT,0.03205,0.03205,0.03204,0.03204,811.2701,25.997716179
1663084800,2022-09-13 16:00:00,T/USDT,0.03202,0.03202,0.03183,0.03183,15.407,0.492616904
1663081200,2022-09-13 15:00:00,T/USDT,0.0319,0.0319,0.0319,0.0319,147.2585,4.69754615
1663077600,2022-09-13 14:00:00,T/USDT,0.032,0.03216,0.0319,0.03213,702.767,22.434279564
1663074000,2022-09-13 13:00:00,T/USDT,0.0323,0.0323,0.03206,0.03206,449.5108,14.493128063
1663070400,2022-09-13 12:00:00,T/USDT,0.03448,0.03448,0.03217,0.03217,2943.3411,96.909490108
1663066800,2022-09-13 11:00:00,T/USDT,0.03439,0.0344,0.03422,0.03422,1279.2235,43.80254418
1663063200,2022-09-13 10:00:00,T/USDT,0.034,0.0343,0.034,0.0343,1029.7643,35.117018774
1663059600,2022-09-13 09:00:00,T/USDT,0.03428,0.03428,0.03419,0.03427,9.3281,0.319437242
1663056000,2022-09-13 08:00:00,T/USDT,0.03429,0.03438,0.03407,0.03423,5226.2335,179.180605886
1663052400,2022-09-13 07:00:00,T/USDT,0.03426,0.03426,0.03412,0.03412,8.7032,0.297392658
1663048800,2022-09-13 06:00:00,T/USDT,0.0343,0.0343,0.0343,0.0343,10.7114,0.36740102
1663045200,2022-09-13 05:00:00,T/USDT,0.03412,0.0343,0.03412,0.03422,484.5125,16.533081878
1663041600,2022-09-13 04:00:00,T/USDT,0.03425,0.0343,0.03425,0.0343,28.3968,0.973845239
1663038000,2022-09-13 03:00:00,T/USDT,0.03425,0.03425,0.03413,0.03425,12.8086,0.438216386
1663034400,2022-09-13 02:00:00,T/USDT,0.034,0.03424,0.034,0.03424,465.855,15.840188146
1663030800,2022-09-13 01:00:00,T/USDT,0.03407,0.03407,0.034,0.034,107.0967,3.641559302
1663027200,2022-09-13 00:00:00,T/USDT,0.0343,0.0343,0.03407,0.03407,596.5687,20.387442295
1663023600,2022-09-12 23:00:00,T/USDT,0.03449,0.03467,0.03433,0.03433,8121.4792,281.079527449
1663020000,2022-09-12 22:00:00,T/USDT,0.03448,0.03448,0.03423,0.03423,19.4292,0.665930466
1663016400,2022-09-12 21:00:00,T/USDT,0.03428,0.03434,0.03412,0.03413,265.407,9.106798115
1663012800,2022-09-12 20:00:00,T/USDT,0.03457,0.03457,0.03457,0.03457,14.9436,0.516600252
1663009200,2022-09-12 19:00:00,T/USDT,0.0345,0.03457,0.0345,0.03457,11.3218,0.391295331
1663005600,2022-09-12 18:00:00,T/USDT,0.0345,0.0345,0.0345,0.0345,3.9096,0.1348812
1663002000,2022-09-12 17:00:00,T/USDT,0.03438,0.03438,0.03436,0.03436,1173.9075,40.335682948
1662998400,2022-09-12 16:00:00,T/USDT,0.0346,0.0346,0.03412,0.0344,1323.1155,45.456862058
1662994800,2022-09-12 15:00:00,T/USDT,0.035,0.035,0.03463,0.03463,672.3138,23.415807419
1662991200,2022-09-12 14:00:00,T/USDT,0.03503,0.03503,0.03503,0.03503,975.4875,34.171327125
1662987600,2022-09-12 13:00:00,T/USDT,0.03527,0.03532,0.03502,0.03532,1244.5221,43.596120205
1662984000,2022-09-12 12:00:00,T/USDT,0.0354,0.03547,0.03534,0.03534,16.6312,0.588565967
1662980400,2022-09-12 11:00:00,T/USDT,0.03553,0.03553,0.0352,0.0352,1102.2019,38.906770514
1662976800,2022-09-12 10:00:00,T/USDT,0.03537,0.0354,0.03533,0.0354,73.4312,2.598707195
1662973200,2022-09-12 09:00:00,T/USDT,0.0357,0.03574,0.0355,0.03557,215.0642,7.672919037
1662969600,2022-09-12 08:00:00,T/USDT,0.0355,0.03558,0.03532,0.03543,859.4439,30.486527072
1662966000,2022-09-12 07:00:00,T/USDT,0.03513,0.03533,0.03502,0.03533,493.6062,17.295258374
1662962400,2022-09-12 06:00:00,T/USDT,0.03505,0.03517,0.035,0.035,3359.2868,117.676205098
1662958800,2022-09-12 05:00:00,T/USDT,0.03527,0.03527,0.03513,0.03513,74.3858,2.617355497
1662955200,2022-09-12 04:00:00,T/USDT,0.03565,0.03565,0.03512,0.03517,511.5587,18.092951225
1662951600,2022-09-12 03:00:00,T/USDT,0.03582,0.03582,0.03538,0.03538,125.5054,4.459378927
1662948000,2022-09-12 02:00:00,T/USDT,0.03633,0.03633,0.03575,0.03575,235.0195,8.454177594
1662944400,2022-09-12 01:00:00,T/USDT,0.03568,0.0365,0.035,0.0365,51734.0305,1828.638734614
1662940800,2022-09-12 00:00:00,T/USDT,0.03625,0.03659,0.03572,0.03587,4330.4588,157.357263346
1662937200,2022-09-11 23:00:00,T/USDT,0.03616,0.03617,0.03596,0.03617,7009.2586,253.452770409
1662933600,2022-09-11 22:00:00,T/USDT,0.03597,0.03612,0.03597,0.03602,859.8142,31.053330858
1662930000,2022-09-11 21:00:00,T/USDT,0.03637,0.03637,0.0358,0.0358,5442.1794,195.372233689
1662926400,2022-09-11 20:00:00,T/USDT,0.03647,0.03647,0.03617,0.03617,2226.873,81.210685973
1662922800,2022-09-11 19:00:00,T/USDT,0.0363,0.03659,0.0361,0.03638,3353.8288,121.975985835
1662919200,2022-09-11 18:00:00,T/USDT,0.03617,0.0365,0.03602,0.03627,470.036,17.039705019
1662915600,2022-09-11 17:00:00,T/USDT,0.03667,0.03678,0.03594,0.03594,10699.2018,388.246535127
1662912000,2022-09-11 16:00:00,T/USDT,0.03701,0.03701,0.0364,0.0367,1688.6478,61.879601157
1662908400,2022-09-11 15:00:00,T/USDT,0.03637,0.03742,0.03637,0.03742,15393.2905,570.163544686
1662904800,2022-09-11 14:00:00,T/USDT,0.03651,0.03651,0.03618,0.03618,616.932,22.365438869
1662901200,2022-09-11 13:00:00,T/USDT,0.03671,0.03671,0.03651,0.0366,7981.2007,292.090211547
1662897600,2022-09-11 12:00:00,T/USDT,0.0368,0.03687,0.03658,0.03663,22565.9992,827.050529487
1662894000,2022-09-11 11:00:00,T/USDT,0.03737,0.0379,0.03687,0.03687,4791.7234,180.158684196
1662890400,2022-09-11 10:00:00,T/USDT,0.03575,0.03955,0.03575,0.03729,560135.6654,21268.620588951
1662886800,2022-09-11 09:00:00,T/USDT,0.03525,0.0358,0.03525,0.0355,4378.5343,156.327747456
1662883200,2022-09-11 08:00:00,T/USDT,0.03547,0.03553,0.0353,0.03533,575.5368,20.336749905
1662879600,2022-09-11 07:00:00,T/USDT,0.03525,0.03553,0.03525,0.03553,331.1313,11.759859189
1662876000,2022-09-11 06:00:00,T/USDT,0.03564,0.03598,0.03512,0.03547,48389.5205,1721.85005173
1662872400,2022-09-11 05:00:00,T/USDT,0.03541,0.03597,0.03522,0.0355,10433.6956,373.001684987
1662868800,2022-09-11 04:00:00,T/USDT,0.03583,0.0364,0.03539,0.03539,10226.5444,365.577165274
1662865200,2022-09-11 03:00:00,T/USDT,0.03517,0.03584,0.03497,0.03584,1200.8846,42.663539543
1662861600,2022-09-11 02:00:00,T/USDT,0.03563,0.03578,0.03503,0.0351,6000.9547,212.658328222
1662858000,2022-09-11 01:00:00,T/USDT,0.0343,0.03739,0.0343,0.03562,95185.7283,3460.992682046
1662854400,2022-09-11 00:00:00,T/USDT,0.03468,0.03468,0.0343,0.0343,202.8116,6.989691776
1662850800,2022-09-10 23:00:00,T/USDT,0.03475,0.0349,0.03463,0.0347,8067.6349,281.343849636
1662847200,2022-09-10 22:00:00,T/USDT,0.03467,0.03475,0.03467,0.03475,39.11,1.356490439
1662843600,2022-09-10 21:00:00,T/USDT,0.03456,0.0346,0.03456,0.0346,156.3119,5.406287981
1662840000,2022-09-10 20:00:00,T/USDT,0.03443,0.03443,0.03443,0.03443,16.1954,0.557607622
1662836400,2022-09-10 19:00:00,T/USDT,0.0345,0.03456,0.03432,0.03456,4065.4261,139.832585578
1662832800,2022-09-10 18:00:00,T/USDT,0.03448,0.0345,0.03448,0.0345,16.7559,0.577983991
1662829200,2022-09-10 17:00:00,T/USDT,0.03458,0.03458,0.03407,0.03446,13192.182,450.291916163
1662825600,2022-09-10 16:00:00,T/USDT,0.03554,0.03568,0.0344,0.03468,27409.7251,968.056807452
1662822000,2022-09-10 15:00:00,T/USDT,0.03428,0.0376,0.03428,0.03575,429318.0787,15680.801433554
1662818400,2022-09-10 14:00:00,T/USDT,0.0337,0.03432,0.03343,0.03407,5629.5828,191.132590443
1662814800,2022-09-10 13:00:00,T/USDT,0.03375,0.03375,0.0337,0.0337,10.8997,0.367406075
1662811200,2022-09-10 12:00:00,T/USDT,0.0339,0.0339,0.03375,0.03375,350.4963,11.846669905
1662807600,2022-09-10 11:00:00,T/USDT,0.03397,0.03397,0.0338,0.0339,480.6756,16.291833998
1662804000,2022-09-10 10:00:00,T/USDT,0.03386,0.03402,0.03386,0.03402,124.6005,4.238381762
1662800400,2022-09-10 09:00:00,T/USDT,0.034,0.03407,0.034,0.03407,19.5251,0.664080144
1662796800,2022-09-10 08:00:00,T/USDT,0.03377,0.03407,0.03377,0.03407,536.5087,18.255291008
1662793200,2022-09-10 07:00:00,T/USDT,0.035,0.035,0.0337,0.0337,13503.2141,465.858132559
1662789600,2022-09-10 06:00:00,T/USDT,0.0335,0.03525,0.0335,0.03525,33546.4238,1155.834737231
1662786000,2022-09-10 05:00:00,T/USDT,0.03361,0.03361,0.03322,0.03349,2957.7146,98.83442531
1662782400,2022-09-10 04:00:00,T/USDT,0.03361,0.03361,0.03361,0.03361,2328.9863,78.277229543
1662778800,2022-09-10 03:00:00,T/USDT,0.03359,0.03359,0.03359,0.03359,11.034,0.37063206
1662775200,2022-09-10 02:00:00,T/USDT,0.03347,0.03359,0.03347,0.03358,65.1886,2.184246916
1662771600,2022-09-10 01:00:00,T/USDT,0.03352,0.03379,0.0335,0.0335,91.1543,3.06409899
1662768000,2022-09-10 00:00:00,T/USDT,0.03352,0.0345,0.03352,0.03353,13183.0072,448.002864051
1662764400,2022-09-09 23:00:00,T/USDT,0.03355,0.0337,0.03342,0.0337,4328.2664,145.349670375
1662760800,2022-09-09 22:00:00,T/USDT,0.03349,0.03354,0.03349,0.03354,7.961,0.26681995
1662757200,2022-09-09 21:00:00,T/USDT,0.03344,0.0335,0.0333,0.0334,9491.0382,317.691255868
1662753600,2022-09-09 20:00:00,T/USDT,0.03347,0.03347,0.03347,0.03347,1560.0691,52.215512777
1662750000,2022-09-09 19:00:00,T/USDT,0.03341,0.03354,0.03341,0.03354,73.1072,2.445740504
