https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USD
1663542000,2022-09-18 23:00:00,USDT/USD,1.0007,1.001,1.0007,1.0007,3758.791864,3761.4230183047994
1663538400,2022-09-18 22:00:00,USDT/USD,1.0007,1.001,1.0007,1.0007,2606.950936,2608.7758016551998
1663534800,2022-09-18 21:00:00,USDT/USD,1.0007,1.001,1.0007,1.001,17563.286643,17580.849929642998
1663531200,2022-09-18 20:00:00,USDT/USD,1.001,1.001,1.0007,1.0009,1942.140532,1943.8884584787997
1663527600,2022-09-18 19:00:00,USDT/USD,1.001,1.0011,1.0007,1.001,3826.907428,3830.7343354279997
1663524000,2022-09-18 18:00:00,USDT/USD,1.0007,1.001,1.0007,1.0009,2549.545322,2551.8399127897997
1663520400,2022-09-18 17:00:00,USDT/USD,1.001,1.0011,1.0007,1.001,17879.819729,17897.699548728997
1663516800,2022-09-18 16:00:00,USDT/USD,1.0009,1.0012,1.0008,1.0011,33627.624733,33664.6151202063
1663513200,2022-09-18 15:00:00,USDT/USD,1.0009,1.0012,1.0009,1.0009,3278.891737,3281.8427395633
1663509600,2022-09-18 14:00:00,USDT/USD,1.0009,1.0012,1.0009,1.0012,24117.730418,24146.6716945016
1663506000,2022-09-18 13:00:00,USDT/USD,1.0007,1.0011,1.0007,1.0009,33494.201023,33524.345803920696
1663502400,2022-09-18 12:00:00,USDT/USD,1.001,1.001,1.0007,1.0007,14862.415544,14872.819234880799
1663498800,2022-09-18 11:00:00,USDT/USD,1.0006,1.001,1.0006,1.0009,25266.675378,25289.4153858402
1663495200,2022-09-18 10:00:00,USDT/USD,1.0005,1.0009,1.0005,1.0009,21303.928551,21323.102086695897
1663491600,2022-09-18 09:00:00,USDT/USD,1.0005,1.0008,1.0005,1.0006,8273.810256,8278.7745421536
1663488000,2022-09-18 08:00:00,USDT/USD,1.0005,1.0006,1.0005,1.0005,1504.859769,1505.6121988844998
1663484400,2022-09-18 07:00:00,USDT/USD,1.0005,1.0006,1.0005,1.0006,1836.311012,1837.4127986071999
1663480800,2022-09-18 06:00:00,USDT/USD,1.0006,1.0006,1.0005,1.0006,1475.669491,1476.5548926946
1663477200,2022-09-18 05:00:00,USDT/USD,1.0005,1.0005,1.0005,1.0005,70.511235,70.5464906175
1663473600,2022-09-18 04:00:00,USDT/USD,1.0006,1.0006,1.0005,1.0005,674.620879,674.9581894395
1663470000,2022-09-18 03:00:00,USDT/USD,1.0008,1.0008,1.0006,1.0006,430.455436,430.7137092616
1663466400,2022-09-18 02:00:00,USDT/USD,1.0005,1.0008,1.0005,1.0006,5904.789546,5908.3324197276
1663462800,2022-09-18 01:00:00,USDT/USD,1.0008,1.0008,1.0005,1.0005,345.375299,345.5479866495
1663459200,2022-09-18 00:00:00,USDT/USD,1.0007,1.0008,1.0006,1.0008,210.50189,210.67029151199998
1663455600,2022-09-17 23:00:00,USDT/USD,1.0008,1.0008,1.0005,1.0008,956.195514,956.9604704111999
1663452000,2022-09-17 22:00:00,USDT/USD,1.0008,1.0008,1.0006,1.0006,7015.205898,7019.4150215388
1663448400,2022-09-17 21:00:00,USDT/USD,1.0008,1.0008,1.0005,1.0007,239.555721,239.72341000469999
1663444800,2022-09-17 20:00:00,USDT/USD,1.0007,1.0007,1.0005,1.0005,1917.713658,1918.6725148289997
1663441200,2022-09-17 19:00:00,USDT/USD,1.0005,1.0007,1.0005,1.0007,1228.668908,1229.5289762356
1663437600,2022-09-17 18:00:00,USDT/USD,1.001,1.001,1.0,1.0008,88309.858463,88380.5063497704
1663434000,2022-09-17 17:00:00,USDT/USD,1.0009,1.001,1.0007,1.0007,10607.975539,10615.401121877298
1663430400,2022-09-17 16:00:00,USDT/USD,1.001,1.001,1.0007,1.0009,9296.103805,9304.4702984245
1663426800,2022-09-17 15:00:00,USDT/USD,1.001,1.001,1.0007,1.001,6356.708169,6363.064877168999
1663423200,2022-09-17 14:00:00,USDT/USD,1.001,1.001,1.0007,1.001,3547.308432,3550.8557404319995
1663419600,2022-09-17 13:00:00,USDT/USD,1.0008,1.001,1.0007,1.0007,10667.919244,10675.3867874708
1663416000,2022-09-17 12:00:00,USDT/USD,1.0009,1.0009,1.0006,1.0009,12023.05411,12033.874858698999
1663412400,2022-09-17 11:00:00,USDT/USD,1.0009,1.0009,1.0006,1.0009,21705.489786,21725.024726807394
