https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNTVT,Volume BTC
1658880000,2022-07-27 00:00:00,SNTVT/BTC,0.0000000301,0.0000000301,0.0000000301,0.0000000301,3125.2718,0.00009407068118
1658876400,2022-07-26 23:00:00,SNTVT/BTC,0.0000000294,0.0000000301,0.0000000294,0.0000000301,1845.1221,0.00005544493676
1658872800,2022-07-26 22:00:00,SNTVT/BTC,0.0000000295,0.0000000298,0.0000000295,0.0000000298,13243.6916,0.000394601835
1658869200,2022-07-26 21:00:00,SNTVT/BTC,0.0000000296,0.0000000296,0.000000029,0.0000000292,156337.4324,0.00454761355446
1658865600,2022-07-26 20:00:00,SNTVT/BTC,0.0000000294,0.0000000302,0.0000000294,0.0000000298,55738.1147,0.00166880741229
1658862000,2022-07-26 19:00:00,SNTVT/BTC,0.0000000294,0.0000000294,0.000000029,0.0000000293,82171.7506,0.00240745529727
1658858400,2022-07-26 18:00:00,SNTVT/BTC,0.0000000282,0.0000000299,0.0000000282,0.0000000296,1914715.3093,0.05535461657489
1658854800,2022-07-26 17:00:00,SNTVT/BTC,0.0000000279,0.0000000279,0.0000000279,0.0000000279,95.4719,0.00000266366601
1658851200,2022-07-26 16:00:00,SNTVT/BTC,0.0000000279,0.0000000289,0.0000000279,0.000000028,57073.2163,0.00162240383755
1658847600,2022-07-26 15:00:00,SNTVT/BTC,0.0000000279,0.0000000282,0.0000000276,0.000000028,25705.9549,0.00071046218437
1658844000,2022-07-26 14:00:00,SNTVT/BTC,0.0000000279,0.0000000279,0.0000000278,0.0000000278,223.5313,0.00000622108849
1658840400,2022-07-26 13:00:00,SNTVT/BTC,0.0000000278,0.0000000282,0.0000000278,0.0000000282,135336.2912,0.00381645376856
1658836800,2022-07-26 12:00:00,SNTVT/BTC,0.0000000282,0.0000000282,0.0000000276,0.0000000276,11036.8511,0.00030466522359
1658833200,2022-07-26 11:00:00,SNTVT/BTC,0.0000000283,0.0000000283,0.0000000283,0.0000000283,54.9858,0.00000155609814
1658829600,2022-07-26 10:00:00,SNTVT/BTC,0.0000000278,0.0000000282,0.0000000278,0.0000000282,6611.4339,0.00018632161361
1658826000,2022-07-26 09:00:00,SNTVT/BTC,0.0000000274,0.000000029,0.0000000274,0.0000000276,1487919.063,0.04253618040808
1658822400,2022-07-26 08:00:00,SNTVT/BTC,0.0000000276,0.0000000277,0.0000000276,0.0000000277,76.3429,0.00000210777998
1658818800,2022-07-26 07:00:00,SNTVT/BTC,0.0000000272,0.0000000278,0.000000027,0.000000027,101874.6569,0.00278585451778
1658815200,2022-07-26 06:00:00,SNTVT/BTC,0.0000000273,0.0000000274,0.0000000273,0.0000000274,132417.1325,0.00362820451399
1658811600,2022-07-26 05:00:00,SNTVT/BTC,0.0000000267,0.0000000272,0.0000000267,0.0000000272,52851.0541,0.00142158502957
1658808000,2022-07-26 04:00:00,SNTVT/BTC,0.0000000272,0.0000000272,0.0000000272,0.0000000272,50.9751,0.00000138652272
1658804400,2022-07-26 03:00:00,SNTVT/BTC,0.0000000273,0.0000000274,0.0000000267,0.0000000267,5104.8134,0.00013639995066
1658800800,2022-07-26 02:00:00,SNTVT/BTC,0.0000000273,0.0000000273,0.0000000273,0.0000000273,0,0
1658797200,2022-07-26 01:00:00,SNTVT/BTC,0.0000000273,0.0000000273,0.0000000273,0.0000000273,53.8795,0.00000147091035
1658793600,2022-07-26 00:00:00,SNTVT/BTC,0.0000000276,0.000000028,0.0000000267,0.000000027,104701.8682,0.00286347581041
1658790000,2022-07-25 23:00:00,SNTVT/BTC,0.0000000276,0.0000000279,0.0000000269,0.0000000279,158864.2698,0.0043033590851
1658786400,2022-07-25 22:00:00,SNTVT/BTC,0.0000000276,0.0000000276,0.0000000276,0.0000000276,0,0
1658782800,2022-07-25 21:00:00,SNTVT/BTC,0.0000000276,0.0000000276,0.0000000276,0.0000000276,69.1835,0.0000019094646
1658779200,2022-07-25 20:00:00,SNTVT/BTC,0.0000000272,0.0000000279,0.0000000272,0.0000000277,47404.1212,0.00130048189914
1658775600,2022-07-25 19:00:00,SNTVT/BTC,0.0000000279,0.0000000279,0.0000000262,0.000000027,809941.8035,0.02211291049168
1658772000,2022-07-25 18:00:00,SNTVT/BTC,0.0000000274,0.0000000274,0.0000000274,0.0000000274,131257.053,0.0035964432522
1658768400,2022-07-25 17:00:00,SNTVT/BTC,0.0000000279,0.0000000279,0.0000000274,0.0000000274,324025.5577,0.00890041731908
1658764800,2022-07-25 16:00:00,SNTVT/BTC,0.0000000264,0.0000000303,0.0000000264,0.0000000279,4994599.0158,0.14185640766137
1658761200,2022-07-25 15:00:00,SNTVT/BTC,0.0000000267,0.0000000272,0.0000000261,0.0000000261,156823.0068,0.0041525717032
1658757600,2022-07-25 14:00:00,SNTVT/BTC,0.0000000264,0.000000027,0.0000000264,0.000000027,30911.5711,0.00083215000026
1658754000,2022-07-25 13:00:00,SNTVT/BTC,0.0000000269,0.0000000269,0.000000026,0.000000026,1132926.6015,0.02962127114458
1658750400,2022-07-25 12:00:00,SNTVT/BTC,0.0000000269,0.0000000269,0.0000000262,0.0000000267,384302.3304,0.01011852550909
1658746800,2022-07-25 11:00:00,SNTVT/BTC,0.0000000269,0.0000000269,0.0000000269,0.0000000269,1342.0034,0.00003609989146
1658743200,2022-07-25 10:00:00,SNTVT/BTC,0.0000000273,0.0000000281,0.000000027,0.000000027,803550.224,0.02243021645849
1658739600,2022-07-25 09:00:00,SNTVT/BTC,0.0000000281,0.0000000281,0.000000027,0.000000027,1365398.2495,0.03698382172658
1658736000,2022-07-25 08:00:00,SNTVT/BTC,0.0000000275,0.000000028,0.0000000274,0.000000028,120689.5156,0.00334121433086
1658732400,2022-07-25 07:00:00,SNTVT/BTC,0.0000000278,0.0000000279,0.0000000272,0.0000000272,202420.7493,0.00558704993042
1658728800,2022-07-25 06:00:00,SNTVT/BTC,0.0000000278,0.0000000278,0.0000000278,0.0000000278,2294.4676,0.00006378619928
1658725200,2022-07-25 05:00:00,SNTVT/BTC,0.0000000279,0.0000000279,0.0000000274,0.0000000274,1734.3454,0.00004756949241
1658721600,2022-07-25 04:00:00,SNTVT/BTC,0.0000000281,0.0000000281,0.0000000281,0.0000000281,0,0
1658718000,2022-07-25 03:00:00,SNTVT/BTC,0.0000000281,0.0000000282,0.0000000281,0.0000000281,15254.8116,0.00042867506234
1658714400,2022-07-25 02:00:00,SNTVT/BTC,0.0000000284,0.0000000286,0.0000000277,0.0000000277,788585.5014,0.02247369836915
1658710800,2022-07-25 01:00:00,SNTVT/BTC,0.0000000282,0.0000000286,0.0000000282,0.0000000282,254292.261,0.00725658847285
1658707200,2022-07-25 00:00:00,SNTVT/BTC,0.0000000282,0.0000000286,0.0000000279,0.0000000282,1054301.0689,0.02953424665268
