https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume DAI
1663545600000,2022-09-19 00:00:00,DAI/BTC,5.129e-05,5.17e-05,5.081e-05,5.13e-05,0.02098141785,408.9945
1663459200000,2022-09-18 00:00:00,DAI/BTC,4.969e-05,5.176e-05,4.968e-05,5.176e-05,0.5376959235603728,10388.25200078
1663372800000,2022-09-17 00:00:00,DAI/BTC,5.021e-05,5.051e-05,4.931e-05,4.97e-05,0.5117993480338131,10297.77360229
1663286400000,2022-09-16 00:00:00,DAI/BTC,5.04e-05,5.151e-05,4.993e-05,5.01e-05,0.5986686917690609,11949.47488561
1663200000000,2022-09-15 00:00:00,DAI/BTC,4.873e-05,5.108e-05,4.873e-05,5.068e-05,0.5396030106620412,10647.25751109
1663113600000,2022-09-14 00:00:00,DAI/BTC,4.875e-05,5.087e-05,4.63e-05,4.949e-05,0.4768669541839301,9635.62243249
1663027200000,2022-09-13 00:00:00,DAI/BTC,4.469e-05,4.971e-05,4.232e-05,4.955e-05,0.594764628846342,12003.32247924
1662940800000,2022-09-12 00:00:00,DAI/BTC,4.578e-05,4.628e-05,4.433e-05,4.468e-05,0.4583815725785432,10259.21156174
1662854400000,2022-09-11 00:00:00,DAI/BTC,4.621e-05,4.674e-05,4.575e-05,4.585e-05,0.5244791092585696,11439.02092167
1662768000000,2022-09-10 00:00:00,DAI/BTC,4.685e-05,4.744e-05,4.59e-05,4.622e-05,0.490075684816544,10603.1087152
1662681600000,2022-09-09 00:00:00,DAI/BTC,5.173e-05,5.178e-05,4.649e-05,4.677e-05,0.5029428735065481,10753.53588853
1662595200000,2022-09-08 00:00:00,DAI/BTC,5.18e-05,5.242e-05,5.132e-05,5.18e-05,0.583064162518782,11256.06491349
1662508800000,2022-09-07 00:00:00,DAI/BTC,5.282e-05,5.368e-05,5.046e-05,5.187e-05,0.5794378445300992,11170.96287893
1662422400000,2022-09-06 00:00:00,DAI/BTC,5.069e-05,5.33e-05,4.964e-05,5.322e-05,0.6085025021580924,11433.71856742
1662336000000,2022-09-05 00:00:00,DAI/BTC,4.989e-05,5.1e-05,4.939e-05,5.074e-05,0.5007157441305948,9868.26456702
1662249600000,2022-09-04 00:00:00,DAI/BTC,5.043e-05,5.098e-05,4.969e-05,4.971e-05,0.5388562679846558,10839.99734429
1662163200000,2022-09-03 00:00:00,DAI/BTC,5.011e-05,5.084e-05,4.989e-05,5.044e-05,0.52680749471649,10444.24057725
1662076800000,2022-09-02 00:00:00,DAI/BTC,4.969e-05,5.059e-05,4.892e-05,5.007e-05,0.5269393278157596,10524.05288228
1661990400000,2022-09-01 00:00:00,DAI/BTC,4.955e-05,5.102e-05,4.87e-05,4.972e-05,0.5974064937543647,12015.41620584
1661904000000,2022-08-31 00:00:00,DAI/BTC,5.038e-05,5.095e-05,4.861e-05,4.964e-05,0.4867615202406912,9805.83239808
1661817600000,2022-08-30 00:00:00,DAI/BTC,4.922e-05,5.108e-05,4.863e-05,5.054e-05,0.5719497186100614,11316.77322141
1661731200000,2022-08-29 00:00:00,DAI/BTC,5.042e-05,5.056e-05,4.874e-05,4.93e-05,0.555431837003995,11266.36586215
1661644800000,2022-08-28 00:00:00,DAI/BTC,4.96e-05,5.041e-05,4.85e-05,5.037e-05,0.516024093476703,10244.6713019
1661558400000,2022-08-27 00:00:00,DAI/BTC,4.876e-05,5.006e-05,4.603e-05,4.964e-05,0.5155827975118256,10386.43830604
1661472000000,2022-08-26 00:00:00,DAI/BTC,4.64e-05,4.917e-05,4.404e-05,4.868e-05,0.5848157763745104,12013.47116628
1661385600000,2022-08-25 00:00:00,DAI/BTC,4.683e-05,4.684e-05,4.582e-05,4.64e-05,0.46570424805388805,10036.72948392
1661299200000,2022-08-24 00:00:00,DAI/BTC,4.65e-05,4.722e-05,4.579e-05,4.67e-05,0.48614273247227496,10409.90861825
1661212800000,2022-08-23 00:00:00,DAI/BTC,4.672e-05,4.788e-05,4.54e-05,4.651e-05,0.5111980717547374,10991.14323274
1661126400000,2022-08-22 00:00:00,DAI/BTC,4.653e-05,4.678e-05,4.653e-05,4.655e-05,0.02052855,441.0
1661040000000,2022-08-21 00:00:00,DAI/BTC,4.721e-05,4.747e-05,4.607e-05,4.65e-05,0.5298498323050049,11394.62004957
1660953600000,2022-08-20 00:00:00,DAI/BTC,4.795e-05,4.809e-05,4.645e-05,4.725e-05,0.4926766153459501,10427.0183142
1660867200000,2022-08-19 00:00:00,DAI/BTC,4.234e-05,4.801e-05,4.234e-05,4.801e-05,0.9018347854491467,18784.31129867
1660780800000,2022-08-18 00:00:00,DAI/BTC,4.211e-05,4.273e-05,3.996e-05,4.246e-05,0.5084417637736316,11974.60583546
