https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAKE,Volume BTC
1663459200,2022-09-18 00:00:00,BAKE/BTC,0.00001169,0.00001169,0.00001169,0.00001169,0.1657,0.000001937033
1663372800,2022-09-17 00:00:00,BAKE/BTC,0.00001148,0.00001176,0.00001146,0.00001173,1000.3771,0.011597275472
1663286400,2022-09-16 00:00:00,BAKE/BTC,0.00001167,0.00001167,0.00001132,0.00001147,396.8564,0.004507834324
1663200000,2022-09-15 00:00:00,BAKE/BTC,0.00001186,0.00001191,0.00001149,0.00001167,16055.4501,0.189154437267
1663113600,2022-09-14 00:00:00,BAKE/BTC,0.0000121,0.00001219,0.00001177,0.00001198,1471.7587,0.017585894647
1663027200,2022-09-13 00:00:00,BAKE/BTC,0.00001178,0.00001226,0.00001156,0.00001207,27997.8471,0.329732479749
1662940800,2022-09-12 00:00:00,BAKE/BTC,0.00001236,0.00001282,0.00001165,0.00001182,17390.577,0.214282439593
1662854400,2022-09-11 00:00:00,BAKE/BTC,0.00001274,0.00001288,0.00001226,0.00001233,537.2086,0.006747018521
1662768000,2022-09-10 00:00:00,BAKE/BTC,0.00001282,0.00001303,0.00001251,0.00001265,13704.9765,0.173607899178
1662681600,2022-09-09 00:00:00,BAKE/BTC,0.00001352,0.0000138,0.00001257,0.00001282,1476.1859,0.019079389924
1662595200,2022-09-08 00:00:00,BAKE/BTC,0.00001352,0.0000142,0.00001321,0.00001352,8312.6304,0.115142516439
1662508800,2022-09-07 00:00:00,BAKE/BTC,0.0000121,0.00001366,0.00001209,0.00001345,18714.0146,0.234015246035
1662422400,2022-09-06 00:00:00,BAKE/BTC,0.00001267,0.00001297,0.00001205,0.00001214,15202.6751,0.194871527508
1662336000,2022-09-05 00:00:00,BAKE/BTC,0.00001272,0.00001296,0.00001248,0.00001264,600.3833,0.007601004388
1662249600,2022-09-04 00:00:00,BAKE/BTC,0.00001252,0.00001272,0.00001252,0.00001271,2219.3369,0.028099077939
1662163200,2022-09-03 00:00:00,BAKE/BTC,0.0000124,0.00001261,0.00001229,0.00001251,14024.5001,0.174818895986
1662076800,2022-09-02 00:00:00,BAKE/BTC,0.00001261,0.00001271,0.0000123,0.00001232,355.8914,0.004467004769
1661990400,2022-09-01 00:00:00,BAKE/BTC,0.00001258,0.00001275,0.00001247,0.00001255,15333.8601,0.193800766777
1661904000,2022-08-31 00:00:00,BAKE/BTC,0.00001247,0.00001263,0.0000124,0.0000125,354.8845,0.00446980126
1661817600,2022-08-30 00:00:00,BAKE/BTC,0.00001274,0.00001285,0.00001233,0.0000124,13911.6515,0.173280195063
1661731200,2022-08-29 00:00:00,BAKE/BTC,0.00001234,0.00001269,0.00001222,0.00001269,669.7946,0.008276852564
1661644800,2022-08-28 00:00:00,BAKE/BTC,0.00001241,0.00001266,0.00001234,0.00001236,5568.7929,0.069404659524
1661558400,2022-08-27 00:00:00,BAKE/BTC,0.0000124,0.00001266,0.00001229,0.00001241,13965.949,0.173203846413
1661472000,2022-08-26 00:00:00,BAKE/BTC,0.00001284,0.00001284,0.00001214,0.00001238,19173.2946,0.235221072329
1661385600,2022-08-25 00:00:00,BAKE/BTC,0.0000125,0.00001309,0.0000125,0.00001284,20408.8075,0.259850916146
1661299200,2022-08-24 00:00:00,BAKE/BTC,0.0000125,0.00001268,0.0000124,0.00001245,6129.1291,0.077262099899
1661212800,2022-08-23 00:00:00,BAKE/BTC,0.00001243,0.00001263,0.0000124,0.00001258,1055.0797,0.013249185691
1661126400,2022-08-22 00:00:00,BAKE/BTC,0.00001252,0.00001252,0.00001212,0.00001247,18363.3423,0.22634740935
