https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ETH
1663545600000,2022-09-19 00:00:00,ETH/BTC,0.06873511,0.06937768,0.06867386,0.06932522,10.43521709606447,150.52555327
1663459200000,2022-09-18 00:00:00,ETH/BTC,0.07303345,0.07303345,0.06822808,0.06873958,204.05213329419374,2968.4809435
1663372800000,2022-09-17 00:00:00,ETH/BTC,0.07242024,0.07335281,0.0713517,0.07304582,208.78064147124385,2858.21476809
1663286400000,2022-09-16 00:00:00,ETH/BTC,0.07473916,0.07495105,0.07226055,0.07240768,216.3944149281969,2988.55611626
1663200000000,2022-09-15 00:00:00,ETH/BTC,0.08098611,0.08141,0.07433,0.07471166,218.2595536746245,2921.35864301
1663113600000,2022-09-14 00:00:00,ETH/BTC,0.07802115,0.0809846,0.07761077,0.0809616,201.50485082700786,2488.89412792
1663027200000,2022-09-13 00:00:00,ETH/BTC,0.07663786,0.07913605,0.07520257,0.0780629,211.83288731931896,2713.61795833
1662940800000,2022-09-12 00:00:00,ETH/BTC,0.08085167,0.08091875,0.07642248,0.0766694,222.07891252440896,2896.5781984
1662854400000,2022-09-11 00:00:00,ETH/BTC,0.08195666,0.0822702,0.08,0.08090802,236.55059781983132,2923.69777211
1662768000000,2022-09-10 00:00:00,ETH/BTC,0.08040888,0.08213884,0.0802562,0.08196282,236.97470868505468,2891.2464052
1662681600000,2022-09-09 00:00:00,ETH/BTC,0.08466663,0.08489567,0.08010002,0.08043337,241.25462262484896,2999.43447135
1662595200000,2022-09-08 00:00:00,ETH/BTC,0.08448369,0.08540685,0.0837523,0.08465129,227.50618654374586,2687.56904406
1662508800000,2022-09-07 00:00:00,ETH/BTC,0.08297771,0.08545314,0.08025786,0.08449638,247.75690289297015,2932.15996819
1662422400000,2022-09-06 00:00:00,ETH/BTC,0.081675,0.08485049,0.081675,0.08291666,235.40767812953968,2839.0878037
1662336000000,2022-09-05 00:00:00,ETH/BTC,0.07899582,0.08189046,0.07883262,0.08169629,232.77363886812896,2849.25593155
1662249600000,2022-09-04 00:00:00,ETH/BTC,0.07852677,0.0792838,0.07838092,0.07894515,231.10974145403662,2927.47232039
1662163200000,2022-09-03 00:00:00,ETH/BTC,0.07890723,0.0789203,0.07777,0.07852903,233.4589984435481,2972.90057503
1662076800000,2022-09-02 00:00:00,ETH/BTC,0.0788065,0.08090945,0.07817374,0.07898987,235.6683855110141,2983.5266916
1661990400000,2022-09-01 00:00:00,ETH/BTC,0.07753031,0.07918731,0.076876,0.07881222,235.73088314029772,2991.0448296
1661904000000,2022-08-31 00:00:00,ETH/BTC,0.07696418,0.07918641,0.07696418,0.0775278,219.01387685397972,2824.97216294
1661817600000,2022-08-30 00:00:00,ETH/BTC,0.07649184,0.07820768,0.07531113,0.07700596,225.61051261617328,2929.77988478
1661731200000,2022-08-29 00:00:00,ETH/BTC,0.07298075,0.07677285,0.07275367,0.07649758,221.49794507149397,2895.48957067
1661644800000,2022-08-28 00:00:00,ETH/BTC,0.07444615,0.07496261,0.07281122,0.07297543,210.3258115679693,2882.14556006
1661558400000,2022-08-27 00:00:00,ETH/BTC,0.07448588,0.07475881,0.07301799,0.07443261,213.23453954184106,2864.79997869
1661472000000,2022-08-26 00:00:00,ETH/BTC,0.07860814,0.07861584,0.07405202,0.07449855,217.58930948312823,2920.71871846
1661385600000,2022-08-25 00:00:00,ETH/BTC,0.07752481,0.07935673,0.07750509,0.07860536,223.95671250303792,2849.12775036
1661299200000,2022-08-24 00:00:00,ETH/BTC,0.07734401,0.07796324,0.07580747,0.07751685,226.0547273701831,2916.2011533
1661212800000,2022-08-23 00:00:00,ETH/BTC,0.07588622,0.07745229,0.0746071,0.07733908,223.36651241366943,2888.14545523
1661126400000,2022-08-22 00:00:00,ETH/BTC,0.07525766,0.07529269,0.07473301,0.07487019,12.339455401082418,164.81132746
1661040000000,2022-08-21 00:00:00,ETH/BTC,0.07452963,0.07603106,0.07420857,0.07522655,263.5852461001232,3503.88587673
1660953600000,2022-08-20 00:00:00,ETH/BTC,0.07723322,0.077712,0.07334865,0.07453288,213.2420296803858,2861.04642247
1660867200000,2022-08-19 00:00:00,ETH/BTC,0.07959974,0.08089999,0.07714347,0.0772554,233.04005938951744,3016.48893656
1660780800000,2022-08-18 00:00:00,ETH/BTC,0.07855429,0.0802,0.07825152,0.0795927,239.35541379332142,3007.25335104
1660694400000,2022-08-17 00:00:00,ETH/BTC,0.07865687,0.08002532,0.078,0.07858089,230.63168037731126,2934.9588733
