https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GAS,Volume BTC
1663459200,2022-09-18 00:00:00,GAS/BTC,0.00013318,0.0001336,0.00012917,0.00012917,839.6393,0.110155472101
1663455600,2022-09-17 23:00:00,GAS/BTC,0.000133,0.0001335,0.00013211,0.0001335,242.8762,0.032168593105
1663452000,2022-09-17 22:00:00,GAS/BTC,0.0001328,0.00013309,0.00013258,0.00013309,97.2285,0.012906022533
1663448400,2022-09-17 21:00:00,GAS/BTC,0.00013309,0.00013565,0.0001328,0.0001328,82.0913,0.01106417759
1663444800,2022-09-17 20:00:00,GAS/BTC,0.00013436,0.00013569,0.0001321,0.0001329,283.0618,0.038084823052
1663441200,2022-09-17 19:00:00,GAS/BTC,0.00013329,0.00013743,0.00013329,0.00013743,477.3949,0.064912631718
1663437600,2022-09-17 18:00:00,GAS/BTC,0.00013399,0.0001356,0.00013319,0.00013319,45.2835,0.00609702264
1663434000,2022-09-17 17:00:00,GAS/BTC,0.0001323,0.00013439,0.0001323,0.00013439,293.2297,0.03921326388
1663430400,2022-09-17 16:00:00,GAS/BTC,0.00013319,0.00013319,0.0001317,0.0001321,46.3536,0.00612394553
1663426800,2022-09-17 15:00:00,GAS/BTC,0.00013279,0.00013347,0.0001325,0.00013294,58.6232,0.007821413011
1663423200,2022-09-17 14:00:00,GAS/BTC,0.00013332,0.00013332,0.00013162,0.00013227,69.7661,0.009203267449
1663419600,2022-09-17 13:00:00,GAS/BTC,0.00013381,0.00013381,0.0001322,0.00013301,166.997,0.022241564839
1663416000,2022-09-17 12:00:00,GAS/BTC,0.00013453,0.00013453,0.00013333,0.00013409,110.5729,0.014767996264
1663412400,2022-09-17 11:00:00,GAS/BTC,0.00013575,0.00013646,0.00013575,0.00013641,10.6293,0.00144956821
1663408800,2022-09-17 10:00:00,GAS/BTC,0.0001345,0.00013578,0.000134,0.00013402,807.6726,0.108276215374
1663405200,2022-09-17 09:00:00,GAS/BTC,0.0001359,0.00013687,0.00013339,0.00013528,1209.3974,0.162797427484
1663401600,2022-09-17 08:00:00,GAS/BTC,0.00013678,0.00013732,0.00013362,0.00013732,3495.7433,0.470890806264
1663398000,2022-09-17 07:00:00,GAS/BTC,0.00013769,0.000138,0.00013639,0.00013654,222.9914,0.03065787335
1663394400,2022-09-17 06:00:00,GAS/BTC,0.0001391,0.0001391,0.0001368,0.00013765,133.4529,0.018322391255
1663390800,2022-09-17 05:00:00,GAS/BTC,0.00013997,0.00014227,0.00013911,0.00013911,667.2753,0.094036213106
1663387200,2022-09-17 04:00:00,GAS/BTC,0.0001439,0.0001439,0.0001382,0.00013915,279.5854,0.039111707382
1663383600,2022-09-17 03:00:00,GAS/BTC,0.0001436,0.00014394,0.000142,0.00014394,3998.9094,0.568066545783
1663380000,2022-09-17 02:00:00,GAS/BTC,0.00014504,0.00014644,0.00014367,0.00014367,139.6756,0.020259116119
1663376400,2022-09-17 01:00:00,GAS/BTC,0.00014326,0.0001467,0.00014326,0.00014501,219.6656,0.031880415106
1663372800,2022-09-17 00:00:00,GAS/BTC,0.00014372,0.0001488,0.00014261,0.000145,1088.3422,0.157281865323
1663369200,2022-09-16 23:00:00,GAS/BTC,0.000145,0.00014702,0.00014201,0.00014243,2224.8244,0.320522545796
1663365600,2022-09-16 22:00:00,GAS/BTC,0.00014625,0.00014625,0.00014334,0.00014334,200.1676,0.028872515183
1663362000,2022-09-16 21:00:00,GAS/BTC,0.00014416,0.00014625,0.00014416,0.00014558,1308.3731,0.190312497267
1663358400,2022-09-16 20:00:00,GAS/BTC,0.00014546,0.00014602,0.00014394,0.0001443,657.8728,0.095378202527
1663354800,2022-09-16 19:00:00,GAS/BTC,0.00014622,0.00014842,0.000145,0.00014556,4319.9155,0.62737811267
1663351200,2022-09-16 18:00:00,GAS/BTC,0.00014708,0.00014708,0.000145,0.000145,1455.6736,0.213445438346
1663347600,2022-09-16 17:00:00,GAS/BTC,0.00014904,0.0001505,0.00014411,0.00014563,7107.3784,1.042219896028
1663344000,2022-09-16 16:00:00,GAS/BTC,0.00015134,0.00015135,0.00014886,0.0001512,350.689,0.052616246587
1663340400,2022-09-16 15:00:00,GAS/BTC,0.00015036,0.0001575,0.00014967,0.00015094,2208.5488,0.339393039232
1663336800,2022-09-16 14:00:00,GAS/BTC,0.00015001,0.00015193,0.00014727,0.00014897,572.7351,0.085603077597
1663333200,2022-09-16 13:00:00,GAS/BTC,0.00015303,0.00015659,0.00014728,0.0001488,1785.0871,0.271119726334
1663329600,2022-09-16 12:00:00,GAS/BTC,0.00016823,0.0001718,0.00014935,0.00015135,8781.3465,1.403626386705
1663326000,2022-09-16 11:00:00,GAS/BTC,0.00015738,0.000181,0.00015503,0.00016855,19132.2254,3.249090546207
1663322400,2022-09-16 10:00:00,GAS/BTC,0.00015035,0.00016905,0.00014965,0.0001578,13013.8393,2.124204583328
1663318800,2022-09-16 09:00:00,GAS/BTC,0.0001536,0.00015659,0.00014931,0.00015056,4348.2737,0.664859721499
1663315200,2022-09-16 08:00:00,GAS/BTC,0.00014307,0.00017025,0.00014,0.0001552,22987.816,3.577338712167
1663311600,2022-09-16 07:00:00,GAS/BTC,0.00014449,0.00014701,0.00014171,0.00014458,1099.1251,0.159195068477
1663308000,2022-09-16 06:00:00,GAS/BTC,0.00014381,0.00014498,0.00014181,0.00014377,926.0193,0.132984274904
1663304400,2022-09-16 05:00:00,GAS/BTC,0.00014451,0.00014691,0.00014326,0.00014382,1218.2076,0.176585984132
1663300800,2022-09-16 04:00:00,GAS/BTC,0.00016081,0.00016153,0.00014416,0.00014496,11993.2882,1.818007274262
1663297200,2022-09-16 03:00:00,GAS/BTC,0.00016841,0.00016841,0.00016,0.00016069,2920.6982,0.474194178871
1663293600,2022-09-16 02:00:00,GAS/BTC,0.0001694,0.00017333,0.00016706,0.00016849,3026.1047,0.513381725262
1663290000,2022-09-16 01:00:00,GAS/BTC,0.00018418,0.00018481,0.00016849,0.0001694,5475.9861,0.981240036895
1663286400,2022-09-16 00:00:00,GAS/BTC,0.00017272,0.00019313,0.00017174,0.00018205,9401.7379,1.735163658742
1663282800,2022-09-15 23:00:00,GAS/BTC,0.00016842,0.0001741,0.00016654,0.00017259,2595.6356,0.44181377144
1663279200,2022-09-15 22:00:00,GAS/BTC,0.00016868,0.00017468,0.00016494,0.00016849,1935.2149,0.329423813165
1663275600,2022-09-15 21:00:00,GAS/BTC,0.00016764,0.00017289,0.00016362,0.00016855,7309.887,1.226848235441
1663272000,2022-09-15 20:00:00,GAS/BTC,0.00016134,0.00016789,0.00016026,0.00016763,2761.4366,0.455311453922
1663268400,2022-09-15 19:00:00,GAS/BTC,0.00015492,0.00016274,0.00015318,0.00016146,1272.2162,0.200968627912
1663264800,2022-09-15 18:00:00,GAS/BTC,0.00016266,0.00016266,0.00015319,0.0001548,7016.4315,1.098759686169
1663261200,2022-09-15 17:00:00,GAS/BTC,0.00016446,0.00016538,0.00015601,0.00016302,1496.3766,0.243771238381
1663257600,2022-09-15 16:00:00,GAS/BTC,0.00017194,0.00017376,0.00015999,0.00016458,8512.8294,1.399501295533
1663254000,2022-09-15 15:00:00,GAS/BTC,0.00016662,0.00017194,0.00016238,0.00017175,2785.009,0.471331610486
