https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSD,Volume BTC
1661644800,2022-08-28 00:00:00,SUSD/BTC,0.00005042,0.00005042,0.00005023,0.00005023,55.9548,0.002821203985
1661641200,2022-08-27 23:00:00,SUSD/BTC,0.0000504,0.0000504,0.0000504,0.0000504,0,0
1661637600,2022-08-27 22:00:00,SUSD/BTC,0.0000504,0.0000504,0.0000504,0.0000504,0.15,0.00000756
1661634000,2022-08-27 21:00:00,SUSD/BTC,0.00005021,0.00005021,0.00005021,0.00005021,0,0
1661630400,2022-08-27 20:00:00,SUSD/BTC,0.00005021,0.00005021,0.00005021,0.00005021,0,0
1661626800,2022-08-27 19:00:00,SUSD/BTC,0.00005021,0.00005021,0.00005021,0.00005021,0,0
1661623200,2022-08-27 18:00:00,SUSD/BTC,0.00005021,0.00005021,0.00005021,0.00005021,0.4978,0.000024994538
1661619600,2022-08-27 17:00:00,SUSD/BTC,0.00005029,0.00005029,0.00005029,0.00005029,0.1259,0.000006331511
1661616000,2022-08-27 16:00:00,SUSD/BTC,0.00005003,0.00005003,0.00005003,0.00005003,0,0
1661612400,2022-08-27 15:00:00,SUSD/BTC,0.00005043,0.00005098,0.00005003,0.00005003,1.3691,0.000069094513
1661608800,2022-08-27 14:00:00,SUSD/BTC,0.00004978,0.00004986,0.00004978,0.00004986,0.2825,0.00001407345
1661605200,2022-08-27 13:00:00,SUSD/BTC,0.00004958,0.00004958,0.00004958,0.00004958,0,0
1661601600,2022-08-27 12:00:00,SUSD/BTC,0.00004958,0.00004958,0.00004958,0.00004958,0,0
1661598000,2022-08-27 11:00:00,SUSD/BTC,0.00004958,0.00004958,0.00004958,0.00004958,0,0
1661594400,2022-08-27 10:00:00,SUSD/BTC,0.00004958,0.00004958,0.00004958,0.00004958,0,0
1661590800,2022-08-27 09:00:00,SUSD/BTC,0.00004958,0.00004958,0.00004958,0.00004958,1.4874,0.000073745292
1661587200,2022-08-27 08:00:00,SUSD/BTC,0.00004949,0.00004949,0.00004949,0.00004949,0.2196,0.000010868004
1661583600,2022-08-27 07:00:00,SUSD/BTC,0.00004974,0.00004974,0.00004974,0.00004974,0,0
1661580000,2022-08-27 06:00:00,SUSD/BTC,0.00004974,0.00004974,0.00004974,0.00004974,0.2797,0.000013912278
1661576400,2022-08-27 05:00:00,SUSD/BTC,0.0000499,0.00005042,0.0000499,0.00005042,282.2775,0.014130252462
1661572800,2022-08-27 04:00:00,SUSD/BTC,0.00004988,0.00004988,0.00004988,0.00004988,0,0
1661569200,2022-08-27 03:00:00,SUSD/BTC,0.00004988,0.00004988,0.00004988,0.00004988,0,0
1661565600,2022-08-27 02:00:00,SUSD/BTC,0.00004875,0.00004988,0.00004875,0.00004988,4.123,0.000205527211
1661562000,2022-08-27 01:00:00,SUSD/BTC,0.00004876,0.00004876,0.00004876,0.00004876,0,0
1661558400,2022-08-27 00:00:00,SUSD/BTC,0.00004876,0.00004876,0.00004876,0.00004876,0,0
1661554800,2022-08-26 23:00:00,SUSD/BTC,0.00004881,0.00004881,0.00004876,0.00004876,0.3276,0.000015981276
1661551200,2022-08-26 22:00:00,SUSD/BTC,0.0000485,0.0000485,0.0000485,0.0000485,0,0
1661547600,2022-08-26 21:00:00,SUSD/BTC,0.0000485,0.0000485,0.0000485,0.0000485,0,0
1661544000,2022-08-26 20:00:00,SUSD/BTC,0.0000485,0.0000485,0.0000485,0.0000485,0.4764,0.0000231054
1661540400,2022-08-26 19:00:00,SUSD/BTC,0.00004852,0.00004852,0.00004852,0.00004852,0,0
1661536800,2022-08-26 18:00:00,SUSD/BTC,0.00004852,0.00004852,0.00004852,0.00004852,0.1247,0.000006050444
1661533200,2022-08-26 17:00:00,SUSD/BTC,0.00004903,0.00004903,0.00004903,0.00004903,0,0
1661529600,2022-08-26 16:00:00,SUSD/BTC,0.00004903,0.00004903,0.00004903,0.00004903,0,0
1661526000,2022-08-26 15:00:00,SUSD/BTC,0.00004834,0.00004999,0.00004834,0.00004903,1294.708,0.06292990059
1661522400,2022-08-26 14:00:00,SUSD/BTC,0.0000466,0.00004695,0.0000466,0.00004687,1.2208,0.000057197124
1661518800,2022-08-26 13:00:00,SUSD/BTC,0.00004642,0.00004642,0.00004642,0.00004642,0,0
1661515200,2022-08-26 12:00:00,SUSD/BTC,0.00004642,0.00004642,0.00004642,0.00004642,0,0
1661511600,2022-08-26 11:00:00,SUSD/BTC,0.00004642,0.00004642,0.00004642,0.00004642,0,0
1661508000,2022-08-26 10:00:00,SUSD/BTC,0.00004689,0.00004689,0.00004642,0.00004642,0.4791,0.000022356762
1661504400,2022-08-26 09:00:00,SUSD/BTC,0.00004706,0.00004706,0.00004668,0.00004668,1.4427,0.000067409076
1661500800,2022-08-26 08:00:00,SUSD/BTC,0.00004754,0.00004754,0.00004754,0.00004754,0,0
1661497200,2022-08-26 07:00:00,SUSD/BTC,0.00004708,0.00004754,0.00004708,0.00004754,492.2483,0.023400907042
1661493600,2022-08-26 06:00:00,SUSD/BTC,0.00004685,0.00004685,0.00004685,0.00004685,0.4478,0.00002097943
1661490000,2022-08-26 05:00:00,SUSD/BTC,0.00004663,0.00004663,0.00004663,0.00004663,0,0
1661486400,2022-08-26 04:00:00,SUSD/BTC,0.00004663,0.00004663,0.00004663,0.00004663,0.15,0.0000069945
1661482800,2022-08-26 03:00:00,SUSD/BTC,0.00004648,0.00004648,0.00004648,0.00004648,0,0
1661479200,2022-08-26 02:00:00,SUSD/BTC,0.00004636,0.00004648,0.00004636,0.00004648,1.074,0.000049807632
1661475600,2022-08-26 01:00:00,SUSD/BTC,0.00004681,0.00004681,0.00004681,0.00004681,0,0
1661472000,2022-08-26 00:00:00,SUSD/BTC,0.00004681,0.00004681,0.00004681,0.00004681,0.1037,0.000004854197
1661468400,2022-08-25 23:00:00,SUSD/BTC,0.00004676,0.00004676,0.00004676,0.00004676,0,0
1661464800,2022-08-25 22:00:00,SUSD/BTC,0.00004676,0.00004676,0.00004676,0.00004676,0,0
1661461200,2022-08-25 21:00:00,SUSD/BTC,0.00004676,0.00004676,0.00004676,0.00004676,0,0
1661457600,2022-08-25 20:00:00,SUSD/BTC,0.00004676,0.00004676,0.00004676,0.00004676,0,0
1661454000,2022-08-25 19:00:00,SUSD/BTC,0.00004676,0.00004676,0.00004676,0.00004676,0,0
1661450400,2022-08-25 18:00:00,SUSD/BTC,0.00004676,0.00004676,0.00004676,0.00004676,0.1314,0.000006144264
1661446800,2022-08-25 17:00:00,SUSD/BTC,0.00004692,0.00004692,0.00004692,0.00004692,0.3718,0.000017444856
1661443200,2022-08-25 16:00:00,SUSD/BTC,0.00004509,0.00004509,0.00004509,0.00004509,0,0
1661439600,2022-08-25 15:00:00,SUSD/BTC,0.00004654,0.00004654,0.00004509,0.00004509,0.391,0.00001784769
1661436000,2022-08-25 14:00:00,SUSD/BTC,0.00004594,0.00004594,0.00004594,0.00004594,0,0
1661432400,2022-08-25 13:00:00,SUSD/BTC,0.00004594,0.00004594,0.00004594,0.00004594,0,0
1661428800,2022-08-25 12:00:00,SUSD/BTC,0.00004594,0.00004594,0.00004594,0.00004594,0,0
1661425200,2022-08-25 11:00:00,SUSD/BTC,0.00004594,0.00004594,0.00004594,0.00004594,0,0
1661421600,2022-08-25 10:00:00,SUSD/BTC,0.00004594,0.00004594,0.00004594,0.00004594,0,0
1661418000,2022-08-25 09:00:00,SUSD/BTC,0.00004594,0.00004594,0.00004594,0.00004594,1.1789,0.000054158666
1661414400,2022-08-25 08:00:00,SUSD/BTC,0.00004639,0.00004639,0.00004639,0.00004639,0,0
1661410800,2022-08-25 07:00:00,SUSD/BTC,0.00004639,0.00004639,0.00004639,0.00004639,0.1425,0.000006610575
1661407200,2022-08-25 06:00:00,SUSD/BTC,0.00004644,0.00004644,0.00004644,0.00004644,0,0
1661403600,2022-08-25 05:00:00,SUSD/BTC,0.00004644,0.00004644,0.00004644,0.00004644,0,0
1661400000,2022-08-25 04:00:00,SUSD/BTC,0.00004644,0.00004644,0.00004644,0.00004644,0,0
1661396400,2022-08-25 03:00:00,SUSD/BTC,0.00004644,0.00004644,0.00004644,0.00004644,0,0
1661392800,2022-08-25 02:00:00,SUSD/BTC,0.00004644,0.00004644,0.00004644,0.00004644,1.2602,0.000058523688
1661389200,2022-08-25 01:00:00,SUSD/BTC,0.0000468,0.0000468,0.0000468,0.0000468,0,0
1661385600,2022-08-25 00:00:00,SUSD/BTC,0.0000468,0.0000468,0.0000468,0.0000468,0,0
1661382000,2022-08-24 23:00:00,SUSD/BTC,0.0000468,0.0000468,0.0000468,0.0000468,0.15,0.00000702
1661378400,2022-08-24 22:00:00,SUSD/BTC,0.00004643,0.00004643,0.00004643,0.00004643,0,0
1661374800,2022-08-24 21:00:00,SUSD/BTC,0.00004643,0.00004643,0.00004643,0.00004643,0,0
1661371200,2022-08-24 20:00:00,SUSD/BTC,0.00004643,0.00004643,0.00004643,0.00004643,0.1024,0.000004754432
1661367600,2022-08-24 19:00:00,SUSD/BTC,0.00004617,0.00004617,0.00004617,0.00004617,0,0
1661364000,2022-08-24 18:00:00,SUSD/BTC,0.00004617,0.00004617,0.00004617,0.00004617,0.516,0.00002382372
1661360400,2022-08-24 17:00:00,SUSD/BTC,0.00004639,0.00004639,0.00004639,0.00004639,0.15,0.0000069585
1661356800,2022-08-24 16:00:00,SUSD/BTC,0.00004707,0.00004707,0.00004707,0.00004707,0,0
1661353200,2022-08-24 15:00:00,SUSD/BTC,0.00004707,0.00004707,0.00004707,0.00004707,0,0
1661349600,2022-08-24 14:00:00,SUSD/BTC,0.00004707,0.00004707,0.00004707,0.00004707,0,0
1661346000,2022-08-24 13:00:00,SUSD/BTC,0.00004707,0.00004707,0.00004707,0.00004707,0,0
1661342400,2022-08-24 12:00:00,SUSD/BTC,0.00004707,0.00004707,0.00004707,0.00004707,0,0
1661338800,2022-08-24 11:00:00,SUSD/BTC,0.00004707,0.00004707,0.00004707,0.00004707,0.15,0.0000070605
1661335200,2022-08-24 10:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661331600,2022-08-24 09:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661328000,2022-08-24 08:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661324400,2022-08-24 07:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661320800,2022-08-24 06:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661317200,2022-08-24 05:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661313600,2022-08-24 04:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661310000,2022-08-24 03:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661306400,2022-08-24 02:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661302800,2022-08-24 01:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0,0
1661299200,2022-08-24 00:00:00,SUSD/BTC,0.00004678,0.00004678,0.00004678,0.00004678,0.15,0.000007017
1661295600,2022-08-23 23:00:00,SUSD/BTC,0.00004659,0.00004659,0.00004659,0.00004659,0,0
1661292000,2022-08-23 22:00:00,SUSD/BTC,0.00004659,0.00004659,0.00004659,0.00004659,0,0
