https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPOOL,Volume BTC
1663462800,2022-09-18 01:00:00,LPOOL/BTC,0.00000649,0.00000651,0.00000649,0.00000651,64.0902,0.000416976456
1663459200,2022-09-18 00:00:00,LPOOL/BTC,0.00000642,0.00000648,0.00000642,0.00000648,19.1686,0.000123938266
1663455600,2022-09-17 23:00:00,LPOOL/BTC,0.00000645,0.00000648,0.00000642,0.00000642,197.8649,0.001277607634
1663452000,2022-09-17 22:00:00,LPOOL/BTC,0.0000064,0.00000646,0.00000636,0.00000646,121.3337,0.000778587796
1663448400,2022-09-17 21:00:00,LPOOL/BTC,0.00000637,0.00000645,0.00000637,0.00000645,91.9882,0.00059013883
1663444800,2022-09-17 20:00:00,LPOOL/BTC,0.00000634,0.00000636,0.00000634,0.00000636,86.7524,0.000550979269
1663441200,2022-09-17 19:00:00,LPOOL/BTC,0.00000631,0.00000631,0.0000063,0.0000063,59.4035,0.000374658003
1663437600,2022-09-17 18:00:00,LPOOL/BTC,0.00000631,0.00000636,0.00000626,0.00000636,364.3229,0.002301066736
1663434000,2022-09-17 17:00:00,LPOOL/BTC,0.00000631,0.00000636,0.00000627,0.00000636,144.8475,0.000916910133
1663430400,2022-09-17 16:00:00,LPOOL/BTC,0.00000627,0.0000063,0.00000621,0.0000063,134.5375,0.000840320871
1663426800,2022-09-17 15:00:00,LPOOL/BTC,0.00000635,0.00000635,0.00000618,0.00000632,446.9636,0.00279947599
1663423200,2022-09-17 14:00:00,LPOOL/BTC,0.00000626,0.00000636,0.00000626,0.00000628,180.8141,0.001141441681
1663419600,2022-09-17 13:00:00,LPOOL/BTC,0.00000632,0.00000637,0.00000627,0.00000627,78.8775,0.00049695919
1663416000,2022-09-17 12:00:00,LPOOL/BTC,0.00000631,0.00000638,0.00000631,0.00000638,170.0867,0.001077695052
1663412400,2022-09-17 11:00:00,LPOOL/BTC,0.00000637,0.00000639,0.00000632,0.00000632,13.4632,0.00008549694
1663408800,2022-09-17 10:00:00,LPOOL/BTC,0.00000632,0.00000641,0.00000632,0.00000632,103.1358,0.000657804437
1663405200,2022-09-17 09:00:00,LPOOL/BTC,0.00000637,0.00000641,0.0000063,0.00000634,152.2965,0.00096754795
1663401600,2022-09-17 08:00:00,LPOOL/BTC,0.00000635,0.00000646,0.00000626,0.00000636,922.4198,0.005850063871
1663398000,2022-09-17 07:00:00,LPOOL/BTC,0.0000063,0.00000636,0.00000626,0.00000628,207.8333,0.001312937477
1663394400,2022-09-17 06:00:00,LPOOL/BTC,0.00000619,0.00000632,0.00000619,0.00000625,176.3959,0.001105630039
1663390800,2022-09-17 05:00:00,LPOOL/BTC,0.00000624,0.00000627,0.0000062,0.0000062,122.2574,0.000762277308
1663387200,2022-09-17 04:00:00,LPOOL/BTC,0.00000624,0.00000624,0.00000611,0.00000622,145.227,0.000896866008
1663383600,2022-09-17 03:00:00,LPOOL/BTC,0.00000621,0.00000622,0.00000621,0.00000622,33.3121,0.000206882567
1663380000,2022-09-17 02:00:00,LPOOL/BTC,0.00000611,0.00000621,0.00000611,0.00000616,162.6064,0.0010034206
1663376400,2022-09-17 01:00:00,LPOOL/BTC,0.00000607,0.00000615,0.00000607,0.00000615,21.0079,0.000128847596
1663372800,2022-09-17 00:00:00,LPOOL/BTC,0.00000615,0.00000615,0.00000606,0.00000612,117.2127,0.000715001569
1663369200,2022-09-16 23:00:00,LPOOL/BTC,0.00000611,0.0000062,0.0000061,0.0000062,112.0634,0.000688594882
1663365600,2022-09-16 22:00:00,LPOOL/BTC,0.00000616,0.00000618,0.00000607,0.00000616,233.5439,0.001433546244
1663362000,2022-09-16 21:00:00,LPOOL/BTC,0.00000616,0.00000631,0.0000061,0.00000611,1061.707,0.006571687791
1663358400,2022-09-16 20:00:00,LPOOL/BTC,0.00000616,0.00000621,0.00000608,0.00000621,349.1413,0.002144221349
1663354800,2022-09-16 19:00:00,LPOOL/BTC,0.00000633,0.00000633,0.00000616,0.00000616,669.6438,0.00418730094
1663351200,2022-09-16 18:00:00,LPOOL/BTC,0.00000651,0.00000651,0.00000634,0.00000634,517.616,0.003314262849
1663347600,2022-09-16 17:00:00,LPOOL/BTC,0.00000652,0.00000657,0.00000647,0.00000649,119.5414,0.00078106214
1663344000,2022-09-16 16:00:00,LPOOL/BTC,0.00000665,0.00000665,0.00000647,0.00000647,453.9042,0.002961206705
1663340400,2022-09-16 15:00:00,LPOOL/BTC,0.0000066,0.00000666,0.00000655,0.0000066,160.962,0.001065638976
1663336800,2022-09-16 14:00:00,LPOOL/BTC,0.00000665,0.00000665,0.00000653,0.00000653,1505.396,0.009837979456
1663333200,2022-09-16 13:00:00,LPOOL/BTC,0.00000662,0.00000671,0.00000657,0.0000067,2600.9335,0.017126548045
