https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ZEC
1663545600000,2022-09-19 00:00:00,ZEC/BTC,0.00274567,0.00277547,0.002736,0.00277186,0.4016887678615084,144.91668694
1663459200000,2022-09-18 00:00:00,ZEC/BTC,0.0029158,0.00292508,0.00265129,0.0027462,7.387906376064534,2690.22881657
1663372800000,2022-09-17 00:00:00,ZEC/BTC,0.00286607,0.00292021,0.00286,0.00291511,7.98933388763631,2740.662921
1663286400000,2022-09-16 00:00:00,ZEC/BTC,0.00296101,0.00297243,0.00286,0.0028653,7.661828440119257,2674.00566786
1663200000000,2022-09-15 00:00:00,ZEC/BTC,0.00306031,0.00306382,0.00295569,0.0029664,8.02155936791837,2704.13948487
1663113600000,2022-09-14 00:00:00,ZEC/BTC,0.00291478,0.00306963,0.0028,0.00305567,7.461278221323235,2441.78141662
1663027200000,2022-09-13 00:00:00,ZEC/BTC,0.00280585,0.00293505,0.00276092,0.00292062,7.544334651508072,2583.12777818
1662940800000,2022-09-12 00:00:00,ZEC/BTC,0.0029495,0.00299843,0.002775,0.00280729,7.716635205738614,2748.78448815
1662854400000,2022-09-11 00:00:00,ZEC/BTC,0.0030187,0.00303856,0.00294867,0.00295238,8.101383961479016,2744.01803341
1662768000000,2022-09-10 00:00:00,ZEC/BTC,0.00308994,0.00310498,0.003,0.00301395,8.02012641055405,2661.00181176
1662681600000,2022-09-09 00:00:00,ZEC/BTC,0.00316136,0.00317371,0.00301378,0.00308533,8.623104361860817,2794.87262687
1662595200000,2022-09-08 00:00:00,ZEC/BTC,0.00307832,0.00316601,0.00305654,0.00315754,8.38615721847611,2655.91480028
1662508800000,2022-09-07 00:00:00,ZEC/BTC,0.00309226,0.00311288,0.00306174,0.00307969,8.304398165712243,2696.50457212
1662422400000,2022-09-06 00:00:00,ZEC/BTC,0.00320127,0.00329816,0.00309005,0.00309407,8.45274904155669,2731.91913614
1662336000000,2022-09-05 00:00:00,ZEC/BTC,0.00319678,0.00321539,0.0031565,0.00320197,8.314934899624808,2596.81848975
