https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CVC,Volume BTC
1663462800,2022-09-18 01:00:00,CVC/BTC,0.000007026,0.00000703,0.000007026,0.00000703,5.4512,0.0000383164544
1663459200,2022-09-18 00:00:00,CVC/BTC,0.000007027,0.000007027,0.000007019,0.000007019,101.2331,0.0007113403785
1663455600,2022-09-17 23:00:00,CVC/BTC,0.000007029,0.00000704,0.000007,0.000007032,34.2832,0.0002402125074
1663452000,2022-09-17 22:00:00,CVC/BTC,0.00000704,0.00000704,0.000006988,0.000006988,6.7114,0.0000471745928
1663448400,2022-09-17 21:00:00,CVC/BTC,0.00000704,0.00000704,0.00000704,0.00000704,2.1267,0.000014971968
1663444800,2022-09-17 20:00:00,CVC/BTC,0.000007044,0.00000705,0.000006991,0.000006991,19.4321,0.0001366860469
1663441200,2022-09-17 19:00:00,CVC/BTC,0.000007023,0.00000703,0.000007,0.000007019,212.4348,0.0014872659513
1663437600,2022-09-17 18:00:00,CVC/BTC,0.000007061,0.000007061,0.000007,0.000007,10.4079,0.0000731193451
1663434000,2022-09-17 17:00:00,CVC/BTC,0.00000704,0.00000704,0.000007001,0.000007033,10.0927,0.0000708016291
1663430400,2022-09-17 16:00:00,CVC/BTC,0.00000705,0.00000705,0.000007,0.000007,7.3825,0.000051936029
1663426800,2022-09-17 15:00:00,CVC/BTC,0.000007018,0.000007024,0.000006998,0.000006998,7.6848,0.0000539129806
1663423200,2022-09-17 14:00:00,CVC/BTC,0.000007017,0.000007044,0.000007017,0.000007018,6.783,0.0000476862434
1663419600,2022-09-17 13:00:00,CVC/BTC,0.000007037,0.000007037,0.000007037,0.000007037,2.2892,0.0000161091004
1663416000,2022-09-17 12:00:00,CVC/BTC,0.00000703,0.00000703,0.000006975,0.000006975,3.7217,0.0000260612455
1663412400,2022-09-17 11:00:00,CVC/BTC,0.000007035,0.000007035,0.000006988,0.000006995,10.7805,0.0000756750232
1663408800,2022-09-17 10:00:00,CVC/BTC,0.000007027,0.000007027,0.000006979,0.00000701,558.6208,0.0038990703109
1663405200,2022-09-17 09:00:00,CVC/BTC,0.000007001,0.000007047,0.000007001,0.000007001,7.1659,0.0000502159977
1663401600,2022-09-17 08:00:00,CVC/BTC,0.00000699,0.000007061,0.00000699,0.000007061,17.8387,0.00012539116
1663398000,2022-09-17 07:00:00,CVC/BTC,0.000006981,0.000007067,0.000006981,0.000006988,2162.4161,0.0152194663685
1663394400,2022-09-17 06:00:00,CVC/BTC,0.00000695,0.000006998,0.00000695,0.000006969,12.3832,0.0000864510738
1663390800,2022-09-17 05:00:00,CVC/BTC,0.00000697,0.000007,0.000006951,0.000006951,460.6135,0.0032197168763
1663387200,2022-09-17 04:00:00,CVC/BTC,0.00000694,0.000006969,0.00000694,0.000006969,7.8613,0.0000545873065
1663383600,2022-09-17 03:00:00,CVC/BTC,0.000006981,0.000006981,0.000006979,0.00000698,13.2283,0.0000923368213
1663380000,2022-09-17 02:00:00,CVC/BTC,0.00000696,0.000006977,0.000006933,0.000006933,30.5451,0.0002122255667
1663376400,2022-09-17 01:00:00,CVC/BTC,0.00000695,0.00000695,0.00000695,0.00000695,2.3138,0.00001608091
1663372800,2022-09-17 00:00:00,CVC/BTC,0.000006959,0.00000701,0.00000695,0.00000695,6067.4779,0.0425131007705
1663369200,2022-09-16 23:00:00,CVC/BTC,0.000006994,0.000007,0.000006971,0.000006971,12.8447,0.000089697735
1663365600,2022-09-16 22:00:00,CVC/BTC,0.000006975,0.000006982,0.000006975,0.000006982,6.8927,0.0000481174849
1663362000,2022-09-16 21:00:00,CVC/BTC,0.000006987,0.000007019,0.000006979,0.000007009,9.5601,0.0000668039741
1663358400,2022-09-16 20:00:00,CVC/BTC,0.000006981,0.000006992,0.000006979,0.000006989,53.0866,0.0003705641093
1663354800,2022-09-16 19:00:00,CVC/BTC,0.000006979,0.000007,0.000006979,0.000006988,9.8023,0.0000684964603
1663351200,2022-09-16 18:00:00,CVC/BTC,0.000007,0.000007006,0.000006979,0.000006979,13.1862,0.0000922114008
1663347600,2022-09-16 17:00:00,CVC/BTC,0.000006962,0.000007031,0.000006962,0.000007002,20456.1964,0.1435407355697
1663344000,2022-09-16 16:00:00,CVC/BTC,0.000006971,0.000007008,0.000006939,0.000006964,47.7093,0.0003322934184
1663340400,2022-09-16 15:00:00,CVC/BTC,0.000006906,0.000006965,0.000006906,0.000006965,22.6786,0.0001574790191
1663336800,2022-09-16 14:00:00,CVC/BTC,0.000006879,0.000006928,0.000006879,0.000006919,21.5723,0.0001490815458
1663333200,2022-09-16 13:00:00,CVC/BTC,0.000006885,0.000006926,0.000006869,0.000006879,217.6461,0.001503262166
1663329600,2022-09-16 12:00:00,CVC/BTC,0.000006872,0.000006881,0.000006859,0.000006881,19.56,0.0001344065081
1663326000,2022-09-16 11:00:00,CVC/BTC,0.000006849,0.000006849,0.000006849,0.000006849,25.8829,0.0001772719821
1663322400,2022-09-16 10:00:00,CVC/BTC,0.000006819,0.000006839,0.000006819,0.000006839,5.2726,0.0000360386714
1663318800,2022-09-16 09:00:00,CVC/BTC,0.000006812,0.000006829,0.000006801,0.000006829,5.4894,0.000037399537
1663315200,2022-09-16 08:00:00,CVC/BTC,0.00000684,0.000006865,0.000006809,0.000006809,81.3953,0.0005560565763
