https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UFO,Volume USDT
1663459200,2022-09-18 00:00:00,UFO/USDT,0.000002375,0.000002382,0.000002321,0.000002347,3823760667.8198,8980.5284082027471
1663372800,2022-09-17 00:00:00,UFO/USDT,0.000002221,0.000002444,0.000002215,0.000002374,73630349143.6232,172845.9598524789011
1663286400,2022-09-16 00:00:00,UFO/USDT,0.000002284,0.000002321,0.000002185,0.000002221,91108824201.88454921,205184.71046395271926358
1663200000,2022-09-15 00:00:00,UFO/USDT,0.000002421,0.000002441,0.0000022,0.000002284,108811272914.5354,250803.5870777987171
1663113600,2022-09-14 00:00:00,UFO/USDT,0.000002414,0.000002578,0.00000236,0.000002436,89948004041.1723,221664.5297291354797
1663027200,2022-09-13 00:00:00,UFO/USDT,0.000002755,0.0000029,0.000002353,0.000002414,195302572172.0593,504609.7842480001193
1662940800,2022-09-12 00:00:00,UFO/USDT,0.000003006,0.000003051,0.000002709,0.000002756,138576479669.5566,399035.3187122658058
1662854400,2022-09-11 00:00:00,UFO/USDT,0.000003027,0.000003231,0.00000294,0.000003015,83740031149.3615,255165.1051949347929
1662768000,2022-09-10 00:00:00,UFO/USDT,0.00000307,0.00000314,0.000002941,0.000003026,100757524540.9696,305340.4280846895099
1662681600,2022-09-09 00:00:00,UFO/USDT,0.000002743,0.00000327,0.000002727,0.000003061,339669449978.69297748,1024659.38667782506096462
1662595200,2022-09-08 00:00:00,UFO/USDT,0.000002811,0.000002905,0.000002626,0.00000274,185430531121.80742288,515394.963098131698508
1662508800,2022-09-07 00:00:00,UFO/USDT,0.000002459,0.00000291,0.00000228,0.000002812,192635198023.10307353,491014.29987066380707737
1662422400,2022-09-06 00:00:00,UFO/USDT,0.000002587,0.000002711,0.00000235,0.00000246,144588823893.8203,364905.8338746419174
1662336000,2022-09-05 00:00:00,UFO/USDT,0.00000272,0.00000272,0.00000252,0.00000259,92778379368.812,242358.8977533557955
1662249600,2022-09-04 00:00:00,UFO/USDT,0.000002667,0.000002794,0.00000259,0.00000272,90492122490.12,242969.555331072874
1662163200,2022-09-03 00:00:00,UFO/USDT,0.000002785,0.000002829,0.000002637,0.000002667,100798605184.331,274016.3543115145978
1662076800,2022-09-02 00:00:00,UFO/USDT,0.000002795,0.00000299,0.0000027,0.00000279,211133162989.04234954,601053.968820226976366
1661990400,2022-09-01 00:00:00,UFO/USDT,0.000002837,0.000002899,0.000002618,0.000002783,162091658200.8671,447566.4489994622838
1661904000,2022-08-31 00:00:00,UFO/USDT,0.000002882,0.00000314,0.000002766,0.000002835,133128568481.19467895,395198.58250534348430611
1661817600,2022-08-30 00:00:00,UFO/USDT,0.000003168,0.0000034,0.000002737,0.000002881,453642469173.62815647,1393387.71243099446136152
1661731200,2022-08-29 00:00:00,UFO/USDT,0.000002522,0.00000329,0.00000247,0.000003168,230726528381.24423938,644576.45975473485173644
1661644800,2022-08-28 00:00:00,UFO/USDT,0.00000266,0.000003043,0.0000025,0.000002504,288406742627.11692104,801482.8847126320935126
1661558400,2022-08-27 00:00:00,UFO/USDT,0.000002557,0.000002765,0.000002399,0.000002661,244717718719.9353559,628897.64451353210450776
1661472000,2022-08-26 00:00:00,UFO/USDT,0.00000308,0.0000033,0.00000253,0.00000257,297977199046.81505786,868379.06035686234393676
1661385600,2022-08-25 00:00:00,UFO/USDT,0.000003417,0.00000352,0.000003031,0.000003059,179538130287.43437528,596919.90659486229743317
1661299200,2022-08-24 00:00:00,UFO/USDT,0.000003789,0.000003796,0.00000339,0.00000342,113042956958.86036423,403022.8509288452931129
1661212800,2022-08-23 00:00:00,UFO/USDT,0.000003787,0.000003862,0.00000345,0.000003788,144291535744.93661201,529401.93037432500788578
