https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETN,Volume USDT
1663459200,2022-09-18 00:00:00,ETN/USDT,0.0030654,0.0030679,0.0030422,0.0030525,27309.9866,83.58602069036
1663455600,2022-09-17 23:00:00,ETN/USDT,0.003076,0.003076,0.0030315,0.0030652,896446.7717,2733.55445593647
1663452000,2022-09-17 22:00:00,ETN/USDT,0.0030862,0.003091,0.0030785,0.003091,103735.036,320.52472341074
1663448400,2022-09-17 21:00:00,ETN/USDT,0.003088,0.003088,0.003071,0.0030716,16728.3267,51.3803857617
1663444800,2022-09-17 20:00:00,ETN/USDT,0.003088,0.003088,0.0030697,0.003088,141778.6895,436.2392961413
1663441200,2022-09-17 19:00:00,ETN/USDT,0.003091,0.0031021,0.003088,0.003088,13510.6753,41.79851661012
1663437600,2022-09-17 18:00:00,ETN/USDT,0.0030914,0.0030914,0.003088,0.003091,81302.1189,251.26121548353
1663434000,2022-09-17 17:00:00,ETN/USDT,0.003086,0.0031096,0.003086,0.0031089,259449.5045,804.04652744212
1663430400,2022-09-17 16:00:00,ETN/USDT,0.0030704,0.003086,0.0030704,0.003086,97716.5092,300.7274694578
1663426800,2022-09-17 15:00:00,ETN/USDT,0.0030533,0.003075,0.003052,0.0030704,216811.8432,665.88678483344
1663423200,2022-09-17 14:00:00,ETN/USDT,0.0030525,0.003075,0.0030521,0.0030521,181815.8191,557.45281410213
1663419600,2022-09-17 13:00:00,ETN/USDT,0.0030397,0.0030537,0.0030223,0.003034,181954.3758,553.58204057753
1663416000,2022-09-17 12:00:00,ETN/USDT,0.0030666,0.003086,0.003,0.0030397,4216187.8738,12707.91719486178
1663412400,2022-09-17 11:00:00,ETN/USDT,0.003235,0.0032679,0.0030665,0.0030665,2616812.9194,8281.52197222851
1663408800,2022-09-17 10:00:00,ETN/USDT,0.00304,0.00327,0.003023,0.0032463,6500633.3961,20523.21442667547
1663405200,2022-09-17 09:00:00,ETN/USDT,0.0030394,0.0030403,0.003016,0.0030403,205252.8405,622.57453182066
1663401600,2022-09-17 08:00:00,ETN/USDT,0.0030448,0.00305,0.0030231,0.0030402,225262.0485,684.38751060147
1663398000,2022-09-17 07:00:00,ETN/USDT,0.0030332,0.0030499,0.0030301,0.0030301,70699.6234,215.47428310787
1663394400,2022-09-17 06:00:00,ETN/USDT,0.0030316,0.0030479,0.0030301,0.0030479,17283.2369,52.53866514747
1663390800,2022-09-17 05:00:00,ETN/USDT,0.0030599,0.00306,0.0030316,0.0030316,70415.5761,213.88096966861
1663387200,2022-09-17 04:00:00,ETN/USDT,0.003074,0.003074,0.003034,0.003046,314928.7954,960.65454116017
1663383600,2022-09-17 03:00:00,ETN/USDT,0.0030799,0.003088,0.0030681,0.003074,23313.9624,71.88707748717
1663380000,2022-09-17 02:00:00,ETN/USDT,0.0030963,0.0030987,0.0030681,0.0030832,101849.032,313.596162944876636
1663376400,2022-09-17 01:00:00,ETN/USDT,0.0030324,0.003104,0.003027,0.0030837,617719.84365919,1892.855207555784203
1663372800,2022-09-17 00:00:00,ETN/USDT,0.0032319,0.0032576,0.002998,0.003052,5757775.196,17808.3439723438
1663369200,2022-09-16 23:00:00,ETN/USDT,0.0032125,0.003232,0.0032079,0.0032269,212130.5217,683.97534399588
1663365600,2022-09-16 22:00:00,ETN/USDT,0.0031959,0.0032299,0.003194,0.0032079,517729.248,1663.02902895412
1663362000,2022-09-16 21:00:00,ETN/USDT,0.0032045,0.0032139,0.003147,0.003178,706899.1027,2248.81167433876
1663358400,2022-09-16 20:00:00,ETN/USDT,0.0030935,0.0032576,0.0030935,0.0032045,2854046.6878,9102.61981199675
1663354800,2022-09-16 19:00:00,ETN/USDT,0.003076,0.003106,0.003076,0.0030882,553358.9655,1706.96616487856
1663351200,2022-09-16 18:00:00,ETN/USDT,0.00306,0.0030767,0.00305,0.003076,343185.9358,1053.04145439599
1663347600,2022-09-16 17:00:00,ETN/USDT,0.003068,0.0030751,0.003034,0.003074,759595.2036,2318.83962705269
1663344000,2022-09-16 16:00:00,ETN/USDT,0.0030749,0.0030751,0.0030501,0.0030543,857253.3591,2630.16531179526
1663340400,2022-09-16 15:00:00,ETN/USDT,0.00301,0.0030749,0.0029981,0.0030749,735247.7631,2236.11172750118
1663336800,2022-09-16 14:00:00,ETN/USDT,0.0029981,0.0030299,0.0029981,0.0030125,65071.7576,196.64746684046
1663333200,2022-09-16 13:00:00,ETN/USDT,0.0030067,0.003032,0.002998,0.0029981,585010.3966,1756.62825422007
1663329600,2022-09-16 12:00:00,ETN/USDT,0.0030948,0.0031239,0.0030049,0.003025,1528150.0297,4694.34620572225
1663326000,2022-09-16 11:00:00,ETN/USDT,0.0031195,0.0031363,0.0030769,0.003104,629894.4993,1954.61717042679
1663322400,2022-09-16 10:00:00,ETN/USDT,0.003106,0.0031468,0.003088,0.0031194,891584.0747,2784.60775064193
1663318800,2022-09-16 09:00:00,ETN/USDT,0.0030615,0.003106,0.0030598,0.003106,471753.6204,1454.88824932942
1663315200,2022-09-16 08:00:00,ETN/USDT,0.0030598,0.0030738,0.003052,0.0030598,143169.6257,437.8054468748
1663311600,2022-09-16 07:00:00,ETN/USDT,0.0030775,0.0031175,0.00303,0.0030588,1508797.819,4627.01944183487
1663308000,2022-09-16 06:00:00,ETN/USDT,0.00306,0.0030784,0.003057,0.0030784,317710.6959,975.80802895273
1663304400,2022-09-16 05:00:00,ETN/USDT,0.0030399,0.0030749,0.003016,0.00306,452391.3822,1379.83562821088
1663300800,2022-09-16 04:00:00,ETN/USDT,0.0029912,0.0030445,0.0029801,0.00304,490596.3514,1482.1252149266
1663297200,2022-09-16 03:00:00,ETN/USDT,0.0029825,0.0030056,0.0029784,0.0030056,249931.3715,749.1120520907
1663293600,2022-09-16 02:00:00,ETN/USDT,0.003004,0.00303,0.0029783,0.0029979,210738.9296,631.56591405909
1663290000,2022-09-16 01:00:00,ETN/USDT,0.003032,0.0030397,0.003004,0.0030192,188345.9445,569.29789771706
1663286400,2022-09-16 00:00:00,ETN/USDT,0.003016,0.003034,0.002996,0.003034,182150.035,549.3985441093
1663282800,2022-09-15 23:00:00,ETN/USDT,0.0029979,0.003064,0.0029961,0.003016,1074719.1851,3252.00701378986
1663279200,2022-09-15 22:00:00,ETN/USDT,0.003018,0.003034,0.0029783,0.0029979,556453.7652,1669.22618797168
1663275600,2022-09-15 21:00:00,ETN/USDT,0.0029965,0.003032,0.0029783,0.003018,518115.5479,1557.5506613288
1663272000,2022-09-15 20:00:00,ETN/USDT,0.0029,0.0030042,0.0029,0.0029965,3069518.0812,9152.74227549034
1663268400,2022-09-15 19:00:00,ETN/USDT,0.0028315,0.0029008,0.0028303,0.0029008,1337214.6748,3842.91667015237
1663264800,2022-09-15 18:00:00,ETN/USDT,0.0028152,0.002836,0.0027985,0.0028173,325579.9507,920.33009716008
1663261200,2022-09-15 17:00:00,ETN/USDT,0.002812,0.0028152,0.0027941,0.0028016,20822.8974,58.42937627525
1663257600,2022-09-15 16:00:00,ETN/USDT,0.0028019,0.0028117,0.0027888,0.0028117,24846.8399,69.66187058226
1663254000,2022-09-15 15:00:00,ETN/USDT,0.0028144,0.0028481,0.002783,0.0028019,580775.7256,1639.45693439392
1663250400,2022-09-15 14:00:00,ETN/USDT,0.0028581,0.002917,0.0028144,0.002831,2196396.8655,6299.07831604762
1663246800,2022-09-15 13:00:00,ETN/USDT,0.0028049,0.002877,0.0027916,0.0028581,1012920.3712,2880.95285983425
1663243200,2022-09-15 12:00:00,ETN/USDT,0.0027983,0.0028056,0.002781,0.0028056,45580.2007,127.26683936995
1663239600,2022-09-15 11:00:00,ETN/USDT,0.0027913,0.002816,0.0027802,0.0027802,164443.4146,459.34284302989
1663236000,2022-09-15 10:00:00,ETN/USDT,0.0027975,0.0028014,0.0027808,0.0027834,219557.9953,611.52278844504
1663232400,2022-09-15 09:00:00,ETN/USDT,0.002822,0.0028375,0.0027741,0.002794,1705188.8723,4775.66125617907
1663228800,2022-09-15 08:00:00,ETN/USDT,0.0028619,0.0028623,0.002822,0.002822,433924.8141,1233.49480650361
1663225200,2022-09-15 07:00:00,ETN/USDT,0.0028315,0.0028619,0.0028,0.0028548,1188132.1587,3370.67698230847
1663221600,2022-09-15 06:00:00,ETN/USDT,0.002861,0.0028613,0.0028031,0.0028315,963433.5118,2733.36349572422
1663218000,2022-09-15 05:00:00,ETN/USDT,0.002836,0.0028609,0.0028215,0.0028609,227805.9204,647.88030563245
1663214400,2022-09-15 04:00:00,ETN/USDT,0.0028504,0.002854,0.002818,0.002836,280733.1148,796.49915610383
