https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MLN,Volume BTC
1663459200,2022-09-18 00:00:00,MLN/BTC,0.0011215,0.0011238,0.0011194,0.0011238,1.7897,0.00200546955
1663372800,2022-09-17 00:00:00,MLN/BTC,0.0011331,0.0011348,0.0011128,0.0011128,44.9861,0.05046111322
1663286400,2022-09-16 00:00:00,MLN/BTC,0.0010999,0.0011477,0.0010999,0.0011331,52.6466,0.05952643186
1663200000,2022-09-15 00:00:00,MLN/BTC,0.0010971,0.0011105,0.0010887,0.0011031,35.7043,0.03921765884
1663113600,2022-09-14 00:00:00,MLN/BTC,0.0011106,0.0011193,0.0010879,0.001101,80.6111,0.08852474019
1663027200,2022-09-13 00:00:00,MLN/BTC,0.0010739,0.0011258,0.0010695,0.0011116,52.5273,0.05739489485
1662940800,2022-09-12 00:00:00,MLN/BTC,0.0010953,0.0010973,0.0010735,0.0010737,27.1303,0.02949980242
1662854400,2022-09-11 00:00:00,MLN/BTC,0.0011068,0.0011143,0.0010938,0.0010938,61.4734,0.06780678658
1662768000,2022-09-10 00:00:00,MLN/BTC,0.0011147,0.0011182,0.0010944,0.0010974,17.627,0.01955439318
1662681600,2022-09-09 00:00:00,MLN/BTC,0.0011717,0.0012248,0.0011048,0.0011178,83.1699,0.09744288474
1662595200,2022-09-08 00:00:00,MLN/BTC,0.001169,0.0012668,0.0011472,0.0011648,155.4038,0.18735726715
1662508800,2022-09-07 00:00:00,MLN/BTC,0.0011541,0.0011731,0.0011477,0.0011688,21.0317,0.02443579117
1662422400,2022-09-06 00:00:00,MLN/BTC,0.0011642,0.001202,0.0011417,0.001161,87.9296,0.10168097361
1662336000,2022-09-05 00:00:00,MLN/BTC,0.0011777,0.0011793,0.0011533,0.0011603,19.6131,0.02290262235
1662249600,2022-09-04 00:00:00,MLN/BTC,0.0011658,0.0011869,0.0011658,0.0011747,13.3617,0.01572127098
1662163200,2022-09-03 00:00:00,MLN/BTC,0.001146,0.0011763,0.001145,0.0011687,62.3963,0.07212185529
1662076800,2022-09-02 00:00:00,MLN/BTC,0.0011415,0.0011601,0.0011318,0.0011447,69.9288,0.07996129957
1661990400,2022-09-01 00:00:00,MLN/BTC,0.0011429,0.0011589,0.0011333,0.0011425,65.1634,0.07456787366
1661904000,2022-08-31 00:00:00,MLN/BTC,0.001152,0.0011687,0.0011355,0.0011482,345.293,0.39942378871
1661817600,2022-08-30 00:00:00,MLN/BTC,0.0011677,0.0012172,0.001145,0.0011535,28.574,0.03319549972
1661731200,2022-08-29 00:00:00,MLN/BTC,0.0011779,0.0012476,0.0011466,0.0011647,66.4911,0.07701771029
1661644800,2022-08-28 00:00:00,MLN/BTC,0.0012141,0.0012235,0.0011996,0.0011996,11.7259,0.01413059294
1661558400,2022-08-27 00:00:00,MLN/BTC,0.0011847,0.0012626,0.0011767,0.0012056,28.3853,0.03496537783
1661472000,2022-08-26 00:00:00,MLN/BTC,0.0012127,0.001288,0.0011733,0.0011849,35.0819,0.04173119981
1661385600,2022-08-25 00:00:00,MLN/BTC,0.0011907,0.0012627,0.0011827,0.0012626,31.5314,0.03898135529
1661299200,2022-08-24 00:00:00,MLN/BTC,0.001165,0.0011911,0.001165,0.001174,8.1626,0.00960264542
1661212800,2022-08-23 00:00:00,MLN/BTC,0.0011767,0.0012088,0.001165,0.001165,6.9128,0.00822952545
1661126400,2022-08-22 00:00:00,MLN/BTC,0.0011649,0.0012652,0.0011415,0.0011827,141.3864,0.17025362647
1661040000,2022-08-21 00:00:00,MLN/BTC,0.0011613,0.0013473,0.0011535,0.001158,123.9845,0.14976977872
1660953600,2022-08-20 00:00:00,MLN/BTC,0.001162,0.0012448,0.0011545,0.0011613,37.1989,0.04499583999
1660867200,2022-08-19 00:00:00,MLN/BTC,0.0011395,0.0011777,0.0010952,0.0011696,78.8882,0.08927705654
1660780800,2022-08-18 00:00:00,MLN/BTC,0.0011737,0.0011846,0.0011383,0.0011383,12.2951,0.01414776121
1660694400,2022-08-17 00:00:00,MLN/BTC,0.0011817,0.0011892,0.001169,0.0011773,38.2836,0.04506308731
1660608000,2022-08-16 00:00:00,MLN/BTC,0.0011951,0.0012036,0.0011837,0.0011876,3.5024,0.00416483907
1660521600,2022-08-15 00:00:00,MLN/BTC,0.0011891,0.0012023,0.0011665,0.0011917,111.1862,0.13220770709
1660435200,2022-08-14 00:00:00,MLN/BTC,0.0012135,0.001269,0.0011779,0.0011876,133.3889,0.16649307064
1660348800,2022-08-13 00:00:00,MLN/BTC,0.001277,0.001277,0.001209,0.0012197,44.755,0.05494638573
1660262400,2022-08-12 00:00:00,MLN/BTC,0.0012019,0.0014168,0.0012019,0.001284,545.0545,0.72798839609
1660176000,2022-08-11 00:00:00,MLN/BTC,0.0012505,0.0012763,0.0011831,0.0012114,36.2403,0.04394189516
1660089600,2022-08-10 00:00:00,MLN/BTC,0.0011923,0.0012622,0.0011759,0.0012501,132.3036,0.16064465685
1660003200,2022-08-09 00:00:00,MLN/BTC,0.0012129,0.0012129,0.001165,0.0011759,49.2648,0.05871720391
1659916800,2022-08-08 00:00:00,MLN/BTC,0.0012206,0.0012246,0.0011847,0.001209,14.073,0.01692755034
1659830400,2022-08-07 00:00:00,MLN/BTC,0.0012262,0.001229,0.0012111,0.0012116,9.0547,0.01102610832
1659744000,2022-08-06 00:00:00,MLN/BTC,0.0012136,0.0012745,0.0012067,0.0012271,51.1941,0.06315597278
1659657600,2022-08-05 00:00:00,MLN/BTC,0.0011897,0.00128,0.0011708,0.001231,201.247,0.24788475645
1659571200,2022-08-04 00:00:00,MLN/BTC,0.0011967,0.0012108,0.0011647,0.0011943,176.0018,0.20773957487
1659484800,2022-08-03 00:00:00,MLN/BTC,0.0011518,0.0013224,0.0011517,0.0011996,651.2158,0.8096933912
1659398400,2022-08-02 00:00:00,MLN/BTC,0.0011797,0.001188,0.0011516,0.0011687,4.5128,0.005299536
1659312000,2022-08-01 00:00:00,MLN/BTC,0.0011999,0.0012183,0.0011735,0.0011808,250.6589,0.30126710809
1659225600,2022-07-31 00:00:00,MLN/BTC,0.0011722,0.0012395,0.001162,0.0011672,49.4232,0.0591072223
1659139200,2022-07-30 00:00:00,MLN/BTC,0.0011839,0.0012855,0.0011522,0.0011726,985.3951,1.24178851001
1659052800,2022-07-29 00:00:00,MLN/BTC,0.0011299,0.0011836,0.0011286,0.0011756,54.5102,0.06300000346
1658966400,2022-07-28 00:00:00,MLN/BTC,0.0011258,0.0011886,0.0011228,0.0011375,49.2237,0.05682546403
1658880000,2022-07-27 00:00:00,MLN/BTC,0.0011619,0.0012247,0.0011275,0.0011375,50.3006,0.05898169042
1658793600,2022-07-26 00:00:00,MLN/BTC,0.0011545,0.00116,0.0011349,0.0011598,46.0479,0.05301066475
1658707200,2022-07-25 00:00:00,MLN/BTC,0.0011418,0.0011605,0.0011318,0.0011564,27.4802,0.0315116889
1658620800,2022-07-24 00:00:00,MLN/BTC,0.0011587,0.0011826,0.001132,0.0011369,43.0593,0.04939176457
1658534400,2022-07-23 00:00:00,MLN/BTC,0.0010999,0.0011625,0.0010999,0.0011477,39.2941,0.04457446922
1658448000,2022-07-22 00:00:00,MLN/BTC,0.001116,0.0011294,0.0010938,0.0011074,14.1333,0.01563841425
1658361600,2022-07-21 00:00:00,MLN/BTC,0.0010968,0.001116,0.0010816,0.0011016,35.9231,0.03964304298
1658275200,2022-07-20 00:00:00,MLN/BTC,0.0011434,0.0011525,0.0010899,0.0011046,79.2905,0.08917360259
1658188800,2022-07-19 00:00:00,MLN/BTC,0.0011697,0.0011964,0.0011224,0.0011415,47.3112,0.05509567434
1658102400,2022-07-18 00:00:00,MLN/BTC,0.0012134,0.0012156,0.0011595,0.0011857,35.5542,0.04231132852
1658016000,2022-07-17 00:00:00,MLN/BTC,0.0011897,0.0012141,0.0011783,0.0012126,38.6043,0.04627857376
1657929600,2022-07-16 00:00:00,MLN/BTC,0.0011747,0.0012409,0.0011727,0.0011877,41.9735,0.0504202889
1657843200,2022-07-15 00:00:00,MLN/BTC,0.0011996,0.00132,0.0011605,0.0011698,330.5878,0.40215655287
1657756800,2022-07-14 00:00:00,MLN/BTC,0.0011847,0.0012396,0.0011766,0.0012076,29.4078,0.03521873647
1657670400,2022-07-13 00:00:00,MLN/BTC,0.0012287,0.0012366,0.0011797,0.0011887,53.236,0.06401405409
1657584000,2022-07-12 00:00:00,MLN/BTC,0.0011609,0.0012645,0.0011609,0.0012317,44.7195,0.05521002383
1657497600,2022-07-11 00:00:00,MLN/BTC,0.001176,0.0012239,0.0011711,0.001181,0.3554,0.00042124531
1657411200,2022-07-10 00:00:00,MLN/BTC,0.0011767,0.0012228,0.0011683,0.0011755,0.6224,0.0007363648
