https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TEL,Volume USDT
1663459200,2022-09-18 00:00:00,TEL/USDT,0.00144937,0.00144937,0.00144192,0.00144192,4396047.2455,6350.679456165761
1663455600,2022-09-17 23:00:00,TEL/USDT,0.0014448,0.00145592,0.00143018,0.00144875,15968689.3493,23067.443884087281
1663452000,2022-09-17 22:00:00,TEL/USDT,0.00143225,0.0014454,0.00143132,0.0014448,2370400.3959,3408.003904029716
1663448400,2022-09-17 21:00:00,TEL/USDT,0.00144459,0.00144459,0.0014252,0.001431,4721278.3255,6776.80140712786
1663444800,2022-09-17 20:00:00,TEL/USDT,0.00144491,0.00144639,0.00143753,0.00144464,1844554.5953,2659.804917389781
1663441200,2022-09-17 19:00:00,TEL/USDT,0.00144,0.00144541,0.00143866,0.00144168,2083804.6256,3006.436321069236
1663437600,2022-09-17 18:00:00,TEL/USDT,0.0014376,0.00144515,0.00143751,0.00144356,5849819.2201,8422.874681036521
1663434000,2022-09-17 17:00:00,TEL/USDT,0.00144995,0.00144995,0.00143751,0.00143751,2659644.637,3842.894954449715
1663430400,2022-09-17 16:00:00,TEL/USDT,0.00143465,0.00144995,0.00143057,0.00144995,6080118.3073,8778.136136848089
1663426800,2022-09-17 15:00:00,TEL/USDT,0.00144147,0.00144304,0.00143061,0.00143465,2680363.9645,3848.945602234176
1663423200,2022-09-17 14:00:00,TEL/USDT,0.00143243,0.00144651,0.00142596,0.00143949,8056091.7933,11561.091302748087
1663419600,2022-09-17 13:00:00,TEL/USDT,0.00143592,0.00144,0.00142308,0.001432,3301619.5851,4732.059636686572
1663416000,2022-09-17 12:00:00,TEL/USDT,0.00142978,0.00143865,0.00142808,0.00143592,1056431.102,1514.569965439841
1663412400,2022-09-17 11:00:00,TEL/USDT,0.001429,0.0014399,0.001424,0.00142985,5785822.8912,8286.672170072283
1663408800,2022-09-17 10:00:00,TEL/USDT,0.00143107,0.00143909,0.00142544,0.00142605,3322003.9827,4755.205828219896
1663405200,2022-09-17 09:00:00,TEL/USDT,0.00142719,0.00143192,0.00142267,0.00142293,1349500.8096,1924.622136522935
1663401600,2022-09-17 08:00:00,TEL/USDT,0.00141586,0.00143967,0.00141586,0.0014335,6755197.3295,9664.729722224
1663398000,2022-09-17 07:00:00,TEL/USDT,0.001437,0.00143732,0.00140011,0.00141586,15598087.4658,22002.556677419053
1663394400,2022-09-17 06:00:00,TEL/USDT,0.0014362,0.0014379,0.00143062,0.00143581,2160468.8033,3101.978099066666
1663390800,2022-09-17 05:00:00,TEL/USDT,0.00143664,0.00143666,0.00143087,0.00143454,744563.2019,1067.751457321481
1663387200,2022-09-17 04:00:00,TEL/USDT,0.00143225,0.00143996,0.00142932,0.00143996,1262007.0418,1813.750013306105
1663383600,2022-09-17 03:00:00,TEL/USDT,0.00143516,0.00143732,0.00142526,0.00142526,2447624.6201,3505.400632349396
1663380000,2022-09-17 02:00:00,TEL/USDT,0.00143529,0.00143669,0.00142821,0.001432,1639174.7502,2345.833300767779
1663376400,2022-09-17 01:00:00,TEL/USDT,0.00144203,0.00144233,0.00143062,0.00143854,2733662.0778,3930.352108328496
1663372800,2022-09-17 00:00:00,TEL/USDT,0.00143062,0.00144995,0.00142648,0.00144142,6099569.4053,8790.793135104427
1663369200,2022-09-16 23:00:00,TEL/USDT,0.00143026,0.0014329,0.00142114,0.00142442,1621809.7673,2313.84979244892
1663365600,2022-09-16 22:00:00,TEL/USDT,0.00142724,0.001434,0.00142283,0.00143288,1245143.2251,1780.133354283884
1663362000,2022-09-16 21:00:00,TEL/USDT,0.00142111,0.00142722,0.00141765,0.00142722,3469595.96,4939.360921557578
1663358400,2022-09-16 20:00:00,TEL/USDT,0.0014166,0.00142215,0.00140225,0.00142111,5235400.303,7389.639604081859
1663354800,2022-09-16 19:00:00,TEL/USDT,0.00142349,0.0014235,0.0014007,0.00141684,15347052.047,21751.52277733919
1663351200,2022-09-16 18:00:00,TEL/USDT,0.00142658,0.0014413,0.00141894,0.00142328,9601393.3748,13711.611452322337
1663347600,2022-09-16 17:00:00,TEL/USDT,0.0014258,0.00142658,0.00140921,0.00142658,2863154.3232,4056.331453865664
1663344000,2022-09-16 16:00:00,TEL/USDT,0.001435,0.001435,0.00142,0.00143053,7060073.4054,10055.654931254699
1663340400,2022-09-16 15:00:00,TEL/USDT,0.0014276,0.00144939,0.00142001,0.001435,15752139.9609,22610.588563727388
1663336800,2022-09-16 14:00:00,TEL/USDT,0.00141691,0.00143605,0.00141691,0.00143513,7049563.9408,10061.969925426969
1663333200,2022-09-16 13:00:00,TEL/USDT,0.001424,0.00143065,0.00141016,0.0014164,11698986.4339,16578.248978779654
1663329600,2022-09-16 12:00:00,TEL/USDT,0.00142052,0.00145009,0.00142018,0.001424,9804649.4633,14115.49366433356
1663326000,2022-09-16 11:00:00,TEL/USDT,0.00141193,0.00142551,0.00141193,0.00142551,4470157.8374,6345.819494069496
1663322400,2022-09-16 10:00:00,TEL/USDT,0.0014201,0.00142626,0.0014119,0.00141192,17713401.2401,25131.762638305963
1663318800,2022-09-16 09:00:00,TEL/USDT,0.0014217,0.00142212,0.00142001,0.00142212,2827803.1174,4019.543900342587
1663315200,2022-09-16 08:00:00,TEL/USDT,0.00143213,0.00143525,0.00142111,0.00142111,5555281.577,7932.776498233067
1663311600,2022-09-16 07:00:00,TEL/USDT,0.00143667,0.00143667,0.001432,0.00143519,966288.3386,1384.435611652123
1663308000,2022-09-16 06:00:00,TEL/USDT,0.00143369,0.00145657,0.0014321,0.00143332,7250777.8362,10465.700876976497
1663304400,2022-09-16 05:00:00,TEL/USDT,0.0014424,0.00144427,0.00143401,0.00143401,923184.0848,1327.76120462503
1663300800,2022-09-16 04:00:00,TEL/USDT,0.00144916,0.001458,0.00143191,0.0014424,5575417.969,8070.796704386964
1663297200,2022-09-16 03:00:00,TEL/USDT,0.00142685,0.001458,0.00142111,0.00144331,13499207.76,19424.478066099956
1663293600,2022-09-16 02:00:00,TEL/USDT,0.00143997,0.00144315,0.00142111,0.00142993,5184928.2567,7428.340830419561
1663290000,2022-09-16 01:00:00,TEL/USDT,0.00144946,0.00145263,0.00143812,0.00143997,2569758.0551,3710.355128387763
1663286400,2022-09-16 00:00:00,TEL/USDT,0.00144724,0.0014494,0.00143113,0.0014494,3107021.5106,4475.948463582479
1663282800,2022-09-15 23:00:00,TEL/USDT,0.00143414,0.0014494,0.00143018,0.00144691,7719255.8533,11128.249720991965
1663279200,2022-09-15 22:00:00,TEL/USDT,0.00144749,0.00144749,0.00142796,0.00143617,1139503.6318,1636.524848540037
1663275600,2022-09-15 21:00:00,TEL/USDT,0.00145243,0.001453,0.00144749,0.00144749,2494062.0688,3622.695852378378
1663272000,2022-09-15 20:00:00,TEL/USDT,0.00144948,0.0014529,0.0014382,0.00145205,9343177.9514,13515.802133639487
1663268400,2022-09-15 19:00:00,TEL/USDT,0.00144935,0.00145499,0.00144488,0.00144818,5100232.9501,7383.511097826146
1663264800,2022-09-15 18:00:00,TEL/USDT,0.00143509,0.00145262,0.00143508,0.00144664,6904381.7266,9999.525320455132
1663261200,2022-09-15 17:00:00,TEL/USDT,0.001439,0.00144703,0.00143508,0.00143508,3476483.1106,5005.085302831795
1663257600,2022-09-15 16:00:00,TEL/USDT,0.00143369,0.00144199,0.00142331,0.00143745,6369963.6016,9110.9212937005
1663254000,2022-09-15 15:00:00,TEL/USDT,0.00142223,0.0014493,0.00141565,0.00143369,17823248.6452,25478.126513192175
1663250400,2022-09-15 14:00:00,TEL/USDT,0.00146032,0.00146609,0.00141894,0.00142774,15995549.6042,23108.043490519325
1663246800,2022-09-15 13:00:00,TEL/USDT,0.00146481,0.0014679,0.00146,0.00146557,7485336.6859,10938.875150385341
1663243200,2022-09-15 12:00:00,TEL/USDT,0.00146266,0.00147073,0.00145718,0.00146363,3854707.5112,5642.280175677132
1663239600,2022-09-15 11:00:00,TEL/USDT,0.00146231,0.00147763,0.00145883,0.00146821,4181314.0191,6135.206453131785
1663236000,2022-09-15 10:00:00,TEL/USDT,0.00146283,0.00148268,0.00146204,0.00146272,4982791.9078,7309.880437330428
1663232400,2022-09-15 09:00:00,TEL/USDT,0.0014851,0.001488,0.00146272,0.0014657,8875569.7175,13059.71322124079
1663228800,2022-09-15 08:00:00,TEL/USDT,0.001497,0.00149918,0.00145733,0.00148741,8175603.6889,12081.259742745127
1663225200,2022-09-15 07:00:00,TEL/USDT,0.00148979,0.00150317,0.00148454,0.001497,4463825.3924,6684.971987215189
1663221600,2022-09-15 06:00:00,TEL/USDT,0.00148674,0.00149655,0.00146706,0.00148445,6407970.0116,9487.816529470007
1663218000,2022-09-15 05:00:00,TEL/USDT,0.00147333,0.0014868,0.001466,0.00148243,1987235.5833,2944.713346365228
1663214400,2022-09-15 04:00:00,TEL/USDT,0.0014688,0.00147333,0.001464,0.00146531,2124587.4077,3121.777979219091
1663210800,2022-09-15 03:00:00,TEL/USDT,0.00147509,0.0014994,0.00146002,0.00146908,15240198.554,22460.534960143994
1663207200,2022-09-15 02:00:00,TEL/USDT,0.00147939,0.00148679,0.00147508,0.00147595,3156547.1523,4675.323131257628
1663203600,2022-09-15 01:00:00,TEL/USDT,0.00148812,0.00148812,0.00147001,0.00148194,8830684.0542,13064.39586781384
1663200000,2022-09-15 00:00:00,TEL/USDT,0.00149372,0.00149372,0.00148812,0.00148813,3090939.4034,4613.80258663092
1663196400,2022-09-14 23:00:00,TEL/USDT,0.00149839,0.00149941,0.00149315,0.00149372,1426448.8553,2133.586914062887
1663192800,2022-09-14 22:00:00,TEL/USDT,0.00149507,0.001513,0.00148281,0.00149839,15126745.8302,22741.795158449836
1663189200,2022-09-14 21:00:00,TEL/USDT,0.0014828,0.001504,0.00148024,0.00149522,7293476.4551,10918.340589254892
1663185600,2022-09-14 20:00:00,TEL/USDT,0.00148947,0.001497,0.00147779,0.0014828,6544400.2407,9734.988014679471
1663182000,2022-09-14 19:00:00,TEL/USDT,0.0014668,0.00151293,0.00146614,0.00148947,18296572.9897,27303.087902109497
1663178400,2022-09-14 18:00:00,TEL/USDT,0.00148627,0.00148967,0.00146522,0.00147234,15985532.4001,23552.481510841467
1663174800,2022-09-14 17:00:00,TEL/USDT,0.00149,0.001491,0.00148579,0.00148594,1510314.7774,2247.79799132928
1663171200,2022-09-14 16:00:00,TEL/USDT,0.00149738,0.00151,0.00149,0.00149,9329334.6007,13984.834823911495
1663167600,2022-09-14 15:00:00,TEL/USDT,0.00149764,0.0015029,0.00149595,0.00149617,1413272.6353,2118.187754798578
1663164000,2022-09-14 14:00:00,TEL/USDT,0.00149894,0.001513,0.001496,0.00150181,14301425.1412,21528.242258292402
1663160400,2022-09-14 13:00:00,TEL/USDT,0.00150023,0.001504,0.00149543,0.00149995,2788115.6087,4184.57719755776
1663156800,2022-09-14 12:00:00,TEL/USDT,0.00149275,0.001504,0.00148499,0.00150352,9055968.5511,13552.428823117739
1663153200,2022-09-14 11:00:00,TEL/USDT,0.001496,0.00150198,0.00148303,0.00149275,3074482.2019,4584.374465756287
