Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume PAY,Volume ETH
1605855600.0,2020-11-20 07-AM,PAYETH,0.0001213,0.0001213,0.0001213,0.0001213,0.0,0.0
1605852000.0,2020-11-20 06-AM,PAYETH,0.0001199,0.0001213,0.0001199,0.0001213,1506.79,0.1827
1605848400.0,2020-11-20 05-AM,PAYETH,0.0001199,0.0001199,0.0001199,0.0001199,0.0,0.0
1605844800.0,2020-11-20 04-AM,PAYETH,0.0001198,0.0001199,0.0001198,0.0001199,6171.96,0.7398
1605841200.0,2020-11-20 03-AM,PAYETH,0.0001199,0.0001199,0.0001198,0.0001198,8158.36,0.9778
1605837600.0,2020-11-20 02-AM,PAYETH,0.0001199,0.0001199,0.0001198,0.0001199,876.54,0.1051
1605834000.0,2020-11-20 01-AM,PAYETH,0.0001199,0.0001199,0.0001199,0.0001199,0.0,0.0
1605830400.0,2020-11-20 12-AM,PAYETH,0.0001167,0.0001199,0.0001167,0.0001199,36.25,0.004347
1605826800.0,2020-11-19 11-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605823200.0,2020-11-19 10-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605819600.0,2020-11-19 09-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605816000.0,2020-11-19 08-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605812400.0,2020-11-19 07-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605808800.0,2020-11-19 06-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605805200.0,2020-11-19 05-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605801600.0,2020-11-19 04-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605798000.0,2020-11-19 03-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605794400.0,2020-11-19 02-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605790800.0,2020-11-19 01-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605787200.0,2020-11-19 12-PM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605783600.0,2020-11-19 11-AM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605780000.0,2020-11-19 10-AM,PAYETH,0.0001167,0.0001167,0.0001167,0.0001167,0.0,0.0
1605776400.0,2020-11-19 09-AM,PAYETH,0.0001229,0.0001229,0.0001167,0.0001167,153.72,0.01796
1605772800.0,2020-11-19 08-AM,PAYETH,0.0001229,0.0001229,0.0001229,0.0001229,0.0,0.0
1605769200.0,2020-11-19 07-AM,PAYETH,0.0001229,0.0001229,0.0001229,0.0001229,0.0,0.0
1605765600.0,2020-11-19 06-AM,PAYETH,0.0001216,0.000123,0.0001216,0.0001229,4789.06,0.5887
1605762000.0,2020-11-19 05-AM,PAYETH,0.0001216,0.0001216,0.0001216,0.0001216,0.0,0.0
1605758400.0,2020-11-19 04-AM,PAYETH,0.0001207,0.0001216,0.00012,0.0001216,2754.62,0.3328
