https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEC,Volume BTC
1659139200,2022-07-30 00:00:00,ZEC/BTC,0.0026821,0.00286123,0.00266404,0.00276282,0.25255908,91.04689977
1659052800,2022-07-29 00:00:00,ZEC/BTC,0.00265995,0.00278397,0.00264056,0.00268434,0.40770406,150.41015034
1658966400,2022-07-28 00:00:00,ZEC/BTC,0.00267841,0.00274716,0.00263107,0.00267051,0.22706031,85.26724542
1658880000,2022-07-27 00:00:00,ZEC/BTC,0.00261517,0.00278758,0.0025882,0.00268994,0.37570044,141.14029484
1658793600,2022-07-26 00:00:00,ZEC/BTC,0.00269398,0.00278449,0.00257102,0.00262866,0.27533842,104.73251269
1658707200,2022-07-25 00:00:00,ZEC/BTC,0.00275654,0.00276318,0.00264982,0.00269398,0.35757282,133.00490456
1658620800,2022-07-24 00:00:00,ZEC/BTC,0.00274459,0.00276863,0.00272997,0.00275206,0.00263001,0.95537106
1658534400,2022-07-23 00:00:00,ZEC/BTC,0.00277686,0.00282,0.002683,0.00274459,0.15793076,58.27396287
1658448000,2022-07-22 00:00:00,ZEC/BTC,0.00269773,0.00282,0.00268852,0.00275217,0.25501911,93.1875234
1658361600,2022-07-21 00:00:00,ZEC/BTC,0.00266283,0.00272554,0.00265,0.00269655,0.34021488,128.08785228
1658275200,2022-07-20 00:00:00,ZEC/BTC,0.00277386,0.0028454,0.00265652,0.00267382,0.15100633,55.63363124
1658188800,2022-07-19 00:00:00,ZEC/BTC,0.00291396,0.00295458,0.00276232,0.00277849,0.16106137,56.02765753
1658102400,2022-07-18 00:00:00,ZEC/BTC,0.00286403,0.00293261,0.00285847,0.00292356,0.10108687,35.01076549
1658016000,2022-07-17 00:00:00,ZEC/BTC,0.0029857,0.0029857,0.00280001,0.00286806,0.21951335,77.42413012
1657929600,2022-07-16 00:00:00,ZEC/BTC,0.00279967,0.00299198,0.00279907,0.00297737,0.16464466,55.85784301
1657843200,2022-07-15 00:00:00,ZEC/BTC,0.00280306,0.0028442,0.00278641,0.00281094,0.59638102,212.28469715
1657756800,2022-07-14 00:00:00,ZEC/BTC,0.00270473,0.00303007,0.00268345,0.00279165,0.48675563,172.83962106
1657670400,2022-07-13 00:00:00,ZEC/BTC,0.0027,0.00272606,0.00265,0.0027126,0.54198606,202.46271362
1657584000,2022-07-12 00:00:00,ZEC/BTC,0.00277867,0.00286,0.0027,0.0027,0.385195,140.80680304
1657497600,2022-07-11 00:00:00,ZEC/BTC,0.00285391,0.002855,0.00278577,0.00278577,0.05242372,18.43377945
1657411200,2022-07-10 00:00:00,ZEC/BTC,0.00283025,0.00286694,0.00278761,0.00286694,0.25487412,90.18127016
1657324800,2022-07-09 00:00:00,ZEC/BTC,0.00276803,0.00288356,0.00276803,0.00283701,0.20205837,71.81094214
1657238400,2022-07-08 00:00:00,ZEC/BTC,0.00277164,0.00277315,0.0027,0.00275786,0.61209194,225.47437414
1657152000,2022-07-07 00:00:00,ZEC/BTC,0.0028558,0.00287527,0.00274859,0.00276874,0.02119577,7.48455221
1657065600,2022-07-06 00:00:00,ZEC/BTC,0.00282527,0.00288289,0.00281898,0.00284843,0.05058769,17.6882936
1656979200,2022-07-05 00:00:00,ZEC/BTC,0.00288357,0.00288357,0.00281938,0.00282518,0.16048571,56.54128504
1656892800,2022-07-04 00:00:00,ZEC/BTC,0.00280993,0.00291085,0.00278367,0.00286865,0.02455268,8.59450722
1656806400,2022-07-03 00:00:00,ZEC/BTC,0.00280495,0.00282352,0.00276873,0.00282352,0.029163,10.45922671
1656720000,2022-07-02 00:00:00,ZEC/BTC,0.00274471,0.00282353,0.00272012,0.00280994,0.19607594,70.66440065
1656633600,2022-07-01 00:00:00,ZEC/BTC,0.00274428,0.00278368,0.0027,0.00276164,1.37721848,502.73381835
1656547200,2022-06-30 00:00:00,ZEC/BTC,0.00286326,0.00287673,0.002725,0.00275384,0.83419255,300.90126819
1656460800,2022-06-29 00:00:00,ZEC/BTC,0.00291047,0.00303555,0.00284777,0.00284777,0.14754286,50.11805779
