https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume CRON
1663549200000,2022-09-19 01:00:00,CRON/ETH,0.00011562,0.00011594,0.00011553,0.00011578,0.0445822468,385.06
1663545600000,2022-09-19 00:00:00,CRON/ETH,0.00011597,0.0001165,0.00011543,0.00011562,0.1285224856404216,1111.59389068
1663542000000,2022-09-18 23:00:00,CRON/ETH,0.00011613,0.0001165,0.00011555,0.00011597,0.1575919036600636,1358.90233388
1663538400000,2022-09-18 22:00:00,CRON/ETH,0.00011641,0.0001165,0.00011587,0.00011613,0.16328535540485908,1406.05662107
1663534800000,2022-09-18 21:00:00,CRON/ETH,0.00011487,0.00011742,0.00011482,0.00011627,0.18536981974478658,1594.30480558
1663531200000,2022-09-18 20:00:00,CRON/ETH,0.00011495,0.000115,0.00011455,0.00011486,0.138512756411675,1205.92683625
1663527600000,2022-09-18 19:00:00,CRON/ETH,0.00011499,0.000115,0.00011435,0.00011494,0.1327083657793068,1154.58818322
1663524000000,2022-09-18 18:00:00,CRON/ETH,0.00011535,0.0001154,0.00011467,0.00011499,0.1547813887350342,1346.04216658
1663520400000,2022-09-18 17:00:00,CRON/ETH,0.00011418,0.0001154,0.00011402,0.00011533,0.15474312686727057,1341.74219082
1663516800000,2022-09-18 16:00:00,CRON/ETH,0.00011311,0.00011465,0.00011294,0.00011426,0.18473557319997258,1616.80004551
1663513200000,2022-09-18 15:00:00,CRON/ETH,0.00011263,0.00011326,0.00011224,0.00011306,0.11950503865640581,1057.00547193
1663509600000,2022-09-18 14:00:00,CRON/ETH,0.00011214,0.00011318,0.00011211,0.00011263,0.1467865635527361,1303.26346047
1663506000000,2022-09-18 13:00:00,CRON/ETH,0.0001125,0.00011333,0.00011174,0.00011214,0.147715064548443,1317.23795745
1663502400000,2022-09-18 12:00:00,CRON/ETH,0.00011233,0.00011333,0.00011217,0.00011248,0.1753625110724192,1559.05504154
1663498800000,2022-09-18 11:00:00,CRON/ETH,0.00011286,0.00011301,0.00011222,0.00011233,0.129312953971024,1151.1880528
1663495200000,2022-09-18 10:00:00,CRON/ETH,0.00011332,0.00011343,0.00011238,0.00011286,0.14847571046670122,1315.57425542
1663491600000,2022-09-18 09:00:00,CRON/ETH,0.00011198,0.00011333,0.00011121,0.00011332,0.19836415662974882,1750.47790884
1663488000000,2022-09-18 08:00:00,CRON/ETH,0.00011193,0.00011225,0.00011153,0.00011205,0.123664807851336,1103.65736592
1663484400000,2022-09-18 07:00:00,CRON/ETH,0.00011215,0.00011238,0.0001114,0.00011192,0.1312466559619944,1172.68277307
1663480800000,2022-09-18 06:00:00,CRON/ETH,0.0001107,0.00011226,0.00011067,0.00011215,0.1325001656163025,1181.45488735
1663477200000,2022-09-18 05:00:00,CRON/ETH,0.00011133,0.00011155,0.00011068,0.0001107,0.12203398236900599,1102.38466458
1663473600000,2022-09-18 04:00:00,CRON/ETH,0.00011141,0.00011194,0.00011098,0.00011133,0.1444319205908994,1297.33154218
1663470000000,2022-09-18 03:00:00,CRON/ETH,0.00011155,0.00011237,0.00011121,0.00011137,0.1385755919194003,1244.28115219
1663466400000,2022-09-18 02:00:00,CRON/ETH,0.00011161,0.00011226,0.00011119,0.00011155,0.1375657156157385,1233.22022067
1663462800000,2022-09-18 01:00:00,CRON/ETH,0.00011129,0.00011203,0.00011121,0.00011163,0.1325441170897383,1187.35211941
1663459200000,2022-09-18 00:00:00,CRON/ETH,0.00011016,0.00011216,0.00011004,0.00011128,0.13208713559069601,1186.9800107
1663455600000,2022-09-17 23:00:00,CRON/ETH,0.00011057,0.00011073,0.00010994,0.00011016,0.1297874366654832,1178.17208302
1663452000000,2022-09-17 22:00:00,CRON/ETH,0.00011092,0.00011111,0.00011052,0.00011062,0.11879481800000001,1073.9
1663448400000,2022-09-17 21:00:00,CRON/ETH,0.00011026,0.00011109,0.00011013,0.00011092,0.18922397400000002,1705.95
1663444800000,2022-09-17 20:00:00,CRON/ETH,0.00011013,0.00011045,0.00010984,0.00011025,0.12773071655505,1158.5552522
1663441200000,2022-09-17 19:00:00,CRON/ETH,0.00010977,0.00011031,0.00010953,0.00011012,0.1811759413222584,1645.25918382
1663437600000,2022-09-17 18:00:00,CRON/ETH,0.00010966,0.00011004,0.00010923,0.00010977,0.11593139010000002,1056.13
1663434000000,2022-09-17 17:00:00,CRON/ETH,0.00011001,0.00011043,0.00010962,0.00010965,0.1365087675,1244.95
1663430400000,2022-09-17 16:00:00,CRON/ETH,0.000112,0.00011202,0.00010993,0.00010997,0.14807114692406892,1346.46855437
1663426800000,2022-09-17 15:00:00,CRON/ETH,0.00011276,0.00011302,0.00011198,0.000112,0.12828256000000002,1145.38
1663423200000,2022-09-17 14:00:00,CRON/ETH,0.00011297,0.00011366,0.00011241,0.00011276,0.1326883891207552,1176.73278752
1663419600000,2022-09-17 13:00:00,CRON/ETH,0.00011234,0.0001133,0.0001123,0.00011297,0.12704786789549138,1124.61598562
1663416000000,2022-09-17 12:00:00,CRON/ETH,0.00011293,0.00011331,0.00011234,0.00011234,0.139064311222399,1237.88776235
1663412400000,2022-09-17 11:00:00,CRON/ETH,0.00011263,0.00011321,0.0001121,0.00011292,0.12677805882719878,1122.72457339
1663408800000,2022-09-17 10:00:00,CRON/ETH,0.00011142,0.00011322,0.00011133,0.00011263,0.1248023422129701,1108.07371227
1663405200000,2022-09-17 09:00:00,CRON/ETH,0.00011123,0.00011251,0.00011117,0.0001114,0.127335994817454,1143.05201811
1663401600000,2022-09-17 08:00:00,CRON/ETH,0.00011111,0.00011172,0.000111,0.00011123,0.1264127036844,1136.49828
1663398000000,2022-09-17 07:00:00,CRON/ETH,0.00011182,0.00011226,0.0001111,0.0001111,0.140784674858971,1267.18879261
1663394400000,2022-09-17 06:00:00,CRON/ETH,0.00011204,0.00011216,0.00011121,0.00011182,0.1459675234669558,1305.37939069
1663390800000,2022-09-17 05:00:00,CRON/ETH,0.00011207,0.00011241,0.00011154,0.00011204,0.13013886971513602,1161.5393584
1663387200000,2022-09-17 04:00:00,CRON/ETH,0.00011239,0.00011252,0.00011195,0.000112,0.13290759771968,1186.67497964
1663383600000,2022-09-17 03:00:00,CRON/ETH,0.00011214,0.00011247,0.00011163,0.00011238,0.11574465720000002,1029.94
1663380000000,2022-09-17 02:00:00,CRON/ETH,0.00011192,0.0001125,0.00011177,0.00011212,0.1507551881409264,1344.58783572
1663376400000,2022-09-17 01:00:00,CRON/ETH,0.0001124,0.00011244,0.00011136,0.00011192,0.1409923017761904,1259.75966562
1663372800000,2022-09-17 00:00:00,CRON/ETH,0.00011213,0.00011244,0.00011137,0.0001124,0.13736312964654798,1222.09190077
1663369200000,2022-09-16 23:00:00,CRON/ETH,0.00011181,0.00011243,0.00011175,0.00011213,0.1252637869,1117.13
1663365600000,2022-09-16 22:00:00,CRON/ETH,0.00011151,0.00011183,0.00011132,0.00011181,0.1289527092,1153.32
1663362000000,2022-09-16 21:00:00,CRON/ETH,0.00011105,0.00011151,0.00011058,0.00011151,0.11746351890000001,1053.39
1663358400000,2022-09-16 20:00:00,CRON/ETH,0.000111,0.0001114,0.000111,0.00011105,0.1758265755,1583.31
1663354800000,2022-09-16 19:00:00,CRON/ETH,0.00011076,0.00011108,0.00011047,0.000111,0.14989995,1350.45
1663351200000,2022-09-16 18:00:00,CRON/ETH,0.00011065,0.00011108,0.00011036,0.00011076,0.1280895096,1156.46
1663347600000,2022-09-16 17:00:00,CRON/ETH,0.00011064,0.00011102,0.00011,0.00011058,0.1581141195535668,1429.86181546
1663344000000,2022-09-16 16:00:00,CRON/ETH,0.00010927,0.00011079,0.00010919,0.00011061,0.1733212801893816,1566.95850456
1663340400000,2022-09-16 15:00:00,CRON/ETH,0.00010914,0.00010955,0.00010898,0.00010927,0.1297763822774216,1187.66708408
1663336800000,2022-09-16 14:00:00,CRON/ETH,0.00010959,0.00010967,0.00010876,0.00010914,0.13358831060830859,1224.00870999
1663333200000,2022-09-16 13:00:00,CRON/ETH,0.00010905,0.00010968,0.00010843,0.00010959,0.1440023425256364,1314.00987796
