https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTT,Volume USDT
1663545600000.0,2022-09-19 00:00:00,FTT/USDT,23.463,23.498,23.409,23.422,1282.6150798394672,30041.4104
1663459200000.0,2022-09-18 00:00:00,FTT/USDT,24.626,24.632,23.333,23.463,79211.85915697055,1858547.8514
1663372800000.0,2022-09-17 00:00:00,FTT/USDT,24.094,24.672,24.027,24.626,24221.494672297573,596478.5278
1663286400000.0,2022-09-16 00:00:00,FTT/USDT,24.083,24.4,23.575,24.094,45993.204727318,1108160.2747
1663200000000.0,2022-09-15 00:00:00,FTT/USDT,25.492,25.611,23.921,24.083,188191.53225096542,4532216.6712
1663113600000.0,2022-09-14 00:00:00,FTT/USDT,25.895,26.198,24.8,25.492,141531.455746901,3607919.8699
1663027200000.0,2022-09-13 00:00:00,FTT/USDT,28.485,29.228,25.837,25.895,468536.4404441012,12132751.1253
1662940800000.0,2022-09-12 00:00:00,FTT/USDT,27.896,28.571,27.475,28.485,253774.20876952782,7228758.3368
1662854400000.0,2022-09-11 00:00:00,FTT/USDT,27.696,27.953,27.279,27.896,99788.80802624032,2783708.5887
1662768000000.0,2022-09-10 00:00:00,FTT/USDT,27.219,27.861,27.045,27.696,61091.67310441941,1691994.9783
1662681600000.0,2022-09-09 00:00:00,FTT/USDT,26.042,27.895,26.007,27.219,153913.9939601014,4189385.0016
1662595200000.0,2022-09-08 00:00:00,FTT/USDT,26.009,26.262,25.592,26.042,73849.20668535442,1923181.0405
1662508800000.0,2022-09-07 00:00:00,FTT/USDT,25.647,26.442,25.039,26.009,103313.18941520242,2687072.7435
1662422400000.0,2022-09-06 00:00:00,FTT/USDT,26.618,27.148,25.38,25.647,115049.18778414631,2950666.5191
1662336000000.0,2022-09-05 00:00:00,FTT/USDT,26.404,26.698,25.914,26.618,49787.57852205275,1325245.7651
1662249600000.0,2022-09-04 00:00:00,FTT/USDT,26.198,26.468,25.873,26.404,41050.571485381,1083899.2895
1662163200000.0,2022-09-03 00:00:00,FTT/USDT,26.315,26.413,25.957,26.198,55859.516909687765,1463407.624
1662076800000.0,2022-09-02 00:00:00,FTT/USDT,26.898,27.179,26.065,26.315,112312.0234239027,2955490.8964
1661990400000.0,2022-09-01 00:00:00,FTT/USDT,26.732,26.998,26.117,26.898,83581.61773737824,2248178.3539
1661904000000.0,2022-08-31 00:00:00,FTT/USDT,26.602,27.785,26.417,26.732,130669.84563070477,3493066.3134
1661817600000.0,2022-08-30 00:00:00,FTT/USDT,27.351,27.722,26.043,26.602,110605.10611984061,2942317.033
1661731200000.0,2022-08-29 00:00:00,FTT/USDT,25.38,27.408,25.287,27.351,147611.93313224378,4037333.9831
1661644800000.0,2022-08-28 00:00:00,FTT/USDT,25.805,26.071,25.15,25.38,58098.9603033885,1474551.6125
1661558400000.0,2022-08-27 00:00:00,FTT/USDT,25.957,26.1,25.465,25.805,80748.6877581864,2083719.8876
1661472000000.0,2022-08-26 00:00:00,FTT/USDT,27.947,28.159,25.732,25.957,194427.29685633932,5046749.3445
1661385600000.0,2022-08-25 00:00:00,FTT/USDT,27.572,28.288,27.551,27.947,129398.2468529717,3616292.8048
1661299200000.0,2022-08-24 00:00:00,FTT/USDT,27.808,28.094,27.226,27.572,59132.687244305824,1630406.4527
1661212800000.0,2022-08-23 00:00:00,FTT/USDT,27.744,28.003,26.928,27.808,90989.85685773878,2530245.9395
1661126400000.0,2022-08-22 00:00:00,FTT/USDT,27.701,27.777,26.53,27.727,107566.79109892884,2982504.4168
1661040000000.0,2022-08-21 00:00:00,FTT/USDT,26.695,27.936,26.695,27.701,113660.78657088192,3148517.4488
1660953600000.0,2022-08-20 00:00:00,FTT/USDT,26.424,27.238,26.118,26.695,104406.49125304364,2787131.284
1660867200000.0,2022-08-19 00:00:00,FTT/USDT,29.975,29.975,26.359,26.424,293844.8915039358,7764557.4131
1660780800000.0,2022-08-18 00:00:00,FTT/USDT,30.114,30.554,29.832,29.975,96732.12360300249,2899545.405
1660694400000.0,2022-08-17 00:00:00,FTT/USDT,30.687,31.49,29.999,30.114,126549.97604436474,3810925.9786
1660608000000.0,2022-08-16 00:00:00,FTT/USDT,30.842,31.144,30.358,30.687,129401.18338710202,3970934.1146
1660521600000.0,2022-08-15 00:00:00,FTT/USDT,30.863,31.889,30.203,30.842,109108.86375072954,3365135.5758
1660435200000.0,2022-08-14 00:00:00,FTT/USDT,31.351,31.986,30.638,30.863,65971.23715776172,2036070.2924
1660348800000.0,2022-08-13 00:00:00,FTT/USDT,31.212,31.89,31.091,31.351,81666.21047175529,2560317.3645
1660262400000.0,2022-08-12 00:00:00,FTT/USDT,30.534,31.258,29.963,31.212,71184.22352620786,2221801.9847
1660176000000.0,2022-08-11 00:00:00,FTT/USDT,31.355,32.641,30.362,30.534,397552.445130019,12138866.3596
1660089600000.0,2022-08-10 00:00:00,FTT/USDT,29.886,31.63,29.186,31.355,195637.76908627013,6134222.2497
1660003200000.0,2022-08-09 00:00:00,FTT/USDT,31.511,31.6,29.439,29.886,170176.21498695042,5085886.3611
1659916800000.0,2022-08-08 00:00:00,FTT/USDT,30.659,32.149,30.375,31.511,146713.44035733555,4623087.2191
1659830400000.0,2022-08-07 00:00:00,FTT/USDT,30.403,31.017,30.116,30.659,59816.07931765551,1833901.1758
1659744000000.0,2022-08-06 00:00:00,FTT/USDT,30.746,30.905,30.353,30.403,82022.6162056376,2493733.6005
1659657600000.0,2022-08-05 00:00:00,FTT/USDT,29.145,30.784,29.063,30.746,195127.1452156378,5999379.2068
1659571200000.0,2022-08-04 00:00:00,FTT/USDT,29.056,29.665,28.759,29.145,110111.92091610911,3209211.9351
