https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOSBEAR,Volume USDT
1663545600000.0,2022-09-19 00:00:00,EOSBEAR/USDT,1.71e-06,1.72e-06,1.65e-06,1.65e-06,84600000.0,139.59
1663542000000.0,2022-09-18 23:00:00,EOSBEAR/USDT,1.7e-06,1.72e-06,1.68e-06,1.71e-06,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,EOSBEAR/USDT,1.69e-06,1.74e-06,1.68e-06,1.7e-06,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,EOSBEAR/USDT,1.48e-06,1.74e-06,1.48e-06,1.69e-06,21457988.165680476,36.264
1663531200000.0,2022-09-18 20:00:00,EOSBEAR/USDT,1.47e-06,1.48e-06,1.47e-06,1.48e-06,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,EOSBEAR/USDT,1.47e-06,1.48e-06,1.45e-06,1.47e-06,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,EOSBEAR/USDT,1.47e-06,1.48e-06,1.46e-06,1.47e-06,3121088.43537415,4.588
1663520400000.0,2022-09-18 17:00:00,EOSBEAR/USDT,1.42e-06,1.48e-06,1.42e-06,1.47e-06,160855102.04081634,236.457
1663516800000.0,2022-09-18 16:00:00,EOSBEAR/USDT,1.35e-06,1.43e-06,1.34e-06,1.42e-06,3549295.7746478873,5.04
1663513200000.0,2022-09-18 15:00:00,EOSBEAR/USDT,1.34e-06,1.35e-06,1.34e-06,1.35e-06,3176296.2962962966,4.288
1663509600000.0,2022-09-18 14:00:00,EOSBEAR/USDT,1.31e-06,1.36e-06,1.31e-06,1.34e-06,800000.0,1.072
1663506000000.0,2022-09-18 13:00:00,EOSBEAR/USDT,1.31e-06,1.32e-06,1.31e-06,1.31e-06,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,EOSBEAR/USDT,1.32e-06,1.35e-06,1.31e-06,1.31e-06,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,EOSBEAR/USDT,1.33e-06,1.33e-06,1.32e-06,1.32e-06,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,EOSBEAR/USDT,1.31e-06,1.35e-06,1.31e-06,1.33e-06,2324060.15037594,3.091
1663491600000.0,2022-09-18 09:00:00,EOSBEAR/USDT,1.26e-06,1.32e-06,1.26e-06,1.31e-06,1394656.4885496183,1.827
1663488000000.0,2022-09-18 08:00:00,EOSBEAR/USDT,1.26e-06,1.26e-06,1.26e-06,1.26e-06,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,EOSBEAR/USDT,1.26e-06,1.26e-06,1.26e-06,1.26e-06,0.0,0.0
1663480800000.0,2022-09-18 06:00:00,EOSBEAR/USDT,1.25e-06,1.26e-06,1.25e-06,1.26e-06,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,EOSBEAR/USDT,1.27e-06,1.27e-06,1.25e-06,1.25e-06,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,EOSBEAR/USDT,1.26e-06,1.27e-06,1.26e-06,1.27e-06,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,EOSBEAR/USDT,1.26e-06,1.26e-06,1.26e-06,1.26e-06,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,EOSBEAR/USDT,1.26e-06,1.26e-06,1.26e-06,1.26e-06,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,EOSBEAR/USDT,1.24e-06,1.28e-06,1.24e-06,1.26e-06,3200000.0,4.032
1663459200000.0,2022-09-18 00:00:00,EOSBEAR/USDT,1.21e-06,1.24e-06,1.21e-06,1.24e-06,1587096.7741935484,1.968
1663455600000.0,2022-09-17 23:00:00,EOSBEAR/USDT,1.21e-06,1.23e-06,1.2e-06,1.21e-06,799999.9999999999,0.968
1663452000000.0,2022-09-17 22:00:00,EOSBEAR/USDT,1.2e-06,1.22e-06,1.19e-06,1.21e-06,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,EOSBEAR/USDT,1.23e-06,1.23e-06,1.17e-06,1.2e-06,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,EOSBEAR/USDT,1.24e-06,1.24e-06,1.21e-06,1.23e-06,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,EOSBEAR/USDT,1.24e-06,1.24e-06,1.2e-06,1.24e-06,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,EOSBEAR/USDT,1.24e-06,1.24e-06,1.22e-06,1.24e-06,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,EOSBEAR/USDT,1.24e-06,1.24e-06,1.2e-06,1.24e-06,800000.0,0.992
1663430400000.0,2022-09-17 16:00:00,EOSBEAR/USDT,1.24e-06,1.25e-06,1.24e-06,1.24e-06,0.0,0.0
1663426800000.0,2022-09-17 15:00:00,EOSBEAR/USDT,1.25e-06,1.29e-06,1.23e-06,1.24e-06,1600000.0,1.984
1663423200000.0,2022-09-17 14:00:00,EOSBEAR/USDT,1.3e-06,1.3e-06,1.22e-06,1.25e-06,0.0,0.0
1663419600000.0,2022-09-17 13:00:00,EOSBEAR/USDT,1.34e-06,1.34e-06,1.29e-06,1.3e-06,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,EOSBEAR/USDT,1.34e-06,1.35e-06,1.34e-06,1.34e-06,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,EOSBEAR/USDT,1.34e-06,1.34e-06,1.34e-06,1.34e-06,0.0,0.0
1663408800000.0,2022-09-17 10:00:00,EOSBEAR/USDT,1.35e-06,1.36e-06,1.34e-06,1.34e-06,10400000.0,13.936
1663405200000.0,2022-09-17 09:00:00,EOSBEAR/USDT,1.34e-06,1.35e-06,1.34e-06,1.35e-06,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,EOSBEAR/USDT,1.35e-06,1.35e-06,1.33e-06,1.34e-06,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,EOSBEAR/USDT,1.35e-06,1.35e-06,1.35e-06,1.35e-06,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,EOSBEAR/USDT,1.35e-06,1.35e-06,1.35e-06,1.35e-06,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,EOSBEAR/USDT,1.34e-06,1.39e-06,1.3e-06,1.35e-06,800000.0,1.08
1663387200000.0,2022-09-17 04:00:00,EOSBEAR/USDT,1.34e-06,1.34e-06,1.33e-06,1.34e-06,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,EOSBEAR/USDT,1.34e-06,1.36e-06,1.34e-06,1.34e-06,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,EOSBEAR/USDT,1.34e-06,1.35e-06,1.29e-06,1.34e-06,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,EOSBEAR/USDT,1.33e-06,1.35e-06,1.33e-06,1.34e-06,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,EOSBEAR/USDT,1.37e-06,1.39e-06,1.31e-06,1.33e-06,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,EOSBEAR/USDT,1.38e-06,1.4e-06,1.37e-06,1.37e-06,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,EOSBEAR/USDT,1.37e-06,1.41e-06,1.37e-06,1.38e-06,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,EOSBEAR/USDT,1.41e-06,1.41e-06,1.36e-06,1.37e-06,0.0,0.0
1663358400000.0,2022-09-16 20:00:00,EOSBEAR/USDT,1.42e-06,1.42e-06,1.41e-06,1.41e-06,0.0,0.0
1663354800000.0,2022-09-16 19:00:00,EOSBEAR/USDT,1.42e-06,1.43e-06,1.42e-06,1.42e-06,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,EOSBEAR/USDT,1.43e-06,1.48e-06,1.4e-06,1.42e-06,304645774.6478873,432.597
1663347600000.0,2022-09-16 17:00:00,EOSBEAR/USDT,1.41e-06,1.43e-06,1.41e-06,1.43e-06,699999.9999999999,1.001
1663344000000.0,2022-09-16 16:00:00,EOSBEAR/USDT,1.31e-06,1.41e-06,1.3e-06,1.41e-06,94823404.25531913,133.701
1663340400000.0,2022-09-16 15:00:00,EOSBEAR/USDT,1.33e-06,1.34e-06,1.29e-06,1.31e-06,511450.38167938933,0.67
1663336800000.0,2022-09-16 14:00:00,EOSBEAR/USDT,1.43e-06,1.43e-06,1.28e-06,1.33e-06,700000.0,0.931
1663333200000.0,2022-09-16 13:00:00,EOSBEAR/USDT,1.4e-06,1.43e-06,1.37e-06,1.43e-06,2755944.055944056,3.941
1663329600000.0,2022-09-16 12:00:00,EOSBEAR/USDT,1.34e-06,1.4e-06,1.33e-06,1.4e-06,0.0,0.0
1663326000000.0,2022-09-16 11:00:00,EOSBEAR/USDT,1.36e-06,1.39e-06,1.34e-06,1.34e-06,0.0,0.0
1663322400000.0,2022-09-16 10:00:00,EOSBEAR/USDT,1.41e-06,1.41e-06,1.34e-06,1.36e-06,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,EOSBEAR/USDT,1.38e-06,1.41e-06,1.34e-06,1.41e-06,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,EOSBEAR/USDT,1.39e-06,1.41e-06,1.37e-06,1.38e-06,3571014.4927536235,4.928
1663311600000.0,2022-09-16 07:00:00,EOSBEAR/USDT,1.39e-06,1.39e-06,1.37e-06,1.39e-06,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,EOSBEAR/USDT,1.37e-06,1.39e-06,1.36e-06,1.39e-06,2363309.3525179857,3.285
1663304400000.0,2022-09-16 05:00:00,EOSBEAR/USDT,1.37e-06,1.39e-06,1.35e-06,1.37e-06,700000.0,0.959
1663300800000.0,2022-09-16 04:00:00,EOSBEAR/USDT,1.39e-06,1.4e-06,1.32e-06,1.37e-06,0.0,0.0
1663297200000.0,2022-09-16 03:00:00,EOSBEAR/USDT,1.4e-06,1.42e-06,1.37e-06,1.39e-06,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,EOSBEAR/USDT,1.38e-06,1.43e-06,1.37e-06,1.4e-06,15905000.0,22.267
1663290000000.0,2022-09-16 01:00:00,EOSBEAR/USDT,1.31e-06,1.38e-06,1.31e-06,1.38e-06,85961594.20289855,118.627
1663286400000.0,2022-09-16 00:00:00,EOSBEAR/USDT,1.52e-06,1.52e-06,1.29e-06,1.31e-06,0.0,0.0
1663282800000.0,2022-09-15 23:00:00,EOSBEAR/USDT,1.53e-06,1.53e-06,1.5e-06,1.52e-06,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,EOSBEAR/USDT,1.4e-06,1.53e-06,1.4e-06,1.53e-06,40819607.84313726,62.454
1663275600000.0,2022-09-15 21:00:00,EOSBEAR/USDT,1.4e-06,1.42e-06,1.4e-06,1.4e-06,0.0,0.0
1663272000000.0,2022-09-15 20:00:00,EOSBEAR/USDT,1.4e-06,1.4e-06,1.4e-06,1.4e-06,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,EOSBEAR/USDT,1.4e-06,1.41e-06,1.4e-06,1.4e-06,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,EOSBEAR/USDT,1.39e-06,1.4e-06,1.39e-06,1.4e-06,5862857.142857144,8.208
1663261200000.0,2022-09-15 17:00:00,EOSBEAR/USDT,1.42e-06,1.42e-06,1.38e-06,1.39e-06,5200000.0,7.228
1663257600000.0,2022-09-15 16:00:00,EOSBEAR/USDT,1.43e-06,1.44e-06,1.42e-06,1.42e-06,0.0,0.0
1663254000000.0,2022-09-15 15:00:00,EOSBEAR/USDT,1.4e-06,1.46e-06,1.4e-06,1.43e-06,24467132.867132865,34.988
1663250400000.0,2022-09-15 14:00:00,EOSBEAR/USDT,1.31e-06,1.4e-06,1.31e-06,1.4e-06,4383571.428571428,6.137
1663246800000.0,2022-09-15 13:00:00,EOSBEAR/USDT,1.32e-06,1.32e-06,1.31e-06,1.31e-06,0.0,0.0
1663243200000.0,2022-09-15 12:00:00,EOSBEAR/USDT,1.31e-06,1.32e-06,1.31e-06,1.32e-06,0.0,0.0
1663239600000.0,2022-09-15 11:00:00,EOSBEAR/USDT,1.32e-06,1.32e-06,1.31e-06,1.31e-06,0.0,0.0
1663236000000.0,2022-09-15 10:00:00,EOSBEAR/USDT,1.32e-06,1.32e-06,1.3e-06,1.32e-06,0.0,0.0
1663232400000.0,2022-09-15 09:00:00,EOSBEAR/USDT,1.32e-06,1.32e-06,1.32e-06,1.32e-06,0.0,0.0
1663228800000.0,2022-09-15 08:00:00,EOSBEAR/USDT,1.29e-06,1.32e-06,1.29e-06,1.32e-06,1593939.393939394,2.104
1663225200000.0,2022-09-15 07:00:00,EOSBEAR/USDT,1.34e-06,1.35e-06,1.26e-06,1.29e-06,0.0,0.0
1663221600000.0,2022-09-15 06:00:00,EOSBEAR/USDT,1.35e-06,1.4e-06,1.3e-06,1.34e-06,0.0,0.0
1663218000000.0,2022-09-15 05:00:00,EOSBEAR/USDT,1.39e-06,1.4e-06,1.35e-06,1.35e-06,0.0,0.0
