https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEXE,Volume BTC
1663459200,2022-09-18 00:00:00,DEXE/BTC,0.0001571,0.0001571,0.0001564,0.0001564,11.1908,0.00175024119
1663455600,2022-09-17 23:00:00,DEXE/BTC,0.0001571,0.0001571,0.0001571,0.0001571,0,0
1663452000,2022-09-17 22:00:00,DEXE/BTC,0.0001571,0.0001571,0.0001571,0.0001571,0,0
1663448400,2022-09-17 21:00:00,DEXE/BTC,0.0001571,0.0001571,0.0001571,0.0001571,0,0
1663444800,2022-09-17 20:00:00,DEXE/BTC,0.0001571,0.0001571,0.0001571,0.0001571,3.5164,0.00055242644
1663441200,2022-09-17 19:00:00,DEXE/BTC,0.0001572,0.0001572,0.0001571,0.0001571,9.1258,0.00143381332
1663437600,2022-09-17 18:00:00,DEXE/BTC,0.000158,0.000158,0.0001579,0.0001579,21.0318,0.00332191595
1663434000,2022-09-17 17:00:00,DEXE/BTC,0.0001587,0.0001587,0.0001587,0.0001587,0,0
1663430400,2022-09-17 16:00:00,DEXE/BTC,0.0001595,0.0001621,0.0001587,0.0001587,58.8967,0.00942670417
1663426800,2022-09-17 15:00:00,DEXE/BTC,0.0001597,0.0001597,0.0001597,0.0001597,0,0
1663423200,2022-09-17 14:00:00,DEXE/BTC,0.0001598,0.0001614,0.0001597,0.0001597,36.3933,0.00584039718
1663419600,2022-09-17 13:00:00,DEXE/BTC,0.0001606,0.0001654,0.0001587,0.0001587,137.6563,0.02228893909
1663416000,2022-09-17 12:00:00,DEXE/BTC,0.0001606,0.0001622,0.0001587,0.0001598,98.1466,0.01573925091
1663412400,2022-09-17 11:00:00,DEXE/BTC,0.0001587,0.0001598,0.0001572,0.0001598,39.8411,0.00631052728
1663408800,2022-09-17 10:00:00,DEXE/BTC,0.0001566,0.000163,0.0001566,0.0001587,328.8837,0.05257340877
1663405200,2022-09-17 09:00:00,DEXE/BTC,0.0001535,0.0001558,0.0001535,0.0001558,44.7954,0.00692650841
1663401600,2022-09-17 08:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001518,0.0001518,0.7222,0.00010963003
1663398000,2022-09-17 07:00:00,DEXE/BTC,0.0001528,0.0001558,0.0001525,0.0001525,71.9113,0.01105874089
1663394400,2022-09-17 06:00:00,DEXE/BTC,0.0001507,0.0001528,0.0001507,0.0001528,23.7425,0.00361727569
1663390800,2022-09-17 05:00:00,DEXE/BTC,0.0001513,0.0001513,0.0001513,0.0001513,11.6449,0.00176187337
1663387200,2022-09-17 04:00:00,DEXE/BTC,0.0001499,0.0001499,0.0001499,0.0001499,1.0196,0.00015283804
1663383600,2022-09-17 03:00:00,DEXE/BTC,0.0001496,0.0001496,0.0001496,0.0001496,0,0
1663380000,2022-09-17 02:00:00,DEXE/BTC,0.0001496,0.0001496,0.0001496,0.0001496,0.0674,0.00001008304
1663376400,2022-09-17 01:00:00,DEXE/BTC,0.000149,0.000149,0.000149,0.000149,0,0
1663372800,2022-09-17 00:00:00,DEXE/BTC,0.0001504,0.0001504,0.000149,0.000149,1.4805,0.00022171174
1663369200,2022-09-16 23:00:00,DEXE/BTC,0.0001519,0.0001519,0.0001519,0.0001519,0,0
1663365600,2022-09-16 22:00:00,DEXE/BTC,0.0001519,0.0001519,0.0001519,0.0001519,0,0
1663362000,2022-09-16 21:00:00,DEXE/BTC,0.0001519,0.0001519,0.0001519,0.0001519,0,0
1663358400,2022-09-16 20:00:00,DEXE/BTC,0.0001511,0.0001519,0.000151,0.0001519,34.6588,0.00524597699
1663354800,2022-09-16 19:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001518,0.0001518,6.4589,0.00098046102
1663351200,2022-09-16 18:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001518,0.0001518,16.548,0.0025200203
1663347600,2022-09-16 17:00:00,DEXE/BTC,0.000152,0.0001535,0.000152,0.0001535,22.8754,0.00350339494
1663344000,2022-09-16 16:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,11.5909,0.0017618168
1663340400,2022-09-16 15:00:00,DEXE/BTC,0.0001517,0.0001517,0.0001517,0.0001517,0,0
1663336800,2022-09-16 14:00:00,DEXE/BTC,0.0001517,0.0001517,0.0001517,0.0001517,0,0
1663333200,2022-09-16 13:00:00,DEXE/BTC,0.0001517,0.0001517,0.0001517,0.0001517,0,0
1663329600,2022-09-16 12:00:00,DEXE/BTC,0.0001517,0.0001517,0.0001517,0.0001517,0,0
1663326000,2022-09-16 11:00:00,DEXE/BTC,0.0001517,0.0001517,0.0001517,0.0001517,0,0
1663322400,2022-09-16 10:00:00,DEXE/BTC,0.0001517,0.0001517,0.0001517,0.0001517,1.4897,0.00022598749
1663318800,2022-09-16 09:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,0,0
1663315200,2022-09-16 08:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,10.8442,0.0016374742
1663311600,2022-09-16 07:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,0,0
1663308000,2022-09-16 06:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,0,0
1663304400,2022-09-16 05:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,0,0
1663300800,2022-09-16 04:00:00,DEXE/BTC,0.0001519,0.000152,0.000151,0.000151,22.777,0.00346031328
1663297200,2022-09-16 03:00:00,DEXE/BTC,0.0001503,0.0001503,0.0001503,0.0001503,0,0
1663293600,2022-09-16 02:00:00,DEXE/BTC,0.0001503,0.0001503,0.0001503,0.0001503,11.6449,0.00175022847
1663290000,2022-09-16 01:00:00,DEXE/BTC,0.0001504,0.0001504,0.0001504,0.0001504,0.3735,0.0000561744
1663286400,2022-09-16 00:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,0,0
1663282800,2022-09-15 23:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,11.591,0.001750241
1663279200,2022-09-15 22:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001525,0.0001525,0,0
1663275600,2022-09-15 21:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001525,0.0001525,11.477,0.0017502425
1663272000,2022-09-15 20:00:00,DEXE/BTC,0.0001528,0.0001528,0.0001528,0.0001528,0.1316,0.00002010848
1663268400,2022-09-15 19:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001518,0.0001518,21.5977,0.00327853086
1663264800,2022-09-15 18:00:00,DEXE/BTC,0.000154,0.000154,0.000154,0.000154,0.8401,0.0001293754
1663261200,2022-09-15 17:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,0,0
1663257600,2022-09-15 16:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,11.591,0.001761832
1663254000,2022-09-15 15:00:00,DEXE/BTC,0.0001511,0.0001511,0.000151,0.000151,12.319,0.0018602418
1663250400,2022-09-15 14:00:00,DEXE/BTC,0.000155,0.0001589,0.0001533,0.0001533,177.8143,0.02776439588
1663246800,2022-09-15 13:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001533,0.0001533,0,0
1663243200,2022-09-15 12:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001533,0.0001533,0,0
1663239600,2022-09-15 11:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001533,0.0001533,0,0
1663236000,2022-09-15 10:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001533,0.0001533,0.3126,0.00004792158
1663232400,2022-09-15 09:00:00,DEXE/BTC,0.000154,0.000154,0.000154,0.000154,0,0
1663228800,2022-09-15 08:00:00,DEXE/BTC,0.0001541,0.0001541,0.000154,0.000154,21.687,0.00334083018
1663225200,2022-09-15 07:00:00,DEXE/BTC,0.000155,0.000155,0.000155,0.000155,0,0
1663221600,2022-09-15 06:00:00,DEXE/BTC,0.0001535,0.000155,0.0001535,0.000155,37.2037,0.00574667664
1663218000,2022-09-15 05:00:00,DEXE/BTC,0.0001528,0.0001535,0.0001519,0.0001519,9.8559,0.00151263738
1663214400,2022-09-15 04:00:00,DEXE/BTC,0.0001528,0.0001528,0.0001528,0.0001528,0,0
1663210800,2022-09-15 03:00:00,DEXE/BTC,0.0001528,0.0001528,0.0001511,0.0001528,59.0165,0.00899418406
1663207200,2022-09-15 02:00:00,DEXE/BTC,0.0001543,0.0001543,0.0001543,0.0001543,0,0
1663203600,2022-09-15 01:00:00,DEXE/BTC,0.0001543,0.0001543,0.0001543,0.0001543,2.1201,0.00032713143
1663200000,2022-09-15 00:00:00,DEXE/BTC,0.0001534,0.0001535,0.0001534,0.0001535,21.9001,0.00336062304
1663196400,2022-09-14 23:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001525,0.0001525,1.274,0.000194285
1663192800,2022-09-14 22:00:00,DEXE/BTC,0.0001519,0.0001519,0.0001519,0.0001519,0,0
1663189200,2022-09-14 21:00:00,DEXE/BTC,0.0001534,0.0001534,0.0001519,0.0001519,30.8786,0.00472735538
1663185600,2022-09-14 20:00:00,DEXE/BTC,0.0001544,0.0001544,0.0001544,0.0001544,0,0
1663182000,2022-09-14 19:00:00,DEXE/BTC,0.000153,0.0001544,0.000153,0.0001544,11.8692,0.00183120279
1663178400,2022-09-14 18:00:00,DEXE/BTC,0.0001532,0.0001532,0.0001525,0.0001525,9.3031,0.00142316322
1663174800,2022-09-14 17:00:00,DEXE/BTC,0.0001507,0.0001558,0.0001507,0.0001533,64.8568,0.00998777757
1663171200,2022-09-14 16:00:00,DEXE/BTC,0.0001516,0.0001516,0.0001516,0.0001516,0,0
