https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC,Volume BTC
1663459200,2022-09-18 00:00:00,MATIC/BTC,0.00004114,0.0000412,0.00004107,0.00004115,473.6743,0.019494032075
1663372800,2022-09-17 00:00:00,MATIC/BTC,0.00004073,0.0000413,0.00004058,0.00004119,33831.3396,1.386615448931
1663286400,2022-09-16 00:00:00,MATIC/BTC,0.00004188,0.00004197,0.00004047,0.00004078,104494.0919,4.290454848257
1663200000,2022-09-15 00:00:00,MATIC/BTC,0.00004272,0.00004311,0.00004169,0.00004188,230192.9889,9.699218264088
1663113600,2022-09-14 00:00:00,MATIC/BTC,0.00004195,0.0000428,0.00004172,0.00004273,124843.3905,5.274756951758
1663027200,2022-09-13 00:00:00,MATIC/BTC,0.00004153,0.00004259,0.00004021,0.00004195,202358.1426,8.389240721401
1662940800,2022-09-12 00:00:00,MATIC/BTC,0.00004092,0.00004195,0.00004006,0.00004157,315379.9513,13.031653106534
1662854400,2022-09-11 00:00:00,MATIC/BTC,0.00004184,0.00004244,0.00004071,0.00004093,123836.2289,5.149649700076
1662768000,2022-09-10 00:00:00,MATIC/BTC,0.00004169,0.0000423,0.00004122,0.00004183,187053.6646,7.778984237319
1662681600,2022-09-09 00:00:00,MATIC/BTC,0.00004371,0.00004415,0.00004131,0.00004172,147591.3757,6.238472011822
1662595200,2022-09-08 00:00:00,MATIC/BTC,0.00004356,0.00004401,0.0000427,0.00004372,92952.1155,4.035902830759
1662508800,2022-09-07 00:00:00,MATIC/BTC,0.00004335,0.00004417,0.00004251,0.0000436,109622.3829,4.745717470134
1662422400,2022-09-06 00:00:00,MATIC/BTC,0.00004456,0.00004596,0.00004319,0.00004335,526659.6269,23.421265589135
1662336000,2022-09-05 00:00:00,MATIC/BTC,0.00004479,0.00004505,0.00004382,0.00004451,141627.0106,6.299707504029
1662249600,2022-09-04 00:00:00,MATIC/BTC,0.00004486,0.00004523,0.00004431,0.00004472,169317.8822,7.571301021621
1662163200,2022-09-03 00:00:00,MATIC/BTC,0.00004371,0.00004494,0.00004362,0.00004486,133653.0244,5.907549594376
