https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OMG,Volume BTC
1663545600,2022-09-19 00:00:00,OMG/BTC,0.00008500,0.00008500,0.00008500,0.00008500,0.00000000,0.0
1663459200,2022-09-18 00:00:00,OMG/BTC,0.00009106,0.00009116,0.00008500,0.00008500,1305.62007636,0.1109777064906
1663372800,2022-09-17 00:00:00,OMG/BTC,0.00009078,0.00009078,0.00009078,0.00009078,0.00000000,0.0
1663286400,2022-09-16 00:00:00,OMG/BTC,0.00009078,0.00009078,0.00009078,0.00009078,0.00000000,0.0
1663200000,2022-09-15 00:00:00,OMG/BTC,0.00009078,0.00009078,0.00009078,0.00009078,104.92648168,0.009525226006910399
1663113600,2022-09-14 00:00:00,OMG/BTC,0.00008819,0.00009035,0.00008819,0.00009035,2421.92256965,0.2188207041678775
1663027200,2022-09-13 00:00:00,OMG/BTC,0.00009109,0.00009109,0.00009109,0.00009109,0.00000000,0.0
1662940800,2022-09-12 00:00:00,OMG/BTC,0.00008795,0.00009384,0.00008787,0.00009109,4693.87879604,0.42756541953128363
1662854400,2022-09-11 00:00:00,OMG/BTC,0.00008877,0.00008877,0.00008823,0.00008823,164.73695495,0.014534741535238501
1662768000,2022-09-10 00:00:00,OMG/BTC,0.00009000,0.00009000,0.00008876,0.00008877,2526.12050918,0.22424371759990863
1662681600,2022-09-09 00:00:00,OMG/BTC,0.00009204,0.00009204,0.00009152,0.00009152,250.92662083,0.0229648043383616
1662595200,2022-09-08 00:00:00,OMG/BTC,0.00009308,0.00009308,0.00009308,0.00009308,50.00019804,0.0046540184335632
1662508800,2022-09-07 00:00:00,OMG/BTC,0.00009161,0.00009535,0.00009161,0.00009531,1020.16273467,0.09723171024139769
1662422400,2022-09-06 00:00:00,OMG/BTC,0.00009000,0.00009000,0.00009000,0.00009000,7.56920415,0.0006812283735
1662336000,2022-09-05 00:00:00,OMG/BTC,0.00009250,0.00009250,0.00009248,0.00009248,2339.24518201,0.2163333944322848
1662249600,2022-09-04 00:00:00,OMG/BTC,0.00009450,0.00009592,0.00009450,0.00009592,35.50410654,0.0034055538993168002
1662163200,2022-09-03 00:00:00,OMG/BTC,0.00009118,0.00009118,0.00009118,0.00009118,172.15496819,0.0156970899995642
1662076800,2022-09-02 00:00:00,OMG/BTC,0.00008855,0.00008855,0.00008855,0.00008855,0.00000000,0.0
1661990400,2022-09-01 00:00:00,OMG/BTC,0.00008899,0.00008900,0.00008855,0.00008855,365.70358485,0.0323830524384675
1661904000,2022-08-31 00:00:00,OMG/BTC,0.00009076,0.00009076,0.00009076,0.00009076,2.20361393,0.0002000000002868
1661817600,2022-08-30 00:00:00,OMG/BTC,0.00009078,0.00009078,0.00009076,0.00009076,538.36868505,0.048862341855138
1661731200,2022-08-29 00:00:00,OMG/BTC,0.00009187,0.00009187,0.00009187,0.00009187,2.28571429,0.0002099885718223
1661644800,2022-08-28 00:00:00,OMG/BTC,0.00008750,0.00008750,0.00008750,0.00008750,2.28571429,0.000200000000375
1661558400,2022-08-27 00:00:00,OMG/BTC,0.00008750,0.00008750,0.00008750,0.00008750,0.00000000,0.0
1661472000,2022-08-26 00:00:00,OMG/BTC,0.00009000,0.00009044,0.00008750,0.00008750,373.53359846,0.03268418986525
1661385600,2022-08-25 00:00:00,OMG/BTC,0.00009185,0.00009185,0.00009185,0.00009185,752.26515000,0.06909555402749999
1661299200,2022-08-24 00:00:00,OMG/BTC,0.00009135,0.00009135,0.00009135,0.00009135,2.18938150,0.000200000000025
1661212800,2022-08-23 00:00:00,OMG/BTC,0.00009087,0.00009135,0.00009087,0.00009135,190.76268984,0.017426171716884
1661126400,2022-08-22 00:00:00,OMG/BTC,0.00008700,0.00008703,0.00008700,0.00008703,58.82391091,0.0051194449664973005
1661040000,2022-08-21 00:00:00,OMG/BTC,0.00008700,0.00008700,0.00008700,0.00008700,0.00000000,0.0
1660953600,2022-08-20 00:00:00,OMG/BTC,0.00009114,0.00009114,0.00008700,0.00008700,163.26234500,0.014203824015000002
1660867200,2022-08-19 00:00:00,OMG/BTC,0.00009009,0.00009009,0.00008750,0.00008885,7297.74711506,0.6484048311730811
1660780800,2022-08-18 00:00:00,OMG/BTC,0.00009400,0.00009580,0.00009400,0.00009501,99504.49940789,9.453922488743629
1660694400,2022-08-17 00:00:00,OMG/BTC,0.00009815,0.00009815,0.00009500,0.00009580,114.07785670,0.010928658671859999
1660608000,2022-08-16 00:00:00,OMG/BTC,0.00009555,0.00009555,0.00009538,0.00009538,1090.65118000,0.1040263095484
1660521600,2022-08-15 00:00:00,OMG/BTC,0.00009595,0.00009595,0.00009595,0.00009595,2.08441897,0.00020000000017150003
1660435200,2022-08-14 00:00:00,OMG/BTC,0.00009747,0.00009747,0.00009595,0.00009595,21.82454004,0.002094064616838
1660348800,2022-08-13 00:00:00,OMG/BTC,0.00009747,0.00009747,0.00009747,0.00009747,2.05191341,0.0002000000000727
1660262400,2022-08-12 00:00:00,OMG/BTC,0.00009747,0.00009747,0.00009747,0.00009747,0.00000000,0.0
1660176000,2022-08-11 00:00:00,OMG/BTC,0.00009876,0.00009876,0.00009747,0.00009747,282.77342111,0.027561925355591703
1660089600,2022-08-10 00:00:00,OMG/BTC,0.00009933,0.00009933,0.00009933,0.00009933,4.51992766,0.00044896441446779997
1660003200,2022-08-09 00:00:00,OMG/BTC,0.00010500,0.00010515,0.00010000,0.00010000,806.65715644,0.080665715644
1659916800,2022-08-08 00:00:00,OMG/BTC,0.00010000,0.00010121,0.00010000,0.00010121,3102.42928194,0.3139968676251474
1659830400,2022-08-07 00:00:00,OMG/BTC,0.00010247,0.00010247,0.00010081,0.00010081,1744.38235725,0.1758511854343725
1659744000,2022-08-06 00:00:00,OMG/BTC,0.00010309,0.00010505,0.00010309,0.00010505,190.44966428,0.020006737232614
1659657600,2022-08-05 00:00:00,OMG/BTC,0.00009915,0.00010222,0.00009915,0.00010049,103.98120523,0.010449071313562699
1659571200,2022-08-04 00:00:00,OMG/BTC,0.00009497,0.00009713,0.00009497,0.00009713,93.22212375,0.0090546648798375
1659484800,2022-08-03 00:00:00,OMG/BTC,0.00009443,0.00009443,0.00009443,0.00009443,2.11797099,0.00020000000058569998
1659398400,2022-08-02 00:00:00,OMG/BTC,0.00009250,0.00009444,0.00009242,0.00009443,2143.76204870,0.202435450258741
1659312000,2022-08-01 00:00:00,OMG/BTC,0.00009467,0.00009467,0.00009467,0.00009467,54.88222364,0.0051957001119988
1659225600,2022-07-31 00:00:00,OMG/BTC,0.00009609,0.00009609,0.00009575,0.00009575,643.17717440,0.061584214448799995
1659139200,2022-07-30 00:00:00,OMG/BTC,0.00009960,0.00010066,0.00009620,0.00009620,1301.18581605,0.12517407550401
1659052800,2022-07-29 00:00:00,OMG/BTC,0.00009503,0.00009975,0.00009498,0.00009701,2526.60873631,0.2451063135094331
1658966400,2022-07-28 00:00:00,OMG/BTC,0.00008776,0.00010163,0.00008776,0.00009718,2802.98088156,0.2723936820700008
1658880000,2022-07-27 00:00:00,OMG/BTC,0.00008701,0.00008780,0.00008701,0.00008729,793.65876113,0.0692784732590377
1658793600,2022-07-26 00:00:00,OMG/BTC,0.00008600,0.00008600,0.00008600,0.00008600,50.00000000,0.0043
1658707200,2022-07-25 00:00:00,OMG/BTC,0.00008837,0.00008888,0.00008626,0.00008626,645.47015803,0.0556782558316678
1658620800,2022-07-24 00:00:00,OMG/BTC,0.00009240,0.00009240,0.00009240,0.00009240,2.12765958,0.000196595745192
1658534400,2022-07-23 00:00:00,OMG/BTC,0.00009400,0.00009400,0.00009400,0.00009400,50.00000000,0.004699999999999999
1658448000,2022-07-22 00:00:00,OMG/BTC,0.00008663,0.00009300,0.00008663,0.00009003,9027.16780835,0.8127159177857505
1658361600,2022-07-21 00:00:00,OMG/BTC,0.00008136,0.00008202,0.00008136,0.00008200,2254.54752000,0.18487289664
